"logA_mean","logA_stdev","logA_median","logA_errlo","logA_errup","n_s_mean","n_s_stdev","n_s_median","n_s_errlo","n_s_errup","H0_mean","H0_stdev","H0_median","H0_errlo","H0_errup","omega_b_mean","omega_b_stdev","omega_b_median","omega_b_errlo","omega_b_errup","omega_cdm_mean","omega_cdm_stdev","omega_cdm_median","omega_cdm_errlo","omega_cdm_errup","m_ncdm_mean","m_ncdm_stdev","m_ncdm_median","m_ncdm_errlo","m_ncdm_errup","w0_fld_mean","w0_fld_stdev","w0_fld_median","w0_fld_errlo","w0_fld_errup","Omega_EDE_mean","Omega_EDE_stdev","Omega_EDE_median","Omega_EDE_errlo","Omega_EDE_errup","tau_reio_mean","tau_reio_stdev","tau_reio_median","tau_reio_errlo","tau_reio_errup"
3.000368155254683256e+00,1.174323972045436537e-01,2.998790898067450694e+00,2.861363405986951047e+00,3.142064625017209067e+00,9.497734369496323437e-01,2.894596515252609997e-02,9.493459824291394789e-01,9.160804996875271389e-01,9.845200133073876980e-01,7.464314829198791301e+01,1.345026262011584262e+00,7.468046957298385280e+01,7.320858749034913160e+01,7.606777701146009463e+01,2.228890315406436076e-02,1.733827168524688521e-04,2.228667594723799175e-02,2.208602191161223791e-02,2.249609283933545409e-02,1.254460130207407931e-01,3.795033229442037158e-03,1.264580788531342037e-01,1.218562654438440362e-01,1.290348626093178463e-01,5.749289835477729149e-02,2.847004725296225711e-02,6.061588002403298092e-02,2.299708579923882834e-02,8.931414826094072335e-02,-8.661376877382921391e-01,2.756054608622354393e-02,-8.666440474214875955e-01,-8.936226606617245771e-01,-8.380489242433436514e-01,5.600690152337621519e-02,2.808739170442631911e-02,5.899205232147271272e-02,2.260192455096153921e-02,8.733059521610286868e-02,4.492764211502626309e-02,2.024711479056149829e-02,4.497525186762591637e-02,2.115990031065345667e-02,6.857466649628268796e-02
