logA n_s H0 omega_b omega_cdm m_ncdm w0_fld Omega_EDE tau_reio
2.984933247480775265e+00 9.820414645840007672e-01 7.272487322006585941e+01 2.200987880851605974e-02 1.239506549393272206e-01 4.994755733438507872e-02 -8.062867492181364781e-01 5.244068594337684269e-02 4.257447561433871930e-02
2.963445018428733313e+00 9.523206105238556374e-01 7.440548598968113936e+01 2.247350272609752869e-02 1.236462073403081507e-01 4.680959453651455104e-02 -8.326804078008269716e-01 6.235067034385426837e-02 6.939733970789230266e-02
3.053832835366177001e+00 9.340705072707606860e-01 7.569215392396358766e+01 2.255642302578067179e-02 1.259481400905326232e-01 2.853856932314174574e-02 -8.546318521280207303e-01 8.920994400478923780e-02 5.860438960087691052e-02
3.130026371743624747e+00 9.953753097979893827e-01 7.421492573257540926e+01 2.246407264644595392e-02 1.241653833099784776e-01 1.201334188962238647e-02 -8.184738803807971586e-01 7.365042716567067604e-02 3.169185840739378868e-02
3.005230343997228992e+00 9.719704297924173231e-01 7.393447264890332349e+01 2.256950514534461841e-02 1.297707844581617587e-01 5.862767466579088538e-02 -8.408041704922397663e-01 4.770554547196939610e-02 7.272375763434033025e-02
2.919867199867502094e+00 9.275913953206290641e-01 7.352107208581035991e+01 2.252591724559840913e-02 1.239201547088458338e-01 4.207314413259723163e-02 -8.058831833955095725e-01 5.413809701132620694e-02 6.994766584271575049e-02
3.130491600426649867e+00 9.167731886395905638e-01 7.271141153806249235e+01 2.240614304807432913e-02 1.246379156800489357e-01 3.789508420322832555e-02 -8.267301576851029399e-01 3.214514188395008881e-02 2.925987516088537910e-02
2.958163761965040273e+00 9.666978752388108997e-01 7.550134005830005890e+01 2.206136232976696476e-02 1.228103694341367985e-01 7.527930421181520948e-02 -8.751776338635492980e-01 7.312011522910158434e-02 6.597683133789966625e-02
2.839840700566884202e+00 9.462552864426965193e-01 7.424828404227342560e+01 2.259656620846005326e-02 1.160259847437094816e-01 4.865867703971239744e-02 -8.319789923633886808e-01 9.546361206804643285e-02 5.588657542481544754e-02
2.885244269134612516e+00 9.819660927419758822e-01 7.049492441203524606e+01 2.208481156267679338e-02 1.188255570683248163e-01 7.552638268098889329e-02 -7.850589564310497259e-01 4.849746421024353667e-03 5.628183361737466861e-02
3.136900548688091206e+00 9.773895063044526488e-01 7.545960624895099045e+01 2.240107855487752375e-02 1.206739127369054337e-01 8.403633979005009635e-02 -8.618027971593060776e-01 9.378592099232017920e-02 5.984543735956154853e-02
3.034465286250560556e+00 9.748520608424091627e-01 7.462341532377210740e+01 2.212396640004726106e-02 1.247987277687366559e-01 3.420145199573698669e-02 -8.818844966620247305e-01 4.782809140105227785e-02 6.301782057828274330e-02
