# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_fld            13:(.)w_fld              14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_tot            17:(.)p_tot              18:(.)p_tot_prime        19:gr.fac. D             20:gr.fac. f          
       1.000000000000e+14       7.559291720200e-26       4.634785000235e-09       2.157321013403e+22       1.411442244007e+04       1.411442244007e-10       1.411442244007e+18       2.676237173803e-09       2.751560535470e+44       2.490422367464e+33       1.336376166075e+34       2.792420372922e+40       3.333333333220e-01       1.902194177205e+44       4.654033954871e+44       4.654033954871e+44       1.551344651571e+44      -1.338699366346e+53       5.465304438691e-06       2.000000000000e+00 
       9.991943997396e+13       7.571485989145e-26       4.638422979042e-09       2.153846536746e+22       1.411442244007e+04       1.412580218999e-10       1.410305185767e+18       2.678394889468e-09       2.742704612622e+44       2.484408360229e+33       1.333149012305e+34       2.783432942297e+40       3.333333333220e-01       1.896071947780e+44       4.639054903854e+44       4.639054903854e+44       1.546351634565e+44      -1.333315764608e+53       5.474113688893e-06       1.996781488055e+00 
       9.983894484710e+13       7.583699928734e-26       4.642060957849e-09       2.150377655913e+22       1.411442244007e+04       1.413719111483e-10       1.409169043542e+18       2.680554344750e-09       2.733877192643e+44       2.478408875946e+33       1.329929651642e+34       2.774474437601e+40       3.333333333220e-01       1.889969422807e+44       4.624124063052e+44       4.624124063052e+44       1.541374687631e+44      -1.327953813113e+53       5.482922939095e-06       1.993573318264e+00 
       9.975851456713e+13       7.595933571150e-26       4.645698936656e-09       2.146914361892e+22       1.411442244007e+04       1.414858922199e-10       1.408033816594e+18       2.682715541088e-09       2.725078183797e+44       2.472423879544e+33       1.326718065266e+34       2.765544766185e+40       3.333333333220e-01       1.883886538866e+44       4.609241277297e+44       4.609241277297e+44       1.536413759047e+44      -1.322613424796e+53       5.491732189296e-06       1.990375440882e+00 
       9.967814908182e+13       7.608186948299e-26       4.651155904867e-09       2.143456645684e+22       1.411442244007e+04       1.415999651888e-10       1.406899504185e+18       2.684878479891e-09       2.716307494641e+44       2.466453336036e+33       1.323514234403e+34       2.756643834883e+40       3.333333333219e-01       1.877823232743e+44       4.594406391925e+44       4.594406391925e+44       1.531468797256e+44      -1.317294512939e+53       5.500541439498e-06       1.987187806456e+00 
       9.959784833896e+13       7.620460091995e-26       4.654793883674e-09       2.140004498305e+22       1.411442244007e+04       1.417141301289e-10       1.405766105578e+18       2.687043162565e-09       2.707565034029e+44       2.460497210521e+33       1.320318140325e+34       2.747771551260e+40       3.333333333219e-01       1.871779441427e+44       4.579619252768e+44       4.579619252768e+44       1.526539750870e+44      -1.311996991175e+53       5.509350689700e-06       1.984010365850e+00 
       9.951761228640e+13       7.632753034098e-26       4.658431862481e-09       2.136557910789e+22       1.411442244007e+04       1.418283871145e-10       1.404633620037e+18       2.689209590513e-09       2.698850711107e+44       2.454555468182e+33       1.317129764349e+34       2.738927823192e+40       3.333333333219e-01       1.865755102108e+44       4.564879706153e+44       4.564879706153e+44       1.521626568666e+44      -1.306720773482e+53       5.518159939902e-06       1.980843070245e+00 
       9.943744087203e+13       7.645065806532e-26       4.662069841288e-09       2.133116874179e+22       1.411442244007e+04       1.419427362197e-10       1.403502046827e+18       2.691377765142e-09       2.690164435313e+44       2.448628074284e+33       1.313949087836e+34       2.730112558812e+40       3.333333333219e-01       1.859750152181e+44       4.550187598906e+44       4.550187598906e+44       1.516729199583e+44      -1.301465774186e+53       5.526969190103e-06       1.977685871134e+00 
       9.935733404377e+13       7.657398441285e-26       4.665707820095e-09       2.129681379535e+22       1.411442244007e+04       1.420571775189e-10       1.402371385212e+18       2.693547687860e-09       2.681506116377e+44       2.442714994180e+33       1.310776092193e+34       2.721325666513e+40       3.333333333219e-01       1.853764529240e+44       4.535542778340e+44       4.535542778340e+44       1.511847592728e+44      -1.296231907957e+53       5.535778440305e-06       1.974538720314e+00 
       9.927729174959e+13       7.669750970425e-26       4.669345798902e-09       2.126251417933e+22       1.411442244007e+04       1.421717110864e-10       1.401241634459e+18       2.695719360078e-09       2.672875664320e+44       2.436816193302e+33       1.307610758873e+34       2.712567054903e+40       3.333333333219e-01       1.847798171082e+44       4.520945092263e+44       4.520945092263e+44       1.506981697369e+44      -1.291019089809e+53       5.544587690507e-06       1.971401569891e+00 
