# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       2.815785009713e-10       6.299898678885e-15       5.414635857097e-13       4.037327286318e-15       8.016544318464e-09       4.581124013630e-10      -1.820055339766e-12 
    3       2.409258554599e-10       7.309026217844e-15       4.209472577278e-13       3.796652741900e-15       4.889655134373e-09       3.262969142844e-10      -1.372898971418e-12 
    4       2.228342977964e-10       6.208589193409e-15       3.484190580356e-13       3.071138070888e-15       3.379326447250e-09       2.479321772752e-10      -8.911813262092e-13 
    5       2.129175358078e-10       4.204623861881e-15       2.830498663295e-13       2.232015686926e-15       2.511758117003e-09       1.963255164398e-10      -4.865864088675e-13 
    6       2.065262392344e-10       2.467932243170e-15       2.224474118399e-13       1.510333262326e-15       1.955518897667e-09       1.600373955770e-10      -1.897730362152e-13 
    7       2.024151619429e-10       1.454585513893e-15       1.709530065055e-13       9.995915311481e-16       1.573121480394e-09       1.334132344671e-10      -1.846657905307e-15 
    8       1.998677800570e-10       1.045824455544e-15       1.308325020634e-13       7.014197760265e-16       1.296877580137e-09       1.132257673026e-10       9.257091144453e-14 
    9       1.983138931662e-10       9.456017213584e-16       1.023734518126e-13       5.733167994616e-16       1.089686012865e-09       9.748239420353e-11       1.172157538797e-13 
   10       1.974962764143e-10       9.458972988192e-16       8.428286663682e-14       5.621824098588e-16       9.296166419263e-10       8.495274968484e-11       9.820605594252e-14 
   11       1.972204479131e-10       9.775911287854e-16       7.433912979424e-14       6.219641985770e-16       7.957703913372e-10       7.556117781075e-11       5.966653203119e-14 
   12       1.972628435023e-10       1.043098957593e-15       7.014631768087e-14       7.204580538427e-16       6.951400990069e-10       6.702860371460e-11       1.921974186604e-14 
   13       1.976248910618e-10       1.149673000728e-15       6.949474294261e-14       8.382950994283e-16       6.125540037465e-10       5.989420774148e-11      -1.162729014719e-14 
   14       1.981695776018e-10       1.289044027740e-15       7.060183692782e-14       9.662503976714e-16       5.438621434978e-10       5.393565845015e-11      -2.821905373152e-14 
   15       1.988789432971e-10       1.450280559108e-15       7.234230506123e-14       1.100254728641e-15       4.860600600115e-10       4.870449190483e-11      -3.161803192234e-14 
   16       1.997207392698e-10       1.630116036643e-15       7.405120996132e-14       1.239590568693e-15       4.369259149143e-10       4.422264188044e-11      -2.555614889466e-14 
   17       2.006395045863e-10       1.833199561959e-15       7.548670002324e-14       1.383583048943e-15       3.947856413506e-10       4.033408245970e-11      -1.518298241903e-14 
   18       2.016451209209e-10       2.062885374496e-15       7.678582975788e-14       1.532631533641e-15       3.582211483017e-10       3.691300780873e-11      -5.373551651879e-15 
   19       2.027608488655e-10       2.318643734378e-15       7.806899508932e-14       1.686624579652e-15       3.266381566256e-10       3.393562743923e-11       1.316924118870e-15 
   20       2.039074752747e-10       2.598282710767e-15       7.940177599663e-14       1.845238634493e-15       2.988292173425e-10       3.131794442605e-11       3.227037813904e-15 
   21       2.051075881170e-10       2.901339556861e-15       8.078919921388e-14       2.008317904272e-15       2.743546009996e-10       2.899908568084e-11       9.819439644093e-16 
