# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       2.809838589550e-10       6.346733084781e-15       5.442145210139e-13       4.066704388256e-15       8.185529665112e-09       4.636934915683e-10      -1.834528211400e-12 
    3       2.404913539384e-10       7.363800004958e-15       4.255404693327e-13       3.821883074768e-15       5.023948967311e-09       3.296166642004e-10      -1.386557990250e-12 
    4       2.224259545069e-10       6.254342145762e-15       3.530647974589e-13       3.089352377620e-15       3.479397298495e-09       2.499455378837e-10      -9.035678814287e-13 
    5       2.125431735449e-10       4.233256242485e-15       2.864828121894e-13       2.243386936146e-15       2.589309312168e-09       1.976207429876e-10      -4.977214286764e-13 
    6       2.061955401674e-10       2.478573886087e-15       2.240029391861e-13       1.516479513465e-15       2.017719080873e-09       1.608478748956e-10      -1.998807464754e-13 
    7       2.021083782418e-10       1.450252561887e-15       1.705890332929e-13       1.002450731083e-15       1.624530353867e-09       1.338335692755e-10      -1.124095011301e-14 
    8       1.995682858604e-10       1.031887962422e-15       1.289993169865e-13       7.024856208668e-16       1.340385630177e-09       1.133810571224e-10       8.363454817592e-14 
    9       1.980521945748e-10       9.284245934194e-16       9.976246957066e-14       5.736971613035e-16       1.127141775597e-09       9.750479635655e-11       1.085943668166e-13 
   10       1.972258697789e-10       9.316385102006e-16       8.163556849744e-14       5.623292383047e-16       9.623076317376e-10       8.487832836601e-11       8.987418687127e-14 
   11       1.969151932354e-10       9.700425733825e-16       7.225997187424e-14       6.222410174349e-16       8.238099950953e-10       7.545076095171e-11       5.183680736323e-14 
   12       1.969937755258e-10       1.043229435464e-15       6.887594445066e-14       7.207479210906e-16       7.200510077257e-10       6.673137345688e-11       1.181274700953e-14 
   13       1.972888842074e-10       1.155355574959e-15       6.901783901410e-14       8.387876234063e-16       6.348439892171e-10       5.963302833814e-11      -1.821166623522e-14 
