# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_fld            13:(.)w_fld              14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_tot            17:(.)p_tot              18:(.)p_tot_prime        19:gr.fac. D             20:gr.fac. f          
       1.000000000000e+14       7.557250313324e-26       4.634785000235e-09       2.157903761065e+22       1.411127093190e+04       1.411127093190e-10       1.411127093190e+18       2.675514448822e-09       2.751560535470e+44       2.490422367464e+33       1.336376166075e+34       2.793929185211e+41       3.333333333220e-01       1.902194177205e+44       4.656548642019e+44       4.656548642019e+44       1.552182880620e+44      -1.339784510380e+53       5.480255562212e-06       2.000000000000e+00 
       9.991943997396e+13       7.569441289174e-26       4.638422979042e-09       2.154428345863e+22       1.411127093190e+04       1.412264814092e-10       1.409990288837e+18       2.677671581790e-09       2.742704612622e+44       2.484408360229e+33       1.333149012305e+34       2.784936898460e+41       3.333333333220e-01       1.896071947780e+44       4.641561497459e+44       4.641561497459e+44       1.547187165767e+44      -1.334396544717e+53       5.489088911380e-06       1.996781488055e+00 
       9.983894484710e+13       7.581651930356e-26       4.642060957849e-09       2.150958527997e+22       1.411127093190e+04       1.413403452282e-10       1.408854400293e+18       2.679830453905e-09       2.733877192643e+44       2.478408875946e+33       1.329929651642e+34       2.775973553267e+41       3.333333333220e-01       1.889969422807e+44       4.626622589161e+44       4.626622589161e+44       1.542207529668e+44      -1.329030246848e+53       5.497922260548e-06       1.993573318264e+00 
       9.975851456713e+13       7.593882269044e-26       4.645698936656e-09       2.147494298450e+22       1.411127093190e+04       1.414543008498e-10       1.407719426821e+18       2.681991066606e-09       2.725078183797e+44       2.472423879544e+33       1.326718065266e+34       2.767039056933e+41       3.333333333220e-01       1.883886538866e+44       4.611731761877e+44       4.611731761877e+44       1.537243920573e+44      -1.323685529635e+53       5.506755609717e-06       1.990375440882e+00 
       9.967814908182e+13       7.606132337137e-26       4.649336915463e-09       2.144035648225e+22       1.411127093190e+04       1.415683483481e-10       1.406585367684e+18       2.684153421302e-09       2.716307494641e+44       2.466453336036e+33       1.323514234403e+34       2.758133316242e+41       3.333333333219e-01       1.877823232743e+44       4.596888860858e+44       4.596888860858e+44       1.532296286900e+44      -1.318362306290e+53       5.515588958885e-06       1.987187806456e+00 
       9.959784833896e+13       7.618402166437e-26       4.652974894270e-09       2.140582568333e+22       1.411127093190e+04       1.416824877971e-10       1.405452222146e+18       2.686317519397e-09       2.707565034029e+44       2.460497210521e+33       1.320318140325e+34       2.749256238711e+41       3.333333333219e-01       1.871779441427e+44       4.582093731851e+44       4.582093731851e+44       1.527364577232e+44      -1.313060490377e+53       5.524422308053e-06       1.984010365850e+00 
       9.951761228640e+13       7.630691788798e-26       4.656612873077e-09       2.137135049805e+22       1.411127093190e+04       1.417967192711e-10       1.404319989470e+18       2.688483362295e-09       2.698850711107e+44       2.454555468182e+33       1.317129764349e+34       2.740407732162e+41       3.333333333219e-01       1.865755102108e+44       4.567346221103e+44       4.567346221103e+44       1.522448740316e+44      -1.307779995804e+53       5.533255657221e-06       1.980843070246e+00 
       9.943744087203e+13       7.643001236135e-26       4.660250851884e-09       2.133693083682e+22       1.411127093190e+04       1.419110428442e-10       1.403188668921e+18       2.690650951403e-09       2.690164435313e+44       2.448628074284e+33       1.313949087836e+34       2.731587704681e+41       3.333333333219e-01       1.859750152181e+44       4.552646175354e+44       4.552646175354e+44       1.517548725066e+44      -1.302520736829e+53       5.542089006389e-06       1.977685871134e+00 
       9.935733404377e+13       7.655330540427e-26       4.663888830692e-09       2.130256661024e+22       1.411127093190e+04       1.420254585906e-10       1.402058259763e+18       2.692820288128e-09       2.681506116377e+44       2.442714994180e+33       1.310776092193e+34       2.722796064612e+41       3.333333333219e-01       1.853764529240e+44       4.537993441838e+44       4.537993441838e+44       1.512664480561e+44      -1.297282628050e+53       5.550922355557e-06       1.974538720314e+00 
       9.927729174959e+13       7.667679733734e-26       4.667526809499e-09       2.126825772902e+22       1.411127093190e+04       1.421399665847e-10       1.400928761264e+18       2.694991373880e-09       2.672875664320e+44       2.436816193302e+33       1.307610758873e+34       2.714032720512e+41       3.333333333219e-01       1.847798171082e+44       4.523387868278e+44       4.523387868278e+44       1.507795956041e+44      -1.292065584413e+53       5.559755704725e-06       1.971401569891e+00 
