# dimensionless [l(l+1)/2pi] C_l's for scalar mode
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.397856818268e-10       4.174058083343e-15       3.477964598540e-13       0.000000000000e+00       8.160574133793e-09       4.631874388136e-10      -1.833351775222e-12 
    3       1.322606147822e-10       5.336018784378e-15       3.909869678233e-13       0.000000000000e+00       5.012603342137e-09       3.293574671315e-10      -1.385320940112e-12 
    4       1.250325992716e-10       4.594926861282e-15       3.661775324960e-13       0.000000000000e+00       3.471370415503e-09       2.497861714049e-10      -9.024346134849e-13 
    5       1.195870505719e-10       3.049740007379e-15       3.124886590405e-13       0.000000000000e+00       2.583027194106e-09       1.975151427230e-10      -4.967067030742e-13 
    6       1.157946886249e-10       1.699172060325e-15       2.522901561204e-13       0.000000000000e+00       2.012569496716e-09       1.607789357739e-10      -1.989522206619e-13 
    7       1.132974366428e-10       9.204685229200e-16       1.986448995107e-13       0.000000000000e+00       1.620123520462e-09       1.337993088494e-10      -1.038000080553e-14 
    8       1.118289814951e-10       5.990878653577e-16       1.572902004971e-13       0.000000000000e+00       1.336574164490e-09       1.133729464341e-10       8.444620775459e-14 
    9       1.110921305667e-10       4.827856688478e-16       1.295437924596e-13       0.000000000000e+00       1.123850077822e-09       9.750803031833e-11       1.093741476207e-13 
   10       1.108919791812e-10       4.101174096039e-16       1.141285671152e-13       0.000000000000e+00       9.594518394600e-10       8.488608578677e-11       9.063439914887e-14 
   11       1.111240329254e-10       3.430168088406e-16       1.084333651257e-13       0.000000000000e+00       8.212199701162e-10       7.545755293576e-11       5.256401679039e-14 
   12       1.117052737402e-10       2.981094210366e-16       1.094859321957e-13       0.000000000000e+00       7.177495717309e-10       6.675870085738e-11       1.251637909290e-14 
   13       1.124961890867e-10       2.857967688857e-16       1.146686616091e-13       0.000000000000e+00       6.327843373328e-10       5.966051294077e-11      -1.757083301989e-14 
   14       1.135267367531e-10       2.976561333252e-16       1.220314211358e-13       0.000000000000e+00       5.620762222849e-10       5.361346640314e-11      -3.341337552471e-14 
   15       1.147165844011e-10       3.222003149338e-16       1.302451602622e-13       0.000000000000e+00       5.025482608250e-10       4.832465108280e-11      -3.597147092107e-14 
   16       1.160301987445e-10       3.573286367731e-16       1.386393331868e-13       0.000000000000e+00       4.519238275725e-10       4.382986128276e-11      -2.915238892890e-14 
   17       1.174698859312e-10       4.085205086355e-16       1.470416266545e-13       0.000000000000e+00       4.084865366929e-10       3.997918601357e-11      -1.823213877250e-14 
   18       1.190096258090e-10       4.808280245706e-16       1.556471910674e-13       0.000000000000e+00       3.707813199326e-10       3.658963284281e-11      -8.057840371598e-15 
   19       1.206526194029e-10       5.742909966384e-16       1.646573954345e-13       0.000000000000e+00       3.382004263746e-10       3.360437612923e-11      -1.133773825517e-15 
   20       1.223587447906e-10       6.867014734450e-16       1.742117659844e-13       0.000000000000e+00       3.095025318574e-10       3.093401279623e-11       9.478710553494e-16 
   21       1.241338742236e-10       8.175986578739e-16       1.842337586187e-13       0.000000000000e+00       2.842367232971e-10       2.857543955711e-11      -1.153858694031e-15 
   22       1.259678833367e-10       9.667970753865e-16       1.945084509204e-13       0.000000000000e+00       2.617951719801e-10       2.650824368999e-11      -5.604769036406e-15 
   23       1.278636515716e-10       1.134450882428e-15       2.047564520911e-13       0.000000000000e+00       2.418778123855e-10       2.466934520854e-11      -1.061673137051e-14 
   24       1.298068769436e-10       1.320685839136e-15       2.146241766189e-13       0.000000000000e+00       2.240302541522e-10       2.296626974359e-11      -1.432524701726e-14 
   25       1.317975888181e-10       1.525840716695e-15       2.237732096086e-13       0.000000000000e+00       2.080106710015e-10       2.140977746985e-11      -1.599636960439e-14 
   26       1.338269618839e-10       1.750462275463e-15       2.318862871270e-13       0.000000000000e+00       1.935058252492e-10       2.002614732679e-11      -1.541501974432e-14 
   27       1.359037997094e-10       1.996163304112e-15       2.389049113413e-13       0.000000000000e+00       1.804406729452e-10       1.880237329340e-11      -1.316131087994e-14 
   28       1.380258799321e-10       2.265098703094e-15       2.448823677172e-13       0.000000000000e+00       1.686570396728e-10       1.769216340922e-11      -1.030363305320e-14 
   29       1.401765447825e-10       2.559448451094e-15       2.499014511631e-13       0.000000000000e+00       1.578689889486e-10       1.663791409994e-11      -8.014346613785e-15 
   30       1.423593506718e-10       2.880340240589e-15       2.539983383509e-13       0.000000000000e+00       1.480171351584e-10       1.564350752016e-11      -6.630552679135e-15 
   31       1.445734254621e-10       3.228491586668e-15       2.572124691499e-13       0.000000000000e+00       1.390284186715e-10       1.472826930132e-11      -6.229441350245e-15 
   32       1.468098174445e-10       3.604563698232e-15       2.595747254366e-13       0.000000000000e+00       1.307607184188e-10       1.390433909804e-11      -6.791965672881e-15 
   33       1.490763401806e-10       4.009490272394e-15       2.609923233204e-13       0.000000000000e+00       1.231690709203e-10       1.316450318198e-11      -7.949968155744e-15 
   34       1.513796792290e-10       4.444259153640e-15       2.613197942143e-13       0.000000000000e+00       1.161863210012e-10       1.248838025549e-11      -9.130833586096e-15 
   35       1.537198491547e-10       4.909812918918e-15       2.604068822923e-13       0.000000000000e+00       1.097086281309e-10       1.185199756729e-11      -9.764042724001e-15 
   36       1.560971287194e-10       5.407012930867e-15       2.581675234471e-13       0.000000000000e+00       1.037192257509e-10       1.125337071787e-11      -9.806025676934e-15 
   37       1.585059140356e-10       5.936655898461e-15       2.545334743682e-13       0.000000000000e+00       9.819938341062e-11       1.069489108344e-11      -9.394224048772e-15 
   38       1.609317451397e-10       6.499477700486e-15       2.494359230163e-13       0.000000000000e+00       9.309098891649e-11       1.017619078113e-11      -8.712388280069e-15 
   39       1.633582773499e-10       7.096171871522e-15       2.428201773603e-13       0.000000000000e+00       8.831751727610e-11       9.694780753906e-12      -7.962032682208e-15 
   40       1.657932209893e-10       7.727463501305e-15       2.346959842974e-13       0.000000000000e+00       8.386437690113e-11       9.248912123546e-12      -7.256864404650e-15 
   41       1.682497558956e-10       8.394053060030e-15       2.251042124053e-13       0.000000000000e+00       7.971987716917e-11       8.835218776655e-12      -6.698018802844e-15 
   42       1.707391453385e-10       9.096592941123e-15       2.141045716625e-13       0.000000000000e+00       7.585125383549e-11       8.447672624878e-12      -6.403816649624e-15 
   43       1.732693491750e-10       9.835685303040e-15       2.017496299862e-13       0.000000000000e+00       7.221679233202e-11       8.079517145603e-12      -6.472096018316e-15 
   44       1.758410425985e-10       1.061188128202e-14       1.879947201627e-13       0.000000000000e+00       6.881091030833e-11       7.730293616935e-12      -6.850928012986e-15 
   45       1.784498607696e-10       1.142567691492e-14       1.727616926910e-13       0.000000000000e+00       6.563014680469e-11       7.400646248099e-12      -7.429186769262e-15 
   46       1.810870317708e-10       1.227750991363e-14       1.559628429618e-13       0.000000000000e+00       6.265962610575e-11       7.090290953246e-12      -8.070206390496e-15 
   47       1.837390141128e-10       1.316775696566e-14       1.375002402328e-13       0.000000000000e+00       5.987216772043e-11       6.797938140323e-12      -8.610285696940e-15 
   48       1.863925270207e-10       1.409674261132e-14       1.172835413880e-13       0.000000000000e+00       5.723665593230e-11       6.521822288826e-12      -8.902687630831e-15 
