# dimensionless [l(l+1)/2pi] C_l's for scalar mode
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.401332395423e-10       4.144651553668e-15       3.458172966852e-13       0.000000000000e+00       8.016544318464e-09       4.581124013630e-10      -1.820055339766e-12 
    3       1.326711194387e-10       5.296557706696e-15       3.872169485474e-13       0.000000000000e+00       4.889655134373e-09       3.262969142844e-10      -1.372898971418e-12 
    4       1.254276274782e-10       4.560128315811e-15       3.621971701434e-13       0.000000000000e+00       3.379326447250e-09       2.479321772752e-10      -8.911813262092e-13 
    5       1.199405172282e-10       3.027191375160e-15       3.095351481781e-13       0.000000000000e+00       2.511758117003e-09       1.963255164398e-10      -4.865864088675e-13 
    6       1.161071410821e-10       1.690796348124e-15       2.510033058483e-13       0.000000000000e+00       1.955518897667e-09       1.600373955770e-10      -1.897730362152e-13 
    7       1.135863558483e-10       9.246506204585e-16       1.990699443497e-13       0.000000000000e+00       1.573121480394e-09       1.334132344671e-10      -1.846657905307e-15 
    8       1.121094670545e-10       6.117895145220e-16       1.590243959068e-13       0.000000000000e+00       1.296877580137e-09       1.132257673026e-10       9.257091144453e-14 
    9       1.113389450656e-10       4.984985702481e-16       1.319619407977e-13       0.000000000000e+00       1.089686012865e-09       9.748239420353e-11       1.172157538797e-13 
   10       1.111460605828e-10       4.233984786522e-16       1.165580445003e-13       0.000000000000e+00       9.296166419263e-10       8.495274968484e-11       9.820605594252e-14 
   11       1.114112235014e-10       3.502530046611e-16       1.103290923732e-13       0.000000000000e+00       7.957703913372e-10       7.556117781075e-11       5.966653203119e-14 
   12       1.119556055580e-10       2.985238525374e-16       1.106289438642e-13       0.000000000000e+00       6.951400990069e-10       6.702860371460e-11       1.921974186604e-14 
   13       1.128071973756e-10       2.811071308799e-16       1.150813051837e-13       0.000000000000e+00       6.125540037465e-10       5.989420774148e-11      -1.162729014719e-14 
   14       1.138443245470e-10       2.907368814610e-16       1.218075541314e-13       0.000000000000e+00       5.438621434978e-10       5.393565845015e-11      -2.821905373152e-14 
   15       1.150575913738e-10       3.156342661663e-16       1.296340599333e-13       0.000000000000e+00       4.860600600115e-10       4.870449190483e-11      -3.161803192234e-14 
   16       1.164192525869e-10       3.525942796344e-16       1.378807558307e-13       0.000000000000e+00       4.369259149143e-10       4.422264188044e-11      -2.555614889466e-14 
   17       1.178759000955e-10       4.059476474379e-16       1.462989455277e-13       0.000000000000e+00       3.947856413506e-10       4.033408245970e-11      -1.518298241903e-14 
   18       1.194440084433e-10       4.799097350810e-16       1.550117206046e-13       0.000000000000e+00       3.582211483017e-10       3.691300780873e-11      -5.373551651879e-15 
   19       1.211287331270e-10       5.743218978052e-16       1.641259327200e-13       0.000000000000e+00       3.266381566256e-10       3.393562743923e-11       1.316924118870e-15 
   20       1.228697278673e-10       6.869966988712e-16       1.736851781443e-13       0.000000000000e+00       2.988292173425e-10       3.131794442605e-11       3.227037813904e-15 
   21       1.246788689470e-10       8.174986245798e-16       1.836701611947e-13       0.000000000000e+00       2.743546009996e-10       2.899908568084e-11       9.819439644093e-16 
   22       1.265587048389e-10       9.657691869328e-16       1.939563666120e-13       0.000000000000e+00       2.526228497475e-10       2.689284927505e-11      -3.609637432587e-15 
   23       1.285029047873e-10       1.132397128276e-15       2.041702462549e-13       0.000000000000e+00       2.333415922885e-10       2.499897725709e-11      -8.761655980790e-15 
   24       1.304825321318e-10       1.318042264922e-15       2.138308616945e-13       0.000000000000e+00       2.160691809546e-10       2.331784480472e-11      -1.260782205674e-14 
   25       1.325032931989e-10       1.523138449023e-15       2.227068911861e-13       0.000000000000e+00       2.005703223252e-10       2.181703055147e-11      -1.442715304851e-14 
   26       1.345679647685e-10       1.748139400468e-15       2.306538788940e-13       0.000000000000e+00       1.865407197475e-10       2.044149325947e-11      -1.401774991744e-14 
   27       1.366856557435e-10       1.994420707952e-15       2.376145289904e-13       0.000000000000e+00       1.739070519706e-10       1.918228772947e-11      -1.193734554407e-14 
   28       1.388501530610e-10       2.263785423224e-15       2.435758876196e-13       0.000000000000e+00       1.625156232864e-10       1.803117087829e-11      -9.214526013352e-15 
   29       1.410412237071e-10       2.558082466915e-15       2.485472819885e-13       0.000000000000e+00       1.520890807299e-10       1.696873634146e-11      -6.986530199771e-15 
   30       1.432655986151e-10       2.878575770904e-15       2.525436872758e-13       0.000000000000e+00       1.425695638399e-10       1.599314584198e-11      -5.612102836560e-15 
   31       1.455286097770e-10       3.226323749291e-15       2.555990031184e-13       0.000000000000e+00       1.338860798319e-10       1.510037327733e-11      -5.216633890349e-15 
   32       1.478256222519e-10       3.602308957972e-15       2.577444220594e-13       0.000000000000e+00       1.259008436176e-10       1.427938123193e-11      -5.828189560689e-15 
   33       1.501549030344e-10       4.007351897989e-15       2.589116261571e-13       0.000000000000e+00       1.185701323573e-10       1.352501571987e-11      -7.070124105756e-15 
   34       1.525070164305e-10       4.442151742743e-15       2.589930928890e-13       0.000000000000e+00       1.118288029050e-10       1.282840254548e-11      -8.339990557965e-15 
   35       1.548679397127e-10       4.907380773661e-15       2.578744433999e-13       0.000000000000e+00       1.055762552064e-10       1.217719223099e-11      -9.037361710300e-15 
   36       1.572460775109e-10       5.403963850320e-15       2.554637800733e-13       0.000000000000e+00       9.979613007852e-11       1.157059801076e-11      -9.115145626192e-15 
   37       1.596531446841e-10       5.932889276746e-15       2.516711841358e-13       0.000000000000e+00       9.447020167220e-11       1.100875567099e-11      -8.716191959556e-15 
   38       1.620962397047e-10       6.495133340905e-15       2.464003033648e-13       0.000000000000e+00       8.954219387088e-11       1.048831235657e-11      -8.031787018091e-15 
   39       1.645777504785e-10       7.091600137916e-15       2.395702654321e-13       0.000000000000e+00       8.493804896139e-11       1.000381970690e-11      -7.271976604368e-15 
   40       1.670965027989e-10       7.722919089168e-15       2.311916305716e-13       0.000000000000e+00       8.064358378339e-11       9.553300454121e-12      -6.555739820675e-15 
   41       1.696459919142e-10       8.389576497589e-15       2.213154955581e-13       0.000000000000e+00       7.664743793052e-11       9.134018484435e-12      -5.989299946721e-15 
   42       1.722133477777e-10       9.091963082951e-15       2.100145038830e-13       0.000000000000e+00       7.291790498407e-11       8.740713018159e-12      -5.697113279988e-15 
   43       1.747848622482e-10       9.830451700833e-15       1.973545526502e-13       0.000000000000e+00       6.941464119607e-11       8.367350099915e-12      -5.782511439451e-15 
   44       1.773659796146e-10       1.060567288543e-14       1.832964977355e-13       0.000000000000e+00       6.613220338001e-11       8.013515567078e-12      -6.192568247885e-15 
   45       1.799665790096e-10       1.141831566805e-14       1.677658443983e-13       0.000000000000e+00       6.306720521358e-11       7.679669711454e-12      -6.812802017182e-15 
   46       1.825952416158e-10       1.226905128618e-14       1.506789519661e-13       0.000000000000e+00       6.020524623100e-11       7.365285283509e-12      -7.502380980976e-15 
   47       1.852590673022e-10       1.315853279558e-14       1.319423795631e-13       0.000000000000e+00       5.752005335899e-11       7.068766384643e-12      -8.092580671180e-15 
   48       1.879627186878e-10       1.408730763268e-14       1.114682259654e-13       0.000000000000e+00       5.498155982226e-11       6.788065533770e-12      -8.431786726719e-15 
   49       1.907056625365e-10       1.505552706142e-14       8.922678908428e-14       0.000000000000e+00       5.258483791123e-11       6.522929807292e-12      -8.539103710736e-15 
   50       1.934838357062e-10       1.606315415651e-14       6.520762643517e-14       0.000000000000e+00       5.032784706970e-11       6.273148506302e-12      -8.491396337769e-15 
   51       1.962901325309e-10       1.711003899175e-14       3.940501480898e-14       0.000000000000e+00       4.820281603084e-11       6.037865895826e-12      -8.381336232713e-15 
   52       1.991141820404e-10       1.819591381073e-14       1.181811202790e-14       0.000000000000e+00       4.619584034146e-11       5.815535718237e-12      -8.318234074300e-15 
   53       2.019459848607e-10       1.932052232308e-14      -1.755383118951e-14       0.000000000000e+00       4.429124297078e-11       5.604394079330e-12      -8.400997136702e-15 
   54       2.047884346616e-10       2.048405774239e-14      -4.872765345072e-14       0.000000000000e+00       4.248689900070e-11       5.404125569579e-12      -8.626922653198e-15 
   55       2.076476282356e-10       2.168682896986e-14      -8.172397969287e-14       0.000000000000e+00       4.078215011238e-11       5.214546297440e-12      -8.960901624669e-15 
   56       2.105292280731e-10       2.292913710487e-14      -1.165626802788e-13       0.000000000000e+00       3.917318822844e-11       5.035099800530e-12      -9.360911512341e-15 
   57       2.134384014137e-10       2.421127623942e-14      -1.532629167840e-13       0.000000000000e+00       3.765285274723e-11       4.864833293741e-12      -9.777679634858e-15 
   58       2.163797592971e-10       2.553353425256e-14      -1.918431877838e-13       0.000000000000e+00       3.621042777706e-11       4.702373917360e-12      -1.015434656536e-14 
   59       2.193568481660e-10       2.689603957065e-14      -2.323143930445e-13       0.000000000000e+00       3.483458876444e-11       4.546323076991e-12      -1.043920341246e-14 
   60       2.223706252311e-10       2.829825808696e-14      -2.746570412099e-13       0.000000000000e+00       3.352350198323e-11       4.396600347917e-12      -1.062812232896e-14 
   61       2.254205206927e-10       2.973938060830e-14      -3.188388205765e-13       0.000000000000e+00       3.227671625614e-11       4.253370241922e-12      -1.073140224452e-14 
   62       2.285047794951e-10       3.121846228027e-14      -3.648209283163e-13       0.000000000000e+00       3.109212573448e-11       4.116642172776e-12      -1.076166576721e-14 
   63       2.316203852099e-10       3.273441816026e-14      -4.125578795996e-13       0.000000000000e+00       2.996587389147e-11       3.986260876957e-12      -1.073396576310e-14 
   64       2.347629839192e-10       3.428601879043e-14      -4.619973167178e-13       0.000000000000e+00       2.889225751561e-11       3.861896834365e-12      -1.066589193581e-14 
   65       2.379284047549e-10       3.587204444657e-14      -5.130915902714e-13       0.000000000000e+00       2.786529858341e-11       3.743151025552e-12      -1.057432955429e-14 
   66       2.411177667719e-10       3.749179579779e-14      -5.658357822279e-13       0.000000000000e+00       2.688406244568e-11       3.629916506314e-12      -1.046469839014e-14 
