# logA n_s H0 omega_b omega_cdm m_ncdm w0_fld wa_fld tau_reio weight loglikelihood
2.05499677e+00 8.25296887e-01 8.87755056e+01 7.23805060e-02 9.45015066e-01 2.24992614e-01 -4.65650690e-01 -1.14858003e+00 6.45418165e-01 0.00000000e+00 -1.00000000e+300
2.30167059e+00 1.16182190e+00 3.21212210e+01 4.60570670e-02 4.74141690e-01 7.90623551e-01 -1.49131685e-01 -1.10120553e-01 7.43111704e-01 0.00000000e+00 -1.00000000e+300
1.94937907e+00 8.18056823e-01 7.27571982e+01 3.62643254e-02 9.81127231e-01 8.62672488e-01 -1.08771640e+00 -1.97773162e+00 3.46766396e-01 0.00000000e+00 -1.00000000e+300
2.43753529e+00 8.04135230e-01 8.38473274e+01 6.20575147e-02 8.75583232e-01 1.27237434e+00 -9.54430554e-01 9.43018349e-02 1.18032987e-01 0.00000000e+00 -1.00000000e+300
2.29402192e+00 1.17122891e+00 6.87362819e+01 5.90715421e-02 4.97736673e-01 6.35280066e-01 -1.36439985e+00 1.50959634e+00 2.02105142e-01 0.00000000e+00 -1.00000000e+300
2.29387298e+00 9.75080303e-01 3.74790435e+01 7.22229333e-02 5.90564395e-02 1.98455197e+00 -6.34672994e-02 1.99126408e+00 3.02537668e-01 0.00000000e+00 -1.00000000e+300
2.69312918e+00 1.09192834e+00 8.22695044e+01 1.41196256e-02 2.25286277e-01 1.12588661e+00 -7.75054277e-01 5.90309097e-01 4.71280866e-01 0.00000000e+00 -1.00000000e+300
2.71420331e+00 1.13260917e+00 5.98844308e+01 5.65283682e-02 5.75631858e-01 1.49474378e-01 -1.06124028e+00 1.55326134e+00 5.18641501e-01 0.00000000e+00 -1.00000000e+300
3.70925021e+00 1.11363316e+00 7.28823254e+01 1.99731032e-02 6.49327579e-01 3.27034044e-01 -7.61042788e-02 1.57478084e+00 5.51471478e-01 0.00000000e+00 -1.00000000e+300
3.11087130e+00 9.64837621e-01 6.63121912e+01 9.69949373e-02 9.77123600e-01 1.48431056e+00 -1.08062452e+00 -1.30545357e+00 6.88083035e-01 0.00000000e+00 -1.00000000e+300
3.14805853e+00 1.11647064e+00 6.02474805e+01 6.85028420e-02 6.96228010e-01 1.85710080e-03 -1.07357459e+00 -1.82820960e+00 5.80073371e-01 0.00000000e+00 -1.00000000e+300
2.98865721e+00 9.78199085e-01 9.19910078e+01 6.87276726e-02 7.66599142e-01 1.00717887e+00 -8.27897745e-01 9.47850044e-01 3.29063574e-01 0.00000000e+00 -1.00000000e+300
2.73834791e+00 9.80784027e-01 6.80227297e+01 6.86249162e-02 2.61783995e-01 1.22185636e+00 -6.29971517e-01 1.51836525e+00 5.77559577e-02 0.00000000e+00 -1.00000000e+300
2.35159526e+00 9.39884383e-01 2.43479094e+01 1.57689088e-02 2.61993504e-01 5.43317976e-01 -5.85498191e-01 8.85319766e-01 7.01897391e-01 0.00000000e+00 -1.00000000e+300
2.39798682e+00 9.54941490e-01 5.37977065e+01 6.31587336e-02 7.05824979e-01 9.05568292e-01 -1.00020537e+00 -1.75972941e+00 5.93246694e-01 0.00000000e+00 -1.00000000e+300
3.41322313e+00 1.18752441e+00 9.31803198e+01 6.54171280e-02 3.43645309e-01 8.20177510e-01 -1.01132079e+00 -1.88050861e+00 2.72894039e-01 0.00000000e+00 -1.00000000e+300
2.62203272e+00 8.91428335e-01 3.46386313e+01 2.54344885e-02 6.56652406e-01 6.14569787e-01 -1.39421484e+00 3.68242121e-02 7.30020126e-01 0.00000000e+00 -1.00000000e+300
2.96822009e+00 8.72115298e-01 3.81133995e+01 5.16284810e-02 3.94103037e-01 1.20759142e+00 -1.71826607e+00 1.43417706e+00 4.65593901e-01 0.00000000e+00 -1.00000000e+300
2.18143928e+00 1.04801980e+00 2.83299542e+01 1.47028534e-02 6.85465278e-01 7.04366533e-01 -1.30814428e+00 -3.32873603e-01 3.65273188e-01 0.00000000e+00 -1.00000000e+300
3.65966364e+00 1.02462648e+00 5.62909816e+01 6.73444261e-02 4.06968310e-01 1.72264553e+00 -1.93730533e+00 -3.99418998e-01 4.38498505e-01 0.00000000e+00 -1.00000000e+300
2.94358155e+00 1.01605261e+00 2.76314320e+01 4.41010679e-02 9.35746488e-01 8.06152306e-01 -1.30475303e-01 7.53337512e-01 6.88233161e-01 0.00000000e+00 -1.00000000e+300
1.75573430e+00 8.19920275e-01 3.28983974e+01 4.44076061e-02 1.56600206e-01 1.27523761e+00 -3.19226028e-01 -1.73455603e-01 6.68428931e-01 0.00000000e+00 -1.00000000e+300
3.83715056e+00 1.09854294e+00 5.78402126e+01 2.38482162e-02 6.25688712e-01 1.34710950e+00 -6.34032979e-01 1.60561539e+00 1.44587055e-01 0.00000000e+00 -1.00000000e+300
2.73626027e+00 8.23821715e-01 6.26334687e+01 4.67092622e-02 6.58360021e-01 9.15497380e-01 -1.50442292e+00 1.64048851e+00 1.50730999e-01 0.00000000e+00 -1.00000000e+300
3.64348547e+00 9.93971080e-01 7.04139013e+01 6.74935197e-02 2.60668650e-01 6.80439054e-01 -1.06333194e+00 1.48927089e+00 4.21439720e-01 0.00000000e+00 -1.00000000e+300
3.80907072e+00 8.23625848e-01 8.99100190e+01 5.58532701e-02 1.71688547e-02 1.38326813e+00 -6.61435417e-01 3.29418392e-02 5.52441261e-01 0.00000000e+00 -1.00000000e+300
3.31756347e+00 1.18237856e+00 9.15739825e+01 7.08001752e-02 6.39296464e-01 5.04303999e-01 -3.74297990e-01 3.41297822e-01 6.24144823e-01 0.00000000e+00 -1.00000000e+300
3.29213577e+00 8.65541510e-01 7.83244196e+01 1.04007912e-02 7.21056165e-01 2.58942458e-01 -1.26458999e+00 -1.82800170e+00 2.45411872e-01 0.00000000e+00 -1.00000000e+300
3.87429748e+00 1.16100747e+00 5.47471454e+01 8.70631042e-02 8.33511559e-01 3.96834847e-01 -1.32455353e+00 1.31645664e+00 2.63586643e-01 0.00000000e+00 -1.00000000e+300
2.28146515e+00 8.98795654e-01 7.49550024e+01 7.36299237e-02 2.59695451e-01 1.91852487e+00 -1.25989251e+00 -1.29531189e+00 4.96622796e-01 0.00000000e+00 -1.00000000e+300
1.84906268e+00 1.00986040e+00 7.79782893e+01 9.21328321e-02 5.84389683e-01 1.19021824e+00 -1.34623794e+00 8.41910591e-01 6.29484780e-01 0.00000000e+00 -1.00000000e+300
2.22488381e+00 9.87839107e-01 4.97998877e+01 4.04225847e-02 1.79793374e-01 1.31689304e+00 -5.20857264e-01 -5.96217635e-01 7.75138363e-01 0.00000000e+00 -1.00000000e+300
3.69733541e+00 1.19473462e+00 4.81518560e+01 5.36785996e-02 9.37375405e-01 3.11723770e-01 -1.55143806e+00 -1.98189926e+00 2.77025995e-01 0.00000000e+00 -1.00000000e+300
3.65686330e+00 8.79782554e-01 6.02464560e+01 9.97668149e-02 2.00723281e-01 9.53505506e-02 -1.26032033e+00 -1.63660223e+00 4.85429690e-01 0.00000000e+00 -1.00000000e+300
3.37668793e+00 9.98412358e-01 8.96751549e+01 5.45185249e-02 8.58577562e-01 1.01941234e+00 -1.22257238e+00 -1.70695106e+00 7.86056414e-01 0.00000000e+00 -1.00000000e+300
3.01283205e+00 8.01533148e-01 8.18887311e+01 8.46579621e-02 1.37042727e-01 9.64481215e-01 -1.71344632e+00 -5.13324757e-01 5.05281397e-01 0.00000000e+00 -1.00000000e+300
2.48487986e+00 8.68465378e-01 8.35866069e+01 6.25305733e-03 6.92595899e-01 8.32436650e-01 -5.99792833e-01 4.15669838e-02 5.00980915e-02 0.00000000e+00 -1.00000000e+300
2.76549758e+00 9.06018981e-01 3.97703272e+01 7.14556916e-03 9.47310328e-01 8.39621423e-02 -8.36888298e-01 -1.72111453e+00 7.38271819e-01 0.00000000e+00 -1.00000000e+300
2.98777485e+00 1.15096132e+00 5.86470336e+01 7.54978292e-02 8.14796517e-01 8.61102912e-01 -6.46849425e-01 1.93722832e+00 8.23893917e-02 0.00000000e+00 -1.00000000e+300
1.90151369e+00 9.05446997e-01 9.38616673e+01 9.55657936e-02 9.15258848e-01 1.31214485e+00 -1.98827978e-01 -1.04250238e+00 7.15696390e-01 0.00000000e+00 -1.00000000e+300
2.79166936e+00 8.02161801e-01 2.18158124e+01 5.96922640e-02 5.73250082e-01 1.15579525e+00 -3.77368013e-02 1.35237059e+00 3.95486048e-01 0.00000000e+00 -1.00000000e+300
3.41294515e+00 1.18778955e+00 2.81229607e+01 9.07735943e-02 3.79089535e-01 1.97648347e-01 -2.13655254e-01 -9.81393932e-01 4.66997391e-01 0.00000000e+00 -1.00000000e+300
2.41207878e+00 9.20067567e-01 7.54698041e+01 8.46450658e-02 1.52463391e-01 1.15608499e+00 -1.66236400e+00 -3.47740240e-01 4.04253116e-01 0.00000000e+00 -1.00000000e+300
3.32995306e+00 1.03355152e+00 3.20161235e+01 4.82835666e-02 4.16640040e-01 1.35395774e+00 -2.88416312e-01 9.79251467e-01 2.38404926e-01 0.00000000e+00 -1.00000000e+300
2.29599365e+00 8.85209563e-01 6.90852003e+01 7.35412084e-02 3.37046578e-01 1.60240665e+00 -1.32566887e+00 -7.20267772e-01 1.01641967e-01 0.00000000e+00 -1.00000000e+300
3.61240528e+00 9.58634583e-01 9.51631214e+01 1.06993721e-02 5.45312890e-01 7.73303998e-01 -2.26952844e-01 1.72230865e+00 4.33289630e-01 0.00000000e+00 -1.00000000e+300
3.12427063e+00 9.43193508e-01 6.16755722e+01 7.63542390e-02 2.57596753e-01 1.73917557e+00 -1.79839875e+00 -6.49787359e-01 1.57685898e-01 0.00000000e+00 -1.00000000e+300
3.51747315e+00 1.18069441e+00 6.07576044e+01 2.48999908e-02 9.23581168e-02 4.34346330e-01 -5.07642177e-02 5.96918903e-01 3.69384519e-01 0.00000000e+00 -1.00000000e+300
3.13333175e+00 1.08916771e+00 4.86398725e+01 5.83973368e-02 8.90205744e-02 1.79735618e+00 -1.35034925e+00 6.48344422e-01 4.88538854e-01 0.00000000e+00 -1.00000000e+300
1.93995649e+00 8.15029016e-01 6.04429955e+01 2.48511030e-02 6.34212876e-01 1.19286825e+00 -9.59001084e-01 5.02725944e-01 4.77026543e-01 0.00000000e+00 -1.00000000e+300
3.49062269e+00 9.40321440e-01 5.44445553e+01 4.38739365e-02 4.83492640e-01 6.86498016e-02 -7.61580292e-01 5.51003309e-01 4.34670762e-01 0.00000000e+00 -1.00000000e+300
3.77953191e+00 9.33616809e-01 9.91011406e+01 5.85683152e-02 7.21698051e-01 3.48295607e-01 -9.26464471e-02 1.52815184e+00 2.57773654e-01 0.00000000e+00 -1.00000000e+300
3.23395079e+00 9.21258578e-01 5.19188035e+01 3.57363763e-02 5.68565485e-01 1.36946956e+00 -1.63312272e+00 8.19426419e-01 5.79792702e-01 0.00000000e+00 -1.00000000e+300
3.14574950e+00 1.11927652e+00 9.78147231e+01 1.28500020e-02 2.85348409e-02 1.71227695e+00 -1.45030428e+00 -5.64938308e-01 7.01523217e-01 0.00000000e+00 -1.00000000e+300
3.03913911e+00 1.12053312e+00 8.24110190e+01 3.10701181e-02 8.85241331e-01 1.30501326e+00 -1.08057694e+00 1.07904635e+00 4.39549186e-01 0.00000000e+00 -1.00000000e+300
3.15654706e+00 1.11425871e+00 8.45077462e+01 4.08985954e-02 3.27014879e-01 8.49963327e-01 -1.21923438e+00 -1.20293903e+00 5.91981428e-01 0.00000000e+00 -1.00000000e+300
2.28426440e+00 9.63752750e-01 7.25643770e+01 7.50659112e-02 2.44264294e-01 9.20841104e-01 -3.33178819e-01 1.67659812e+00 1.53529732e-01 0.00000000e+00 -1.00000000e+300
2.78362962e+00 1.03755177e+00 5.67483838e+01 8.53410130e-02 3.92636684e-01 4.35944782e-01 -1.21699700e+00 1.91189232e+00 4.18236425e-01 0.00000000e+00 -1.00000000e+300
3.08728800e+00 1.06028348e+00 8.59625099e+01 1.76415896e-02 1.59686870e-01 6.44654281e-01 -1.58358220e+00 1.48121975e+00 6.07075344e-01 0.00000000e+00 -1.00000000e+300
2.02439973e+00 1.13233350e+00 9.54349889e+01 4.92186329e-02 5.43313536e-01 1.71270087e+00 -1.59848045e+00 5.55843769e-01 6.28907126e-01 0.00000000e+00 -1.00000000e+300
3.30928049e+00 9.83250748e-01 5.97628382e+01 5.51013300e-02 5.19406649e-01 1.11503021e-01 -6.35363182e-01 -8.62288988e-01 4.92618153e-01 0.00000000e+00 -1.00000000e+300
1.71102789e+00 1.17459512e+00 4.79340048e+01 3.17793274e-02 4.39349845e-01 1.25456148e+00 -5.10510995e-03 1.91633313e+00 1.56763349e-01 0.00000000e+00 -1.00000000e+300
3.49168779e+00 1.03077353e+00 6.64003587e+01 4.01761721e-02 4.03782837e-01 5.37793169e-01 -2.90006111e-01 -1.04657430e+00 5.44367298e-01 0.00000000e+00 -1.00000000e+300
2.74882407e+00 8.03420613e-01 3.33246942e+01 9.42122539e-03 4.15928836e-01 1.21272153e+00 -5.91689333e-01 -1.09186498e+00 2.90116866e-01 0.00000000e+00 -1.00000000e+300
3.16151181e+00 9.44555545e-01 9.68836410e+01 5.15000212e-02 3.38115942e-01 8.21624692e-01 -5.70835527e-01 5.89455156e-01 2.20944312e-01 0.00000000e+00 -1.00000000e+300
2.36921944e+00 1.17994369e+00 6.33551506e+01 6.12560658e-02 5.71175979e-01 8.90098845e-01 -7.79831508e-01 1.42423120e+00 6.31851895e-01 0.00000000e+00 -1.00000000e+300
3.74190953e+00 1.16982879e+00 7.85177861e+01 4.05425130e-02 9.00987512e-01 2.43612367e-01 -8.18094796e-01 -7.46968447e-01 6.09734260e-01 0.00000000e+00 -1.00000000e+300
3.78783898e+00 1.12469524e+00 2.71861944e+01 7.97382054e-03 4.24125726e-01 8.76587924e-02 -8.19147111e-01 1.97303198e+00 3.23501740e-01 0.00000000e+00 -1.00000000e+300
2.48245508e+00 8.15884225e-01 4.42816558e+01 8.46542159e-02 3.61810719e-01 3.74239355e-01 -1.77921858e+00 -3.21518141e-01 1.22380351e-01 0.00000000e+00 -1.00000000e+300
3.87419759e+00 9.94903978e-01 8.03331411e+01 5.73249527e-02 7.42937719e-01 2.17895388e-01 -1.13131389e+00 -1.51127851e+00 3.58910363e-01 0.00000000e+00 -1.00000000e+300
3.62051750e+00 1.10653767e+00 7.64022409e+01 1.80537580e-02 9.65378355e-01 1.84194116e+00 -1.27105088e-01 -1.18232214e+00 6.16111693e-01 0.00000000e+00 -1.00000000e+300
3.37914966e+00 1.07482235e+00 3.02132623e+01 5.67907065e-02 2.72470793e-01 1.90217209e+00 -6.53172624e-01 1.80707692e+00 3.32538392e-01 0.00000000e+00 -1.00000000e+300
3.18974528e+00 1.18606518e+00 6.66250271e+01 7.62402212e-02 3.60277589e-01 1.82753989e+00 -2.12309943e-02 -1.91294629e+00 1.42368549e-01 0.00000000e+00 -1.00000000e+300
2.17010899e+00 1.07445541e+00 8.96128929e+01 6.07947824e-02 4.89296542e-01 1.56519682e-01 -5.05170201e-01 2.60244733e-01 2.24739646e-01 0.00000000e+00 -1.00000000e+300
3.19393648e+00 9.83554448e-01 5.51955629e+01 1.36363577e-02 9.57274833e-01 1.43684272e+00 -1.30624935e+00 -8.97055822e-01 5.07831383e-01 0.00000000e+00 -1.00000000e+300
1.99128692e+00 9.67888495e-01 5.79819540e+01 4.66137335e-02 5.19736556e-02 5.23012138e-01 -1.06601269e-01 1.99610424e-01 1.43589531e-01 0.00000000e+00 -1.00000000e+300
2.16698784e+00 8.20124713e-01 6.54768332e+01 3.91884665e-02 7.33441423e-01 4.72210371e-01 -1.97097064e+00 -7.09573972e-01 7.29719461e-01 0.00000000e+00 -1.00000000e+300
1.87375993e+00 9.98131062e-01 9.84698266e+01 7.25460483e-02 8.14005901e-01 1.54159311e+00 -7.83522676e-04 -1.94735135e+00 4.45164019e-01 0.00000000e+00 -1.00000000e+300
3.44781956e+00 1.18721577e+00 7.60763407e+01 9.02065665e-02 7.00498614e-01 8.94097781e-01 -1.25594908e+00 -1.48925389e+00 6.66311639e-01 0.00000000e+00 -1.00000000e+300
2.15061653e+00 1.02527686e+00 9.83437353e+01 5.73158842e-02 3.60869892e-01 1.52502551e+00 -1.77652450e+00 9.78131867e-01 4.96342912e-01 0.00000000e+00 -1.00000000e+300
2.23488413e+00 1.16087989e+00 7.03342636e+01 6.76618573e-02 9.50915071e-01 9.04545701e-01 -1.42742019e+00 6.79205284e-01 1.45341115e-01 0.00000000e+00 -1.00000000e+300
3.81528790e+00 1.10692537e+00 4.23956767e+01 6.44174068e-02 6.85023361e-01 1.37328136e+00 -1.29283108e+00 -4.02979255e-01 2.48283456e-02 0.00000000e+00 -1.00000000e+300
1.63607077e+00 1.11434678e+00 4.40504613e+01 9.94014338e-02 5.94880954e-01 4.79034513e-01 -5.86303568e-01 1.19916064e+00 3.08983176e-01 0.00000000e+00 -1.00000000e+300
2.53080165e+00 9.90513182e-01 4.49366275e+01 9.27769801e-02 7.07537055e-01 1.17669513e+00 -3.35640120e-01 1.76163334e+00 3.54951210e-01 0.00000000e+00 -1.00000000e+300
3.02280185e+00 1.05511360e+00 9.66603716e+01 9.44778093e-03 5.02703171e-01 7.53339006e-01 -1.81741436e+00 4.01596838e-01 4.63200005e-01 0.00000000e+00 -1.00000000e+300
3.33946896e+00 1.03682066e+00 4.56553039e+01 3.22805042e-02 8.23748668e-01 3.87214659e-01 -1.98643015e+00 -1.29626033e+00 7.44902494e-01 0.00000000e+00 -1.00000000e+300
3.05105668e+00 8.44334841e-01 5.64386460e+01 8.97562036e-02 1.31561719e-01 5.43124848e-02 -1.47946894e+00 -1.33332802e+00 1.61300482e-01 0.00000000e+00 -1.00000000e+300
2.96767533e+00 1.16166718e+00 5.37244757e+01 6.45684428e-02 5.88580102e-02 1.74834088e+00 -6.62042585e-01 -1.29096181e+00 4.04060300e-01 0.00000000e+00 -1.00000000e+300
3.25609016e+00 8.26179165e-01 2.92694718e+01 9.62465501e-02 6.73199530e-01 6.22130735e-01 -1.47812842e+00 8.00583817e-01 4.41954240e-01 0.00000000e+00 -1.00000000e+300
3.83314383e+00 1.12688131e+00 5.53767581e+01 5.27375820e-02 8.97561147e-01 7.41766982e-01 -9.51839272e-01 -8.33223841e-01 6.25408931e-01 0.00000000e+00 -1.00000000e+300
3.59601577e+00 1.08257853e+00 4.21773294e+01 8.70167049e-02 5.79266475e-01 1.14792866e+00 -6.64004596e-01 -1.90917926e+00 3.17526018e-01 0.00000000e+00 -1.00000000e+300
2.85705591e+00 1.10109304e+00 6.96847467e+01 6.11648871e-02 3.62190567e-01 1.91723920e+00 -1.87847876e-01 3.10228359e-01 4.79590055e-01 0.00000000e+00 -1.00000000e+300
2.53820471e+00 9.40750471e-01 9.47926652e+01 5.47580571e-02 2.99955410e-01 8.09822799e-01 -1.72032444e+00 -4.06016477e-01 5.38707276e-01 0.00000000e+00 -1.00000000e+300
2.52549673e+00 1.13321432e+00 7.69967639e+01 9.79485241e-02 4.86454500e-01 2.38824445e-01 -1.46731101e+00 -1.26971576e+00 7.06817360e-01 0.00000000e+00 -1.00000000e+300
3.86890372e+00 9.42370656e-01 2.89108861e+01 7.77140550e-02 4.36392674e-01 7.19629484e-01 -9.70893713e-02 -8.59131661e-01 1.27917112e-01 0.00000000e+00 -1.00000000e+300
2.30761679e+00 8.90836545e-01 9.14398255e+01 7.54811676e-02 3.19463289e-01 1.05479363e+00 -9.70514231e-01 2.37456766e-01 3.28959811e-01 0.00000000e+00 -1.00000000e+300
3.77143999e+00 9.88940833e-01 8.45215917e+01 8.94195006e-02 5.65307607e-01 1.39194260e+00 -1.84702698e+00 -7.99337972e-01 3.98596738e-02 0.00000000e+00 -1.00000000e+300
2.93281101e+00 1.13711439e+00 5.19520573e+01 6.76745674e-02 3.61679358e-01 4.58908315e-01 -2.28471508e-01 8.45086669e-01 2.94557214e-01 0.00000000e+00 -1.00000000e+300
1.92398962e+00 1.07896324e+00 3.44620601e+01 2.23918159e-02 9.56377714e-01 1.95411274e+00 -1.33691407e+00 -1.55155935e-01 3.92907156e-01 0.00000000e+00 -1.00000000e+300
2.50485140e+00 1.17017033e+00 6.67683095e+01 7.98787202e-03 2.51204058e-01 1.12452527e+00 -4.56573320e-01 1.49944317e+00 6.85489723e-01 0.00000000e+00 -1.00000000e+300
1.92351763e+00 1.03218681e+00 9.85235996e+01 6.98017505e-03 3.51972607e-01 1.69112319e+00 -7.11127237e-03 -1.74686971e+00 4.49953945e-01 0.00000000e+00 -1.00000000e+300
3.24499389e+00 8.12992456e-01 4.26292531e+01 1.96563416e-02 7.11377231e-01 1.30683221e+00 -5.83167706e-01 1.73349789e+00 1.40611968e-01 0.00000000e+00 -1.00000000e+300
3.85280547e+00 1.07503843e+00 4.46991457e+01 3.08100583e-02 6.88715381e-01 1.69946413e+00 -1.88133290e+00 -1.75480151e+00 7.11336169e-01 0.00000000e+00 -1.00000000e+300
3.53168774e+00 8.60354326e-01 2.56062660e+01 5.97242819e-02 6.61343969e-01 3.70949895e-01 -6.28119997e-01 -1.24081172e+00 3.48922393e-01 0.00000000e+00 -1.00000000e+300
3.55252408e+00 1.02189600e+00 5.02215982e+01 8.00157883e-02 4.76807552e-01 1.63031241e+00 -1.52238165e+00 7.84896469e-01 2.91371137e-01 0.00000000e+00 -1.00000000e+300
3.78309272e+00 1.12602198e+00 6.47091636e+01 9.04120446e-02 2.64145710e-01 1.89529829e+00 -9.62360285e-02 -6.54698370e-01 5.63573884e-01 0.00000000e+00 -1.00000000e+300
3.04711713e+00 1.11350953e+00 3.59826830e+01 6.15122207e-02 7.42022070e-01 1.59544242e+00 -7.53859535e-01 -1.41458268e-01 1.17287347e-01 0.00000000e+00 -1.00000000e+300
2.76352275e+00 1.00966487e+00 2.00564481e+01 6.75800522e-03 2.21817793e-01 1.09966760e+00 -4.60519269e-01 9.68741651e-02 6.31121852e-01 0.00000000e+00 -1.00000000e+300
3.41710405e+00 9.11242519e-01 4.10560527e+01 9.84859517e-02 9.19432083e-01 1.56344310e+00 -7.95253755e-01 1.19966126e+00 1.07569615e-01 0.00000000e+00 -1.00000000e+300
2.52664660e+00 9.48458092e-01 4.26066355e+01 9.98422536e-02 2.11923753e-01 1.14931218e+00 -7.74986376e-01 -2.98272128e-01 5.05248486e-01 0.00000000e+00 -1.00000000e+300
3.71964305e+00 1.00121555e+00 9.90716000e+01 4.09288001e-02 8.01765420e-01 1.49110271e+00 -1.75452794e+00 4.32287658e-02 1.78340690e-01 0.00000000e+00 -1.00000000e+300
2.14187510e+00 1.09973049e+00 4.34917201e+01 9.52029051e-02 4.68050071e-01 1.24439857e+00 -3.72801502e-01 1.44633434e+00 5.52821737e-02 0.00000000e+00 -1.00000000e+300
3.37616033e+00 1.16952165e+00 5.54521453e+01 9.28364093e-02 4.37725335e-01 1.64259192e+00 -6.36847192e-01 1.98169484e+00 2.38770474e-01 0.00000000e+00 -1.00000000e+300
2.61885366e+00 1.14289964e+00 5.61954934e+01 4.14823704e-02 2.65690882e-01 5.76762190e-01 -1.17320166e+00 7.97505587e-01 3.56526988e-01 0.00000000e+00 -1.00000000e+300
1.86412165e+00 1.01226348e+00 2.42653078e+01 2.74157242e-02 4.51882424e-01 1.95508535e+00 -1.02145076e+00 -1.94165238e+00 5.59839692e-01 0.00000000e+00 -1.00000000e+300
3.26070586e+00 8.22041840e-01 8.07208426e+01 4.95760633e-02 5.94277319e-01 5.75474038e-01 -1.07554802e+00 1.85161053e+00 7.56704711e-01 0.00000000e+00 -1.00000000e+300
1.69001206e+00 1.06913940e+00 3.01384467e+01 9.20538459e-02 7.88657877e-01 6.43476083e-01 -1.78674268e+00 9.37775611e-01 7.32409514e-01 0.00000000e+00 -1.00000000e+300
2.54183782e+00 9.51679120e-01 9.91016020e+01 7.18034489e-02 2.06290024e-02 4.28477013e-01 -2.49439425e-01 -1.12776123e+00 7.93550048e-01 0.00000000e+00 -1.00000000e+300
3.16635326e+00 8.43350364e-01 5.58940086e+01 7.22607423e-02 4.79012094e-01 1.45059340e+00 -1.50156358e+00 -1.62955520e+00 4.12768248e-01 0.00000000e+00 -1.00000000e+300
2.50261454e+00 9.41664602e-01 2.33875251e+01 4.27138124e-02 4.87109770e-01 9.31656557e-01 -1.98720698e+00 1.26304118e+00 7.21661505e-01 0.00000000e+00 -1.00000000e+300
3.15192235e+00 8.24826254e-01 8.45363635e+01 4.18422982e-02 6.84421941e-01 1.19027387e+00 -4.51322558e-01 -5.98795763e-01 3.14423819e-01 0.00000000e+00 -1.00000000e+300
3.11465440e+00 8.85206176e-01 6.15173985e+01 9.91696190e-02 5.48727363e-01 8.30488097e-01 -1.61777366e+00 -1.04452890e+00 7.16272654e-01 0.00000000e+00 -1.00000000e+300
2.51701234e+00 1.04358533e+00 5.79716883e+01 5.73424975e-02 2.17075550e-01 1.88723284e+00 -5.30352862e-02 6.51772941e-01 2.17128925e-01 0.00000000e+00 -1.00000000e+300
3.74648135e+00 9.40561627e-01 9.69009123e+01 5.98620280e-02 2.90601277e-02 1.54415594e+00 -1.15992520e-01 -1.97430307e+00 3.31529548e-01 0.00000000e+00 -1.00000000e+300
3.63477861e+00 8.64213038e-01 5.25063881e+01 5.23332196e-02 5.39070460e-01 4.02849114e-01 -3.56062884e-01 1.90987186e-01 1.58813398e-02 0.00000000e+00 -1.00000000e+300
1.80218789e+00 9.35084815e-01 9.38968534e+01 6.83425274e-03 8.85710904e-01 1.68031180e+00 -1.96135300e+00 3.52665942e-01 7.32865956e-01 0.00000000e+00 -1.00000000e+300
3.78649387e+00 9.76221126e-01 3.84065315e+01 2.41604902e-02 9.54522250e-01 1.61780374e+00 -3.26367781e-01 1.82645847e+00 2.36340797e-01 0.00000000e+00 -1.00000000e+300
3.01854126e+00 1.16057299e+00 4.77957774e+01 8.26270169e-02 4.23270775e-01 1.22125171e-01 -6.46508790e-02 -1.58309073e+00 5.49379171e-01 0.00000000e+00 -1.00000000e+300
3.67761065e+00 8.76450655e-01 8.76646470e+01 5.45253444e-02 1.45201959e-01 1.87639489e+00 -9.99333534e-01 -1.95200193e-01 6.91446186e-01 0.00000000e+00 -1.00000000e+300
2.96532529e+00 8.11910254e-01 6.31811013e+01 2.88921156e-02 7.13864118e-01 1.00150718e+00 -2.17576467e-01 -3.41896341e-01 4.31841129e-01 0.00000000e+00 -1.00000000e+300
3.90668174e+00 8.52889866e-01 9.69186274e+01 6.48469709e-02 6.46715772e-01 1.88284264e+00 -1.32351868e+00 -1.21046972e+00 1.04971842e-01 0.00000000e+00 -1.00000000e+300
1.64452216e+00 9.52195451e-01 2.55358812e+01 5.55583001e-02 1.75563083e-01 4.47322653e-01 -1.35220203e+00 1.19364999e+00 8.33347764e-02 0.00000000e+00 -1.00000000e+300
2.60174352e+00 9.35340468e-01 7.14204517e+01 8.86650096e-02 2.72769853e-01 1.84805544e-01 -1.01607837e+00 2.73301722e-02 3.20865528e-01 0.00000000e+00 -1.00000000e+300
2.25744177e+00 1.15302027e+00 2.00303373e+01 4.88268475e-02 4.39372434e-01 8.86930872e-01 -8.16769345e-01 -5.82435636e-01 7.75585816e-01 0.00000000e+00 -1.00000000e+300
2.55351372e+00 9.30694621e-01 3.47402418e+01 4.74826866e-02 2.69462251e-01 6.05385680e-01 -6.30910506e-01 -8.76947953e-01 8.58092027e-02 0.00000000e+00 -1.00000000e+300
3.07795428e+00 1.01136327e+00 4.67450755e+01 3.07722968e-02 4.03865845e-01 1.88174459e+00 -2.10084242e-01 1.98164541e+00 4.03003812e-01 0.00000000e+00 -1.00000000e+300
2.85100472e+00 8.58174346e-01 6.94690689e+01 8.72149451e-02 4.71988470e-01 5.96054929e-01 -9.13211510e-01 -4.57184895e-03 6.30668191e-02 0.00000000e+00 -1.00000000e+300
