weight logl logA n_s H0 omega_b omega_cdm m_ncdm w0_fld Omega_EDE tau_reio
0.000000000000000000e+00 -3.156173881127053392e+03 8.752199685713251132e-01 7.309644561778104732e-01 2.287639506520580124e-01 7.908426936580362776e-01 6.976976336762359399e-01 5.671540558505260288e-01 2.186781187617055089e-01 2.752955059854733655e-03 7.464771238755085747e-01
0.000000000000000000e+00 -3.116963772554174739e+03 4.395429244212852860e-01 5.093817203830051099e-01 7.342534283067930767e-01 4.874315972391959351e-01 9.807435675112619045e-02 2.619879276101853005e-01 3.050190293286048071e-02 9.408538218289130839e-01 6.812477272315025090e-01
0.000000000000000000e+00 -3.115331818572747579e+03 2.325881586004139301e-01 4.744410218227237408e-01 1.874141864412139924e-01 3.233209380263915023e-01 8.702762462372359842e-01 7.373171691689016649e-01 2.408275403822829341e-01 1.058314505754848200e-01 3.016191394835899819e-01
0.000000000000000000e+00 -3.080282486432000951e+03 8.630760491367810427e-01 5.934500164353483376e-01 1.560479207805156587e-01 3.518868565760066014e-01 6.344947475330730002e-01 8.391003394851297426e-01 3.379453866057395839e-01 5.286176223758287662e-01 4.824354182509545952e-01
0.000000000000000000e+00 -3.078059994953768637e+03 1.990059603130196475e-01 4.131974785308192288e-01 5.151614335006758916e-01 8.217195419480830543e-01 5.243686156143102517e-01 9.513227737117432303e-01 8.541267763254312140e-02 7.203348229164767691e-01 9.638207339619848657e-01
0.000000000000000000e+00 -3.067731462528997781e+03 9.866344675757975358e-01 2.292329157920880434e-01 6.801772261153526955e-04 9.761348545162185086e-01 9.551043714932099249e-01 8.161687160891866188e-01 4.395970769610738627e-01 9.526670910795287384e-02 8.509965382841429005e-01
0.000000000000000000e+00 -3.055317411037464808e+03 6.228641128480599809e-01 9.093048100658662758e-01 4.641393307167223092e-01 8.650218616797173965e-01 6.631395898073312312e-01 5.966382770772835631e-01 1.158615027386061813e-01 5.360612112132316920e-01 4.297293724939267312e-01
0.000000000000000000e+00 -3.049578346011710892e+03 2.744394259364387745e-01 1.022492640683214660e-03 1.222916746830073897e-01 5.303502223740319543e-02 1.514823889089711439e-01 8.569568194163351693e-01 4.445562732365183622e-01 9.530403752123739469e-01 6.178731690935436172e-01
0.000000000000000000e+00 -3.044765842699862333e+03 4.198086561547282880e-01 2.222745812253206221e-01 1.015853850128376479e-01 2.379421071711925739e-01 2.670257108823257397e-01 6.346845751899280463e-01 4.573564900101650954e-01 8.431321806934033436e-01 1.592461700206999620e-01
0.000000000000000000e+00 -3.035565482210703522e+03 3.502640747742910010e-01 1.113173384693245671e-01 3.680601422216995822e-01 1.142861499669689529e-03 5.524405759472195143e-02 3.122472663578735874e-01 2.051532811729634975e-01 5.992318423222098289e-02 5.209603199802913531e-01
0.000000000000000000e+00 -3.026718114626814440e+03 5.991809406549641892e-03 7.343654120718819955e-01 5.744862878632858161e-01 3.909746732060207508e-01 7.993993580632979823e-01 4.394064193035485122e-02 2.288234208330064412e-02 8.213041648785779358e-05 1.378846621742910727e-01
0.000000000000000000e+00 -3.019538851716620684e+03 9.252742936800454343e-01 1.769895642215482123e-01 5.752615012642865455e-01 3.824068726022006315e-01 3.085434063776728575e-01 7.706178514023409587e-01 7.637391961035799870e-02 6.210776498729372319e-01 9.440451732779858718e-01
0.000000000000000000e+00 -3.012223591208489779e+03 2.916405362956415726e-01 2.094547521432800208e-01 2.575912319795602423e-01 8.931847312495713176e-01 1.055419239676796961e-01 2.612585705699665972e-03 3.069050863499990234e-01 2.902033455475638846e-02 2.296708486293567164e-01
0.000000000000000000e+00 -2.997030520421332767e+03 6.737614037795680577e-01 2.631692952003585884e-01 3.504477319720111783e-02 1.091249456992712252e-01 3.420744233913138865e-01 5.446440904754608070e-01 4.706620260843158432e-01 3.822376384821289941e-01 5.408693004892439760e-01
0.000000000000000000e+00 -2.987740242750369816e+03 4.193505169639287766e-01 2.541562413764414385e-01 4.887715617978855009e-01 4.914413373500957638e-01 2.830497776870957161e-01 2.825957474838969308e-02 1.469474360882906394e-01 1.155275360971724785e-01 7.842331323457897296e-01
0.000000000000000000e+00 -2.976512010825349080e+03 1.249121202034675360e-02 9.801034569958587683e-01 2.139522528668724721e-01 2.193705170787505487e-01 5.043393350012467247e-01 7.826858193848669210e-01 2.810891190755837599e-01 1.504490307649569703e-01 6.830193460726267096e-01
0.000000000000000000e+00 -2.973608150245438082e+03 4.742139326837079283e-01 9.000954932755914628e-01 5.756187911936350154e-01 4.271508612386470949e-01 5.794329869375125508e-01 9.215539035130529966e-01 3.861992886329923547e-02 4.077223822080473514e-01 5.685522286968124339e-01
0.000000000000000000e+00 -2.962599548689132916e+03 6.731840504369432931e-01 7.534349554698311913e-01 4.066084684501057867e-01 5.051939950815940161e-01 5.203188629090080841e-01 2.772987159978328453e-01 2.099937840406634892e-01 6.574995935773821909e-01 8.378996432973733199e-01
0.000000000000000000e+00 -2.954867578110049180e+03 1.530347732370481717e-01 9.701194540887613238e-01 5.943759780504320744e-01 7.778884346071328615e-01 8.226059898487088073e-01 7.521686608162581056e-01 1.081129762601096278e-02 2.394000412761455587e-01 8.803644001231910599e-01
0.000000000000000000e+00 -2.941358198283154252e+03 5.591526455274352658e-01 2.387031144340271416e-01 2.500519088831854031e-01 5.517190946429874066e-01 8.364488851255222901e-01 6.619768048860045218e-01 3.010112783312346441e-01 6.343002727726977374e-01 7.429517839289974113e-01
0.000000000000000000e+00 -2.929647861305638799e+03 8.420403885584183401e-01 2.567851229238674593e-01 3.167350774211940001e-01 3.580291749301219850e-01 2.001710388746699154e-01 9.175271331340439929e-02 3.306687045488758692e-01 8.748953726955608357e-01 2.170153712134690327e-01
0.000000000000000000e+00 -2.925024762906725755e+03 7.037689309761167022e-01 1.545604306502343928e-01 3.479493150692098968e-01 1.367862826594168357e-01 2.532650595793395354e-01 2.226377162536873344e-01 2.809328623692818327e-01 7.113577703543216835e-01 4.181232235307427159e-01
0.000000000000000000e+00 -2.907414538815151900e+03 4.034318372455035773e-01 1.886313704865471008e-01 6.445743726151349495e-01 1.668483386205632524e-02 9.579819388564153604e-01 4.793634164992791602e-01 2.085023191422041844e-02 9.337810406387464512e-01 1.360973218373350280e-01
0.000000000000000000e+00 -2.897416571233748982e+03 2.042503829240950308e-01 7.344606064308352167e-01 6.189504664664977618e-01 6.923899602765964945e-01 6.281003022097213506e-01 2.012916456956913569e-01 6.419041589720253516e-02 3.130296244571241226e-01 1.508942745004132613e-01
0.000000000000000000e+00 -2.894488316216312342e+03 6.443228204007880322e-01 9.847119860988629014e-02 4.356003491948655659e-01 2.544499383365639300e-02 7.070003505911681696e-01 2.698665095724023244e-01 1.813076147664054449e-01 6.626558052646823738e-01 6.156549828704253047e-01
