weight logl logA n_s H0 omega_b omega_cdm m_ncdm w0_fld Omega_EDE tau_reio
0.000000000000000000e+00 -2.043299537684298684e+03 8.239170750922276687e-01 7.971154597272609443e-01 6.856042551353176417e-01 4.480632055091895438e-01 1.062608810348467658e-01 8.351582132143750004e-01 1.958188804875604649e-02 2.950189389289903374e-01 3.095034602987725147e-01
0.000000000000000000e+00 -2.038129549645509087e+03 9.113098239891586072e-01 8.248146366929971496e-01 6.979799203353770354e-01 8.447373324303512065e-01 8.399680282940014120e-02 9.654015411792654655e-01 8.026030121809357709e-03 1.621387720815447020e-01 2.390564146918509048e-01
0.000000000000000000e+00 -2.024587351433288632e+03 2.155006695373093972e-01 1.798038892434788982e-01 2.181092690140400414e-01 8.255172756689543867e-01 3.779880942967600577e-01 2.107583892071513976e-01 3.672004218769681083e-01 8.830816802250096575e-02 9.859114007506928345e-01
0.000000000000000000e+00 -2.011541110334518862e+03 5.986178936883213009e-02 3.048475900169801411e-01 4.562457042069434365e-02 8.031141422527984242e-01 4.257701859988458626e-01 3.443986745697888985e-01 5.467056025819210241e-01 4.374631390926885244e-01 6.018566608942497176e-01
0.000000000000000000e+00 -2.004202652566185861e+03 7.055003500708445507e-01 9.658310927308755289e-01 7.897281989723367035e-01 9.322261639736076910e-01 1.815786461128632290e-02 1.631359627081677699e-01 4.911244970745665128e-02 7.590830097315360847e-01 8.967051268354309101e-02
0.000000000000000000e+00 -2.001410594988776211e+03 6.428617014773615468e-01 2.787516900894249083e-02 4.174401489284594868e-01 3.914553380699190566e-01 6.247092827982976271e-01 2.815650584795695854e-01 2.199287094562539790e-01 4.474794570970133112e-01 3.486182120406935425e-01
0.000000000000000000e+00 -1.951749800432101893e+03 9.538025168689130417e-01 8.688893943728815961e-01 2.021399028267971687e-01 1.141747402607573569e-02 2.659112691610399093e-02 5.871447331046136808e-01 3.975282086031715068e-01 2.380925723376234870e-01 5.805083457865474195e-01
0.000000000000000000e+00 -1.949953691458770209e+03 4.869449555791304229e-01 5.400550275949754786e-01 3.182744160863222316e-01 6.495392925818748164e-01 5.169072162807716309e-01 6.772346437341147940e-01 3.042992315865096220e-01 3.922400066126627838e-01 7.017646852645678113e-01
0.000000000000000000e+00 -1.940345283751476700e+03 9.395693276326735344e-01 7.834632589753782739e-01 2.552174311793128370e-01 7.038915464494597263e-01 6.296473467033132376e-01 8.836308886984504118e-01 3.874881218223759083e-01 7.348967874183558457e-01 4.357951942395723588e-01
0.000000000000000000e+00 -1.933591831352030113e+03 2.386912619686416548e-01 1.416275104728093037e-01 2.407947125906310104e-01 9.467181376448159380e-01 9.911074210041946886e-01 6.497692030201949187e-01 3.656652374285347395e-01 4.438546904899953738e-01 9.874439214247712204e-01
0.000000000000000000e+00 -1.928556039355444682e+03 9.467750520155304716e-01 1.951095678922409871e-01 9.690146897129059411e-02 1.236017063826870821e-01 9.511872619802450579e-01 8.740785169039239078e-01 4.263604143100553356e-01 3.413027393154144384e-02 5.994298564313381705e-01
0.000000000000000000e+00 -1.908151910312630662e+03 4.366991619355378162e-01 2.491107906885134948e-01 3.928140853324829651e-01 6.933521148116730259e-01 6.334135152250371936e-01 9.993857371021910296e-01 2.503167320012751329e-01 5.278039288045079935e-01 4.851750183046965592e-02
0.000000000000000000e+00 -1.897493761309973252e+03 7.417329815964035511e-01 8.960847675274632440e-01 7.176493211771549641e-01 7.917471845322801016e-01 4.660316254730441088e-01 4.011522101187766642e-01 5.490179752341717290e-02 5.960517050619742463e-01 6.247635690531138097e-01
0.000000000000000000e+00 -1.897108462045046736e+03 8.171596802455445285e-01 3.328999106570934563e-01 4.975030126675861197e-01 6.350737692380520327e-01 3.044018408268260867e-01 5.666124710402868914e-01 1.741303593367928837e-01 9.470183886327732115e-02 9.845486227587372241e-01
0.000000000000000000e+00 -1.897001420050316938e+03 7.311273939281766054e-01 8.269741553892373531e-04 2.874057561969487473e-01 5.095697277915607337e-01 7.363207172290676672e-01 4.959989516971761159e-01 3.461366462196946436e-01 4.831827910997731346e-01 1.394484627183635306e-01
0.000000000000000000e+00 -1.885451084353559281e+03 2.869820638845012040e-01 6.433187670758149235e-01 5.379155234785703010e-01 7.788719076788565010e-01 4.243349912448153294e-01 9.969281559307545670e-01 1.431196250808360881e-01 3.533213074269487830e-01 8.265030917729176974e-01
0.000000000000000000e+00 -1.882237119259420979e+03 6.597555861707187219e-01 3.730345439288396125e-01 5.690367216200373779e-01 9.578351188019642581e-01 3.346331888788830478e-01 2.237445047200141701e-01 1.511480367611751641e-01 1.261825369431772703e-01 3.663553294006972605e-01
