"logA_mean","logA_stdev","logA_median","logA_errlo","logA_errup","n_s_mean","n_s_stdev","n_s_median","n_s_errlo","n_s_errup","H0_mean","H0_stdev","H0_median","H0_errlo","H0_errup","omega_b_mean","omega_b_stdev","omega_b_median","omega_b_errlo","omega_b_errup","omega_cdm_mean","omega_cdm_stdev","omega_cdm_median","omega_cdm_errlo","omega_cdm_errup","m_ncdm_mean","m_ncdm_stdev","m_ncdm_median","m_ncdm_errlo","m_ncdm_errup","w0_fld_mean","w0_fld_stdev","w0_fld_median","w0_fld_errlo","w0_fld_errup","wa_fld_mean","wa_fld_stdev","wa_fld_median","wa_fld_errlo","wa_fld_errup","tau_reio_mean","tau_reio_stdev","tau_reio_median","tau_reio_errlo","tau_reio_errup"
3.001097522611090085e+00,1.150644407881647596e-01,3.001729851166119900e+00,2.867310960725262259e+00,3.137382144605452616e+00,9.505701119552748546e-01,2.901460140293621662e-02,9.508189743649654302e-01,9.160804806624569530e-01,9.850028564190627112e-01,7.265200297570194721e+01,8.159425167522540434e-01,7.269394401488395374e+01,7.185779790073735285e+01,7.344652869922222749e+01,2.229553649795057435e-02,1.739294888575493520e-04,2.228640958355436463e-02,2.209270009112096478e-02,2.250304810603264219e-02,1.253158261579222776e-01,3.817261688280277135e-03,1.262802701084973778e-01,1.215541334259048339e-01,1.289509531394111563e-01,5.908267630097963768e-02,2.783249282436095484e-02,6.395575966687241931e-02,2.516342155874105174e-02,8.937952582500552356e-02,-8.667288513127116012e-01,2.642288298575915656e-02,-8.668574323384714564e-01,-8.941194983525491136e-01,-8.400021133433890341e-01,5.628102960777744967e-02,2.844405398223339917e-02,5.863102798665745241e-02,2.185154725833287834e-02,8.857752068219909569e-02,4.468150683975710691e-02,2.013278198459297549e-02,4.440617193434043264e-02,2.113922030989235853e-02,6.777626396986673185e-02
