"logA_mean","logA_stdev","logA_median","logA_errlo","logA_errup","n_s_mean","n_s_stdev","n_s_median","n_s_errlo","n_s_errup","H0_mean","H0_stdev","H0_median","H0_errlo","H0_errup","omega_b_mean","omega_b_stdev","omega_b_median","omega_b_errlo","omega_b_errup","omega_cdm_mean","omega_cdm_stdev","omega_cdm_median","omega_cdm_errlo","omega_cdm_errup","m_ncdm_mean","m_ncdm_stdev","m_ncdm_median","m_ncdm_errlo","m_ncdm_errup","w0_fld_mean","w0_fld_stdev","w0_fld_median","w0_fld_errlo","w0_fld_errup","Omega_EDE_mean","Omega_EDE_stdev","Omega_EDE_median","Omega_EDE_errlo","Omega_EDE_errup","tau_reio_mean","tau_reio_stdev","tau_reio_median","tau_reio_errlo","tau_reio_errup"
3.000159860691681946e+00,1.142074498182886061e-01,3.001314802621825706e+00,2.866045676704599199e+00,3.135308288762084228e+00,9.493861853467255862e-01,2.875440986238490468e-02,9.483583215378046383e-01,9.161441631130250451e-01,9.837116969297882152e-01,7.353200503224081785e+01,1.705560941418434062e+00,7.355834883395088752e+01,7.178679158497564572e+01,7.531342924781247916e+01,2.228981203115163942e-02,1.733413425998184753e-04,2.228927917265116632e-02,2.208871873812595296e-02,2.249162357404006080e-02,1.236886422210076442e-01,4.921380451232810170e-03,1.248183163636271686e-01,1.180302473569528471e-01,1.285967642597348470e-01,5.636635533634312689e-02,2.806521196724869396e-02,5.969383897059208494e-02,2.260308491187837387e-02,8.751911448201445121e-02,-8.322429411774596719e-01,4.116311240860225096e-02,-8.337606328968071301e-01,-8.736877378969678531e-01,-7.905499780535980570e-01,5.183360991750186886e-02,2.923315534262758628e-02,5.197685847057634950e-02,1.644479686656278791e-02,8.611325553488569096e-02,4.447720994721909155e-02,1.990320284782648788e-02,4.450438029830892928e-02,2.136502997893795219e-02,6.734174840444244470e-02
