"logA_mean","logA_stdev","logA_median","logA_errlo","logA_errup","n_s_mean","n_s_stdev","n_s_median","n_s_errlo","n_s_errup","H0_mean","H0_stdev","H0_median","H0_errlo","H0_errup","omega_b_mean","omega_b_stdev","omega_b_median","omega_b_errlo","omega_b_errup","omega_cdm_mean","omega_cdm_stdev","omega_cdm_median","omega_cdm_errlo","omega_cdm_errup","m_ncdm_mean","m_ncdm_stdev","m_ncdm_median","m_ncdm_errlo","m_ncdm_errup","w0_fld_mean","w0_fld_stdev","w0_fld_median","w0_fld_errlo","w0_fld_errup","wa_fld_mean","wa_fld_stdev","wa_fld_median","wa_fld_errlo","wa_fld_errup","tau_reio_mean","tau_reio_stdev","tau_reio_median","tau_reio_errlo","tau_reio_errup"
3.001666926200984076e+00,1.153196759621665513e-01,3.002164837324044377e+00,2.864069055314828471e+00,3.137380501071619587e+00,9.494870222442628460e-01,2.901057736815178603e-02,9.490714931094834661e-01,9.157765120729104424e-01,9.840061284895964544e-01,7.253534272095352264e+01,9.201645972839868071e-01,7.255118899357491102e+01,7.158889409183741748e+01,7.346109093007950719e+01,2.229513956337187894e-02,1.735242894655288992e-04,2.228905009325204273e-02,2.208995371834378274e-02,2.250087635503225311e-02,1.219071011965328494e-01,5.500880795799596018e-03,1.227706808683723116e-01,1.153359250132106606e-01,1.279105705303687779e-01,5.314002210191851733e-02,2.885512199670513603e-02,5.425702388538024279e-02,1.911942046545633475e-02,8.678411688392878576e-02,-9.192797351296626562e-01,4.741436907271293077e-02,-9.195743410580605737e-01,-9.669618912936760458e-01,-8.719598187600656747e-01,3.023425442595488732e-01,1.833573876397741886e-01,3.045729760157227517e-01,1.164964051343497786e-01,4.907953851842962734e-01,4.584538531636535991e-02,2.060442247048683770e-02,4.634195718552265586e-02,2.122976181266954948e-02,7.045518229375920261e-02
