"logA_mean","logA_stdev","logA_median","logA_errlo","logA_errup","n_s_mean","n_s_stdev","n_s_median","n_s_errlo","n_s_errup","H0_mean","H0_stdev","H0_median","H0_errlo","H0_errup","omega_b_mean","omega_b_stdev","omega_b_median","omega_b_errlo","omega_b_errup","omega_cdm_mean","omega_cdm_stdev","omega_cdm_median","omega_cdm_errlo","omega_cdm_errup","w0_fld_mean","w0_fld_stdev","w0_fld_median","w0_fld_errlo","w0_fld_errup","wa_fld_mean","wa_fld_stdev","wa_fld_median","wa_fld_errlo","wa_fld_errup","tau_reio_mean","tau_reio_stdev","tau_reio_median","tau_reio_errlo","tau_reio_errup"
2.999557652570547184e+00,1.157593181639786917e-01,3.000728623438539966e+00,2.861827762118987373e+00,3.136531881599749827e+00,9.490982229752946697e-01,2.890881144566889369e-02,9.473788816462468398e-01,9.160803658713247977e-01,9.843650181796567145e-01,6.767221055422132281e+01,9.006577718200867722e-01,6.766559187440543610e+01,6.676882107927193033e+01,6.863114478651344541e+01,2.228929985531942493e-02,1.738706289322257306e-04,2.228351155458866209e-02,2.208614048963492352e-02,2.249621465893612837e-02,1.194904993090928208e-01,5.426333713786403445e-03,1.193890182410205086e-01,1.131843020081337164e-01,1.256858188398433385e-01,-8.770197157771251195e-01,6.077821522924434922e-02,-8.771676384201070320e-01,-9.392220824189920769e-01,-8.148122793529123387e-01,-3.882289750950069784e-01,2.880911472989634570e-01,-3.767933033782706609e-01,-6.741261539568792482e-01,-9.412180777876111293e-02,4.520349608511497336e-02,2.009567310864160405e-02,4.547045859755387276e-02,2.113562726861584196e-02,6.841626306836125215e-02
