weight logl logA n_s H0 omega_b omega_cdm m_ncdm tau_reio
0.000000000000000000e+00 -inf 7.074150424505012413e-01 5.610535565646916911e-01 2.529590365668262786e-01 1.773705377090103452e-01 9.543928665669441092e-01 8.444494950644746423e-01 9.124166754881277708e-01
0.000000000000000000e+00 -inf 2.891509692110397767e-01 6.198727553522934697e-01 2.174494630791223848e-03 7.898934487543701755e-01 8.944550075182173821e-01 8.259843289622670337e-01 9.291698130514115528e-01
0.000000000000000000e+00 -inf 3.837027567504991410e-02 1.908662081187190163e-01 5.449226012695572718e-01 6.183946411792329290e-01 5.104554961399820900e-02 6.860283677163847571e-02 9.790474030012696893e-01
0.000000000000000000e+00 -inf 6.537650082408235086e-01 8.866684638883295388e-01 5.707883853944550889e-02 5.605288781395323383e-02 6.064801088663326345e-01 8.946294579268743163e-01 9.163024793558456338e-01
0.000000000000000000e+00 -inf 2.786181894857890917e-01 2.674235687037385123e-01 2.099457264075077489e-01 9.456242857745477126e-01 7.035657794994716330e-01 8.184972763681060970e-01 9.490286376831376103e-01
6.967776455158930789e-87 -2.006296139007808677e+02 8.519137118392202668e-01 4.383910575939962140e-01 9.956444576183928197e-01 1.566248812571998661e-01 4.307852274218482158e-03 1.702276557250639311e-01 6.699886241723514990e-01
2.181910112952141106e-81 -1.879751988084509833e+02 4.947871717170102546e-01 1.361158732699687679e-01 9.847351827434274174e-01 3.619422658493451905e-01 1.260289714313662657e-01 8.926088305542844159e-01 7.220283406258194425e-01
1.988015368439930179e-76 -1.765553371964376481e+02 2.753576223549413227e-01 4.608268016687480095e-01 9.783074505226702078e-01 2.366640418097608611e-01 2.423011673548014500e-01 3.887783882105920741e-01 7.317312692377664352e-01
3.401832909915075856e-74 -1.714129894717414686e+02 7.891019059076467279e-01 5.253348101851298413e-01 9.600581558439660324e-01 1.182249134491201170e-01 2.296810757397034219e-01 8.214916061512076428e-01 5.139600207634519302e-01
1.920262398035680714e-73 -1.696822569139182235e+02 1.951552130498429571e-01 4.841839471035151998e-01 9.999703666195689511e-01 5.604744179263718706e-01 3.838465954430403393e-01 9.103535003736891174e-01 5.460950272575193498e-02
1.933728602188940490e-73 -1.696752686988681944e+02 6.313952285406985165e-01 7.289048754115117212e-01 9.617483109855252676e-01 6.162867588514976402e-01 3.580602659010434508e-02 7.518438724885062596e-01 5.042899538529099779e-03
7.463475444421904025e-72 -1.660221124802726536e+02 1.165597353962001259e-01 5.843598005967741704e-01 9.759559958666430557e-01 9.004693447041265397e-01 3.632983811541456998e-02 8.880986116371902828e-02 9.586576360905529892e-02
2.194721295964233776e-69 -1.603383233180477987e+02 6.106589573843367313e-01 2.615834592489779675e-01 9.653412614309174744e-01 5.716721419855841368e-01 1.970280088254849904e-01 5.257044110995923170e-03 5.449018792264577193e-01
2.296851391277297948e-69 -1.602928391595487483e+02 6.441599063134733072e-01 4.721735971097598128e-01 9.620592109836619832e-01 2.227430158591556797e-01 3.497794216564076297e-01 3.183367737558742139e-01 5.949257472467258667e-01
7.847577314784675910e-66 -1.521564182434650547e+02 4.268344724344058649e-01 2.161316585787302902e-01 9.527199673240007716e-01 3.627888714680789217e-01 3.682134581509448612e-01 6.278751116539105226e-01 3.960915450671330662e-01
7.873949398276674618e-66 -1.521530633392360983e+02 4.578249679356168889e-01 5.579202625407853056e-02 9.952794181598565437e-01 4.957959623910301872e-01 6.240026058521710439e-01 3.868011709409202581e-04 5.017087653329367347e-01
1.660272361372892480e-65 -1.514070563502851030e+02 6.409726942765990865e-01 4.160610579568618794e-01 9.993067374075091935e-01 6.951145417089992229e-01 5.647599112089910500e-01 1.212391989694561190e-02 3.316741354669342501e-01
2.864963857845540310e-65 -1.508614822772867399e+02 2.222010086304010423e-01 7.110498405968256330e-01 9.802175553150224152e-01 9.894794545452190171e-02 7.179992076196317630e-01 1.613755176282385406e-01 5.625344802942041644e-01
1.049941408995707068e-64 -1.495627185576611566e+02 1.530304377228858259e-01 8.821737035197599885e-01 9.637528074369071662e-01 4.507926929314992615e-01 4.501016206548056342e-01 2.246741993710053009e-01 5.472563903247592565e-01
1.154161232302124417e-64 -1.494680790449576193e+02 6.542178698852523233e-01 7.789961608524087477e-02 9.787984239605753700e-01 5.900298322634681680e-01 5.684884607587719074e-01 4.113743681633689198e-01 5.975501351920184945e-01
8.822927518482743962e-63 -1.451315140931817780e+02 6.338480397003809497e-01 9.865975390283203694e-01 9.248065095061173135e-01 2.365302551616820237e-01 2.046279528341394816e-01 1.152253596203094421e-01 1.944787310615314624e-03
9.203890510120353266e-63 -1.450892415501225230e+02 3.016070621258057916e-01 5.585329911458406515e-01 9.840214213644011831e-01 8.817439971006287847e-01 6.245299252160633197e-01 6.040461572556660164e-01 6.556485669363174562e-01
1.688155663280999799e-61 -1.421800610308295347e+02 5.221799559906151744e-01 3.270947977715222832e-01 9.140229812101945406e-01 2.402092427351376625e-01 1.709211074750244252e-01 1.161466295610180666e-01 7.538237014227588961e-02
2.501566323963955063e-61 -1.417867805750630339e+02 2.418522945680512404e-02 6.547375216312784074e-01 9.268383332010153852e-01 9.601912683077628019e-01 1.860435850966252191e-01 8.184481807492622885e-01 6.592725445643219384e-01
5.239060697397606564e-61 -1.410475554142922476e+02 5.877693957145991854e-01 2.390117803583723388e-01 9.638247565372588532e-01 5.550803455720820789e-01 7.237776324084875812e-01 7.601019946058175103e-01 7.989274536228002654e-01
1.924887675694091366e-60 -1.397462449315924857e+02 1.115165868285594719e-01 5.803166726892470262e-01 9.051518909128878354e-01 9.379684301850904626e-01 3.304616157679385324e-02 7.670925296159875062e-01 5.553566784286453339e-01
1.935129315466630827e-60 -1.397409383933937477e+02 6.370765547358578917e-01 7.047548863843697831e-01 9.942832189560429912e-01 6.363298776545337487e-01 9.629241584497858497e-01 6.568393256427641491e-01 6.353531733988631025e-01
2.781370281356629629e-60 -1.393781688341143763e+02 3.972071298275102746e-01 3.920679028336039318e-01 9.987016866016468208e-01 8.296272220611715653e-01 8.098711956704865988e-01 1.832784071243565016e-02 6.230530773230020802e-01
3.710113732953889832e-60 -1.390900500154088206e+02 3.116561524930064886e-01 2.042160338717882162e-01 9.481180772547995739e-01 9.389978782395036472e-01 5.005870990358458616e-01 9.803570740150970853e-01 8.725407209751260273e-01
5.401383373537749092e-60 -1.387144574462945741e+02 7.064996904279646772e-01 6.358841774809094183e-01 9.452331411461595279e-01 6.641806157869685201e-01 4.315334878320529199e-01 2.836282072750465622e-01 6.001944605029149171e-01
5.844955198242748327e-60 -1.386355336174176500e+02 8.410748218964768652e-01 2.643600989669903090e-02 8.993670043165812311e-01 4.615083819196539316e-01 6.411409306218618376e-02 2.946098802653680515e-01 1.074615632154637401e-01
1.989001600801370161e-59 -1.374108946496482133e+02 6.224054140176439320e-01 8.274280732423716644e-01 9.691929989377318089e-01 4.588053469256855310e-01 7.054537268736880140e-01 1.853996021641252101e-01 3.681299069468542129e-01
2.600420492189993089e-59 -1.371428542946306663e+02 6.167511527769427015e-01 2.504776797583926351e-01 8.616253252022256781e-01 1.053547152242545470e-01 8.554936960863213091e-02 7.100020993951104975e-01 8.931011857980196700e-01
3.212651945152584529e-59 -1.369314307071421695e+02 1.042138625623861836e-01 9.359978140000094760e-01 8.933687054596346488e-01 1.074698083339020727e-01 2.990015136885603164e-01 6.126853991953140621e-01 7.051507034614463709e-01
6.021305003249360667e-59 -1.363032234405707754e+02 4.675220623205079695e-01 2.439942006378131856e-01 9.015303123259527096e-01 4.423840511104759621e-02 3.072022273240991863e-01 4.269151161249410409e-01 2.946586966831054033e-01
7.928314059568370458e-59 -1.360280870441320928e+02 7.662539765285686366e-01 4.017782632777106011e-01 9.142410463455526992e-01 5.795992287555634670e-01 2.290360497708948673e-01 1.013844112794636265e-01 6.171889940880691539e-01
2.356229137055278211e-58 -1.349388798434780767e+02 9.014181906849082493e-01 3.412385960772890137e-02 9.734619110894359162e-01 4.266898060056362185e-01 8.340766363554826812e-01 2.233639003672475143e-01 4.179118971576525343e-01
3.308198078071935323e-58 -1.345995387074859480e+02 7.636333019367855801e-01 5.282432869034671130e-01 8.808359077493784772e-01 5.417309329794207651e-01 3.388425978071374356e-02 4.283247038556092789e-01 5.798128213745515902e-01
4.548173237847574895e-55 -1.273722116766290782e+02 4.706175298211303648e-01 7.466136788626823728e-01 8.658848349291613511e-01 6.432621575415305992e-01 1.048059810898172017e-03 3.933602689298129063e-01 5.417863317924644928e-01
4.927364105315007091e-55 -1.272896331619530486e+02 1.457085378739411130e-01 2.132337210040282649e-01 9.043651123529304892e-01 3.441368291454788286e-01 4.307983892595403930e-01 5.012682693754283436e-01 4.588123489845593594e-01
6.699105549249159518e-55 -1.269799633254145164e+02 2.649939097237453689e-01 2.711192374676940631e-01 9.277089870669367189e-01 2.325922960529542838e-01 7.391510354345115497e-01 6.447473927756077750e-01 4.995254948459399991e-01
7.702041027923836898e-55 -1.268379519804907147e+02 9.269343990548206680e-01 9.529982842325226411e-01 9.637619044371480426e-01 6.740906473792924736e-01 8.649461715395256878e-01 7.636920251458972908e-01 1.641683874883609340e-01
8.022807723502847889e-55 -1.267946488919639734e+02 5.376173695264289121e-01 2.844767844382846134e-01 8.687769562213204511e-01 3.704806617751306153e-01 1.114378871326238141e-01 4.312949189322826671e-01 4.096951674740089144e-01
7.729109738738352314e-54 -1.245268585634593990e+02 9.756886488409408642e-01 2.199004774506936322e-01 9.124247830984737462e-01 4.243804513262080524e-01 5.701023561575733201e-01 5.855903900355975411e-01 5.854265658330470856e-01
