weight logl logA n_s H0 omega_b omega_cdm m_ncdm tau_reio
2.014123061156166699e-154 -1.059621064891058040e+03 3.008915243426478092e+00 9.651602764296502990e-01 7.751995760476310693e+01 2.211097593219344196e-02 1.140342001865270460e-01 7.395671503195845597e-02 3.542109096518084727e-02
2.867002072282774599e-153 -1.056962896783645647e+03 3.129318243080518869e+00 9.674745262679916857e-01 6.098364551445774140e+01 2.230272017286015832e-02 1.297048578861522694e-01 1.556606358699312923e-02 5.454050753507674182e-02
3.100876470810109940e-153 -1.056881978889302673e+03 2.974109344656582277e+00 9.974630799946919701e-01 7.874474720158600860e+01 2.241550694091870230e-02 1.277579603368916572e-01 1.625251775135161392e-02 6.051243694712738624e-02
3.523505881172895381e-153 -1.056751707210440145e+03 3.163770679638551186e+00 9.331397790349508226e-01 7.758586233225248918e+01 2.230278495047488541e-02 1.124577370341715288e-01 1.077560917063059669e-02 7.161596994747200517e-02
1.683495392651447709e-150 -1.050580036191522140e+03 3.155698235433940901e+00 9.644173425534612321e-01 6.077904507226357822e+01 2.203723733609780355e-02 1.282617870960579276e-01 5.457360314965479381e-02 1.345133626673251752e-02
1.915699893392286627e-150 -1.050448325378930122e+03 2.868012917299433084e+00 9.301900050981604107e-01 7.773941341556621865e+01 2.238323178450222356e-02 1.151466111514030388e-01 2.219126832813982445e-02 7.726853131199326596e-02
3.946143711979521971e-150 -1.049723169587772190e+03 2.875896022017409681e+00 9.092738834838643980e-01 7.821068716659505071e+01 2.223514754406758984e-02 1.233298501497678001e-01 1.274216769580577280e-02 7.487589204301339785e-02
9.183201474517666942e-150 -1.048876032526033669e+03 3.180151248864338420e+00 9.652132098949568473e-01 7.763990280553912271e+01 2.218025654330148949e-02 1.158323147268268127e-01 7.588344186940543246e-03 4.001895590003092668e-02
9.539386772549338980e-150 -1.048835479210582434e+03 3.012248539080170318e+00 9.677809791200833178e-01 6.102152414218216592e+01 2.259598682751179713e-02 1.249613343617285571e-01 4.764194016050424946e-02 4.698541698167475744e-02
1.803766843305621094e-149 -1.048195946152375200e+03 2.815738745314256608e+00 9.372808314325409285e-01 7.730583473876126277e+01 2.221577811348351625e-02 1.117490440971004584e-01 4.121734286026931815e-02 1.522130722060119692e-02
4.083695722618423119e-149 -1.047376320928594623e+03 2.867721597867626038e+00 9.309910259438812785e-01 7.781060117503591300e+01 2.231614009669794646e-02 1.188335286922076045e-01 9.805056825462823977e-02 5.531895811110997679e-02
