logA n_s H0 omega_b omega_cdm m_ncdm tau_reio
2.834926964502757496e+00 9.897568813677410926e-01 6.949361951926000813e+01 2.252833617607465783e-02 1.264178632847645090e-01 2.879404538918641995e-02 2.691972219163606822e-02
2.844266809155091558e+00 9.907046859282863105e-01 6.836220983881543134e+01 2.243087067032916923e-02 1.100193382159029565e-01 9.954515935339985910e-02 2.579236845374455189e-02
3.027718628448559990e+00 9.099866302924627393e-01 6.831561276717829401e+01 2.245508627791500261e-02 1.133143526036477777e-01 7.508461289462402266e-02 5.718534452697481701e-02
2.893332320645914280e+00 9.527802674773981906e-01 6.829424791755350554e+01 2.240615463001311217e-02 1.169878928514767741e-01 6.588525938482403532e-02 1.093009279946667925e-02
3.096359839599736929e+00 9.527399502248358187e-01 6.819243834028968365e+01 2.245462265090717585e-02 1.212971798089344660e-01 4.356410990991618770e-02 6.664103629222968561e-02
3.003773926799085281e+00 9.146058543918563766e-01 6.856727458313937973e+01 2.239723235474314761e-02 1.243086722103223796e-01 1.175672615735971066e-02 7.875162021529663603e-02
2.938185611322691404e+00 9.426619994914429146e-01 6.906397226488374486e+01 2.217647490308631564e-02 1.256923918276814933e-01 6.288064066201085045e-02 3.143212844537424805e-02
3.001802065887246851e+00 9.579739460084588654e-01 6.863195896392393536e+01 2.216501577818140792e-02 1.185629426857257168e-01 1.436644904586985641e-02 4.224174461167473638e-02
3.156533888323863390e+00 9.128938125384455926e-01 6.945077444812417866e+01 2.239697445483939536e-02 1.248514568832887334e-01 1.317628925218958941e-02 2.083258292344367102e-02
2.948846538598630218e+00 9.930580597862989078e-01 6.845379022884377207e+01 2.225128709723020112e-02 1.144070757366651148e-01 1.403358775793010077e-02 4.663418131383049309e-02
2.822447064212791012e+00 9.319932163398552127e-01 6.915790397209774198e+01 2.231714107792640012e-02 1.249134143917318279e-01 6.903693983724619454e-02 1.733416269035745541e-02
2.877926463914211030e+00 9.849425225658274829e-01 6.807241520907982135e+01 2.225568923370911320e-02 1.178218798203811424e-01 8.642260768029676188e-02 3.897155781190077273e-02
3.135032887846091132e+00 9.142233564448691840e-01 6.889102963570118732e+01 2.203548417298164391e-02 1.256754904056577860e-01 9.119844817328484621e-02 6.189689898219483816e-02
3.177331638595541019e+00 9.270680825024719685e-01 6.830513889990456278e+01 2.254499703988097070e-02 1.191762771016504907e-01 7.490410222924148709e-02 2.576571527818966728e-02
2.918359274652413404e+00 9.128929243278387506e-01 6.864260634950530005e+01 2.244662306370681648e-02 1.146991121394763669e-01 9.525977430066901938e-03 7.281888786195730989e-02
3.131456318203396982e+00 9.613189374801612841e-01 6.826149259114328061e+01 2.216625331632053261e-02 1.177120568668979378e-01 5.445596001146835174e-02 4.117981865599599361e-02
2.903869829631453126e+00 9.725075211927010077e-01 6.840200278886875651e+01 2.203837452672756034e-02 1.186233114956445900e-01 8.675080734667051097e-02 5.367229165003551544e-02
3.188966425121084303e+00 9.506524605843984510e-01 6.925619828575240433e+01 2.249919289612344400e-02 1.212876613050815344e-01 5.867552883807919395e-02 5.204380961741753020e-02
2.904466116274604381e+00 9.442409101857807130e-01 6.838236840378151271e+01 2.234477725960186748e-02 1.144228147429898895e-01 3.002180009888825302e-02 3.618030658779717440e-02
2.844633914688972975e+00 9.794424634882640257e-01 6.920092583253662610e+01 2.234694711695342853e-02 1.174284536846359334e-01 7.228717220352748329e-02 6.373271835863417167e-02
3.028983355296755331e+00 9.403054242954275166e-01 6.901758859599718221e+01 2.253518925755830168e-02 1.214893924046665380e-01 5.273534878867504327e-02 6.319647202956753251e-02
3.019074307846302041e+00 9.868370885310842056e-01 6.870982185422050748e+01 2.215776961829137026e-02 1.243337963376134753e-01 4.800933138441063758e-02 6.350859049365255304e-02
3.187469678917072002e+00 9.339244036206162392e-01 6.877445679402401879e+01 2.259838528226890825e-02 1.200565812053143167e-01 5.931934846085397395e-02 5.731632065047801566e-02
2.849369002501997095e+00 9.911802555255672109e-01 6.792634461942745361e+01 2.209552948454870241e-02 1.137394382234707957e-01 8.880103194017520407e-02 1.920851739557762755e-02
2.810594119798210944e+00 9.347042603251912718e-01 6.798044409263002308e+01 2.209087742700599141e-02 1.150556184300937784e-01 9.557412407874450733e-02 6.293527128571965723e-02
2.923704126146331905e+00 9.071463188336178485e-01 6.849678763474142329e+01 2.233123532434846611e-02 1.235302579774515408e-01 5.512903934851144661e-02 7.063813082346213912e-02
3.190099807720707670e+00 9.609038241142464631e-01 6.861101526233572656e+01 2.226233019034008775e-02 1.231667308992260568e-01 4.172491673800351325e-02 2.961562083046630905e-02
2.909593997536151555e+00 9.951880071416832063e-01 6.845909324632923187e+01 2.249762015326979211e-02 1.146829465805109111e-01 2.188042556146671189e-02 5.015542929447304454e-02
2.944368120367081509e+00 9.785378206579462557e-01 6.900467867380558573e+01 2.258752467770032760e-02 1.167057813271285549e-01 6.990132373528179510e-02 3.220037168260797555e-02
3.106850167263482287e+00 9.920073102129060016e-01 6.896716751479725360e+01 2.219797981081192764e-02 1.220436306980586805e-01 1.843701529049202124e-03 6.619028000977496273e-02
2.935669865002287882e+00 9.620532562488579575e-01 6.818648157287034905e+01 2.222429613717964714e-02 1.219329272426843969e-01 3.861244708435369877e-02 1.458316397099115869e-02
2.961879438396129771e+00 9.115751115512468195e-01 6.878917102650656545e+01 2.209574983589987149e-02 1.210527536110538871e-01 3.157389893044410152e-03 1.865002517110989771e-02
3.094096278758241780e+00 9.657433963396203636e-01 6.797186159913692904e+01 2.203472610874858059e-02 1.179587917279510123e-01 8.236806259034328004e-02 1.530758881566082058e-02
