weight logl logA n_s H0 omega_b omega_cdm m_ncdm tau_reio
1.157837590918267022e-176 -1.110929066712538770e+03 5.082244790029782910e-01 1.346623650886710211e-01 9.401180838955467411e-01 5.043951277953158119e-01 4.981806259505926482e-01 7.986880872360718753e-01 4.386638106950759841e-01
8.917806170574379059e-176 -1.108885070860875203e+03 9.010982690754162361e-01 5.423993619437668112e-01 9.601601183520519500e-01 3.301556797349171068e-01 8.721854281040294365e-01 8.289032980796421368e-01 6.485181080839222956e-01
3.774557984278571640e-174 -1.105137167360638614e+03 4.898116502527898319e-01 7.178045362719028821e-01 9.650876265836428880e-01 6.736504248233097236e-01 8.262276484101027663e-01 4.461974884345762948e-01 8.523557903170014827e-01
6.698546051696307168e-174 -1.104561060150588901e+03 6.128320424676038103e-01 3.909485196039119703e-01 9.483345852708278123e-01 8.645179040341421928e-02 7.574510871286640468e-01 2.134119269947349906e-01 7.178184909533813496e-02
1.051477484858715900e-172 -1.101805084156709881e+03 5.610915636737617840e-01 9.690793844094903742e-01 9.301455329831568308e-01 5.468585891975701330e-01 4.437078459817883624e-01 9.002715025135112903e-01 9.696899571343349233e-01
5.884462720965755807e-172 -1.100080465020046631e+03 4.640937331328981452e-01 5.305103005069828903e-01 9.498408721811431032e-01 8.148056550411583165e-01 6.155019470926638148e-01 5.300458966647392245e-01 4.484120492926322310e-01
6.215367631600991669e-172 -1.100023255584716253e+03 1.580399299100437860e-01 2.204687029062467607e-01 9.504901763373521106e-01 6.889477479672900806e-02 9.047187842203581187e-01 7.760240446039243789e-01 1.101648843573236336e-01
1.301410315941936397e-171 -1.099281746832393992e+03 3.559976859077602640e-01 6.733781987501259447e-01 9.343685706821854842e-01 5.654114720177741971e-01 5.071246301179128668e-01 7.582334460221786809e-01 6.206251488781792114e-01
1.362152871292251763e-171 -1.099233628925513131e+03 7.656752810913033391e-01 1.917662648272702164e-01 9.256661243850681231e-01 6.852246101114426446e-01 3.271006233152052856e-01 5.146659686293507674e-01 5.676878517238016508e-01
3.000042440844497658e-171 -1.098441568931728398e+03 8.530969124250341595e-01 3.460213696751986978e-01 9.336475154592162040e-01 4.827626244144210821e-01 4.881983794984801062e-01 2.986918874935710067e-01 9.204516068627062175e-01
4.095190410324340030e-171 -1.098127882152772827e+03 8.728668651155212510e-01 4.828858926853218936e-01 9.176616010850997540e-01 7.666032130321358551e-01 1.967219181350685631e-01 4.148218472366893561e-01 5.507976534576589644e-01
8.754121296065942532e-170 -1.095063085679504638e+03 3.520861014218888974e-01 2.331132692416189034e-01 1.632304649528182328e-02 2.040429443998106329e-01 9.303110477035404502e-01 8.348826479845569137e-01 8.824812230681504666e-01
4.198060867964599499e-169 -1.093492902460686309e+03 8.411661158651293491e-01 8.009338917321036089e-01 2.512660663380572590e-02 8.857421887232964641e-01 8.066642460551878280e-01 8.103422160735495039e-01 8.357585250748900130e-02
5.624184849968171468e-169 -1.093197949159228529e+03 5.811276206853753790e-01 3.677916891769246188e-01 1.842815183509260990e-02 9.643786167145916854e-01 6.154870580947935377e-01 9.570121566917845213e-01 3.873580533631792999e-01
9.440260469441698016e-169 -1.092677541609377840e+03 7.601130595895592146e-01 4.694354625744981968e-01 2.330090225060699183e-02 5.781205773300842621e-01 8.697851519426946787e-01 6.525854813832645540e-01 4.921771199567883670e-01
1.351871718167031552e-167 -1.090013364905162007e+03 3.852176704134169238e-02 5.046997775403987418e-01 9.239072151131270116e-01 4.252443487260004762e-01 4.345762204007049823e-01 1.468211084496029439e-01 3.276610226944154380e-01
2.504649587839804205e-167 -1.089394206155610391e+03 8.267876268327204459e-01 9.392545792509421343e-01 9.390143751014364826e-01 2.283589853007376158e-01 7.489767677168406301e-01 4.070626699293593553e-01 2.506657582023508191e-03
3.793727677275667141e-165 -1.084371335717550892e+03 7.420792484925244903e-01 9.639674308085426357e-01 9.176282552909543755e-01 9.460528083410812972e-02 5.376290531409779749e-01 4.385374149777653274e-01 3.462427820465083794e-01
2.268350674508523697e-164 -1.082580546723982934e+03 5.652156425579242249e-01 8.189657859132244422e-01 8.947961084009834476e-01 1.241051274683594441e-01 2.594353922416454683e-01 7.899388759001573224e-01 1.084754146352704396e-01
7.731637072535334896e-164 -1.081351779094410176e+03 8.663817986032904539e-01 8.667200537319820208e-01 9.372181023604589933e-01 3.663991543087474767e-02 8.534204790268230534e-01 2.077101542719307359e-01 5.866912220054973925e-01
2.303186335689260259e-163 -1.080257721095744500e+03 1.823051523259511253e-01 1.507089921719786396e-01 9.435090798449629057e-01 9.988467164761818395e-01 6.719228581262893796e-01 6.149948690409432484e-01 4.218739075118704829e-02
2.381346656151363094e-163 -1.080221848473713408e+03 2.938194639988715995e-01 5.427618530474667136e-01 9.122218116955850276e-01 8.737808011555673326e-01 2.628717779821003742e-01 4.655278792974075763e-01 7.585316991578755497e-01
3.441901946991375293e-163 -1.079850990413127874e+03 7.080292915999153447e-01 3.152772904704637114e-02 1.393753815313714117e-02 8.808362672809693095e-01 2.227996140755057475e-01 4.499830066357748404e-01 4.710042658280779726e-01
8.782461770415605657e-163 -1.078911757871071131e+03 8.532139541626464485e-01 7.502201512174947462e-01 9.526860238588681362e-01 8.675721203979441798e-01 8.526050782767549130e-01 4.631052651828266864e-01 8.305808371855114558e-01
