"logA_mean","logA_stdev","logA_median","logA_errlo","logA_errup","n_s_mean","n_s_stdev","n_s_median","n_s_errlo","n_s_errup","H0_mean","H0_stdev","H0_median","H0_errlo","H0_errup","omega_b_mean","omega_b_stdev","omega_b_median","omega_b_errlo","omega_b_errup","omega_cdm_mean","omega_cdm_stdev","omega_cdm_median","omega_cdm_errlo","omega_cdm_errup","m_ncdm_mean","m_ncdm_stdev","m_ncdm_median","m_ncdm_errlo","m_ncdm_errup","w0_fld_mean","w0_fld_stdev","w0_fld_median","w0_fld_errlo","w0_fld_errup","wa_fld_mean","wa_fld_stdev","wa_fld_median","wa_fld_errlo","wa_fld_errup","tau_reio_mean","tau_reio_stdev","tau_reio_median","tau_reio_errlo","tau_reio_errup"
3.000255291675430147e+00,1.160122595104947502e-01,3.002654790420982600e+00,2.860033788056243864e+00,3.139356673765471673e+00,9.504396536180995669e-01,2.938366828046070148e-02,9.499811006138854097e-01,9.154119418571898814e-01,9.852521262247113665e-01,7.316552630175850425e+01,2.091270106981383048e+00,7.298285008880067437e+01,7.117028712969865012e+01,7.517189880211815023e+01,2.229221232797513885e-02,1.718650681974933021e-04,2.229025921468445054e-02,2.209079627215739666e-02,2.249513676165942888e-02,1.215842897257230631e-01,5.720255882607220427e-03,1.226319549466802911e-01,1.144611881292517119e-01,1.278605588419375882e-01,5.231537704468304517e-02,2.898956309806548920e-02,5.375929472117346730e-02,1.764290352793987382e-02,8.677438636391879290e-02,-9.624190884709206140e-01,1.455191402911313325e-01,-9.625575413731031205e-01,-1.115461722485472151e+00,-8.156514474935669945e-01,4.255134287955611994e-01,4.088630774277417501e-01,4.440345609259734871e-01,2.520968703638036892e-02,8.493339230085518166e-01,4.485498406690963807e-02,2.015972061430054696e-02,4.550620549364479267e-02,2.081455214164370723e-02,6.837878282771779614e-02
