"logA_mean","logA_stdev","logA_median","logA_errlo","logA_errup","n_s_mean","n_s_stdev","n_s_median","n_s_errlo","n_s_errup","H0_mean","H0_stdev","H0_median","H0_errlo","H0_errup","omega_b_mean","omega_b_stdev","omega_b_median","omega_b_errlo","omega_b_errup","omega_cdm_mean","omega_cdm_stdev","omega_cdm_median","omega_cdm_errlo","omega_cdm_errup","m_ncdm_mean","m_ncdm_stdev","m_ncdm_median","m_ncdm_errlo","m_ncdm_errup","tau_reio_mean","tau_reio_stdev","tau_reio_median","tau_reio_errlo","tau_reio_errup"
3.004496726518187888e+00,1.142858093058992247e-01,3.007664703995030386e+00,2.869668925591869257e+00,3.139696268763817244e+00,9.502814484682307050e-01,2.875554130061280800e-02,9.498840510671413551e-01,9.173261514072217349e-01,9.860347217159841637e-01,6.873766693289202578e+01,4.299674849073829574e-01,6.873794597745850865e+01,6.830072294496252994e+01,6.917964269893769824e+01,2.230370271670873220e-02,1.727551177153112080e-04,2.230832985386395351e-02,2.209610064307072214e-02,2.250407395584188425e-02,1.206036278914456583e-01,4.237348840877655856e-03,1.206745949150541675e-01,1.161048471087565426e-01,1.251734336509058854e-01,5.086295478131015735e-02,2.856320565767490188e-02,5.045429985350207563e-02,1.730859591814801202e-02,8.478598079079734118e-02,4.396469706935055705e-02,1.999931126392517217e-02,4.337290462222720411e-02,2.045859915189870287e-02,6.807427664365683917e-02
