logA n_s H0 omega_b omega_cdm m_ncdm tau_reio
2.927903304089031877e+00 9.247044465859092233e-01 6.917898604697785458e+01 2.254885767832370130e-02 1.248838996624992148e-01 3.716942736371123962e-02 7.394878943529956117e-02
2.868423128616923279e+00 9.736925050587839081e-01 6.844045355792198393e+01 2.211883607850181205e-02 1.124150592888952249e-01 1.947487098174088826e-02 4.447748354078092520e-02
2.851076845581618446e+00 9.680605432666461452e-01 6.828444797604946359e+01 2.225905892500422076e-02 1.198028581905494633e-01 2.707128763728636894e-02 5.161521421908201596e-02
3.021317803798809098e+00 9.425341091564165552e-01 6.884092725274240365e+01 2.213817731198030811e-02 1.218652849543929301e-01 7.125446157909332001e-02 6.123553283048658452e-02
2.970290748848679385e+00 9.536153439384149610e-01 6.848759164202878935e+01 2.214151585501140940e-02 1.194657356588722380e-01 3.705955143886648789e-02 6.337333866149788553e-02
2.882083125086094544e+00 9.069295210410243113e-01 6.848537414304614401e+01 2.240928614400980456e-02 1.181511326640088677e-01 5.436065271500431506e-02 5.628108514340172952e-02
3.072904540884191960e+00 9.825110009058146687e-01 6.920252767326078924e+01 2.247394732827952268e-02 1.198018832973930803e-01 8.133775766005507668e-02 7.828298839289390965e-02
3.003341386159577464e+00 9.177077922668996912e-01 6.765318911666250301e+01 2.204429439279845596e-02 1.138540454554104742e-01 7.806005953778222262e-02 4.139174330119160111e-02
3.118380759088683618e+00 9.694443220009848483e-01 6.876721270731732716e+01 2.253104145622774473e-02 1.122719033368014402e-01 4.656757494752476745e-02 5.565250865129942742e-02
3.116646882380356587e+00 9.124959629011257789e-01 6.866200355867350424e+01 2.208544513536740000e-02 1.130743661290127544e-01 2.742984103407417745e-02 1.015022130137735630e-02
