12:32:55 [ultranest] [DEBUG] ReactiveNestedSampler: dims=9+0, resume=False, log_dir=cpl_output/cpl_real_run/run1, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
12:32:56 [ultranest] [INFO] Sampling 400 live points from prior ...
12:33:09 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.0010, min_ess=400
12:33:09 [ultranest] [DEBUG] max_iters=-1, max_ncalls=1000000, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
12:33:09 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
12:37:24 [ultranest] [DEBUG] iteration=2315, ncalls=7367, regioncalls=283640, ndraw=40, logz=-13.38, remainder_fraction=79.3202%, Lmin=-7.26, Lmax=-5.13
12:37:24 [ultranest] [DEBUG] iteration=2317, ncalls=7370, regioncalls=283760, ndraw=40, logz=-13.37, remainder_fraction=79.1648%, Lmin=-7.25, Lmax=-5.13
12:37:24 [ultranest] [DEBUG] iteration=2318, ncalls=7373, regioncalls=283880, ndraw=40, logz=-13.37, remainder_fraction=79.1085%, Lmin=-7.25, Lmax=-5.13
12:37:25 [ultranest] [DEBUG] iteration=2319, ncalls=7386, regioncalls=284400, ndraw=40, logz=-13.37, remainder_fraction=79.0104%, Lmin=-7.24, Lmax=-5.13
12:37:26 [ultranest] [DEBUG] iteration=2320, ncalls=7404, regioncalls=285120, ndraw=40, logz=-13.36, remainder_fraction=78.9186%, Lmin=-7.24, Lmax=-5.13
12:37:26 [ultranest] [DEBUG] iteration=2321, ncalls=7410, regioncalls=285360, ndraw=40, logz=-13.36, remainder_fraction=78.8239%, Lmin=-7.24, Lmax=-5.13
12:37:26 [ultranest] [DEBUG] iteration=2322, ncalls=7415, regioncalls=285560, ndraw=40, logz=-13.36, remainder_fraction=78.8141%, Lmin=-7.24, Lmax=-5.13
12:37:27 [ultranest] [DEBUG] iteration=2323, ncalls=7423, regioncalls=285880, ndraw=40, logz=-13.35, remainder_fraction=78.7789%, Lmin=-7.22, Lmax=-5.13
12:37:27 [ultranest] [DEBUG] iteration=2324, ncalls=7430, regioncalls=286160, ndraw=40, logz=-13.35, remainder_fraction=78.6935%, Lmin=-7.22, Lmax=-5.13
12:37:27 [ultranest] [DEBUG] iteration=2326, ncalls=7438, regioncalls=286480, ndraw=40, logz=-13.34, remainder_fraction=78.5955%, Lmin=-7.22, Lmax=-5.13
12:37:28 [ultranest] [DEBUG] iteration=2328, ncalls=7441, regioncalls=286600, ndraw=40, logz=-13.34, remainder_fraction=78.4953%, Lmin=-7.21, Lmax=-5.13
12:37:28 [ultranest] [DEBUG] iteration=2330, ncalls=7445, regioncalls=286760, ndraw=40, logz=-13.33, remainder_fraction=78.3061%, Lmin=-7.21, Lmax=-5.13
12:37:28 [ultranest] [DEBUG] iteration=2331, ncalls=7447, regioncalls=286840, ndraw=40, logz=-13.33, remainder_fraction=78.2351%, Lmin=-7.20, Lmax=-5.13
12:37:28 [ultranest] [DEBUG] iteration=2332, ncalls=7452, regioncalls=287040, ndraw=40, logz=-13.32, remainder_fraction=78.1504%, Lmin=-7.20, Lmax=-5.13
12:37:28 [ultranest] [DEBUG] iteration=2333, ncalls=7458, regioncalls=287280, ndraw=40, logz=-13.32, remainder_fraction=78.0605%, Lmin=-7.20, Lmax=-5.13
12:37:29 [ultranest] [DEBUG] iteration=2334, ncalls=7467, regioncalls=287640, ndraw=40, logz=-13.32, remainder_fraction=77.9714%, Lmin=-7.20, Lmax=-5.13
12:37:29 [ultranest] [DEBUG] iteration=2335, ncalls=7471, regioncalls=287800, ndraw=40, logz=-13.31, remainder_fraction=77.8998%, Lmin=-7.19, Lmax=-5.13
12:37:29 [ultranest] [DEBUG] iteration=2336, ncalls=7474, regioncalls=287920, ndraw=40, logz=-13.31, remainder_fraction=77.8346%, Lmin=-7.19, Lmax=-5.13
12:37:30 [ultranest] [DEBUG] iteration=2337, ncalls=7485, regioncalls=288360, ndraw=40, logz=-13.31, remainder_fraction=77.7631%, Lmin=-7.19, Lmax=-5.13
12:37:30 [ultranest] [DEBUG] iteration=2338, ncalls=7499, regioncalls=288920, ndraw=40, logz=-13.30, remainder_fraction=77.6788%, Lmin=-7.19, Lmax=-5.13
12:37:31 [ultranest] [DEBUG] iteration=2339, ncalls=7511, regioncalls=289400, ndraw=40, logz=-13.30, remainder_fraction=77.5813%, Lmin=-7.18, Lmax=-5.13
12:37:31 [ultranest] [DEBUG] iteration=2340, ncalls=7514, regioncalls=289600, ndraw=40, logz=-13.30, remainder_fraction=77.5003%, Lmin=-7.18, Lmax=-5.13
12:37:31 [ultranest] [DEBUG] iteration=2341, ncalls=7517, regioncalls=289720, ndraw=40, logz=-13.29, remainder_fraction=77.4350%, Lmin=-7.18, Lmax=-4.85
12:37:32 [ultranest] [DEBUG] iteration=2342, ncalls=7521, regioncalls=289880, ndraw=40, logz=-13.29, remainder_fraction=77.3788%, Lmin=-7.18, Lmax=-4.85
12:37:32 [ultranest] [DEBUG] iteration=2344, ncalls=7526, regioncalls=290080, ndraw=40, logz=-13.28, remainder_fraction=77.4383%, Lmin=-7.17, Lmax=-4.85
12:37:32 [ultranest] [DEBUG] iteration=2345, ncalls=7529, regioncalls=290200, ndraw=40, logz=-13.28, remainder_fraction=77.3990%, Lmin=-7.17, Lmax=-4.85
12:37:32 [ultranest] [DEBUG] iteration=2346, ncalls=7531, regioncalls=290280, ndraw=40, logz=-13.28, remainder_fraction=77.2998%, Lmin=-7.17, Lmax=-4.85
12:37:32 [ultranest] [DEBUG] iteration=2348, ncalls=7534, regioncalls=290400, ndraw=40, logz=-13.27, remainder_fraction=77.2196%, Lmin=-7.17, Lmax=-4.85
12:37:33 [ultranest] [DEBUG] iteration=2349, ncalls=7544, regioncalls=290880, ndraw=40, logz=-13.27, remainder_fraction=77.1292%, Lmin=-7.16, Lmax=-4.85
12:37:33 [ultranest] [DEBUG] iteration=2351, ncalls=7547, regioncalls=291000, ndraw=40, logz=-13.26, remainder_fraction=77.0162%, Lmin=-7.15, Lmax=-4.85
12:37:33 [ultranest] [DEBUG] iteration=2354, ncalls=7550, regioncalls=291120, ndraw=40, logz=-13.25, remainder_fraction=76.7455%, Lmin=-7.15, Lmax=-4.85
12:37:33 [ultranest] [DEBUG] iteration=2355, ncalls=7553, regioncalls=291240, ndraw=40, logz=-13.25, remainder_fraction=76.7212%, Lmin=-7.15, Lmax=-4.85
12:37:34 [ultranest] [DEBUG] iteration=2356, ncalls=7562, regioncalls=291600, ndraw=40, logz=-13.25, remainder_fraction=76.6249%, Lmin=-7.14, Lmax=-4.85
12:37:34 [ultranest] [DEBUG] iteration=2357, ncalls=7566, regioncalls=291760, ndraw=40, logz=-13.24, remainder_fraction=76.5551%, Lmin=-7.13, Lmax=-4.85
12:37:34 [ultranest] [DEBUG] iteration=2359, ncalls=7568, regioncalls=291840, ndraw=40, logz=-13.24, remainder_fraction=76.3662%, Lmin=-7.13, Lmax=-4.85
12:37:34 [ultranest] [DEBUG] iteration=2360, ncalls=7573, regioncalls=292160, ndraw=40, logz=-13.23, remainder_fraction=76.2852%, Lmin=-7.13, Lmax=-4.85
12:37:35 [ultranest] [DEBUG] iteration=2362, ncalls=7589, regioncalls=292800, ndraw=40, logz=-13.23, remainder_fraction=76.1739%, Lmin=-7.12, Lmax=-4.85
12:37:35 [ultranest] [DEBUG] iteration=2363, ncalls=7596, regioncalls=293120, ndraw=40, logz=-13.22, remainder_fraction=76.1312%, Lmin=-7.12, Lmax=-4.85
12:37:35 [ultranest] [DEBUG] iteration=2364, ncalls=7601, regioncalls=293320, ndraw=40, logz=-13.22, remainder_fraction=76.0436%, Lmin=-7.12, Lmax=-4.85
12:37:36 [ultranest] [DEBUG] iteration=2365, ncalls=7608, regioncalls=293600, ndraw=40, logz=-13.22, remainder_fraction=76.0289%, Lmin=-7.12, Lmax=-4.85
12:37:36 [ultranest] [DEBUG] iteration=2367, ncalls=7610, regioncalls=293680, ndraw=40, logz=-13.21, remainder_fraction=75.8725%, Lmin=-7.12, Lmax=-4.85
12:37:36 [ultranest] [DEBUG] iteration=2369, ncalls=7614, regioncalls=293840, ndraw=40, logz=-13.21, remainder_fraction=75.7261%, Lmin=-7.11, Lmax=-4.85
12:37:37 [ultranest] [DEBUG] iteration=2371, ncalls=7624, regioncalls=294240, ndraw=40, logz=-13.20, remainder_fraction=75.5416%, Lmin=-7.10, Lmax=-4.85
12:37:37 [ultranest] [DEBUG] iteration=2372, ncalls=7628, regioncalls=294480, ndraw=40, logz=-13.20, remainder_fraction=75.4538%, Lmin=-7.09, Lmax=-4.85
12:37:37 [ultranest] [DEBUG] iteration=2374, ncalls=7633, regioncalls=294680, ndraw=40, logz=-13.19, remainder_fraction=75.2974%, Lmin=-7.09, Lmax=-4.85
12:37:37 [ultranest] [DEBUG] iteration=2375, ncalls=7636, regioncalls=294800, ndraw=40, logz=-13.19, remainder_fraction=75.1972%, Lmin=-7.08, Lmax=-4.85
12:37:37 [ultranest] [DEBUG] iteration=2377, ncalls=7639, regioncalls=294960, ndraw=40, logz=-13.18, remainder_fraction=75.0731%, Lmin=-7.08, Lmax=-4.85
12:37:38 [ultranest] [DEBUG] iteration=2378, ncalls=7651, regioncalls=295440, ndraw=40, logz=-13.18, remainder_fraction=75.0074%, Lmin=-7.07, Lmax=-4.85
12:37:38 [ultranest] [DEBUG] iteration=2379, ncalls=7663, regioncalls=295920, ndraw=40, logz=-13.18, remainder_fraction=74.9233%, Lmin=-7.06, Lmax=-4.85
12:37:39 [ultranest] [DEBUG] iteration=2380, ncalls=7683, regioncalls=296720, ndraw=40, logz=-13.17, remainder_fraction=74.8350%, Lmin=-7.06, Lmax=-4.85
12:37:40 [ultranest] [DEBUG] iteration=2381, ncalls=7688, regioncalls=296920, ndraw=40, logz=-13.17, remainder_fraction=74.7582%, Lmin=-7.05, Lmax=-4.85
12:37:40 [ultranest] [DEBUG] iteration=2383, ncalls=7696, regioncalls=297240, ndraw=40, logz=-13.16, remainder_fraction=74.6220%, Lmin=-7.05, Lmax=-4.85
12:37:40 [ultranest] [DEBUG] iteration=2384, ncalls=7700, regioncalls=297400, ndraw=40, logz=-13.16, remainder_fraction=74.5307%, Lmin=-7.04, Lmax=-4.85
12:37:41 [ultranest] [DEBUG] iteration=2385, ncalls=7713, regioncalls=297920, ndraw=40, logz=-13.16, remainder_fraction=74.4317%, Lmin=-7.03, Lmax=-4.85
12:37:41 [ultranest] [DEBUG] iteration=2387, ncalls=7724, regioncalls=298360, ndraw=40, logz=-13.15, remainder_fraction=74.3562%, Lmin=-7.02, Lmax=-4.85
12:37:42 [ultranest] [DEBUG] iteration=2388, ncalls=7730, regioncalls=298600, ndraw=40, logz=-13.15, remainder_fraction=74.2898%, Lmin=-7.01, Lmax=-4.85
12:37:42 [ultranest] [DEBUG] iteration=2389, ncalls=7742, regioncalls=299080, ndraw=40, logz=-13.15, remainder_fraction=74.2960%, Lmin=-7.01, Lmax=-4.85
12:37:43 [ultranest] [DEBUG] iteration=2390, ncalls=7750, regioncalls=299400, ndraw=40, logz=-13.14, remainder_fraction=74.2549%, Lmin=-7.01, Lmax=-4.85
12:37:43 [ultranest] [DEBUG] iteration=2391, ncalls=7758, regioncalls=299720, ndraw=40, logz=-13.14, remainder_fraction=74.1512%, Lmin=-7.01, Lmax=-4.85
12:37:43 [ultranest] [DEBUG] iteration=2392, ncalls=7760, regioncalls=299800, ndraw=40, logz=-13.14, remainder_fraction=74.0493%, Lmin=-7.01, Lmax=-4.85
12:37:43 [ultranest] [DEBUG] iteration=2393, ncalls=7763, regioncalls=299920, ndraw=40, logz=-13.14, remainder_fraction=73.9951%, Lmin=-7.00, Lmax=-4.85
12:37:44 [ultranest] [DEBUG] iteration=2394, ncalls=7771, regioncalls=300240, ndraw=40, logz=-13.13, remainder_fraction=73.9132%, Lmin=-7.00, Lmax=-4.85
12:37:44 [ultranest] [DEBUG] iteration=2396, ncalls=7777, regioncalls=300480, ndraw=40, logz=-13.13, remainder_fraction=73.8200%, Lmin=-6.99, Lmax=-4.85
12:37:45 [ultranest] [DEBUG] iteration=2397, ncalls=7787, regioncalls=300880, ndraw=40, logz=-13.12, remainder_fraction=73.7170%, Lmin=-6.98, Lmax=-4.85
12:37:46 [ultranest] [DEBUG] iteration=2398, ncalls=7824, regioncalls=302680, ndraw=40, logz=-13.12, remainder_fraction=73.6261%, Lmin=-6.98, Lmax=-4.85
12:37:47 [ultranest] [DEBUG] iteration=2399, ncalls=7830, regioncalls=302920, ndraw=40, logz=-13.12, remainder_fraction=73.6066%, Lmin=-6.97, Lmax=-4.85
12:37:47 [ultranest] [DEBUG] iteration=2400, ncalls=7839, regioncalls=303320, ndraw=40, logz=-13.12, remainder_fraction=73.5408%, Lmin=-6.97, Lmax=-4.85
12:37:47 [ultranest] [DEBUG] iteration=2401, ncalls=7843, regioncalls=303480, ndraw=40, logz=-13.11, remainder_fraction=73.4488%, Lmin=-6.97, Lmax=-4.85
12:37:48 [ultranest] [DEBUG] iteration=2402, ncalls=7852, regioncalls=303880, ndraw=40, logz=-13.11, remainder_fraction=73.3991%, Lmin=-6.95, Lmax=-4.85
12:37:48 [ultranest] [DEBUG] iteration=2403, ncalls=7858, regioncalls=304120, ndraw=40, logz=-13.11, remainder_fraction=73.3005%, Lmin=-6.95, Lmax=-4.85
12:37:48 [ultranest] [DEBUG] iteration=2404, ncalls=7862, regioncalls=304280, ndraw=40, logz=-13.10, remainder_fraction=73.2098%, Lmin=-6.95, Lmax=-4.85
12:37:49 [ultranest] [DEBUG] iteration=2406, ncalls=7868, regioncalls=304520, ndraw=40, logz=-13.10, remainder_fraction=73.0174%, Lmin=-6.95, Lmax=-4.85
12:37:49 [ultranest] [DEBUG] iteration=2407, ncalls=7876, regioncalls=304840, ndraw=40, logz=-13.09, remainder_fraction=72.9197%, Lmin=-6.95, Lmax=-4.85
12:37:49 [ultranest] [DEBUG] iteration=2409, ncalls=7883, regioncalls=305120, ndraw=40, logz=-13.09, remainder_fraction=72.7537%, Lmin=-6.94, Lmax=-4.85
12:37:50 [ultranest] [DEBUG] iteration=2411, ncalls=7888, regioncalls=305320, ndraw=40, logz=-13.08, remainder_fraction=72.5810%, Lmin=-6.94, Lmax=-4.85
12:37:50 [ultranest] [DEBUG] iteration=2412, ncalls=7895, regioncalls=305600, ndraw=40, logz=-13.08, remainder_fraction=72.4840%, Lmin=-6.94, Lmax=-4.85
12:37:50 [ultranest] [DEBUG] iteration=2413, ncalls=7900, regioncalls=305800, ndraw=40, logz=-13.08, remainder_fraction=72.4463%, Lmin=-6.94, Lmax=-4.85
12:37:50 [ultranest] [DEBUG] iteration=2414, ncalls=7903, regioncalls=305920, ndraw=40, logz=-13.08, remainder_fraction=72.3817%, Lmin=-6.94, Lmax=-4.85
12:37:51 [ultranest] [DEBUG] iteration=2415, ncalls=7908, regioncalls=306120, ndraw=40, logz=-13.07, remainder_fraction=72.3255%, Lmin=-6.94, Lmax=-4.85
12:37:51 [ultranest] [DEBUG] iteration=2416, ncalls=7910, regioncalls=306200, ndraw=40, logz=-13.07, remainder_fraction=72.2294%, Lmin=-6.94, Lmax=-4.85
12:37:51 [ultranest] [DEBUG] iteration=2417, ncalls=7918, regioncalls=306520, ndraw=40, logz=-13.07, remainder_fraction=72.1423%, Lmin=-6.93, Lmax=-4.85
12:37:52 [ultranest] [DEBUG] iteration=2418, ncalls=7930, regioncalls=307000, ndraw=40, logz=-13.06, remainder_fraction=72.0449%, Lmin=-6.93, Lmax=-4.85
12:37:52 [ultranest] [DEBUG] iteration=2420, ncalls=7933, regioncalls=307120, ndraw=40, logz=-13.06, remainder_fraction=71.9107%, Lmin=-6.92, Lmax=-4.85
12:37:52 [ultranest] [DEBUG] iteration=2421, ncalls=7937, regioncalls=307280, ndraw=40, logz=-13.06, remainder_fraction=71.8610%, Lmin=-6.92, Lmax=-4.85
12:37:53 [ultranest] [DEBUG] iteration=2422, ncalls=7950, regioncalls=307920, ndraw=40, logz=-13.05, remainder_fraction=71.7830%, Lmin=-6.91, Lmax=-4.85
12:37:53 [ultranest] [DEBUG] iteration=2423, ncalls=7953, regioncalls=308120, ndraw=40, logz=-13.05, remainder_fraction=71.7006%, Lmin=-6.91, Lmax=-4.85
12:37:53 [ultranest] [DEBUG] iteration=2424, ncalls=7966, regioncalls=308640, ndraw=40, logz=-13.05, remainder_fraction=71.6160%, Lmin=-6.90, Lmax=-4.85
12:37:54 [ultranest] [DEBUG] iteration=2426, ncalls=7981, regioncalls=309240, ndraw=40, logz=-13.04, remainder_fraction=71.4455%, Lmin=-6.90, Lmax=-4.85
12:37:54 [ultranest] [DEBUG] iteration=2427, ncalls=7986, regioncalls=309440, ndraw=40, logz=-13.04, remainder_fraction=71.3886%, Lmin=-6.90, Lmax=-4.85
12:37:55 [ultranest] [DEBUG] iteration=2428, ncalls=7994, regioncalls=309760, ndraw=40, logz=-13.04, remainder_fraction=71.3994%, Lmin=-6.90, Lmax=-4.85
12:37:55 [ultranest] [DEBUG] iteration=2429, ncalls=7999, regioncalls=309960, ndraw=40, logz=-13.03, remainder_fraction=71.2949%, Lmin=-6.89, Lmax=-4.85
12:37:55 [ultranest] [DEBUG] iteration=2430, ncalls=8000, regioncalls=310080, ndraw=40, logz=-13.03, remainder_fraction=71.2232%, Lmin=-6.88, Lmax=-4.85
12:37:55 [ultranest] [DEBUG] iteration=2432, ncalls=8002, regioncalls=310160, ndraw=40, logz=-13.03, remainder_fraction=71.0500%, Lmin=-6.88, Lmax=-4.85
12:37:56 [ultranest] [DEBUG] iteration=2434, ncalls=8008, regioncalls=310400, ndraw=40, logz=-13.02, remainder_fraction=70.8549%, Lmin=-6.87, Lmax=-4.85
12:37:56 [ultranest] [DEBUG] iteration=2437, ncalls=8018, regioncalls=310960, ndraw=40, logz=-13.01, remainder_fraction=70.7813%, Lmin=-6.87, Lmax=-4.85
12:37:56 [ultranest] [DEBUG] iteration=2438, ncalls=8025, regioncalls=311240, ndraw=40, logz=-13.01, remainder_fraction=70.6772%, Lmin=-6.87, Lmax=-4.85
12:37:57 [ultranest] [DEBUG] iteration=2439, ncalls=8028, regioncalls=311360, ndraw=40, logz=-13.01, remainder_fraction=70.5785%, Lmin=-6.87, Lmax=-4.85
12:37:57 [ultranest] [DEBUG] iteration=2440, ncalls=8039, regioncalls=311800, ndraw=40, logz=-13.01, remainder_fraction=70.4997%, Lmin=-6.86, Lmax=-4.85
12:37:57 [ultranest] [DEBUG] iteration=2441, ncalls=8042, regioncalls=311920, ndraw=40, logz=-13.00, remainder_fraction=70.4761%, Lmin=-6.86, Lmax=-4.85
12:37:58 [ultranest] [DEBUG] iteration=2442, ncalls=8048, regioncalls=312320, ndraw=40, logz=-13.00, remainder_fraction=70.4360%, Lmin=-6.86, Lmax=-4.85
12:37:58 [ultranest] [DEBUG] iteration=2445, ncalls=8053, regioncalls=312520, ndraw=40, logz=-12.99, remainder_fraction=70.1657%, Lmin=-6.85, Lmax=-4.85
12:37:59 [ultranest] [DEBUG] iteration=2447, ncalls=8066, regioncalls=313240, ndraw=40, logz=-12.99, remainder_fraction=70.0684%, Lmin=-6.84, Lmax=-4.85
12:37:59 [ultranest] [DEBUG] iteration=2449, ncalls=8074, regioncalls=313560, ndraw=40, logz=-12.98, remainder_fraction=69.8911%, Lmin=-6.83, Lmax=-4.85
12:37:59 [ultranest] [DEBUG] iteration=2451, ncalls=8077, regioncalls=313680, ndraw=40, logz=-12.98, remainder_fraction=69.6923%, Lmin=-6.83, Lmax=-4.85
12:37:59 [ultranest] [DEBUG] iteration=2453, ncalls=8082, regioncalls=313880, ndraw=40, logz=-12.97, remainder_fraction=69.5117%, Lmin=-6.82, Lmax=-4.85
12:37:59 [ultranest] [DEBUG] iteration=2454, ncalls=8085, regioncalls=314000, ndraw=40, logz=-12.97, remainder_fraction=69.4088%, Lmin=-6.82, Lmax=-4.85
12:38:00 [ultranest] [DEBUG] iteration=2456, ncalls=8092, regioncalls=314280, ndraw=40, logz=-12.96, remainder_fraction=69.1982%, Lmin=-6.82, Lmax=-4.85
12:38:00 [ultranest] [DEBUG] iteration=2457, ncalls=8102, regioncalls=314680, ndraw=40, logz=-12.96, remainder_fraction=69.1657%, Lmin=-6.82, Lmax=-4.85
12:38:01 [ultranest] [DEBUG] iteration=2459, ncalls=8107, regioncalls=314880, ndraw=40, logz=-12.96, remainder_fraction=68.9853%, Lmin=-6.81, Lmax=-4.85
12:38:01 [ultranest] [DEBUG] iteration=2460, ncalls=8112, regioncalls=315080, ndraw=40, logz=-12.95, remainder_fraction=68.8800%, Lmin=-6.81, Lmax=-4.85
12:38:01 [ultranest] [DEBUG] iteration=2462, ncalls=8121, regioncalls=315440, ndraw=40, logz=-12.95, remainder_fraction=68.7265%, Lmin=-6.81, Lmax=-4.85
12:38:01 [ultranest] [DEBUG] iteration=2463, ncalls=8123, regioncalls=315520, ndraw=40, logz=-12.95, remainder_fraction=68.6304%, Lmin=-6.80, Lmax=-4.85
12:38:02 [ultranest] [DEBUG] iteration=2464, ncalls=8128, regioncalls=315840, ndraw=40, logz=-12.94, remainder_fraction=68.5468%, Lmin=-6.80, Lmax=-4.85
12:38:02 [ultranest] [DEBUG] iteration=2466, ncalls=8139, regioncalls=316560, ndraw=40, logz=-12.94, remainder_fraction=68.4226%, Lmin=-6.80, Lmax=-4.85
12:38:02 [ultranest] [DEBUG] iteration=2467, ncalls=8141, regioncalls=316640, ndraw=40, logz=-12.94, remainder_fraction=68.3200%, Lmin=-6.80, Lmax=-4.85
12:38:03 [ultranest] [DEBUG] iteration=2468, ncalls=8157, regioncalls=317280, ndraw=40, logz=-12.93, remainder_fraction=68.2236%, Lmin=-6.79, Lmax=-4.85
12:38:03 [ultranest] [DEBUG] iteration=2469, ncalls=8163, regioncalls=317520, ndraw=40, logz=-12.93, remainder_fraction=68.1339%, Lmin=-6.79, Lmax=-4.85
12:38:04 [ultranest] [DEBUG] iteration=2470, ncalls=8170, regioncalls=317800, ndraw=40, logz=-12.93, remainder_fraction=68.0672%, Lmin=-6.78, Lmax=-4.85
12:38:04 [ultranest] [DEBUG] iteration=2471, ncalls=8172, regioncalls=317880, ndraw=40, logz=-12.93, remainder_fraction=68.0118%, Lmin=-6.78, Lmax=-4.85
12:38:04 [ultranest] [DEBUG] iteration=2472, ncalls=8183, regioncalls=318320, ndraw=40, logz=-12.92, remainder_fraction=67.9047%, Lmin=-6.78, Lmax=-4.85
12:38:04 [ultranest] [DEBUG] iteration=2474, ncalls=8187, regioncalls=318480, ndraw=40, logz=-12.92, remainder_fraction=67.7730%, Lmin=-6.78, Lmax=-4.85
12:38:05 [ultranest] [DEBUG] iteration=2475, ncalls=8195, regioncalls=318800, ndraw=40, logz=-12.92, remainder_fraction=67.6665%, Lmin=-6.77, Lmax=-4.85
12:38:05 [ultranest] [DEBUG] iteration=2477, ncalls=8207, regioncalls=319320, ndraw=40, logz=-12.91, remainder_fraction=67.5386%, Lmin=-6.76, Lmax=-4.85
12:38:06 [ultranest] [DEBUG] iteration=2479, ncalls=8214, regioncalls=319600, ndraw=40, logz=-12.91, remainder_fraction=67.3820%, Lmin=-6.76, Lmax=-4.85
12:38:06 [ultranest] [DEBUG] iteration=2480, ncalls=8217, regioncalls=319720, ndraw=40, logz=-12.91, remainder_fraction=67.3225%, Lmin=-6.75, Lmax=-4.85
12:38:06 [ultranest] [DEBUG] iteration=2481, ncalls=8221, regioncalls=319880, ndraw=40, logz=-12.90, remainder_fraction=67.2429%, Lmin=-6.75, Lmax=-4.85
12:38:06 [ultranest] [DEBUG] iteration=2482, ncalls=8224, regioncalls=320000, ndraw=40, logz=-12.90, remainder_fraction=67.1395%, Lmin=-6.75, Lmax=-4.85
12:38:06 [ultranest] [DEBUG] iteration=2483, ncalls=8228, regioncalls=320160, ndraw=40, logz=-12.90, remainder_fraction=67.0539%, Lmin=-6.75, Lmax=-4.85
12:38:08 [ultranest] [DEBUG] iteration=2484, ncalls=8253, regioncalls=321160, ndraw=40, logz=-12.90, remainder_fraction=66.9747%, Lmin=-6.75, Lmax=-4.85
12:38:08 [ultranest] [DEBUG] iteration=2485, ncalls=8259, regioncalls=321400, ndraw=40, logz=-12.89, remainder_fraction=66.9072%, Lmin=-6.75, Lmax=-4.85
12:38:08 [ultranest] [DEBUG] iteration=2486, ncalls=8262, regioncalls=321520, ndraw=40, logz=-12.89, remainder_fraction=66.8058%, Lmin=-6.74, Lmax=-4.85
12:38:09 [ultranest] [DEBUG] iteration=2487, ncalls=8279, regioncalls=322560, ndraw=40, logz=-12.89, remainder_fraction=66.7792%, Lmin=-6.74, Lmax=-4.85
12:38:09 [ultranest] [DEBUG] iteration=2488, ncalls=8283, regioncalls=322720, ndraw=40, logz=-12.89, remainder_fraction=66.6824%, Lmin=-6.73, Lmax=-4.85
12:38:09 [ultranest] [DEBUG] iteration=2489, ncalls=8291, regioncalls=323040, ndraw=40, logz=-12.88, remainder_fraction=66.5751%, Lmin=-6.73, Lmax=-4.85
12:38:10 [ultranest] [DEBUG] iteration=2491, ncalls=8294, regioncalls=323160, ndraw=40, logz=-12.88, remainder_fraction=66.4796%, Lmin=-6.73, Lmax=-4.85
12:38:10 [ultranest] [DEBUG] iteration=2492, ncalls=8300, regioncalls=323400, ndraw=40, logz=-12.88, remainder_fraction=66.4486%, Lmin=-6.72, Lmax=-4.85
12:38:10 [ultranest] [DEBUG] iteration=2494, ncalls=8302, regioncalls=323480, ndraw=40, logz=-12.87, remainder_fraction=66.2815%, Lmin=-6.71, Lmax=-4.85
12:38:10 [ultranest] [DEBUG] iteration=2496, ncalls=8312, regioncalls=323880, ndraw=40, logz=-12.87, remainder_fraction=66.1723%, Lmin=-6.71, Lmax=-4.85
12:38:11 [ultranest] [DEBUG] iteration=2497, ncalls=8331, regioncalls=324640, ndraw=40, logz=-12.87, remainder_fraction=66.0769%, Lmin=-6.71, Lmax=-4.85
12:38:12 [ultranest] [DEBUG] iteration=2499, ncalls=8346, regioncalls=325240, ndraw=40, logz=-12.86, remainder_fraction=65.9333%, Lmin=-6.69, Lmax=-4.85
12:38:12 [ultranest] [DEBUG] iteration=2501, ncalls=8354, regioncalls=325560, ndraw=40, logz=-12.86, remainder_fraction=65.7479%, Lmin=-6.69, Lmax=-4.85
12:38:13 [ultranest] [DEBUG] iteration=2502, ncalls=8368, regioncalls=326400, ndraw=40, logz=-12.85, remainder_fraction=65.6434%, Lmin=-6.69, Lmax=-4.85
12:38:14 [ultranest] [DEBUG] iteration=2503, ncalls=8377, regioncalls=326760, ndraw=40, logz=-12.85, remainder_fraction=65.5446%, Lmin=-6.69, Lmax=-4.85
12:38:14 [ultranest] [DEBUG] iteration=2504, ncalls=8383, regioncalls=327000, ndraw=40, logz=-12.85, remainder_fraction=65.4517%, Lmin=-6.68, Lmax=-4.85
12:38:14 [ultranest] [DEBUG] iteration=2505, ncalls=8391, regioncalls=327320, ndraw=40, logz=-12.85, remainder_fraction=65.3501%, Lmin=-6.68, Lmax=-4.85
12:38:14 [ultranest] [DEBUG] iteration=2506, ncalls=8396, regioncalls=327520, ndraw=40, logz=-12.85, remainder_fraction=65.2797%, Lmin=-6.68, Lmax=-4.85
12:38:15 [ultranest] [DEBUG] iteration=2507, ncalls=8401, regioncalls=327720, ndraw=40, logz=-12.84, remainder_fraction=65.2652%, Lmin=-6.68, Lmax=-4.85
12:38:15 [ultranest] [DEBUG] iteration=2510, ncalls=8404, regioncalls=327840, ndraw=40, logz=-12.84, remainder_fraction=65.0188%, Lmin=-6.67, Lmax=-4.85
