logA n_s H0 omega_b omega_cdm m_ncdm w0_fld wa_fld tau_reio
3.044458256638070459e+00 9.978335941495940498e-01 7.143491127924765749e+01 2.221635735426010644e-02 1.282169392684262832e-01 6.852822760226268128e-02 -8.307931392046623564e-01 1.716277541083582533e-02 5.120196693817524042e-02
3.014435192116396323e+00 9.940164767290522452e-01 7.150259121497029469e+01 2.233166617479871024e-02 1.277416338151192432e-01 1.137840988268523645e-02 -7.968319811350774717e-01 5.558259212647270742e-03 6.796698158475925067e-02
2.930000549211464023e+00 9.464864349622125195e-01 7.145723128704614169e+01 2.237543275207167295e-02 1.253964023410200079e-01 7.436631267112452093e-02 -8.232886744735901097e-01 6.870647636436993944e-02 4.812943247418411535e-02
3.050041878261203543e+00 9.832458976941438333e-01 6.985064746339418207e+01 2.224321476006690251e-02 1.217573228213793129e-01 3.562244956830821346e-02 -7.883720435746577326e-01 3.669513058825726176e-02 3.667445220343904660e-02
2.908486475634472157e+00 9.045480334211146722e-01 7.029131255898808206e+01 2.256215158003400945e-02 1.188887776359357634e-01 8.060072376902133184e-02 -7.690401255707046690e-01 4.422597847974382018e-02 2.075108103283474642e-02
3.161670947426925338e+00 9.985035265312381947e-01 6.966919602196965400e+01 2.209813791750607145e-02 1.152129671802457622e-01 8.110237899229036374e-02 -8.033425911306195655e-01 8.041844391771384160e-02 7.969079333644651930e-02
2.948828643299053365e+00 9.927039588652721847e-01 7.029467576488571012e+01 2.245781421084351928e-02 1.206094550425795137e-01 1.314537084804068279e-02 -7.654297370839362458e-01 1.179084257078974463e-02 6.264029283078045851e-02
2.996373947511481450e+00 9.742458326991159101e-01 7.382884553713103060e+01 2.248312157159377059e-02 1.278030310074229348e-01 5.309349294208298015e-02 -9.112426662665615851e-01 8.793066800037155351e-02 3.711743904885598383e-02
2.826171101094434146e+00 9.428767512144125007e-01 7.175311089672953813e+01 2.250610598566142942e-02 1.226685404690488063e-01 6.618085522209558869e-02 -8.192869444976158544e-01 9.304773973849644886e-02 5.708659883753629261e-02
3.147553511476510302e+00 9.713867642397044921e-01 7.171325473155813768e+01 2.243631895512139193e-02 1.269641420214439043e-01 9.131909174404834184e-02 -8.285307714649732258e-01 3.187713670116517489e-02 6.929977341125072299e-02
2.956755666274610395e+00 9.563130675301310113e-01 7.200685764687482049e+01 2.202229651301565796e-02 1.241049912646659259e-01 9.740333082672979204e-02 -8.517026369194149460e-01 6.934640218547598323e-02 7.978776768484575899e-02
2.850108276392924633e+00 9.926538034607123029e-01 7.062397495620804477e+01 2.257922860511008684e-02 1.162928720998456511e-01 1.832865911767752806e-02 -7.810735976740914577e-01 1.569503545586713525e-02 6.382393762019672456e-02
3.004016222209684450e+00 9.654034731625061871e-01 7.224386853552334742e+01 2.221785355817051943e-02 1.240850710951050401e-01 7.128716049352466777e-02 -8.428724342424951388e-01 2.992476367472262158e-02 3.904660973299395321e-02
3.166256611275488630e+00 9.355971224130288366e-01 7.132402032726183450e+01 2.221635941400101899e-02 1.252377106791480454e-01 8.136184110482663767e-02 -8.411072694297592189e-01 8.137943172119231627e-02 2.092355989118207735e-02
2.883196333410055878e+00 9.267680753669348404e-01 7.107484967081133220e+01 2.233613516965242060e-02 1.214111968605779829e-01 2.810085975013042539e-02 -8.095782421018993258e-01 7.977263611609416993e-02 5.505478126420081803e-02
3.078720554676074084e+00 9.628026573902078722e-01 7.258993235695881197e+01 2.202549160228995176e-02 1.231951845366600906e-01 1.417790570872306047e-02 -8.594752355948369615e-01 4.994327418161065291e-02 5.373143729895744208e-02
2.922474030551223567e+00 9.213817069789768111e-01 7.158493874311341187e+01 2.253560733627113510e-02 1.285664101890035271e-01 2.765511484769497819e-02 -8.059753546709247374e-01 3.792154097284704262e-02 7.450537901319236045e-02
3.181677721180258711e+00 9.424419704546291854e-01 7.385843215563072306e+01 2.254644804070729536e-02 1.262213631680470516e-01 4.987968216686226863e-02 -9.008343185266127762e-01 4.492779663606499829e-02 6.569167067316092345e-02
3.138492190565884243e+00 9.482593534778200883e-01 7.145833616512415176e+01 2.236672325764956296e-02 1.153011816887532931e-01 7.426480010364688855e-02 -8.213800968070339437e-01 1.266841400959429348e-02 7.332657309431409032e-02
2.945144245426173590e+00 9.830709627350764368e-01 7.254926938963761529e+01 2.248298286756820683e-02 1.245797119949337006e-01 8.493365002519269458e-02 -8.461542259233154617e-01 5.739705897787266559e-02 5.579492179761875309e-02
2.845603566604780976e+00 9.411643587154217006e-01 6.943698050456816873e+01 2.208427263910469479e-02 1.199497941953142494e-01 9.379773171774420659e-02 -7.665727660460130988e-01 7.095174598505377128e-02 3.954575571653861504e-02
2.977656052818356880e+00 9.307805036988849867e-01 7.267219330749692574e+01 2.253438126622235929e-02 1.298990481853817269e-01 2.291076883594813166e-02 -8.482547512677367507e-01 9.424620449045716108e-02 5.874100359751335126e-02
2.886088590698063339e+00 9.635566079713060450e-01 7.009729737609697509e+01 2.230375462043535095e-02 1.200827068572560413e-01 9.882400846790231896e-02 -7.890556441094631612e-01 5.478451049721899668e-02 7.093487868903675109e-02
2.999969453450313850e+00 9.299447531516499277e-01 7.283131056959422267e+01 2.232261613696228872e-02 1.240091006958375514e-01 4.139958717100318542e-02 -8.666724188152894470e-01 8.728566648827701391e-02 1.499299112411384832e-02
3.063687783532293540e+00 9.112457510254746706e-01 7.500575100274610918e+01 2.229870623783380967e-02 1.292178227498002596e-01 9.777986678933174580e-02 -9.552249083805917085e-01 5.536170891910988101e-02 5.604559369665425977e-02
3.052353885284333934e+00 9.067426177325219605e-01 7.099365602434122025e+01 2.259183326921249124e-02 1.216364650196149894e-01 7.184898197818177790e-02 -8.139084958771591882e-01 7.361529520928150779e-03 7.484905319897680598e-02
2.995443766038488942e+00 9.831749161839354878e-01 7.157066771612419132e+01 2.255601658033279389e-02 1.293788274118558568e-01 1.340727418260730455e-02 -8.230762683828736215e-01 6.970082203069873084e-02 5.209422356115724767e-02
3.135201877465410458e+00 9.984651927617863576e-01 6.998109129266455852e+01 2.213875541000760727e-02 1.153617840314285492e-01 3.478481019649259931e-02 -7.935074857293831219e-01 6.032861581309600929e-02 4.832747791500276169e-02
2.810463895899008691e+00 9.342903673382376706e-01 7.134601049886254032e+01 2.221983365653761380e-02 1.246292839441893036e-01 9.514469777584749766e-02 -8.189161456634983516e-01 3.512373152884929167e-03 6.306703185064063688e-02
