logA n_s H0 omega_b omega_cdm w0_fld wa_fld tau_reio
2.807350788633475869e+00 9.096193805810131039e-01 6.732532315427260983e+01 2.206347794649905422e-02 1.141242729705941178e-01 -9.980994249975609911e-01 2.408300974978931919e-01 4.800251651826302479e-02
3.109705987709571851e+00 9.768000210789590243e-01 6.760290602394726989e+01 2.201231816344285247e-02 1.220085723862945892e-01 -8.631792941037874645e-01 -4.997696367275219487e-01 1.522641067304624646e-02
3.035879310200837455e+00 9.809963008978986876e-01 6.900343012875239879e+01 2.203638639734790614e-02 1.266650215566993420e-01 -9.598485385508082057e-01 -2.085488717936641034e-01 2.235383011170602105e-02
2.953257820749576990e+00 9.958691027298939291e-01 6.653554377413709631e+01 2.242859486783821410e-02 1.145514489967322524e-01 -8.489587890474263876e-01 -3.202485220247770492e-01 6.799941795722079518e-02
3.183011625807323330e+00 9.043678599212466862e-01 6.880066312057802236e+01 2.245777883366673403e-02 1.239880211775636620e-01 -9.113022941323292159e-01 -4.262023941422612427e-01 2.812658640568176799e-02
3.162508038103116093e+00 9.586684483101893806e-01 6.696537204245133523e+01 2.227067315522234664e-02 1.116024474587215265e-01 -9.297185392481526200e-01 -6.118360355363439140e-02 1.197404690871127844e-02
2.929930423039064813e+00 9.273150315104291552e-01 6.696323092288869816e+01 2.241834699422091265e-02 1.195154307001409233e-01 -8.232495233371639465e-01 -4.195035620944744803e-01 3.440515613649639676e-02
3.143312064355394231e+00 9.723169184206050808e-01 6.768788176494524578e+01 2.252966034589851119e-02 1.218723150407020617e-01 -8.952738977431526912e-01 -2.499665724187756233e-01 4.443784042361846598e-02
2.976239385563798301e+00 9.723940904702139676e-01 6.684632218028104944e+01 2.232490944200221650e-02 1.115701959415301425e-01 -8.154839911338314096e-01 -4.555578907675255085e-01 1.677188680599960013e-02
2.905652425963804131e+00 9.085435410759499231e-01 6.896164735024193249e+01 2.223389598762670963e-02 1.161586959252602080e-01 -9.086220237849711445e-01 -4.414969441408285178e-01 7.940198106988263782e-02
2.978406395448331523e+00 9.664950164057499737e-01 6.895406698618214136e+01 2.250290497980008200e-02 1.247945841164602027e-01 -8.919475248852446470e-01 -4.904335206435681549e-01 3.351370514829846853e-02
3.101418715354379518e+00 9.325636947382813791e-01 6.608649209320945772e+01 2.229955230856292894e-02 1.112069783655594279e-01 -8.915156324536335219e-01 -4.952977036838701608e-02 3.826070114216015283e-02
3.129807613109305997e+00 9.881778708609255668e-01 6.751886057937458929e+01 2.220262010018827711e-02 1.244914083102625080e-01 -8.473819479730761994e-01 -5.708607028903158742e-01 7.303891421548068530e-02
3.129807613109305997e+00 9.881778708609255668e-01 6.751886057937458929e+01 2.220262010018827711e-02 1.244914083102625080e-01 -8.473819479730761994e-01 -5.708607028903158742e-01 7.303891421548068530e-02
2.958579704237710661e+00 9.323767941668980042e-01 6.690338028684872995e+01 2.251193900542981102e-02 1.130303013256708650e-01 -8.818195131357180472e-01 -2.200157891297951362e-01 6.568481479580250137e-02
2.862301981801045336e+00 9.390157111371365550e-01 6.793892375185971844e+01 2.212048594466764148e-02 1.211087358795841923e-01 -8.665544027976168628e-01 -5.418922567404143020e-01 6.978394578429518436e-02
2.919555451854450645e+00 9.857241379373046231e-01 6.859326216361074557e+01 2.234766322420574797e-02 1.266615838184554088e-01 -8.148651902368428956e-01 -7.951287473412780304e-01 2.113562726861584196e-02
3.132932576939354341e+00 9.576122816249664771e-01 6.636007031355431707e+01 2.208745205319721794e-02 1.128688420790226327e-01 -8.231020880193047340e-01 -5.510852557037706489e-01 7.928409047998156989e-02
2.959521834551727348e+00 9.157594930462098493e-01 6.809270399002679142e+01 2.209334988083543755e-02 1.205118406630270589e-01 -9.651995087002136486e-01 -1.870215178793244171e-02 7.534853983028248769e-02
3.070606217503594415e+00 9.424611101005160307e-01 6.947619487785870263e+01 2.240053143813155664e-02 1.283319731840216749e-01 -8.999688184635779020e-01 -5.657114528462456882e-01 4.438999472961249748e-02
2.939979678764902182e+00 9.985942535237045670e-01 6.703501168348067552e+01 2.214817057184218993e-02 1.130578585700532657e-01 -8.982816958199806301e-01 -1.728905813411227843e-01 1.921660198557518379e-02
3.126997393132616043e+00 9.756891944882648549e-01 6.691216394583621252e+01 2.203661969572365958e-02 1.141773337465939453e-01 -8.199458493968720951e-01 -6.352909801367041531e-01 7.641664117158854241e-02
2.980367507073970135e+00 9.718868329257581706e-01 6.861443358569258066e+01 2.227091062886954811e-02 1.234082092244116607e-01 -8.926086484229900364e-01 -6.433435435339844854e-01 2.106922700438690343e-02
2.932671520965262957e+00 9.888269513114138487e-01 6.865373748652723407e+01 2.239321004738406215e-02 1.182085467322304545e-01 -8.924709004628925690e-01 -5.332853898750331556e-01 6.642492454106585509e-02
3.148670032325395773e+00 9.806481016351364932e-01 6.696437961684114271e+01 2.235051624763556219e-02 1.157251305365697147e-01 -9.461606973841862889e-01 1.343026683222303674e-01 3.309022298000122847e-02
3.185634999083260421e+00 9.015498859261067421e-01 6.602090293233688101e+01 2.219195568111859487e-02 1.154781079935704585e-01 -9.050952524447695158e-01 2.118661307926572590e-02 5.653011875441602690e-02
2.848480964767707846e+00 9.526912152746992435e-01 6.759246396103594634e+01 2.220934544694462554e-02 1.188858103068120842e-01 -9.130441787554706146e-01 -1.597637893847108082e-01 2.678481507772707826e-02
2.915183432500330962e+00 9.515668907102945440e-01 6.879255758712251634e+01 2.225549188953919108e-02 1.166245262817083433e-01 -8.395851502725930615e-01 -7.855759088979614724e-01 6.839641060937352857e-02
3.145641091414238755e+00 9.850731235748982906e-01 6.814156160002823981e+01 2.211191491516166854e-02 1.149474230396331509e-01 -1.010484496793811360e+00 7.319575209233608604e-02 6.496185521898739657e-02
2.845938655449068655e+00 9.006725358194525022e-01 6.729602710263658594e+01 2.251949044886816451e-02 1.159228041867932241e-01 -7.865399625372617720e-01 -6.484675391590468685e-01 7.842645024712090185e-02
3.081738992604736271e+00 9.975738780397570560e-01 6.733875159630956375e+01 2.232615677349987157e-02 1.202464742718062640e-01 -9.502568313177683912e-01 -1.614351829696203389e-02 5.532026834971198043e-02
2.993886677357626702e+00 9.005005491319874045e-01 6.862155713945260516e+01 2.255541046202759123e-02 1.282401132276946298e-01 -7.425318789678301279e-01 -1.290304048840200668e+00 1.761923385110782114e-02
2.860406978206533335e+00 9.876108046620171166e-01 6.833082092326507961e+01 2.219340091862814779e-02 1.224884193486932837e-01 -8.778194429183505676e-01 -5.965899963020544483e-01 6.396098850838574656e-02
2.949454234995315893e+00 9.020448982762353518e-01 6.714314863658248100e+01 2.206736013615991435e-02 1.191473961298078477e-01 -8.483818128953610760e-01 -5.775240277594555494e-01 2.648164272552214898e-02
3.171208404801962200e+00 9.593791803618451075e-01 6.783377748500610949e+01 2.201762318456178605e-02 1.140676099111787578e-01 -9.503284422430429146e-01 -3.182874480135788886e-02 3.973357266618832845e-02
3.138376694444343418e+00 9.948586405648831565e-01 6.666230993161080676e+01 2.257442169214719449e-02 1.108491292520005222e-01 -9.258985946388349486e-01 5.480880073547034215e-02 4.904094169107034440e-02
2.812367925276193947e+00 9.452374420989635428e-01 6.913458783342332481e+01 2.257968661824541479e-02 1.263656748711780575e-01 -8.723813041351708986e-01 -4.798376119587599575e-01 5.122837946217523308e-02
3.179591398808270242e+00 9.297055164491612178e-01 6.870321597175967554e+01 2.223091107061122770e-02 1.224935455226992820e-01 -9.927295745272486371e-01 -9.264394888738469724e-02 3.813731104085601314e-02
2.822475637205732912e+00 9.672368811138655209e-01 6.839371372788988879e+01 2.258644412257341735e-02 1.166700954074302438e-01 -9.934303193120288533e-01 -3.229839312467008838e-02 1.084110780484982828e-02
2.901314809863912103e+00 9.942832485867796333e-01 6.881247662282892463e+01 2.222697469733050241e-02 1.288538796421465904e-01 -8.877549147992098710e-01 -5.844953677879600740e-01 1.298851846274413739e-02
3.026185759357871596e+00 9.156837761722598223e-01 6.772628706550003130e+01 2.256905901190168345e-02 1.171042027230509985e-01 -8.935430475156889152e-01 -3.479617546622935098e-01 4.754341820542262731e-02
2.960473308279635063e+00 9.750427595715931428e-01 6.683436411741848815e+01 2.229536445199807246e-02 1.195171745381423262e-01 -8.860872969810804634e-01 -1.809785183238528106e-01 6.013386139929535745e-02
2.840380747546459528e+00 9.481935549216466974e-01 6.747564830500759570e+01 2.247922911393546164e-02 1.120300939948268570e-01 -9.320064086003945203e-01 -1.262421444253480907e-01 4.349215998833129426e-02
3.056133265883146599e+00 9.349843582508908790e-01 6.677492017880740605e+01 2.205957631224106374e-02 1.148510681378824699e-01 -8.783513132434210835e-01 -2.754715263202081044e-01 5.460846187915072841e-02
3.013410413835838408e+00 9.058718336290075834e-01 6.763562654279108699e+01 2.216550670267827469e-02 1.236036594616873735e-01 -8.278367012301552919e-01 -6.325662496241122312e-01 4.618535563739645244e-02
2.834545460117417814e+00 9.100583375525723717e-01 6.829041231232872633e+01 2.253396189351760184e-02 1.222493315035504818e-01 -8.303746288224129746e-01 -8.706294637445068929e-01 2.121644375403861776e-02
3.027807501812664448e+00 9.225239111436630557e-01 6.739611924334411697e+01 2.208600682886954075e-02 1.169483864749777391e-01 -8.873048871752633460e-01 -2.897683830239277114e-01 3.503228641380662367e-02
2.825732678759769634e+00 9.163049729561086876e-01 6.666306250820150581e+01 2.200892687318531382e-02 1.176806108628927622e-01 -8.949736704903701323e-01 -2.755192104445201018e-01 4.144385643745859132e-02
2.900940662806638759e+00 9.965680864630378499e-01 6.679201964146177772e+01 2.203573549524222297e-02 1.132364844667188009e-01 -8.715657671455694366e-01 -2.699543869834677423e-01 3.028180731699829653e-02
3.024857366842670370e+00 9.112038211242479147e-01 6.792714169842301430e+01 2.220019480942622692e-02 1.153518198206748696e-01 -9.166569336205878660e-01 -2.446063963785649609e-01 4.162125280233252428e-02
3.081896531024469255e+00 9.354430383164511476e-01 6.772527573187574035e+01 2.256486419278597166e-02 1.175930054224282317e-01 -9.776084995774327879e-01 1.741475487649748466e-01 6.736280372596564758e-02
2.856036659932608579e+00 9.956266164059087709e-01 6.856268697600827977e+01 2.214814044961203876e-02 1.287592717081846860e-01 -8.007008503580892445e-01 -9.879792357357337629e-01 4.396284556702044488e-02
3.038625702855235478e+00 9.121804120895330437e-01 6.897975719863089239e+01 2.217330505184203840e-02 1.182243860010320918e-01 -9.957546310746456797e-01 -1.048780741542281181e-01 6.049792602736316083e-02
2.873445945063119122e+00 9.945619595351896658e-01 6.807965757940978335e+01 2.225316018986461808e-02 1.190872835874331598e-01 -8.720060638267392861e-01 -5.569533952127572185e-01 3.873284964737058050e-02
2.909862865029760215e+00 9.321637170606704714e-01 6.790060900797450927e+01 2.229913077841582519e-02 1.229396066565020817e-01 -8.871219753735042346e-01 -3.508548738693886282e-01 2.777623662530724624e-02
2.830235274138694024e+00 9.484025996401590497e-01 6.712643822604360366e+01 2.231329906232800558e-02 1.165259967777832195e-01 -8.177806793251107820e-01 -6.869020164786006077e-01 1.563597423201808917e-02
3.155231108349879854e+00 9.419280880426567082e-01 6.641188714709836916e+01 2.250795001570376000e-02 1.126974103748147049e-01 -8.252394558802196300e-01 -4.347890758026846658e-01 6.441477847967579107e-02
2.971598358342422141e+00 9.764162615558470426e-01 6.946899769606667974e+01 2.239262544122579482e-02 1.222646625641925916e-01 -9.691360832416746618e-01 -2.175848518652774288e-01 2.068309470266117833e-02
2.957954427397459618e+00 9.776248089831326427e-01 6.765815165308841017e+01 2.236263953511367225e-02 1.216265720166718745e-01 -7.443733324782351168e-01 -9.426369846452167245e-01 5.490182722647980046e-02
3.060810228025301782e+00 9.436230448968641049e-01 6.677082118932572996e+01 2.216425102291644245e-02 1.146530262423098301e-01 -8.282076673244875842e-01 -5.099110014381493805e-01 6.095875220093044389e-02
2.948886014124626698e+00 9.450670205294289250e-01 6.785734607237579041e+01 2.229568432557822374e-02 1.249946324401275677e-01 -7.719753335005101746e-01 -8.850893595312252504e-01 7.793609725513965525e-02
2.806761619962001131e+00 9.441291266990056164e-01 6.610624914956206055e+01 2.215104684513835923e-02 1.102150333089823436e-01 -8.757228717506342353e-01 -1.631803323984490905e-01 3.973838521427263543e-02
2.821913480244993888e+00 9.274449017034847031e-01 6.793717599285449182e+01 2.232226773373966952e-02 1.210893094480090110e-01 -8.757142110504236854e-01 -3.878908934098637129e-01 5.845844323834059608e-02
2.898114434099436476e+00 9.197390413183512692e-01 6.817683557611870526e+01 2.212670991469968887e-02 1.181329458624796047e-01 -9.893893793255812419e-01 6.507165742106035822e-02 5.266850177991022619e-02
3.002775402050936293e+00 9.730478141139338177e-01 6.724633182140027543e+01 2.211390165146771836e-02 1.143450208537128560e-01 -8.871054745866708835e-01 -3.191908538251166938e-01 1.258128218375884240e-02
2.955290760365213654e+00 9.337442327118499197e-01 6.757249837284645366e+01 2.201085212582783862e-02 1.221707911759316034e-01 -8.326007250059805909e-01 -7.938075185134234601e-01 2.120836623925312012e-02
2.863415822651503184e+00 9.749746098447485965e-01 6.674340673316818595e+01 2.215722798429954621e-02 1.148800742873644920e-01 -9.056128797420228693e-01 -1.929646238983004913e-01 4.998144416110923000e-02
2.995095443518694722e+00 9.852676458656391967e-01 6.719301415117551812e+01 2.225125094069710027e-02 1.204465839150321571e-01 -8.653930769399587053e-01 -4.263319128454896578e-01 4.376475434154628724e-02
2.987334638820778210e+00 9.382970999733251105e-01 6.730806136734233291e+01 2.250442678523587384e-02 1.133827983518013172e-01 -9.321442241079145319e-01 -6.167324838496179851e-02 7.122654738162309540e-02
2.948863587750818915e+00 9.256492765323457439e-01 6.775241958496781081e+01 2.217876239782208894e-02 1.176165885782958082e-01 -8.714315032109365422e-01 -3.814712162485809355e-01 6.675460576836698967e-02
2.988395126491387277e+00 9.544838738422789515e-01 6.659825810580177574e+01 2.211363772581259254e-02 1.229525925358375127e-01 -8.385562885006063727e-01 -2.587156334346083497e-01 3.187470506918788082e-02
2.838726246325435909e+00 9.023779732214882721e-01 6.813312776758132827e+01 2.252128270205047342e-02 1.161452894548189035e-01 -8.664651665342859577e-01 -4.705823051768860399e-01 1.695336590085430584e-02
3.038636169675340337e+00 9.695184044304627768e-01 6.765736648085622562e+01 2.226338880463229683e-02 1.114371921380726688e-01 -9.943309389650167862e-01 2.031180810647339463e-01 1.448183878294993440e-02
3.086458125060887348e+00 9.208018761059564294e-01 6.749129145216106451e+01 2.238625392214728393e-02 1.154593579350459004e-01 -9.264924360748074683e-01 -1.099839259576325112e-01 1.317452096637914717e-02
3.119864391921586488e+00 9.341656238684912239e-01 6.828191548781732934e+01 2.244983598423956270e-02 1.266767281357996378e-01 -8.881663042988650059e-01 -2.849022807800243307e-01 7.683074661911297454e-02
3.061243134304318492e+00 9.303477565233674307e-01 6.652411236926059246e+01 2.216071622513268724e-02 1.103478917499831347e-01 -9.562788692911727839e-01 1.189501137005994913e-01 1.878016570727751577e-02
3.155316489212496744e+00 9.750098173336777529e-01 6.723697711003094923e+01 2.210886750103067261e-02 1.193048652652162478e-01 -9.101166911159768169e-01 -2.486675374046476428e-01 3.049491480620589168e-02
3.169225948325472775e+00 9.133258154220275093e-01 6.755290830493120779e+01 2.222838302197659502e-02 1.232944766815441406e-01 -8.145729698522812257e-01 -5.846897610171859494e-01 6.123055869326810702e-02
3.147175834014521278e+00 9.346736383811689031e-01 6.881115026796499023e+01 2.241819442809154725e-02 1.259609899804260968e-01 -8.573671748989988295e-01 -6.741261539568792482e-01 7.896924906827712531e-02
3.132382299992829466e+00 9.598663060721628337e-01 6.702745590631982964e+01 2.250673390287813436e-02 1.117534753946394926e-01 -9.556447333069435501e-01 1.691076878592676636e-01 1.154531549011943332e-02
2.911581589206932552e+00 9.898414289443668856e-01 6.824911979773004589e+01 2.248589200377549419e-02 1.194690592824584063e-01 -9.505999798486306496e-01 -1.280942114952219324e-01 5.969629299480521539e-02
3.179435128174801228e+00 9.193403928927433855e-01 6.637915585694474885e+01 2.212513238606611185e-02 1.139096392542046088e-01 -8.898610413451326639e-01 -1.778569918477506118e-01 1.548449407470432748e-02
3.018937689005944058e+00 9.890954511588062603e-01 6.745056398331786340e+01 2.257067999305673034e-02 1.189325053730986431e-01 -8.235814890508592612e-01 -5.621053654083700835e-01 1.215145742106559477e-02
3.127799146145687992e+00 9.224399882291456354e-01 6.714942181388121867e+01 2.215789723931100783e-02 1.123477925069438776e-01 -9.355879616546256550e-01 -3.363063828836754254e-02 6.236817049205845703e-02
3.014402504032013486e+00 9.858242585849639195e-01 6.849372788363936593e+01 2.235639216571626633e-02 1.293937432697357670e-01 -7.871301402151646975e-01 -8.552394376149858868e-01 3.638337146532514416e-02
3.063647482605164729e+00 9.622720535181195078e-01 6.716431924432097844e+01 2.234209068764320474e-02 1.138663468236623816e-01 -9.570099915919159095e-01 1.132094685669002843e-01 2.221583729817189906e-02
3.025924546647163815e+00 9.729839400054309806e-01 6.869873823640227783e+01 2.250073200597360254e-02 1.270022392095864761e-01 -7.998780866622599017e-01 -8.720804496299499053e-01 6.613519421667356235e-02
3.034147763437881729e+00 9.764656538433529320e-01 6.777713102820986535e+01 2.229467909250601454e-02 1.157811643763876214e-01 -9.879585812488556051e-01 2.143434239997348278e-01 2.261741546323207605e-02
2.813288997959844995e+00 9.145073367401771458e-01 6.780764777599920023e+01 2.217506683372740331e-02 1.227729539098031952e-01 -8.715035416277217006e-01 -4.856886177413430872e-01 2.312044951490140055e-02
3.004303808222862138e+00 9.772157861249511912e-01 6.810183706001069481e+01 2.209706073500317808e-02 1.178537213343127527e-01 -9.714822935760978329e-01 -3.893843270284746971e-02 1.908282974285331612e-02
3.155897480867812632e+00 9.907276666151332289e-01 6.721803305984938959e+01 2.214945200767701530e-02 1.207350535634923450e-01 -8.450271542502538757e-01 -5.494281062963406459e-01 2.004401799013591501e-02
3.018373620976485316e+00 9.680526219906205876e-01 6.800835513681980160e+01 2.253254376844152432e-02 1.181822157974182913e-01 -9.072365466692144942e-01 -3.571887463280090103e-01 7.297844701652064781e-02
3.132590740179906241e+00 9.198006705398782401e-01 6.794807211469904473e+01 2.243248320922189981e-02 1.207750755613437033e-01 -9.025425902017845115e-01 -2.535789790322657833e-01 5.508795468944433643e-02
2.963391009023996325e+00 9.833711420212641885e-01 6.670821249359894978e+01 2.248013668231338066e-02 1.174422927821339308e-01 -8.106883470022767657e-01 -5.265937752249572057e-01 5.506507127018255010e-02
3.058886865386420517e+00 9.310962419787005562e-01 6.850075665374635037e+01 2.241925724126472147e-02 1.266560802083074588e-01 -9.005184521851790080e-01 -4.308155686347538982e-01 6.195153639446602384e-02
3.086948437567435644e+00 9.487259218251511417e-01 6.917196074144312945e+01 2.248481931583487178e-02 1.254461174509333143e-01 -8.636565585587687721e-01 -5.640242580636907199e-01 3.649521421035695906e-02
2.968363992353848957e+00 9.561166543636907544e-01 6.799138219456831678e+01 2.252600992708652175e-02 1.216078168229902112e-01 -8.957150305459999906e-01 -3.882353782366116945e-01 6.910391654197245437e-02
2.955543093072030558e+00 9.738245300958199291e-01 6.749631238483067364e+01 2.256187768046255537e-02 1.174587431582146818e-01 -8.596231720848068747e-01 -4.751253755122060163e-01 3.171763740743530763e-02
3.052867572755166847e+00 9.569121401963083251e-01 6.640889732113944888e+01 2.201700042347413608e-02 1.115585644976288399e-01 -8.644304875951507317e-01 -2.414218843438824535e-01 4.981446234351401964e-02
2.967583160777745199e+00 9.912284231605762441e-01 6.626501773972663045e+01 2.215068130657616569e-02 1.113893509067732102e-01 -9.125432922030918270e-01 -2.333284066133645140e-02 4.469074070001758520e-02
2.979819110646682034e+00 9.554173715778255804e-01 6.724670461611654559e+01 2.249157912959270575e-02 1.181259918027865730e-01 -8.223587144224491219e-01 -5.647234617431646786e-01 6.281271192286759508e-02
3.092274638233765582e+00 9.942532679382199978e-01 6.691290705771396574e+01 2.246973532268457113e-02 1.174921033358141825e-01 -8.697265940878480261e-01 -3.250398863883370293e-01 4.963938271057043161e-02
3.069389598225466198e+00 9.306160240662938454e-01 6.904796517809535317e+01 2.219745596037058996e-02 1.225650276360217700e-01 -9.425862511466893690e-01 -3.872088294931133046e-01 6.826717124394830749e-02
2.813437971118581515e+00 9.244724982809888747e-01 6.872340686771742924e+01 2.251706600401875286e-02 1.296274266475318238e-01 -8.910561177347782191e-01 -4.649877865339966387e-01 4.820123432864010377e-02
2.829281270780553914e+00 9.266893158944103925e-01 6.901197398815673978e+01 2.218374569272395930e-02 1.293125975018114548e-01 -9.525884215212272466e-01 -1.824611431932894323e-01 1.982556538001355173e-02
2.952587720552629413e+00 9.063705060590424578e-01 6.712839375972529865e+01 2.213221022889625550e-02 1.250394420510247406e-01 -6.925339730309540975e-01 -1.151373088818527179e+00 4.621822998282013040e-02
3.064386718785809371e+00 9.191745731850795575e-01 6.783010192935543614e+01 2.200202037883428746e-02 1.231077818552086395e-01 -9.482404153701324834e-01 -6.137378411162708325e-02 3.497660550797365708e-02
2.945414698928205066e+00 9.121686171665381870e-01 6.714284103397909576e+01 2.215004727514913174e-02 1.223150099261786361e-01 -8.890594462221577121e-01 -1.791554370251282613e-01 5.233517657847485544e-02
2.962211456013274180e+00 9.967690872263138546e-01 6.783330094390376530e+01 2.259205255611454466e-02 1.223254407485652034e-01 -8.827281082434683679e-01 -1.914069845223340671e-01 3.114882295977466908e-02
3.023483986336439333e+00 9.770524848169208632e-01 6.852142250141379520e+01 2.227723492973057717e-02 1.296787541968328350e-01 -8.202839657264369144e-01 -7.421810085901754395e-01 3.531085451591680496e-02
2.992384864210989370e+00 9.856966675691419821e-01 6.678480326696355007e+01 2.218867319743171931e-02 1.109537656734639749e-01 -8.997854439753987243e-01 -9.407011783771479507e-02 1.428413152774527309e-02
2.818581231014384070e+00 9.341524306430765145e-01 6.711715855572674627e+01 2.246066949120181441e-02 1.143327076357746191e-01 -8.775650137112196436e-01 -3.895438053147941559e-01 2.081148412079748822e-02
2.831845242495439230e+00 9.583507951554464110e-01 6.709133381292848242e+01 2.242707593698640631e-02 1.120468505746025772e-01 -9.030780346038751460e-01 -1.769427075221510215e-01 7.643231819469743782e-02
2.942861588155159414e+00 9.994476585821182590e-01 6.691920169383995187e+01 2.208427623486530766e-02 1.217274862873199276e-01 -7.371514212963585777e-01 -9.177058298294529237e-01 2.429200945784343313e-02
3.071789525040620195e+00 9.662287037113810317e-01 6.842650101212009872e+01 2.249519463732078256e-02 1.273538512581796067e-01 -8.857723869619418267e-01 -5.106846243260521057e-01 4.686079879912193741e-02
2.920598778575901999e+00 9.020578256397120409e-01 6.828279610027361457e+01 2.257409304956275661e-02 1.254475515406227870e-01 -9.084780188877104035e-01 -2.715693134861512092e-01 7.648651940949215133e-02
3.199949298626697747e+00 9.106341428000247484e-01 6.693494960076397149e+01 2.220386627471279337e-02 1.116386553535753529e-01 -9.446667167474356308e-01 -1.350129265528958733e-01 5.059955253759498145e-02
3.046125922596940150e+00 9.859038492514337060e-01 6.838867819654315383e+01 2.227388761232697648e-02 1.185221124136867921e-01 -1.044921525172447296e+00 2.808066682206211695e-01 7.855780258337469180e-02
2.909009651392175044e+00 9.186719126457412177e-01 6.651693130203625515e+01 2.247283959497255179e-02 1.119133306602984462e-01 -9.226011520599306515e-01 5.020734383797798017e-03 3.709909535899873212e-02
3.169127417385804613e+00 9.319384982844847176e-01 6.859949940667576129e+01 2.221416536963658969e-02 1.197592251129521862e-01 -9.274663421858460044e-01 -4.076926395324589336e-01 4.930092567914386853e-02
2.851878449533506998e+00 9.632044598184393847e-01 6.855003648983634434e+01 2.224529542704624732e-02 1.244573423278462904e-01 -8.289589263456043078e-01 -7.344519182825259840e-01 5.151013471403335237e-02
3.192961693258415945e+00 9.012823305789483541e-01 6.751095252395879243e+01 2.201947797553735486e-02 1.213334395989879716e-01 -8.124539486545132583e-01 -5.699326804637996347e-01 1.822114023971919960e-02
3.007957361559140175e+00 9.320451201327676349e-01 6.792410242396671549e+01 2.228338397033696391e-02 1.265583218076091754e-01 -8.175396901330191923e-01 -6.973726600598044723e-01 6.584356892559092844e-02
2.802273048714071901e+00 9.615933191613010855e-01 6.806105768748949458e+01 2.243454338721970545e-02 1.259335632673414807e-01 -7.281410047614786940e-01 -1.132575997811128499e+00 7.037788724281233976e-02
2.847115484041357281e+00 9.489108907200670684e-01 6.848639649020813636e+01 2.240838068830813823e-02 1.136343450144647466e-01 -9.689406134752713839e-01 -4.436610946128816124e-02 5.688137268694568038e-02
2.981505538060106542e+00 9.889435317524949420e-01 6.738767800802990848e+01 2.207146322162332336e-02 1.109026291808127423e-01 -1.042578859447418793e+00 3.857229644478872288e-01 4.704372216002745272e-02
3.113227817005602027e+00 9.363817255422987040e-01 6.730920390372230599e+01 2.253830038869407762e-02 1.256289409239638999e-01 -8.155593637501472593e-01 -6.266975060967086009e-01 3.313353873995976417e-02
3.192319909214161200e+00 9.223924624585865262e-01 6.602838730616495866e+01 2.208850459132483124e-02 1.178767960411180732e-01 -7.901727210360571796e-01 -5.365265846082920564e-01 2.410945916911549566e-02
2.968363992353848957e+00 9.561166543636907544e-01 6.799138219456831678e+01 2.252600992708652175e-02 1.216078168229902112e-01 -8.957150305459999906e-01 -3.882353782366116945e-01 6.910391654197245437e-02
2.863415822651503184e+00 9.749746098447485965e-01 6.674340673316818595e+01 2.215722798429954621e-02 1.148800742873644920e-01 -9.056128797420228693e-01 -1.929646238983004913e-01 4.998144416110923000e-02
3.136984765470906211e+00 9.831815523431804982e-01 6.785925422676605479e+01 2.245862972393658161e-02 1.200466864526307520e-01 -8.680880111678543898e-01 -3.775246569802424013e-01 4.186277186831446201e-02
3.168890692264576536e+00 9.535207226435018502e-01 6.704940440491213849e+01 2.235766194400414658e-02 1.239673258460314287e-01 -9.336877264129346266e-01 1.109336278678707544e-02 5.613333816875518134e-02
3.106276221669918680e+00 9.832648930621761263e-01 6.731169421873981662e+01 2.232534925143448562e-02 1.172676655217569641e-01 -8.233362546337690269e-01 -5.840308385055457130e-01 4.963526607497143611e-02
2.839072917608548074e+00 9.064165415222362743e-01 6.785027917145657739e+01 2.211853620765528300e-02 1.201526137245441939e-01 -9.062027152685232512e-01 -1.700506799900773913e-01 2.507661459589751590e-02
3.186803773877126655e+00 9.503824027898450932e-01 6.854356089846675104e+01 2.259315839678816690e-02 1.278502602237408248e-01 -9.236567623886746681e-01 -1.533435166405154870e-01 6.426911256268359740e-02
3.111324891986618990e+00 9.472750297068830427e-01 6.547148724372507900e+01 2.241804624879487409e-02 1.125267354194376401e-01 -8.377117328610723668e-01 -1.628470130937795801e-01 5.992883968133510403e-02
2.921928372787399919e+00 9.915807863208376816e-01 6.750823126531159346e+01 2.245782074200214015e-02 1.147364933446749641e-01 -9.668224171070245454e-01 5.032000502567424149e-02 6.368385133412354793e-02
2.854299130133292728e+00 9.458848795634825501e-01 6.774539638389485674e+01 2.205471086065780711e-02 1.236092532546594625e-01 -8.618567191992561050e-01 -5.945309674176162407e-01 5.625365813173174162e-02
2.877162421813606041e+00 9.712632591779079005e-01 6.639309172318841945e+01 2.255116279369732621e-02 1.102045889186420990e-01 -9.336731540660361262e-01 1.927414889343070925e-02 4.482626544030458154e-02
3.135874109819417832e+00 9.426884192639302107e-01 6.673533161459445751e+01 2.237762523614138591e-02 1.196680466946597465e-01 -8.021163454683750693e-01 -6.067163770330679107e-01 4.499603393679644375e-02
2.941576747707183248e+00 9.248820867960707570e-01 6.739927203280358015e+01 2.253889163304259244e-02 1.151148579529671506e-01 -8.411055709125287994e-01 -4.682832634321134613e-01 6.441627002537546332e-02
3.181710299106058848e+00 9.339560440612342251e-01 6.752081417318029821e+01 2.240611760124094909e-02 1.245425390842734986e-01 -7.824865674562950790e-01 -8.008917268587008031e-01 4.542186002410518453e-02
