logA n_s H0 omega_b omega_cdm w0_fld wa_fld tau_reio
2.916236170973841801e+00 9.786252816287064338e-01 6.806142839426183855e+01 2.257610429931386498e-02 1.221502234164927453e-01 -8.115342421681239760e-01 -7.122863141075483906e-01 5.601224603174423389e-02
3.187810503996073130e+00 9.511826119773818533e-01 6.838929046256798472e+01 2.259658890786047508e-02 1.186482604681160929e-01 -9.249017305822708757e-01 -2.190105985136097111e-01 6.036313664238074361e-02
2.946528250835410478e+00 9.415647297253625370e-01 6.688773973749218271e+01 2.229157787408373587e-02 1.146673168566540446e-01 -7.597568521595075008e-01 -8.778482265187821376e-01 3.475721998920812406e-02
2.949797587300857948e+00 9.487382649920672595e-01 6.751858388154718682e+01 2.200669831395280981e-02 1.164490346773569274e-01 -8.472083782296548904e-01 -4.478692802794088657e-01 1.271968562598974062e-02
3.076454450841190624e+00 9.452108171875162057e-01 6.651458428023134672e+01 2.200161329694280687e-02 1.187392939044528001e-01 -7.580451957596956447e-01 -7.977730509110341206e-01 6.947243305220397735e-02
3.087605417997099533e+00 9.782223815494206498e-01 6.687791199855014668e+01 2.216733161597113366e-02 1.159078000500410460e-01 -9.216332577226387102e-01 -6.393939602009623968e-04 6.837852321712235837e-02
3.126165329444366314e+00 9.168573800866397505e-01 6.748391812137032275e+01 2.233940736147359621e-02 1.197797093790911316e-01 -8.404239245595968022e-01 -4.309813261754968927e-01 6.131699570435673874e-02
2.913523732845765490e+00 9.010365372003108497e-01 6.736589653107660070e+01 2.240839222907327691e-02 1.171333540418417335e-01 -9.543841961561176923e-01 9.788659141553646137e-02 5.250794950133975264e-02
3.085827367390652221e+00 9.111711188903577341e-01 6.735214444048310156e+01 2.202536066689538691e-02 1.216598892345776978e-01 -8.405401503680776099e-01 -6.779925877985841787e-01 3.721798943268875975e-02
3.126711920328161032e+00 9.673098666858194195e-01 6.848930121681529215e+01 2.213702212807935540e-02 1.253833945837358188e-01 -9.105243388759545198e-01 -1.706371489792821716e-01 5.312592873381870306e-02
3.161519066953719648e+00 9.557755584081248923e-01 6.654820682814369093e+01 2.230684254972098782e-02 1.156033613161459861e-01 -9.289997859327212559e-01 3.092464895614810416e-02 6.456464522568683417e-02
2.969852989967203261e+00 9.078277008005779525e-01 6.846367146502183232e+01 2.222052416611682013e-02 1.209544334598413456e-01 -8.217294132058001743e-01 -7.929412058846416755e-01 4.856461205035571271e-02
2.816673104189725940e+00 9.349201862905449634e-01 6.733394538053762801e+01 2.200597276083153184e-02 1.145925191963170636e-01 -9.648621501929453004e-01 9.018636878771735255e-02 2.047400873428167553e-02
3.186483464194866055e+00 9.365313563458388391e-01 6.731157443896867676e+01 2.215920383409458044e-02 1.226461308151478302e-01 -8.410541716244501753e-01 -5.757653978265337980e-01 2.811909092097984036e-02
3.010066250440813551e+00 9.895103260586385341e-01 6.683961208549246180e+01 2.230814138013624548e-02 1.184772914540531547e-01 -8.400794469453001234e-01 -4.206952439098821106e-01 3.414511504045413676e-02
3.104641188003496310e+00 9.062284555081129289e-01 6.504921032677465575e+01 2.214070244770433710e-02 1.133341446460380680e-01 -7.990511107437394678e-01 -3.041746539301450891e-01 5.128560429932176729e-02
3.078035845513116708e+00 9.390486031525581145e-01 6.645136175518027244e+01 2.251537251621496538e-02 1.180128079267142860e-01 -8.690511741549449276e-01 -2.288011744840370287e-01 5.214435866356760541e-02
3.182645399167514544e+00 9.251264172615731862e-01 6.786646072400931473e+01 2.235443709391211203e-02 1.213823345792117703e-01 -9.186668051476440944e-01 -1.632537974559977734e-01 4.379377904308987685e-02
3.101637509479427290e+00 9.678583176211587036e-01 6.652831231582648286e+01 2.206406916195821633e-02 1.104857459647481249e-01 -8.568231331934272887e-01 -2.425163120192284083e-01 6.745049223671856220e-02
3.186362072754841623e+00 9.221465288394302684e-01 6.781359727478019295e+01 2.212320161252386355e-02 1.145554133578645800e-01 -9.406489417637735606e-01 -9.559633881428153401e-02 6.169104454012854649e-02
2.950894371616811007e+00 9.533453845031245599e-01 6.874956215350039201e+01 2.215461791100912375e-02 1.293420317284332821e-01 -8.481645824228141173e-01 -8.094926440887515451e-01 7.098786184123116738e-02
2.991924656732767307e+00 9.840961645544986647e-01 6.848916054945638621e+01 2.259823171507013839e-02 1.248193864097746492e-01 -8.426966828784676622e-01 -6.713534207954241495e-01 4.634021004250091919e-02
2.874290114261210949e+00 9.160803658713247977e-01 6.613216801602644068e+01 2.203110382084071117e-02 1.105162184363612937e-01 -9.320356907319897743e-01 4.316240025907136513e-02 4.459279831008984563e-02
2.981706892522001162e+00 9.231353476201349384e-01 6.818956850137963954e+01 2.255736105478172576e-02 1.222307208003642343e-01 -8.293432609499993280e-01 -8.819957566318381570e-01 4.909365161755687573e-02
2.890573545327435490e+00 9.825552229793066417e-01 6.819623929730192913e+01 2.247855601654597663e-02 1.229223498075349280e-01 -9.162956862093738497e-01 -1.775562947041939843e-01 1.007215505023290915e-02
2.878296797511434857e+00 9.210592346285640941e-01 6.718075288510638643e+01 2.217138335900291704e-02 1.120068139183810207e-01 -8.991070958808280444e-01 -2.140368707111206525e-01 6.012790547419365889e-02
2.829029604867256520e+00 9.278823539235473428e-01 6.720989194144847545e+01 2.225337984002306174e-02 1.134670767019670123e-01 -9.515240152567814302e-01 -8.222401133624046565e-03 1.469271326272348147e-02
3.173441987711450363e+00 9.454114048555971594e-01 6.653374466831390066e+01 2.236798797433094121e-02 1.117336191904043791e-01 -9.312664662795864245e-01 7.378274532531259311e-02 4.195142260841350917e-02
2.966513708046338405e+00 9.749301958110261346e-01 6.802144618083976013e+01 2.256284052704822518e-02 1.210249747973281137e-01 -8.888451824799250556e-01 -3.452651162351783043e-01 1.682814813701516421e-02
2.964455304629695309e+00 9.170834636645286420e-01 6.742363838435602474e+01 2.222250012938453353e-02 1.181161985770050882e-01 -9.558713555856694910e-01 -1.385569642442363580e-02 5.614257231890715238e-02
2.862682017422986558e+00 9.181327577790749928e-01 6.697219730590207121e+01 2.239383372474674019e-02 1.187818328376557125e-01 -8.728299865177899797e-01 -3.403771656670557810e-01 2.076850890841859532e-02
3.104322389578191732e+00 9.107540717983781953e-01 6.797480169071923228e+01 2.209265838858438108e-02 1.238035920491538655e-01 -9.591240707746746530e-01 -7.723126285775783195e-02 1.367833738720999892e-02
3.144980489629720211e+00 9.148732570246099760e-01 6.712517930594660243e+01 2.238194203318009598e-02 1.140454724310439871e-01 -8.714536803513042162e-01 -2.804814352319107140e-01 6.829468099562258088e-02
3.024857366842670370e+00 9.112038211242479147e-01 6.792714169842301430e+01 2.220019480942622692e-02 1.153518198206748696e-01 -9.166569336205878660e-01 -2.446063963785649609e-01 4.162125280233252428e-02
3.028336052738831441e+00 9.734405036857055604e-01 6.824166065803075298e+01 2.224624481409017557e-02 1.272781747754632709e-01 -8.887767482763848648e-01 -4.064390443237777539e-01 1.868125649881824391e-02
3.140263584018749388e+00 9.358790828868474021e-01 6.759448721478344169e+01 2.219336556421631912e-02 1.159864050140211877e-01 -9.654470336117686458e-01 4.330315596422051883e-02 4.044282058517730677e-02
2.967419992364413783e+00 9.086431102158574191e-01 6.866924281090503257e+01 2.228961622738884901e-02 1.212949440665619660e-01 -7.904260657380561828e-01 -8.917978492457629969e-01 2.169525364281541663e-02
2.939190536453333724e+00 9.256242455825505200e-01 6.793307085671952450e+01 2.230556261578267932e-02 1.124025648818685053e-01 -9.802324244778379825e-01 -4.176386305325019421e-02 7.124991625032262021e-02
3.054784103616262847e+00 9.787517033154530255e-01 6.732653719002803427e+01 2.257440572653517802e-02 1.268845805649769787e-01 -7.812467717311244453e-01 -7.748397873393271240e-01 6.447363683784919364e-02
2.924822746060559364e+00 9.767571586384509175e-01 6.801211719431671554e+01 2.228781925608362691e-02 1.165321288096553415e-01 -9.546041320103131333e-01 -3.672642204584919412e-02 1.410734283401703787e-02
2.906821483172437937e+00 9.904575143190142983e-01 6.792672062889614892e+01 2.240387415608420529e-02 1.244784090049408098e-01 -8.709662917545299976e-01 -4.660157962941042786e-01 7.062350181217956491e-02
2.894665327479627237e+00 9.543203691657620169e-01 6.830631062634203943e+01 2.227171706380533592e-02 1.227019199915172082e-01 -9.208887390028785980e-01 -2.799802092412573273e-01 7.652849421027796417e-02
3.018291690208092071e+00 9.845487208151759706e-01 6.790800733409164991e+01 2.211475263274688755e-02 1.159468014245156053e-01 -8.913566647263482245e-01 -2.108881102148849607e-01 3.402007104904983953e-02
3.094643722295843169e+00 9.062616071466009782e-01 6.711897172407503831e+01 2.200575988967396618e-02 1.183573155301973073e-01 -8.806887344145577501e-01 -2.241138767486259287e-01 5.811350460696067949e-02
2.851212376329417264e+00 9.192791027894114952e-01 6.761627465433011253e+01 2.238251539149894997e-02 1.103677108476042723e-01 -9.849986125532992354e-01 1.198609018946861227e-01 7.781858230287402867e-02
3.050937081305495457e+00 9.903432345913204538e-01 6.856148605988852296e+01 2.257391723565890795e-02 1.247976805663217059e-01 -8.877100434679507934e-01 -4.303763392683706002e-01 7.439988487669453587e-02
2.967259279597612487e+00 9.447794347383782210e-01 6.867815530158098625e+01 2.222354270581803140e-02 1.282816075927948052e-01 -8.133372726255818641e-01 -8.482603414217457782e-01 1.248437421312848482e-02
2.909862865029760215e+00 9.321637170606704714e-01 6.790060900797450927e+01 2.229913077841582519e-02 1.229396066565020817e-01 -8.871219753735042346e-01 -3.508548738693886282e-01 2.777623662530724624e-02
2.918404499887856218e+00 9.690979617873953789e-01 6.667146587841955352e+01 2.256337600920690911e-02 1.101751277212472541e-01 -9.056747972703187433e-01 -2.924620378590736536e-02 6.203038287578309384e-02
2.980367507073970135e+00 9.718868329257581706e-01 6.861443358569258066e+01 2.227091062886954811e-02 1.234082092244116607e-01 -8.926086484229900364e-01 -6.433435435339844854e-01 2.106922700438690343e-02
3.115247354958278425e+00 9.376057186946553657e-01 6.840796918631573931e+01 2.225618948622340790e-02 1.112136366031078599e-01 -1.054527660406677336e+00 2.756534764328595344e-01 4.656000478659223091e-02
2.961791434653728405e+00 9.478770921477035483e-01 6.673678604776353041e+01 2.257473290992493414e-02 1.136050829406515111e-01 -9.125649964756921140e-01 5.356818081362568762e-03 2.057351637977364658e-02
3.025446042108072220e+00 9.640645191646020074e-01 6.742238866931171515e+01 2.254287204052585897e-02 1.200007932552929618e-01 -8.180615063941936160e-01 -5.231982443445719611e-01 3.076836127951062400e-02
3.002548100302876222e+00 9.098623943032604355e-01 6.753120441115345329e+01 2.230494039965417313e-02 1.139790209553037531e-01 -9.311451035940196963e-01 -7.376006257918343856e-02 4.319002148568895638e-02
2.895423959789891200e+00 9.025915580349825884e-01 6.699810731742090297e+01 2.250121971703118035e-02 1.134909166682494808e-01 -9.033808449238840410e-01 -1.383784377269801080e-01 1.491150739363127781e-02
2.989221040128858586e+00 9.805601389262907919e-01 6.663507378502873735e+01 2.206572548107098297e-02 1.160780349534712569e-01 -8.622728096008815957e-01 -2.326969477305873557e-01 1.929480137167185333e-02
3.099103016534773491e+00 9.368078109259578845e-01 6.748171240872181897e+01 2.219439295066749293e-02 1.188084119370068081e-01 -9.320113995443477517e-01 -9.671141179377773511e-02 3.859345309113830502e-02
3.005057138154939800e+00 9.694453254779840101e-01 6.789060390745497386e+01 2.244498437644957406e-02 1.225645536890292708e-01 -8.488486767974752212e-01 -6.877552757207698875e-01 1.145393850211724567e-02
3.176815525288675612e+00 9.822491147788596777e-01 6.803627183228648789e+01 2.214813018091963542e-02 1.245798114752881269e-01 -8.158256677659760925e-01 -7.161941287563953207e-01 5.828570866435445891e-02
2.904610316539013581e+00 9.985244562473557517e-01 6.934821000102265032e+01 2.230523549082269463e-02 1.249758920535713608e-01 -9.036466936158593644e-01 -5.725635683656731256e-01 2.188280080899172864e-02
3.109682233739643031e+00 9.979056729951567561e-01 6.885029653502688518e+01 2.203653134980650477e-02 1.237662424481125178e-01 -9.719006436284971517e-01 -1.247195032925518809e-01 2.313882725127574050e-02
2.887742273182460018e+00 9.539019100236366677e-01 6.870095801881659270e+01 2.256535665334041818e-02 1.211122264519595426e-01 -8.483491875324506992e-01 -6.009297092416649999e-01 1.770688683140660136e-02
2.969852989967203261e+00 9.078277008005779525e-01 6.846367146502183232e+01 2.222052416611682013e-02 1.209544334598413456e-01 -8.217294132058001743e-01 -7.929412058846416755e-01 4.856461205035571271e-02
3.024217757806130447e+00 9.786836085812202768e-01 6.767452242161135700e+01 2.238315346146436957e-02 1.253676764931623555e-01 -8.304527317235008699e-01 -6.067705431653709347e-01 4.581219317909341476e-02
2.830570938064815856e+00 9.195510963316015918e-01 6.953068383776792416e+01 2.259539547560916739e-02 1.267088902087990798e-01 -9.977374368657194736e-01 2.075347341402133949e-02 3.926022655393723859e-02
3.014484673335612541e+00 9.353925438404061543e-01 6.861112081401142859e+01 2.228010116234721560e-02 1.272678018899093544e-01 -8.651758914870959494e-01 -6.441129519631738631e-01 6.835569167537548785e-02
3.018581391656120161e+00 9.556025144764498380e-01 6.743746927472922437e+01 2.222512345956341104e-02 1.151926166972431914e-01 -9.056290022714832411e-01 -2.727147520854102947e-01 3.973022429210881085e-02
2.891054230173079720e+00 9.470166975824912958e-01 6.778230565197931412e+01 2.222441872817309053e-02 1.170099379251454130e-01 -9.023200241237627761e-01 -2.048868250292197324e-01 3.210952258099857015e-02
3.021615415814924432e+00 9.145143625113265617e-01 6.676898359685954176e+01 2.231839548384743216e-02 1.209188360101714488e-01 -8.568336429517782182e-01 -4.283277892405701337e-01 4.334690906807874000e-02
2.841986219772207001e+00 9.557400485835658710e-01 6.521943305433829607e+01 2.248765784569559112e-02 1.110050145705766822e-01 -8.429719860983511115e-01 -1.886868354227220212e-01 3.526761313997477110e-02
3.049291091234999751e+00 9.686163082858417761e-01 6.768132972443500250e+01 2.254748494447633006e-02 1.133734268051740518e-01 -8.680380836160697111e-01 -3.921037903666182434e-01 1.041433902383503626e-02
2.874765051312766051e+00 9.294451217453140179e-01 6.819880947435052576e+01 2.248401464716973108e-02 1.299246050545084796e-01 -7.370963394032581384e-01 -1.178557394081320320e+00 5.007391664920131380e-02
3.101637509479427290e+00 9.678583176211587036e-01 6.652831231582648286e+01 2.206406916195821633e-02 1.104857459647481249e-01 -8.568231331934272887e-01 -2.425163120192284083e-01 6.745049223671856220e-02
2.922506518793493324e+00 9.246519330897592370e-01 6.580273574174827900e+01 2.252222977175718024e-02 1.176862392197034618e-01 -7.784021254924557986e-01 -6.059522844037843470e-01 7.716013002402534460e-02
3.049767708757306295e+00 9.298195678125158459e-01 6.884413001946612098e+01 2.209275597156425477e-02 1.279485413684286754e-01 -8.087761027941968717e-01 -9.426670382951152227e-01 4.547593882083057759e-02
3.078445819857608345e+00 9.418447772842799548e-01 6.642352911648866609e+01 2.201391107212961537e-02 1.121418146148378675e-01 -9.250282902635311721e-01 -4.922507461245140270e-02 2.781932497254275410e-02
3.140963529286826983e+00 9.475993054936100446e-01 6.869782148034560976e+01 2.249784090220980498e-02 1.211387508054131285e-01 -9.070642969614868267e-01 -3.794057107743058488e-01 7.068524629808421722e-02
2.907116664650559290e+00 9.057278081395211400e-01 6.868638134725611621e+01 2.207552953368600510e-02 1.257557808073050398e-01 -9.504314198948429215e-01 -3.664528166349754201e-01 7.666042225164755586e-02
2.952089789322535296e+00 9.183773942942293766e-01 6.728313857417725785e+01 2.218436153809600492e-02 1.201677302612516318e-01 -8.489944299647003145e-01 -4.998934537823906954e-01 7.910734585982566458e-02
3.195248791072758276e+00 9.185638568200213960e-01 6.776651063517999773e+01 2.243991782415704142e-02 1.197935689884127575e-01 -8.208049913527029062e-01 -5.421068061693938844e-01 3.285362516276695011e-02
2.848812718837024249e+00 9.834111914026006929e-01 6.587512926821726467e+01 2.257324692610261987e-02 1.119311924530274061e-01 -7.886579479839430640e-01 -5.505029866141530892e-01 5.399772767011436214e-02
2.932671520965262957e+00 9.888269513114138487e-01 6.865373748652723407e+01 2.239321004738406215e-02 1.182085467322304545e-01 -8.924709004628925690e-01 -5.332853898750331556e-01 6.642492454106585509e-02
3.043460458874015728e+00 9.043884018953153303e-01 6.702243848381742453e+01 2.241864761998241945e-02 1.164317414731452782e-01 -8.595955638763927986e-01 -3.208043534656885853e-01 4.090897417021515520e-02
2.801811294727162061e+00 9.469663202664370116e-01 6.663384714384571339e+01 2.209099347505026276e-02 1.191332278597204419e-01 -7.969873888258298678e-01 -5.772918775847575290e-01 7.381741674204272963e-02
3.162478267624025730e+00 9.579431290276345656e-01 6.814994181045045707e+01 2.259064376334291718e-02 1.181773068108461916e-01 -9.311645053710575493e-01 -2.167956582183581116e-01 3.021103171116628489e-02
3.166225004630594420e+00 9.056902883003685734e-01 6.714504549235911668e+01 2.202633351860475500e-02 1.239697376736258461e-01 -8.454238215563254499e-01 -5.000701531951425860e-01 4.820744719322234834e-02
2.959187326620014602e+00 9.422772306321488545e-01 6.753800778548151129e+01 2.252221465720115334e-02 1.140907751816716831e-01 -9.046372294756037657e-01 -2.694932363203950132e-01 6.770793661499151239e-02
2.908591378051006870e+00 9.109565262843348776e-01 6.813590853861153107e+01 2.238043138187983255e-02 1.216581416340817845e-01 -8.556858876046602447e-01 -5.954896293590177248e-01 6.903097511293408706e-02
2.841333961285812837e+00 9.216497251468604990e-01 6.942859163800530098e+01 2.218759898503748842e-02 1.287635155372519602e-01 -9.665113484543428335e-01 -2.055182044145211773e-01 5.463913232545864612e-02
3.100765948143388684e+00 9.680253902005119260e-01 6.731181782764448940e+01 2.256646492492756645e-02 1.157605038996740304e-01 -8.895244986663821685e-01 -2.874932574890309844e-01 7.907325752991334333e-02
2.974451592064891958e+00 9.562294354835236820e-01 6.806092885681910332e+01 2.242537731614914834e-02 1.225048739771978368e-01 -8.118508586084760559e-01 -5.854462496107712965e-01 7.686931117654367818e-02
3.144552108239693666e+00 9.044661432275779012e-01 6.734775059632492855e+01 2.226420567075664686e-02 1.148745503149297270e-01 -8.460062130574783623e-01 -4.962470697460257263e-01 1.835442434588933913e-02
2.845196197185760667e+00 9.254701377244589633e-01 6.825918269473490341e+01 2.240485775801020346e-02 1.241497094087638531e-01 -8.928214920273911392e-01 -3.978070677802674204e-01 2.261934781127942010e-02
2.913388894852793953e+00 9.458795214106912042e-01 6.763623349287382780e+01 2.211964518850020878e-02 1.181804170372597190e-01 -9.895418845003836061e-01 7.183411301777642421e-02 1.286916209597918637e-02
2.882969000362372913e+00 9.666288742920170485e-01 6.626524784717737759e+01 2.220768812192728744e-02 1.133369579363572577e-01 -8.794538121936861241e-01 -2.142408385978686880e-01 6.260324435247108243e-02
2.800106786531509684e+00 9.879263083273944757e-01 6.683000909808374956e+01 2.250703894079819287e-02 1.111254922283421570e-01 -8.226985653719907088e-01 -4.254031174478281052e-01 4.325802036516004229e-02
3.051924716926503578e+00 9.677504456222001394e-01 6.890797295143373447e+01 2.209847279853078758e-02 1.144521543645292128e-01 -9.369433873636190402e-01 -1.785183134243972791e-01 4.082274511574505993e-02
3.064225185824078324e+00 9.128445865791657843e-01 6.845408229868245087e+01 2.257157883993950523e-02 1.243528929742590411e-01 -8.775531837134926683e-01 -5.033711629158501566e-01 1.833456269243425446e-02
2.909009651392175044e+00 9.186719126457412177e-01 6.651693130203625515e+01 2.247283959497255179e-02 1.119133306602984462e-01 -9.226011520599306515e-01 5.020734383797798017e-03 3.709909535899873212e-02
2.906791184760592728e+00 9.722323151807923391e-01 6.898988419430828856e+01 2.230218986663852140e-02 1.249896006709874108e-01 -9.533346888733074120e-01 -2.070402322213975577e-01 3.935761720013807724e-02
2.911850632493767854e+00 9.952193404380018649e-01 6.733551651450579811e+01 2.253259670264923242e-02 1.114602640142937778e-01 -9.220592431091043650e-01 -1.750748465864697678e-01 5.436452876800466905e-02
3.061504826777509347e+00 9.844950038017215022e-01 6.744061426283083449e+01 2.209821097423782590e-02 1.135569633437418929e-01 -1.005852871697572981e+00 1.915957536984858045e-01 5.959460031637846267e-02
3.140345163871542944e+00 9.036253253040195110e-01 6.727555042340165414e+01 2.220480970655146907e-02 1.225873697131458911e-01 -9.268813857230369102e-01 -1.450045782022164609e-01 2.568116106701893303e-02
3.058510004702425178e+00 9.871963061109282345e-01 6.823447208369859140e+01 2.203707998852488109e-02 1.217252585144859983e-01 -8.513990983692643066e-01 -6.505663933430574364e-01 5.712695608902190747e-02
2.825546307601617180e+00 9.759605568534479580e-01 6.589029182752425129e+01 2.254572005243229288e-02 1.131843020081337164e-01 -8.605141278813872585e-01 -1.088566532573564949e-01 1.626244595720333780e-02
2.886759583053239986e+00 9.747641032933785921e-01 6.837654010359194956e+01 2.258365024532241194e-02 1.242844081589573046e-01 -8.995015714930345574e-01 -3.647989482044420306e-01 4.016129895142114825e-02
2.808413362637200983e+00 9.262472057969854955e-01 6.961829429451096019e+01 2.219931624489526051e-02 1.279042426220513007e-01 -9.654720983165261394e-01 -3.219308603193817842e-01 5.332659775329978008e-02
2.993998716276728533e+00 9.223338559113960500e-01 6.709017482374044050e+01 2.202320566588900422e-02 1.164387167205478968e-01 -8.789634124922527381e-01 -2.544247387096023605e-01 6.487525340135771867e-02
3.193783407716663358e+00 9.609862258900312426e-01 6.728652859048686707e+01 2.205355194132894991e-02 1.226320565568013721e-01 -8.108181685421129714e-01 -7.115265642143326907e-01 6.698796055759818902e-02
3.013818004312831533e+00 9.698082836382645455e-01 6.877730982214799837e+01 2.205428434899359830e-02 1.248775906874152880e-01 -8.768814405768678988e-01 -5.443696280327516845e-01 6.006090655681220469e-02
3.074895487952447048e+00 9.396537645132367889e-01 6.840759505083129000e+01 2.233207880148783617e-02 1.242508351482811552e-01 -8.811196080138883335e-01 -4.960196570615225120e-01 6.619459330296414978e-02
2.870363820975054381e+00 9.376804588910263583e-01 6.696662086033425965e+01 2.241456764558327763e-02 1.183344008845442497e-01 -8.574542133122473597e-01 -3.168536301386690734e-01 1.102220599629520105e-02
3.107670318603723558e+00 9.901464861826785313e-01 6.781446043379617095e+01 2.237243139308919479e-02 1.222231500961334094e-01 -9.478898529237385073e-01 -2.013085179439495498e-01 5.351844976069836807e-02
3.136583697337558263e+00 9.105391301065083320e-01 6.742703384667102284e+01 2.225247113393154230e-02 1.195736326243068970e-01 -8.321265005444997698e-01 -5.589520884316294680e-01 5.916575444621337276e-02
2.893294844949418909e+00 9.139751979868696585e-01 6.578968748186360926e+01 2.208041990357540243e-02 1.123540259609787095e-01 -8.267233545312229204e-01 -4.039092534855861505e-01 7.260226173408919348e-02
3.104489444297770184e+00 9.521166965027623164e-01 6.705355776609104623e+01 2.226768871280491655e-02 1.117487348938687730e-01 -9.331156160557623203e-01 -1.929721263198125314e-02 3.799842756311273134e-02
3.070814162451615204e+00 9.073668233202072386e-01 6.786303086383659888e+01 2.225788460213230097e-02 1.171334722100453307e-01 -9.214378549388220208e-01 -2.143683020468745148e-01 6.280677088667684094e-02
2.874389266339293592e+00 9.967610983854696682e-01 6.680367501655535989e+01 2.208226834507867609e-02 1.162930817590844684e-01 -8.684238526495993149e-01 -2.696666129863365402e-01 4.292631899668319928e-02
3.180704811325854919e+00 9.489515109155990391e-01 6.747344711477829549e+01 2.207706874606170377e-02 1.236050031039153674e-01 -8.650421137665333937e-01 -3.757635616378474097e-01 1.867101189818213061e-02
2.876826792831655322e+00 9.980998876348027293e-01 6.622895877189415614e+01 2.217079171568060031e-02 1.112674482628834977e-01 -7.844758073879241067e-01 -5.449082836368490668e-01 2.534254425507372066e-02
3.185901274579969300e+00 9.523574443055495831e-01 6.777380281817876551e+01 2.230584033952674392e-02 1.228377447508150894e-01 -8.078218806393919760e-01 -6.361688821114321879e-01 4.207120977056365285e-02
3.099460069434878839e+00 9.594917603288350971e-01 6.613286706069298759e+01 2.200444359871738670e-02 1.115955506135758724e-01 -8.789911196597059995e-01 -2.096216220458493318e-01 7.095782074716554255e-02
3.149191912687286710e+00 9.527487663671626583e-01 6.843839870185092877e+01 2.206705736058932679e-02 1.217522917750491762e-01 -8.138651380933878965e-01 -7.073588927538914106e-01 3.662713235782648347e-02
2.948863587750818915e+00 9.256492765323457439e-01 6.775241958496781081e+01 2.217876239782208894e-02 1.176165885782958082e-01 -8.714315032109365422e-01 -3.814712162485809355e-01 6.675460576836698967e-02
2.876946614727919460e+00 9.683752187175166393e-01 6.717586645224733388e+01 2.229058329420088511e-02 1.141927616016755187e-01 -8.668782530180434431e-01 -3.155578306818263012e-01 7.774996668395844912e-02
2.978172456042607497e+00 9.180353221357995253e-01 6.587732518913760771e+01 2.221527886133304805e-02 1.122262850166683701e-01 -8.577904609769928523e-01 -1.688456194717156134e-01 3.487268203573785225e-02
3.000590389754020926e+00 9.397679322151608616e-01 6.778229210492052914e+01 2.251002030725845690e-02 1.147966096694986865e-01 -8.828701478134919345e-01 -3.689399551872269978e-01 5.893168512350400318e-02
2.965979899578340184e+00 9.381733850529627716e-01 6.707319907243625323e+01 2.204600058022147466e-02 1.225313582964275283e-01 -8.650218275225822762e-01 -3.345235557431163187e-01 2.471892574495263353e-02
2.819932201236778457e+00 9.521409857566707213e-01 6.800591755331481636e+01 2.254975966253447428e-02 1.160095021274080290e-01 -9.570330376763660496e-01 -7.723948018097526180e-02 1.234334677284845173e-02
2.822350315995195924e+00 9.590283427574247677e-01 6.753019472160583803e+01 2.211525908843650634e-02 1.228240428714083149e-01 -7.969908551291582377e-01 -7.176670952574675244e-01 1.530609954012147889e-02
2.913523732845765490e+00 9.010365372003108497e-01 6.736589653107660070e+01 2.240839222907327691e-02 1.171333540418417335e-01 -9.543841961561176923e-01 9.788659141553646137e-02 5.250794950133975264e-02
3.069501287412276902e+00 9.616845436673622238e-01 6.743426804245233086e+01 2.228363913884036027e-02 1.144899132233501843e-01 -8.806776455253730873e-01 -3.129714319987986215e-01 6.948309015746274853e-02
3.005786612126038815e+00 9.286688362312992551e-01 6.783774480505499582e+01 2.207155652270278989e-02 1.169739195815748256e-01 -8.970434064567127663e-01 -3.066821464040236922e-01 4.297531462736708940e-02
2.959700230058890380e+00 9.268443841993381227e-01 6.692725808118836994e+01 2.222574185487586132e-02 1.196481666709647285e-01 -8.029753825247718524e-01 -6.730468842570407340e-01 2.495046699377706512e-02
2.909751960630538203e+00 9.905829017522365110e-01 6.835187380617476549e+01 2.214948194096970358e-02 1.248385350050027071e-01 -9.125708258451963317e-01 -4.269049667256912262e-01 7.416610740033482974e-02
3.010960617759251168e+00 9.178483068410574486e-01 6.820833624158095176e+01 2.209288995175585218e-02 1.232157133960930934e-01 -9.406693094288387513e-01 -1.157262872423594491e-01 2.813589815785377812e-02
2.992277159625959193e+00 9.988377672897039705e-01 6.751056951911695592e+01 2.222271267652139656e-02 1.187643181853480639e-01 -9.027073732090045155e-01 -3.991087753864297483e-01 7.215610243240427879e-02
2.951228168665148477e+00 9.115133689871421918e-01 6.934598689674692196e+01 2.243721885766695318e-02 1.253314296208651868e-01 -9.158623564762773395e-01 -3.102598917899797026e-01 1.192613479628918706e-02
3.030974107987905342e+00 9.395881848301600447e-01 6.798671431933213682e+01 2.210952489455577513e-02 1.205528520976104356e-01 -8.705246119578595732e-01 -4.640037063871960132e-01 7.436859697802310210e-02
3.087605417997099533e+00 9.782223815494206498e-01 6.687791199855014668e+01 2.216733161597113366e-02 1.159078000500410460e-01 -9.216332577226387102e-01 -6.393939602009623968e-04 6.837852321712235837e-02
3.072148062555875470e+00 9.525087528021225491e-01 6.807439818395030784e+01 2.256414322448002316e-02 1.202752513469603352e-01 -8.543092307136714858e-01 -5.014074243447452783e-01 7.698452093250975070e-02
3.004198226779456693e+00 9.543282764175700095e-01 6.675851918740417545e+01 2.210831974878494505e-02 1.127595251117213676e-01 -9.011533046199780017e-01 -1.883919165921996708e-01 1.701292510945253550e-02
