weight logl logA n_s H0 omega_b omega_cdm w0_fld wa_fld tau_reio
0.000000000000000000e+00 -2.483194340038848168e+03 3.023461099487651182e+00 9.269202846442441412e-01 6.076399316260609140e+01 2.201689011087424111e-02 1.117013220673273716e-01 -1.660561740052944879e+00 1.794195333602764730e+00 6.015460428003120003e-02
0.000000000000000000e+00 -2.427731902120014638e+03 3.028303292146659942e+00 9.053307313590009953e-01 6.176775386416997549e+01 2.206558134584981484e-02 1.164042071590621064e-01 -1.153659375308704327e+00 1.261899784252177970e+00 4.048807450869536945e-02
0.000000000000000000e+00 -2.412585735548970661e+03 2.879404419208025256e+00 9.460347128164572350e-01 6.977611016066225602e+01 2.205452572717661250e-02 1.100757519525173145e-01 -1.999516147174064340e+00 -1.381120682480706297e+00 3.951685999955265038e-02
0.000000000000000000e+00 -2.407723764150370698e+03 2.938868592212826591e+00 9.415658301936039587e-01 7.853944193319090061e+01 2.259251559015782590e-02 1.228674236433121292e-01 -5.272506813409876258e-01 -4.601704089638518624e-01 1.542656916910015510e-02
0.000000000000000000e+00 -2.403681065556032536e+03 2.835499190006771197e+00 9.909894454377792261e-01 6.097677427741210465e+01 2.232859906704191474e-02 1.295398529685760081e-01 -1.938088532589731017e+00 4.162014406383747200e-01 2.264616057454705081e-02
0.000000000000000000e+00 -2.393412379906596925e+03 2.818101880161871797e+00 9.128431976473427856e-01 6.639721558917013056e+01 2.215209306962536914e-02 1.157403691113465805e-01 -1.997932632979030121e+00 -7.089245413841447352e-01 6.846388291717153685e-02
0.000000000000000000e+00 -2.380533511871421979e+03 2.948475773188431681e+00 9.693740075157966096e-01 6.597397865425466534e+01 2.214307242840769796e-02 1.272869034455966497e-01 -1.948176345516326347e+00 -1.864679496356490329e+00 7.554222318456534080e-02
0.000000000000000000e+00 -2.366059259015051794e+03 2.982942060735862100e+00 9.489706941828215392e-01 6.318334852440185756e+01 2.245515083751538007e-02 1.201723514775200896e-01 -1.658013598524259002e+00 -1.923706263215954504e+00 1.801704506123299326e-02
0.000000000000000000e+00 -2.343964954737649350e+03 3.164321105272749346e+00 9.689821812020193992e-01 6.112678971700495367e+01 2.220738114625229326e-02 1.265936344379942624e-01 -1.750609467143726228e+00 -6.242771527735415660e-01 3.526286714213751339e-02
0.000000000000000000e+00 -2.328947451097230896e+03 2.810427825630880783e+00 9.447866251303074225e-01 7.527040632933112363e+01 2.254297865122414923e-02 1.196497745193736695e-01 -6.148249277358648346e-01 1.949026023495257220e-01 4.570763408130127520e-02
