weight logl logA n_s H0 omega_b omega_cdm w0_fld wa_fld tau_reio
0.000000000000000000e+00 -2.163448251640179024e+03 4.539989254970449029e-01 9.843019223831073194e-01 5.143259458311432164e-01 4.801501795466621703e-01 7.607910176404676372e-01 2.390963485125574550e-03 8.277778310824912555e-02 4.755436025041819281e-01
0.000000000000000000e+00 -2.142967646381396662e+03 3.485063898965721219e-01 1.183193509052197223e-01 2.741518164024836501e-01 7.918107336394504259e-01 6.477121435332744426e-02 2.452110645494985919e-01 1.186180002994978722e-01 4.113469808380598725e-01
0.000000000000000000e+00 -2.128616328474789952e+03 9.751628581715787725e-01 5.611250064207629062e-02 6.020813427036842969e-01 3.589552725493143637e-01 2.006103357316519897e-01 6.404332031188686436e-02 6.841671602375010153e-02 3.116147885609138468e-01
0.000000000000000000e+00 -2.115222012456553330e+03 7.104825009040305339e-01 9.875673419245400986e-02 6.923532095544768783e-01 8.528131014351592043e-01 2.447135379747494843e-01 3.339355552285923068e-01 9.111622573706011918e-01 2.680359442682200832e-01
0.000000000000000000e+00 -2.078275958344693663e+03 6.771845392504307615e-01 3.883114671102971815e-02 5.446602755315121946e-02 4.987284467922192821e-02 1.309020122288080401e-01 2.287350072265075251e-01 5.639877452219248521e-01 7.296373794173260929e-01
0.000000000000000000e+00 -2.074090464875743237e+03 9.326672572416403462e-01 4.890088158629546378e-02 1.323937205518534999e-01 8.400570087446121992e-01 3.228595205906625853e-01 5.028884904416419666e-02 8.491512056599105351e-01 5.720092561074971993e-01
0.000000000000000000e+00 -2.058426202545254000e+03 7.640258942561281019e-01 2.036210193129158741e-01 8.343238498265777014e-01 2.465920804818328982e-01 2.086947875445943623e-03 9.789258725081961821e-01 3.288042941131813501e-01 3.285252202818804701e-01
0.000000000000000000e+00 -2.040798796636568795e+03 2.750205823380228454e-01 7.279275858523615028e-01 9.413984005980878811e-01 1.905373925453948125e-01 7.296623329271421099e-01 9.061560905276868638e-01 4.195130845229214644e-01 1.765004160335971184e-01
0.000000000000000000e+00 -2.022285422286316361e+03 1.584999485589458912e-01 2.049414642993960811e-01 5.848378499190254320e-02 3.426573224133988571e-02 8.522532449744788519e-01 6.617730285520428968e-02 8.874102108040837766e-01 2.745591858229556870e-01
0.000000000000000000e+00 -2.011024101247185627e+03 3.921841794816147697e-01 5.923681161809035700e-01 1.050709355327528183e-02 8.295023715746860926e-01 3.371860126153102266e-01 3.614848454260043420e-01 4.106824011384457851e-01 1.171544630689124178e-01
0.000000000000000000e+00 -2.003073739704349464e+03 7.359420423801440458e-01 7.739418147374047541e-01 5.170048302385290562e-01 3.989034270890355893e-01 1.023489654721664310e-01 1.593135867690999019e-01 8.710093871111990182e-02 8.595692370257489445e-01
0.000000000000000000e+00 -1.985639675815732744e+03 2.615420391132606825e-01 2.252295860923445581e-01 1.607196834149228204e-01 1.900140745103772177e-01 6.782137154857312833e-01 2.504450433811380439e-01 2.867517477944701021e-01 8.061976629870436506e-01
