# logA n_s H0 omega_b omega_cdm m_ncdm tau_reio weight loglikelihood
2.19214273e+00 9.54928170e-01 6.92320537e+01 2.68530559e-02 4.10738162e-01 4.83613540e-01 4.61823517e-02 0.00000000e+00 -9.28998192e+02
3.25580414e+00 1.04413756e+00 6.30770231e+01 2.61053013e-02 2.70203388e-01 5.29777692e-01 1.43847680e-01 0.00000000e+00 -9.27452383e+02
3.31178991e+00 8.49876242e-01 6.67882473e+01 1.94320840e-02 4.47508124e-01 1.50949460e+00 3.12673010e-01 0.00000000e+00 -9.26546089e+02
2.58965322e+00 8.82053261e-01 9.46901653e+01 2.87204374e-02 1.93289993e-01 9.81506091e-01 6.84245520e-01 0.00000000e+00 -9.17480688e+02
3.64724141e+00 9.08023202e-01 9.49695688e+01 2.52731253e-02 2.43613141e-01 1.41557987e-01 5.58409577e-01 0.00000000e+00 -9.13530010e+02
2.07060485e+00 1.10904876e+00 7.70329836e+01 1.66951984e-02 8.71303041e-02 8.58983905e-01 2.70008259e-01 0.00000000e+00 -9.10097909e+02
2.25650881e+00 1.00520034e+00 9.61282002e+01 2.03235366e-02 4.16259866e-01 9.73235285e-01 1.03017695e-01 0.00000000e+00 -9.09200621e+02
3.10159033e+00 8.49282469e-01 8.63688036e+01 1.49714981e-02 3.07693632e-01 3.28000881e-01 1.77887723e-01 0.00000000e+00 -9.08905546e+02
3.23151229e+00 1.13929067e+00 9.71580365e+01 3.28135155e-02 1.79953307e-01 9.58972670e-01 6.14773845e-01 0.00000000e+00 -9.08774580e+02
3.71831093e+00 9.93994281e-01 6.65551387e+01 3.13080053e-02 2.80305908e-01 6.65213958e-01 5.40489179e-01 0.00000000e+00 -9.06621186e+02
3.13610737e+00 9.62661520e-01 6.44775401e+01 1.71875272e-02 4.09829500e-01 1.97039586e+00 1.12624636e-01 0.00000000e+00 -9.02786209e+02
1.87021180e+00 8.45500603e-01 9.18716321e+01 1.78358688e-02 3.73414907e-01 2.95316582e-01 3.38693582e-01 0.00000000e+00 -9.02503301e+02
2.25506825e+00 9.67546077e-01 8.45768876e+01 2.85853285e-02 6.81307073e-02 1.81890123e+00 8.07806782e-02 0.00000000e+00 -8.87183784e+02
2.07068649e+00 9.16324333e-01 7.09692074e+01 7.49633494e-03 1.53162392e-01 8.81271479e-01 1.59327916e-01 0.00000000e+00 -8.85541539e+02
2.93257263e+00 9.24464596e-01 8.66942728e+01 1.67529553e-02 2.87723483e-01 1.76822501e+00 2.23684366e-01 0.00000000e+00 -8.79803727e+02
2.21405720e+00 1.12355955e+00 9.57140464e+01 2.27556759e-02 3.39245472e-01 1.07801854e+00 9.44924660e-02 0.00000000e+00 -8.77869910e+02
3.41747419e+00 9.13990357e-01 5.92933930e+01 2.71281503e-02 1.51581010e-01 1.86733127e+00 1.16634516e-01 0.00000000e+00 -8.75155323e+02
2.31088043e+00 8.70448364e-01 6.61493691e+01 1.42597440e-02 4.68613037e-01 1.28700818e+00 2.22301287e-01 0.00000000e+00 -8.73148000e+02
2.48143823e+00 1.17543353e+00 9.43273777e+01 1.88855244e-02 4.28026850e-01 2.18744718e-01 3.32671150e-01 0.00000000e+00 -8.69832037e+02
2.23340567e+00 9.64924179e-01 8.10506498e+01 3.19398553e-02 3.03550973e-02 1.36067923e+00 6.26599874e-01 0.00000000e+00 -8.69407615e+02
3.05328233e+00 1.06911676e+00 7.99217693e+01 1.71856347e-02 1.27288911e-01 8.33760266e-01 7.64279562e-02 0.00000000e+00 -8.64704798e+02
2.71867366e+00 8.51773811e-01 5.69161746e+01 1.21931989e-02 3.00612478e-01 1.05240822e+00 1.24048548e-02 0.00000000e+00 -8.63092524e+02
3.89543321e+00 9.17071368e-01 9.29005587e+01 1.99320037e-02 3.49815582e-01 3.14731513e-01 3.62831603e-01 0.00000000e+00 -8.58417560e+02
3.50848586e+00 1.05814225e+00 9.61641345e+01 3.19537248e-02 1.84940364e-01 7.91518446e-01 4.52623374e-01 0.00000000e+00 -8.50970397e+02
2.12425848e+00 9.53549456e-01 9.04719986e+01 2.56950499e-02 1.78921898e-01 1.37049312e+00 2.42558757e-02 0.00000000e+00 -8.50902572e+02
2.97712944e+00 1.05490540e+00 6.05598087e+01 3.11948045e-02 6.37566857e-02 3.85308728e-01 3.80778214e-01 0.00000000e+00 -8.46728644e+02
3.66585179e+00 9.83036827e-01 6.80589710e+01 2.24448827e-02 4.12977214e-01 1.32718239e+00 1.28522713e-01 0.00000000e+00 -8.44326439e+02
2.32413883e+00 1.18186788e+00 8.49942881e+01 2.43771378e-02 1.15714400e-01 1.94650332e+00 6.79851695e-01 0.00000000e+00 -8.41687550e+02
2.34332995e+00 9.81328095e-01 9.85156483e+01 3.19269144e-02 2.25003324e-01 1.11721707e+00 1.75134611e-02 0.00000000e+00 -8.37064561e+02
2.11142560e+00 8.85916767e-01 8.65678490e+01 3.28443947e-02 6.67329685e-02 1.55546133e+00 6.01014168e-01 0.00000000e+00 -8.30237464e+02
2.85518169e+00 8.71410195e-01 5.71806396e+01 7.38545457e-03 3.48100150e-01 1.06337714e-01 4.53159086e-02 0.00000000e+00 -8.27066536e+02
2.02968949e+00 9.92672165e-01 5.77321336e+01 1.78084088e-02 2.34700823e-01 1.26552696e-01 4.00110133e-01 0.00000000e+00 -8.23311002e+02
2.18045202e+00 9.25526797e-01 6.14667207e+01 3.26981173e-02 1.14008415e-01 1.92923580e+00 4.15198786e-01 0.00000000e+00 -8.22546326e+02
2.36060690e+00 1.17662301e+00 9.01123383e+01 2.48440532e-02 1.94109253e-01 1.40124399e+00 4.89273520e-01 0.00000000e+00 -8.21213341e+02
2.61171475e+00 8.69126461e-01 8.05628283e+01 1.78806932e-02 1.28878930e-01 1.95857055e-01 2.46665562e-01 0.00000000e+00 -8.18052804e+02
2.97510725e+00 1.07178823e+00 6.89594583e+01 2.70486446e-02 3.69899762e-01 7.19383170e-01 1.38666562e-01 0.00000000e+00 -8.17192837e+02
2.49443016e+00 8.02727470e-01 7.67386311e+01 1.05614951e-02 2.35234505e-01 7.55428514e-01 2.05753516e-01 0.00000000e+00 -8.16206888e+02
1.80701540e+00 8.19355455e-01 6.40781860e+01 1.47768800e-02 4.07039974e-01 3.41675717e-01 2.68901532e-01 0.00000000e+00 -8.14933989e+02
1.68845903e+00 1.16516786e+00 7.89248231e+01 2.33206655e-02 6.32074009e-02 7.78380872e-01 6.63908765e-01 0.00000000e+00 -8.11632484e+02
3.24861564e+00 8.70999074e-01 8.63830080e+01 2.90655126e-02 9.46080662e-02 1.08542827e+00 5.81439660e-01 0.00000000e+00 -8.10596760e+02
3.44243075e+00 9.02251962e-01 6.24013120e+01 3.25598588e-02 3.64327625e-02 5.58193000e-01 6.90338662e-01 0.00000000e+00 -8.03051286e+02
2.79288110e+00 9.87794165e-01 6.05031293e+01 1.25409779e-02 3.53328399e-01 7.65582896e-01 1.70559116e-01 0.00000000e+00 -8.02929603e+02
3.19716337e+00 1.01260521e+00 7.59431824e+01 1.72526630e-02 7.93898099e-02 6.43702811e-01 3.71230998e-02 0.00000000e+00 -8.02886758e+02
1.96643093e+00 1.12311948e+00 5.28752570e+01 1.78474189e-02 6.63853115e-02 3.38218007e-01 4.82292472e-01 0.00000000e+00 -7.99979260e+02
2.64197844e+00 1.14512101e+00 9.61392360e+01 2.49729114e-02 3.28697606e-01 1.30839719e+00 4.19503508e-01 0.00000000e+00 -7.93782596e+02
3.52354840e+00 8.03642032e-01 7.92554472e+01 1.54260461e-02 1.63800224e-01 1.31228528e+00 2.13363469e-01 0.00000000e+00 -7.93182540e+02
1.73076277e+00 1.09421208e+00 6.73441360e+01 2.67185676e-02 3.29076387e-01 3.24187419e-01 1.99536095e-01 0.00000000e+00 -7.91363839e+02
2.92519371e+00 8.60306030e-01 9.99709438e+01 2.68543707e-02 3.70815979e-01 9.82632705e-01 1.07866814e-01 0.00000000e+00 -7.90102198e+02
2.15020971e+00 1.18444495e+00 9.22521572e+01 2.89324267e-02 1.76336922e-01 1.95753484e+00 6.41646591e-01 0.00000000e+00 -7.88390330e+02
3.15757601e+00 1.10488368e+00 6.07724014e+01 2.75835896e-02 1.65551100e-01 8.54534987e-01 6.59532122e-01 0.00000000e+00 -7.84452618e+02
1.63300072e+00 8.03824656e-01 7.87881639e+01 1.08613089e-02 3.69364932e-01 9.75061486e-01 1.53751660e-01 0.00000000e+00 -7.81112041e+02
2.03747916e+00 1.00808397e+00 7.81614401e+01 1.00158423e-02 4.06270109e-01 3.98143077e-01 8.41770303e-02 0.00000000e+00 -7.80674211e+02
1.68366048e+00 8.62563567e-01 8.69613944e+01 2.81558564e-02 1.10609767e-01 1.77627978e+00 4.18909251e-02 0.00000000e+00 -7.75190377e+02
1.69351619e+00 9.17665531e-01 5.27333333e+01 1.78892129e-02 1.03471327e-01 1.75265820e+00 3.63782164e-01 0.00000000e+00 -7.74444335e+02
3.75594866e+00 8.86913584e-01 6.85615080e+01 3.04019954e-02 3.07126931e-01 1.04010401e+00 4.46015268e-01 0.00000000e+00 -7.71369060e+02
1.70670740e+00 8.74560846e-01 6.96447540e+01 1.52243246e-02 4.78327069e-01 1.70006254e+00 9.88584885e-02 0.00000000e+00 -7.70204737e+02
3.41154694e+00 8.34641857e-01 9.92593820e+01 2.40585157e-02 4.72314951e-01 1.75833433e+00 2.96091470e-01 0.00000000e+00 -7.68765905e+02
2.38764861e+00 8.59846637e-01 5.74813098e+01 2.08388449e-02 1.78558627e-01 1.74903530e+00 4.10130566e-01 0.00000000e+00 -7.67631719e+02
2.46721441e+00 1.07478356e+00 6.33913274e+01 3.23550940e-02 1.58458506e-01 1.97073737e+00 3.58280460e-01 0.00000000e+00 -7.63790666e+02
1.87535503e+00 1.19389351e+00 9.06041885e+01 1.79703999e-02 4.49069591e-01 8.33675798e-01 1.73437620e-01 0.00000000e+00 -7.58865647e+02
1.73730427e+00 9.50158383e-01 6.24323451e+01 2.87257122e-02 1.83004247e-01 1.79348347e+00 1.47791879e-01 0.00000000e+00 -7.55529379e+02
1.84933459e+00 9.16140492e-01 8.69640894e+01 1.60604458e-02 4.15031094e-01 8.57298859e-01 5.23789982e-02 1.97626258e-323 -7.47878253e+02
2.53729815e+00 8.53770768e-01 6.13917247e+01 2.51294628e-02 2.04656147e-01 6.55616956e-01 4.30302680e-02 4.94065646e-323 -7.47530268e+02
2.23874079e+00 1.02632551e+00 8.67941497e+01 2.23677365e-02 1.91862825e-01 1.83841277e+00 2.63916179e-01 1.08694442e-322 -7.46530081e+02
3.27322959e+00 1.11991592e+00 9.42275237e+01 2.07031770e-02 4.76975934e-01 1.86054829e+00 2.23840753e-01 1.97626258e-322 -7.46131892e+02
2.04468585e+00 1.14245444e+00 9.51793475e+01 2.42163647e-02 3.42764272e-01 8.92957161e-01 3.68426024e-01 2.61854792e-322 -7.45965103e+02
3.70403763e+00 8.34680265e-01 9.13299394e+01 2.18162959e-02 2.98271873e-01 4.01906525e-01 1.96147088e-01 3.65608578e-322 -7.45480082e+02
2.10847966e+00 1.10039212e+00 8.18300084e+01 1.82264362e-02 1.66534744e-01 6.51723124e-01 1.63124811e-01 1.19069821e-321 -7.44035852e+02
3.46132643e+00 8.97646983e-01 6.58013322e+01 1.42772541e-02 4.05163942e-01 1.95744255e+00 1.79882882e-01 3.02368175e-321 -7.43272167e+02
3.46132643e+00 8.97646983e-01 6.58013322e+01 1.42772541e-02 4.05163942e-01 1.95744255e+00 1.79882882e-01 4.12544814e-321 -7.43272167e+02
2.54780461e+00 9.63044372e-01 6.31168654e+01 2.83987975e-02 2.01300884e-01 1.59413324e+00 3.30683650e-01 1.77369567e-320 -7.41240062e+02
2.82923959e+00 1.00381326e+00 6.06787637e+01 2.24545179e-02 2.23653571e-01 1.51089837e+00 2.79401838e-01 3.14176344e-320 -7.41232369e+02
3.13530458e+00 8.63317601e-01 7.92298227e+01 1.17523429e-02 3.23577384e-01 5.59506435e-01 1.24166043e-01 3.29838225e-320 -7.41140908e+02
2.24590544e+00 1.16724316e+00 7.75494308e+01 1.10787619e-02 3.94700947e-01 1.77300360e+00 1.10701885e-01 4.32011001e-320 -7.40728656e+02
2.36481400e+00 1.01073782e+00 8.37191488e+01 1.43473890e-02 3.65453694e-01 4.84771987e-01 1.88415173e-01 7.22422787e-320 -7.40149302e+02
3.24741665e+00 8.22786491e-01 8.39654526e+01 1.44332135e-02 4.60193824e-01 1.48847389e+00 1.52012447e-02 7.73528938e-319 -7.37393096e+02
3.77726369e+00 9.63166239e-01 8.13392131e+01 1.64882299e-02 2.05226386e-01 1.85641444e+00 3.10646066e-02 2.35555974e-317 -7.33944648e+02
2.02011113e+00 8.81763995e-01 7.34970865e+01 8.70736259e-03 3.34699459e-01 1.08440229e+00 7.78867140e-02 7.19706449e-316 -7.30524040e+02
3.54889931e+00 1.15471712e+00 6.26986124e+01 1.41720612e-02 3.56910691e-01 6.21585747e-01 3.47700376e-02 1.43724227e-315 -7.30459756e+02
2.44629910e+00 1.08654168e+00 8.42386825e+01 2.02529110e-02 1.83601918e-01 9.88657888e-01 2.89881466e-01 3.74903687e-315 -7.29057419e+02
1.67510138e+00 9.48329117e-01 9.56666420e+01 2.76552270e-02 2.74664049e-01 1.00668435e+00 2.53379430e-01 6.97833031e-315 -7.28776806e+02
2.06465370e+00 9.40410163e-01 9.93337335e+01 3.04494918e-02 2.90613203e-01 5.15589744e-01 9.53679385e-02 1.42930959e-314 -7.27820350e+02
3.55287805e+00 9.73664699e-01 7.20459375e+01 2.27420153e-02 2.75750529e-02 7.71025664e-01 1.44400842e-02 2.42537828e-314 -7.27517568e+02
3.28622741e+00 9.29644702e-01 9.39831394e+01 3.11142453e-02 1.86988393e-01 1.40571811e+00 5.39205420e-02 1.30226538e-313 -7.25394750e+02
2.70640080e+00 1.12152642e+00 5.88052911e+01 2.45906887e-02 1.43471853e-01 6.39453903e-01 3.08014394e-01 4.14636516e-313 -7.24449991e+02
3.50440854e+00 1.06043320e+00 6.35285407e+01 2.75743827e-02 2.18621318e-01 9.59887795e-01 4.56806631e-01 7.22034950e-313 -7.24097081e+02
3.37393683e+00 9.06754039e-01 9.20310439e+01 2.53131584e-02 2.48930526e-01 1.42913799e+00 1.09975996e-01 7.40098122e-312 -7.21294493e+02
3.14239293e+00 8.41857628e-01 5.40317753e+01 1.83745994e-02 8.45440436e-02 1.50235630e-01 2.94574576e-01 6.28922495e-311 -7.19211150e+02
3.61021783e+00 1.06223249e+00 7.92403322e+01 1.44026835e-02 1.95257367e-01 2.18061627e-01 1.71425324e-01 9.42184468e-309 -7.14088381e+02
2.29005611e+00 9.16318761e-01 9.02712802e+01 3.06141788e-02 1.36440357e-01 2.43322267e-01 2.18380004e-01 2.32571174e-308 -7.13690879e+02
3.19091147e+00 1.05969168e+00 6.24774372e+01 2.43725632e-02 2.30948405e-01 4.55439177e-01 1.99398275e-01 2.01705681e-307 -7.11085970e+02
3.31441374e+00 8.30657577e-01 6.41559335e+01 1.72808387e-02 3.49433047e-01 1.32577519e-01 1.71693036e-01 4.73209346e-307 -7.10664321e+02
2.40732355e+00 8.80677876e-01 5.93565241e+01 1.46818339e-02 2.82928175e-01 5.39263062e-01 1.76543760e-02 6.46328412e-306 -7.07588713e+02
2.04157468e+00 1.18558383e+00 7.22588834e+01 2.65270378e-02 4.09536818e-01 1.73021157e+00 3.84922836e-01 1.01721345e-303 -7.02488982e+02
2.52405384e+00 8.36422779e-01 5.85047821e+01 2.44850439e-02 1.36002856e-01 1.29896336e+00 1.93168699e-01 8.50424653e-303 -7.00483706e+02
2.27811129e+00 1.02928301e+00 7.30733131e+01 9.38007698e-03 2.22980749e-01 8.33766123e-01 1.40238806e-01 1.99168043e-301 -6.97240105e+02
3.48841568e+00 1.04694157e+00 6.40555147e+01 7.75920055e-03 5.08030867e-02 1.18798219e+00 2.31237802e-01 3.35500986e-300 -6.94434476e+02
1.77806351e+00 8.87375013e-01 9.94594289e+01 3.09769998e-02 2.99257720e-01 9.22754076e-01 1.21463182e-01 1.42973393e-299 -6.93173684e+02
2.18049963e+00 8.75020278e-01 7.02188306e+01 7.36661167e-03 2.58983407e-01 1.07012450e+00 4.64324533e-02 2.43319878e-299 -6.93000926e+02
2.26761365e+00 1.02167340e+00 7.87301509e+01 1.28821340e-02 2.92430274e-01 1.23684325e+00 2.24971650e-01 7.13937199e-299 -6.91516240e+02
2.52021739e+00 1.08073944e+00 8.14070905e+01 1.38784847e-02 3.25504305e-01 3.67714423e-01 1.50721602e-01 9.92869255e-297 -6.86380912e+02
2.44201960e+00 8.84540430e-01 6.64785707e+01 2.10533413e-02 3.42166258e-01 1.72763764e+00 2.10454716e-01 2.08974101e-294 -6.81028404e+02
2.08075139e+00 9.91761634e-01 8.85702775e+01 1.87619763e-02 3.46148799e-01 4.31364324e-02 2.45532269e-01 6.04768582e-294 -6.80379465e+02
3.45504268e+00 9.68118414e-01 6.21291015e+01 3.19984021e-02 8.75806038e-02 4.51605858e-01 4.99385362e-01 8.02060770e-294 -6.80356381e+02
2.69027379e+00 1.05926986e+00 6.92265688e+01 2.81808797e-02 3.19950324e-01 8.86390210e-02 2.91012317e-01 4.49447801e-292 -6.75655754e+02
2.49268143e+00 8.66174605e-01 7.27013333e+01 2.28799631e-02 4.45890054e-01 1.07038203e+00 2.11185808e-01 1.26180488e-290 -6.72345707e+02
3.82041329e+00 8.22941151e-01 6.34676885e+01 2.90415587e-02 1.86668341e-01 1.84740960e+00 6.19886265e-01 2.51070768e-290 -6.72281273e+02
2.55523205e+00 8.27710538e-01 7.67459951e+01 2.40608188e-02 5.06504623e-02 1.20963699e+00 3.01408717e-01 7.60898856e-289 -6.68223617e+02
2.38242284e+00 8.33102047e-01 6.51072589e+01 2.52205673e-02 2.66399731e-01 1.24210092e+00 3.24106292e-02 1.13715235e-286 -6.63204111e+02
3.67788138e+00 1.09533405e+00 6.76584554e+01 1.51447080e-02 3.95987520e-01 1.91997923e+00 7.94243654e-02 5.17706906e-284 -6.57076825e+02
3.65605855e+00 1.16950328e+00 7.40543583e+01 3.26870712e-02 3.67220196e-01 1.21800855e+00 4.08660587e-01 1.83059414e-283 -6.56140430e+02
3.52672233e+00 8.17219137e-01 8.15815795e+01 1.62142034e-02 2.66556605e-01 1.58111259e+00 2.92825455e-01 1.11842425e-281 -6.51707016e+02
2.80629240e+00 9.15343888e-01 6.77344831e+01 1.23789140e-02 4.92866735e-02 1.55406874e+00 4.47990567e-01 1.08289618e-279 -6.47130565e+02
2.48711657e+00 1.08470064e+00 9.13737998e+01 2.11035343e-02 4.41836577e-01 1.55143871e+00 2.97895217e-01 1.63200846e-278 -6.44473364e+02
3.12867566e+00 1.07725343e+00 7.08137058e+01 2.80738026e-02 3.46271574e-01 1.48474646e+00 4.95424505e-01 8.03564680e-278 -6.43019483e+02
3.59671391e+00 9.82063704e-01 8.74388313e+01 2.50572485e-02 1.83315711e-01 1.66697075e+00 1.11839658e-01 1.77567855e-277 -6.42470473e+02
2.19606146e+00 1.15128268e+00 7.88459131e+01 1.45596096e-02 4.75054263e-01 1.25320139e+00 1.21613054e-01 4.52232513e-277 -6.41363334e+02
3.26946890e+00 8.06096135e-01 7.30251602e+01 1.97682891e-02 4.99445213e-02 6.87605352e-01 3.18382155e-01 1.08991553e-275 -6.37925152e+02
2.06172650e+00 1.19021440e+00 9.38447590e+01 2.59588136e-02 3.08647051e-01 8.51750648e-01 3.60849133e-01 4.56401507e-275 -6.36721984e+02
3.35496083e+00 9.94182334e-01 7.85958075e+01 1.60601450e-02 1.67728422e-01 4.37016271e-01 1.72451090e-01 9.49387444e-275 -6.36185422e+02
2.53288786e+00 1.18641948e+00 5.81857350e+01 2.64988361e-02 5.05969475e-02 1.62637238e+00 4.50114914e-01 4.14002678e-274 -6.34406322e+02
3.40359277e+00 8.07320709e-01 9.21356481e+01 2.13568664e-02 4.71094638e-01 1.02354446e+00 3.34679576e-01 8.45324550e-274 -6.34076121e+02
2.27064909e+00 8.12300415e-01 6.66458998e+01 2.37718824e-02 3.07425605e-01 5.99883330e-01 1.61219868e-01 2.07890455e-273 -6.32901955e+02
1.97841626e+00 9.23944667e-01 8.32866294e+01 1.65288253e-02 4.41459772e-01 1.82417771e+00 2.79242916e-01 9.20933112e-273 -6.31331119e+02
3.18356834e+00 8.15182923e-01 5.42316291e+01 1.88096469e-02 9.77642231e-02 1.46797796e+00 2.02353227e-01 2.27122811e-272 -6.30645580e+02
3.40821905e+00 8.69400515e-01 5.75747939e+01 2.43320344e-02 2.61449991e-02 1.89084856e+00 5.98606900e-01 9.07392303e-272 -6.29032147e+02
3.08211516e+00 9.58581466e-01 6.90474111e+01 2.21855143e-02 3.61828588e-01 1.87640903e+00 2.91167900e-01 9.63409438e-271 -6.26567630e+02
3.32363605e+00 8.93713368e-01 9.38065853e+01 2.46221901e-02 3.70140738e-01 1.69648870e+00 4.10491599e-01 1.87516394e-270 -6.26457747e+02
1.89262373e+00 1.05247316e+00 8.19040407e+01 1.87246896e-02 1.89161659e-01 4.50694019e-01 3.43893112e-01 1.12454883e-269 -6.24116632e+02
3.27967101e+00 1.10589645e+00 9.40551823e+01 2.56187676e-02 3.35531276e-01 1.15474075e+00 1.51451986e-02 5.42488256e-268 -6.20165619e+02
3.04113394e+00 1.13267855e+00 9.42111255e+01 2.30426505e-02 4.40759050e-01 3.10966405e-01 3.57537421e-01 1.11636971e-266 -6.17169064e+02
3.27547565e+00 8.46659102e-01 9.81566989e+01 2.76865301e-02 3.98664480e-01 1.17560199e+00 4.28001362e-01 2.17507752e-266 -6.17120485e+02
3.61041877e+00 9.34322556e-01 7.62554258e+01 1.61160806e-02 4.77799101e-01 1.43445870e+00 2.72334880e-01 5.61362626e-266 -6.15721899e+02
2.75297986e+00 1.05227139e+00 8.76763152e+01 2.17198415e-02 2.81516859e-01 1.79792886e+00 2.53182782e-01 2.59563304e-265 -6.14158051e+02
2.58614893e+00 1.05332051e+00 6.61292042e+01 1.57121484e-02 3.65310052e-01 5.90179629e-01 2.46443233e-01 5.16211325e-265 -6.13814542e+02
2.97946652e+00 1.06070716e+00 8.70606291e+01 2.49610078e-02 1.84745116e-01 1.17529268e+00 5.14831206e-02 1.33961742e-264 -6.12577732e+02
2.84550755e+00 8.35630449e-01 7.15952883e+01 3.14628826e-02 3.16308048e-01 8.66636562e-01 3.19027081e-01 3.59537727e-263 -6.09060245e+02
3.02667054e+00 1.09815196e+00 7.48397052e+01 2.58986837e-02 3.08285922e-02 1.74127138e+00 7.67914345e-01 9.03502178e-263 -6.08594814e+02
1.66953901e+00 8.21293799e-01 7.77421988e+01 2.03126592e-02 9.15045851e-02 1.30718326e-01 3.86506082e-02 3.81528690e-262 -6.06821922e+02
1.71005751e+00 1.12082931e+00 5.60721486e+01 2.14733922e-02 5.64785526e-02 7.75650983e-01 3.90542686e-01 1.39029692e-261 -6.05636690e+02
3.66642423e+00 8.47561350e-01 9.15899447e+01 2.36911357e-02 3.36554273e-01 1.06560712e+00 2.59305943e-01 5.63623600e-261 -6.04177199e+02
3.00504494e+00 1.04050003e+00 9.54215845e+01 2.64769217e-02 3.51586604e-01 6.21021973e-01 2.82973135e-01 1.07936577e-260 -6.03866237e+02
3.59097575e+00 1.05282974e+00 7.60436158e+01 1.76366729e-02 1.05766259e-01 7.91543198e-01 5.14342648e-01 1.78022564e-260 -6.03243743e+02
2.85853295e+00 8.02703828e-01 7.06460896e+01 3.10743332e-02 2.97775704e-01 1.36728933e+00 3.00474533e-01 1.28665515e-259 -6.00928440e+02
2.55739510e+00 8.11524937e-01 6.49382040e+01 2.53341356e-02 2.92407778e-02 7.44113544e-02 8.76857526e-02 4.81440164e-259 -5.99790777e+02
3.30223011e+00 1.10599539e+00 7.88675045e+01 1.72670971e-02 1.56232420e-01 3.64701127e-01 6.78254637e-02 1.34715513e-258 -5.98796573e+02
3.10682659e+00 9.49048960e-01 8.89725695e+01 2.28177908e-02 2.59280793e-01 5.43848535e-02 3.44083491e-02 2.14566417e-258 -5.98625613e+02
2.25757289e+00 9.40367092e-01 8.66960536e+01 3.25364012e-02 9.52079123e-02 9.67321156e-02 5.73505782e-01 2.43269640e-258 -5.98536176e+02
1.69897228e+00 1.06637199e+00 8.22587745e+01 1.58580026e-02 3.83779913e-01 7.04805002e-01 1.06306197e-01 5.92374239e-258 -5.97235685e+02
2.30789357e+00 1.00823223e+00 6.84310533e+01 2.92122080e-02 2.71040841e-01 1.98807133e-01 3.88213720e-01 1.29588619e-257 -5.96653982e+02
3.39040320e+00 1.04128402e+00 9.85247969e+01 3.22193563e-02 2.93107785e-01 1.18475080e+00 3.19350240e-01 3.25573277e-257 -5.95580870e+02
1.79964894e+00 9.73276249e-01 6.03330668e+01 2.37810623e-02 1.55753485e-01 7.80036894e-02 1.27208047e-01 1.51814368e-255 -5.91458590e+02
3.84192492e+00 8.07107330e-01 8.47639438e+01 1.82214750e-02 3.92640969e-01 1.76585711e+00 2.91401035e-01 5.71071780e-255 -5.90418222e+02
3.12659109e+00 1.13076401e+00 9.15281880e+01 2.46306048e-02 2.99315478e-01 4.73093997e-01 2.90976428e-01 1.88793886e-254 -5.89170333e+02
2.61994895e+00 1.07965095e+00 7.61591352e+01 1.53427719e-02 1.53386853e-01 9.37094667e-01 4.11773890e-01 5.28126718e-253 -5.85612780e+02
2.06135173e+00 8.26877485e-01 7.91661735e+01 1.55825834e-02 4.46592172e-01 1.15230038e+00 6.68880651e-02 1.40752967e-252 -5.85055110e+02
1.91413680e+00 8.92765861e-01 6.14445893e+01 2.53210835e-02 1.62971190e-01 2.26697779e-01 2.57825015e-01 2.08199549e-252 -5.84769382e+02
2.23514553e+00 1.18076177e+00 7.12232120e+01 1.81499285e-02 4.34947453e-02 1.90227785e+00 6.49939877e-01 2.91032541e-252 -5.84395620e+02
1.75580210e+00 9.03104938e-01 9.34987972e+01 2.69542911e-02 2.83196712e-01 1.63532442e-01 3.02258362e-01 2.00264568e-251 -5.82031035e+02
3.07314504e+00 9.96128484e-01 6.41082889e+01 2.06251660e-02 2.78428167e-01 8.24485292e-01 4.49011263e-01 1.32978056e-250 -5.80193866e+02
3.17776736e+00 8.32884959e-01 7.47814992e+01 1.93683759e-02 7.16738937e-02 1.63373675e+00 3.93003099e-01 2.76518568e-250 -5.79846427e+02
3.68336834e+00 1.04288047e+00 6.30836023e+01 1.00385447e-02 3.24446631e-01 1.14428984e+00 7.89087097e-02 3.30064325e-250 -5.79806227e+02
3.36950219e+00 1.04899457e+00 8.75848892e+01 2.12857990e-02 2.98577911e-01 5.89257103e-01 2.47801070e-01 5.29162757e-250 -5.79040974e+02
3.38984982e+00 1.10368496e+00 8.05704476e+01 2.02246306e-02 1.51425299e-01 1.61100445e+00 2.33849597e-01 8.78957164e-250 -5.78677275e+02
3.59637862e+00 9.52732037e-01 8.85093686e+01 2.29423332e-02 2.87632153e-01 1.62589775e+00 3.25142893e-01 1.99203875e-249 -5.77630166e+02
3.79391204e+00 1.16886472e+00 6.89680758e+01 8.42281842e-03 3.10698506e-01 5.28302475e-01 1.01054910e-01 7.49323378e-249 -5.76221160e+02
2.96494032e+00 1.06060632e+00 8.47265255e+01 2.44874531e-02 1.59689224e-01 1.20426358e+00 3.92639190e-01 1.36981120e-248 -5.75974794e+02
2.91809709e+00 8.01841375e-01 7.70456836e+01 1.85875393e-02 1.03345772e-01 4.40458594e-02 6.15691068e-02 3.30974003e-247 -5.72233939e+02
2.56574513e+00 1.08384058e+00 5.95298246e+01 8.72401149e-03 2.79176222e-01 1.79362230e+00 1.91300475e-01 7.16451651e-247 -5.72034691e+02
3.66774880e+00 1.10983325e+00 7.69864358e+01 2.50952607e-02 4.61767054e-01 1.48002116e+00 3.69409461e-01 8.77533474e-247 -5.71825360e+02
