# logA n_s H0 omega_b omega_cdm m_ncdm tau_reio weight loglikelihood
2.58789610e+00 9.00846967e-01 7.45397457e+01 3.21502893e-02 1.21495583e-01 1.25478845e+00 5.75378584e-01 2.54694922e-04 -5.28756205e+00
1.95529314e+00 9.54366110e-01 6.93398542e+01 2.52197126e-02 1.05951610e-01 9.08735710e-01 5.36142957e-01 2.54376877e-04 -5.28639720e+00
2.06985410e+00 1.06322826e+00 6.42320333e+01 1.87979652e-02 9.22789196e-02 1.23458643e+00 2.71426475e-01 2.54081623e-04 -5.28588850e+00
3.55286303e+00 1.08869457e+00 7.08869728e+01 2.60023027e-02 1.19382962e-01 4.59435731e-01 6.61348804e-01 2.53650241e-04 -5.28579964e+00
2.34300059e+00 1.04372967e+00 7.15417882e+01 2.60502447e-02 1.23010985e-01 1.23685391e-01 2.79546718e-01 2.53160903e-04 -5.28575460e+00
2.72030087e+00 1.19116077e+00 6.25088578e+01 1.61819813e-02 9.21816061e-02 7.50937252e-01 4.47579762e-01 2.52671585e-04 -5.28567304e+00
3.21553488e+00 9.43074190e-01 7.31262901e+01 2.95576587e-02 1.19988010e-01 6.45635982e-01 6.62509317e-01 2.52196947e-04 -5.28551909e+00
3.44477200e+00 1.15116230e+00 6.89579767e+01 2.47900285e-02 1.03081867e-01 1.43625550e+00 5.44685254e-02 2.51790622e-04 -5.28490200e+00
3.05030148e+00 8.33359354e-01 6.59037632e+01 2.11188096e-02 9.26400890e-02 1.25124903e+00 8.32293881e-02 2.51440731e-04 -5.28430423e+00
3.73615209e+00 1.09029494e+00 7.14187786e+01 2.61720812e-02 1.25578228e-01 1.82433680e-01 7.80419127e-01 2.51015636e-04 -5.28429005e+00
1.66206798e+00 8.86774090e-01 6.70069585e+01 2.23456807e-02 9.80052499e-02 1.33963914e+00 5.48566127e-01 2.50518522e-04 -5.28427297e+00
2.43900129e+00 9.42502528e-01 7.21536520e+01 2.86496544e-02 1.13105530e-01 1.23131700e+00 5.04713344e-01 2.50057285e-04 -5.28397971e+00
3.85954761e+00 1.17118406e+00 6.76817699e+01 2.34578074e-02 9.29880658e-02 1.83837815e+00 2.05047719e-01 2.49605879e-04 -5.28389063e+00
2.33011085e+00 1.06013088e+00 7.19780134e+01 2.80381396e-02 1.17166403e-01 6.13901385e-01 3.24662275e-01 2.49137934e-04 -5.28373670e+00
3.69896038e+00 8.27576312e-01 5.61341127e+01 9.46598584e-03 7.25929170e-02 1.17512968e+00 3.24304384e-01 2.48677037e-04 -5.28359799e+00
2.34747349e+00 1.02917271e+00 6.84963811e+01 2.46534881e-02 1.01427815e-01 1.26616549e+00 5.98849403e-01 2.48205790e-04 -5.28353432e+00
3.58716747e+00 1.19160784e+00 6.82150321e+01 2.35945305e-02 1.04169414e-01 8.10908786e-01 3.05255029e-01 2.47742733e-04 -5.28333672e+00
3.53814905e+00 8.07754956e-01 7.01995475e+01 2.59208259e-02 1.08922621e-01 8.99765105e-01 1.36777786e-01 2.47290979e-04 -5.28318860e+00
3.87252816e+00 9.46641341e-01 7.35922480e+01 2.88560123e-02 1.30531263e-01 2.51686676e-01 4.75131039e-01 2.46866248e-04 -5.28277877e+00
2.34715330e+00 9.13286523e-01 7.00682034e+01 2.51481513e-02 1.14734208e-01 3.61315684e-01 5.03370585e-01 2.46469736e-04 -5.28240753e+00
3.67301865e+00 9.16305589e-01 7.48992662e+01 3.20398522e-02 1.22000750e-01 1.05916490e+00 4.44495021e-01 2.46030722e-04 -5.28234833e+00
3.39682209e+00 1.11136333e+00 7.28274012e+01 2.84322005e-02 1.27587573e-01 2.01340153e-01 7.47505338e-01 2.45547768e-04 -5.28234134e+00
2.42344204e+00 9.85214715e-01 7.35858238e+01 3.14976998e-02 1.11434966e-01 1.81229920e+00 5.38463580e-01 2.45073015e-04 -5.28222296e+00
3.51374572e+00 1.19242661e+00 7.26177446e+01 2.77957397e-02 1.25308234e-01 3.55969489e-01 3.80984878e-02 2.44661193e-04 -5.28170904e+00
3.13599384e+00 9.37983511e-01 5.84402996e+01 1.26428361e-02 6.84258626e-02 1.79720893e+00 2.87980881e-01 2.44267161e-04 -5.28145054e+00
2.88269101e+00 8.63650646e-01 6.81888702e+01 2.29146464e-02 1.09802773e-01 6.77744139e-01 4.21795404e-02 2.43838045e-04 -5.28122962e+00
2.36334792e+00 1.13188159e+00 5.49115411e+01 8.68754590e-03 6.15646127e-02 1.91598890e+00 1.67605354e-01 2.43405741e-04 -5.28100351e+00
2.38042541e+00 1.15016778e+00 6.67199817e+01 2.23370641e-02 8.88325916e-02 1.91610322e+00 1.95947714e-01 2.42958199e-04 -5.28091432e+00
2.52864352e+00 1.14182052e+00 6.94432975e+01 2.53696624e-02 1.04329708e-01 1.08386123e+00 6.30498622e-01 2.42527538e-04 -5.28055582e+00
2.42244497e+00 1.02666503e+00 6.80926082e+01 2.39460318e-02 9.77022652e-02 1.68748855e+00 1.54365252e-01 2.42141948e-04 -5.28010063e+00
3.12141575e+00 9.58078378e-01 6.58861374e+01 2.10654053e-02 9.16906719e-02 1.59062913e+00 3.04233369e-01 2.41726201e-04 -5.27999663e+00
3.49136289e+00 8.80329209e-01 6.84890558e+01 2.48592758e-02 9.14453752e-02 1.98810187e+00 5.02002776e-01 2.41290630e-04 -5.27971174e+00
2.98800637e+00 1.01981717e+00 7.04994184e+01 2.70786613e-02 1.05868290e-01 1.58480957e+00 3.09680133e-01 2.40843660e-04 -5.27970886e+00
3.81111971e+00 9.80028227e-01 6.76757506e+01 2.39425659e-02 9.52199041e-02 1.55252112e+00 6.92629191e-01 2.40367533e-04 -5.27967347e+00
3.84293256e+00 9.55088894e-01 6.64515870e+01 2.16123876e-02 9.72154821e-02 1.01621442e+00 2.56118427e-02 2.40018774e-04 -5.27861713e+00
1.91494041e+00 1.19748852e+00 5.52703122e+01 8.96842081e-03 6.15249118e-02 1.78040474e+00 4.19482021e-02 2.39669127e-04 -5.27859280e+00
3.17324502e+00 9.81749084e-01 6.84651969e+01 2.44415843e-02 9.87768875e-02 1.59140187e+00 7.09932021e-01 2.39241167e-04 -5.27819561e+00
1.85411648e+00 9.47257230e-01 5.97864797e+01 1.29115189e-02 8.66707292e-02 6.75278072e-01 3.68734271e-01 2.38813234e-04 -5.27817738e+00
2.97088643e+00 1.19115401e+00 6.70061812e+01 2.17628371e-02 1.02291664e-01 6.86693882e-01 3.29569631e-01 2.38381486e-04 -5.27781869e+00
2.19601078e+00 1.08407952e+00 6.97468744e+01 2.68993007e-02 9.62297356e-02 1.99246084e+00 7.23671607e-01 2.38016054e-04 -5.27724972e+00
2.84700306e+00 9.63641579e-01 5.97213355e+01 1.22485442e-02 8.96842743e-02 2.30427407e-01 3.71509719e-01 2.37698052e-04 -5.27649664e+00
1.91463109e+00 1.04251021e+00 5.95821841e+01 1.31595781e-02 8.10491100e-02 1.07457053e+00 4.18711417e-01 2.37358794e-04 -5.27611017e+00
3.40082806e+00 1.06896887e+00 7.48670986e+01 3.13155580e-02 1.28041376e-01 4.71490151e-01 7.15224126e-01 2.36957097e-04 -5.27588820e+00
3.42370334e+00 9.27210388e-01 6.15822613e+01 1.40988799e-02 9.66400139e-02 9.86943393e-02 9.67882908e-02 2.36534154e-04 -5.27568714e+00
2.27350917e+00 8.66810066e-01 7.39711874e+01 3.13501693e-02 1.14648907e-01 1.33812160e+00 3.60398960e-01 2.36096827e-04 -5.27559341e+00
3.30530704e+00 9.74641591e-01 5.69849168e+01 1.09428029e-02 6.46632505e-02 1.81097048e+00 3.36480689e-01 2.35641839e-04 -5.27554910e+00
1.99481775e+00 8.24400650e-01 6.77370885e+01 2.39353805e-02 9.60714882e-02 1.48203259e+00 6.47126617e-01 2.35181346e-04 -5.27550964e+00
3.00707697e+00 8.07598372e-01 6.40344988e+01 1.89457064e-02 8.89875583e-02 1.16134250e+00 5.73991358e-01 2.34735300e-04 -5.27534991e+00
3.90593786e+00 1.03395365e+00 5.94023525e+01 1.30729830e-02 7.64962333e-02 1.35112163e+00 1.23094003e-01 2.34294484e-04 -5.27527301e+00
1.68339050e+00 1.10730033e+00 7.26143365e+01 2.89699333e-02 1.15976903e-01 1.03084183e+00 6.66197178e-02 2.33852127e-04 -5.27513357e+00
2.33868389e+00 1.10272603e+00 7.56278039e+01 3.22823123e-02 1.34133584e-01 5.74950555e-01 3.05446772e-01 2.33425314e-04 -5.27493062e+00
3.01153966e+00 8.95507770e-01 6.27244124e+01 1.62356768e-02 9.79847094e-02 3.72143560e-01 5.66652361e-01 2.33050377e-04 -5.27435270e+00
3.40901079e+00 1.04453337e+00 7.14296921e+01 2.68186753e-02 1.18083512e-01 4.26851442e-01 4.03386107e-01 2.32665549e-04 -5.27423980e+00
2.26836724e+00 9.03933191e-01 7.08858174e+01 2.62417357e-02 1.16249553e-01 5.00208602e-01 6.95084808e-01 2.32223651e-04 -5.27415886e+00
3.01158909e+00 1.02399761e+00 6.55143780e+01 2.02191302e-02 9.67931331e-02 8.06352513e-01 6.29350094e-01 2.31798959e-04 -5.27390477e+00
3.57161714e+00 9.80469014e-01 7.27792937e+01 3.00090184e-02 1.10901527e-01 1.73365766e+00 5.92279361e-01 2.31497476e-04 -5.27276611e+00
2.53832362e+00 1.01971205e+00 6.32771226e+01 1.80300846e-02 8.42254492e-02 1.41198957e+00 1.06828289e-01 2.31200135e-04 -5.27247896e+00
1.74425505e+00 1.19568543e+00 6.51488521e+01 1.88665068e-02 1.04960049e-01 3.74765050e-01 8.59697870e-02 2.30822577e-04 -5.27203888e+00
3.35901014e+00 8.14583607e-01 6.37684087e+01 1.84021475e-02 8.54961729e-02 1.55382530e+00 1.28766078e-01 2.30419366e-04 -5.27197964e+00
2.77401225e+00 1.02645045e+00 6.29860684e+01 1.72415926e-02 8.63516187e-02 1.22388548e+00 1.32200919e-01 2.30001870e-04 -5.27166998e+00
1.82385251e+00 8.65884500e-01 7.48328314e+01 3.22121400e-02 1.24692348e-01 9.35630874e-01 2.45813292e-01 2.29587099e-04 -5.27159355e+00
2.35417667e+00 1.14620587e+00 6.82589902e+01 2.41686540e-02 1.02061041e-01 1.08989057e+00 5.84694914e-01 2.29162561e-04 -5.27137568e+00
3.16604100e+00 8.36731508e-01 6.09862666e+01 1.30408263e-02 9.88153405e-02 2.08654994e-02 6.67019340e-02 2.28732856e-04 -5.27135127e+00
3.56762761e+00 9.07955385e-01 7.09770427e+01 2.77710123e-02 1.06551465e-01 1.28103490e+00 5.40417812e-01 2.28279142e-04 -5.27135081e+00
1.92814159e+00 8.52059929e-01 6.76089311e+01 2.30624376e-02 9.68677539e-02 1.39870821e+00 5.93838182e-02 2.27825335e-04 -5.27133511e+00
2.45446603e+00 1.05218730e+00 7.43178134e+01 3.20116931e-02 1.19489066e-01 1.37539254e+00 7.97460619e-01 2.27388980e-04 -5.27118910e+00
2.07080507e+00 8.75111550e-01 6.52630092e+01 2.07762944e-02 8.69915542e-02 1.92612995e+00 4.17734464e-01 2.26973051e-04 -5.27100076e+00
3.79728511e+00 9.23942159e-01 6.95434458e+01 2.45160220e-02 1.13028680e-01 6.55765440e-01 8.60003215e-02 2.26597098e-04 -5.27050864e+00
3.24359953e+00 8.64433997e-01 6.12633735e+01 1.46576112e-02 8.80484538e-02 7.50332886e-01 2.24471425e-01 2.26289432e-04 -5.26972223e+00
2.70952759e+00 8.88240971e-01 7.39428010e+01 3.05430474e-02 1.26640478e-01 6.05377778e-01 4.52810865e-01 2.26012764e-04 -5.26895939e+00
2.52586550e+00 9.63457225e-01 7.23683242e+01 2.91808577e-02 1.12159273e-01 1.45544027e+00 5.63888296e-01 2.25651671e-04 -5.26892396e+00
3.64944703e+00 9.78494473e-01 6.24145748e+01 1.55626128e-02 9.78694325e-02 3.06209503e-01 1.70373223e-01 2.25239594e-04 -5.26861907e+00
2.48728747e+00 1.13921127e+00 6.31872906e+01 1.75421838e-02 8.93156060e-02 1.24461582e+00 2.35694342e-01 2.24832240e-04 -5.26854828e+00
2.08538094e+00 1.10997411e+00 6.64477157e+01 2.04843171e-02 1.07446854e-01 4.77454937e-01 3.33572358e-02 2.24419159e-04 -5.26830104e+00
2.63906059e+00 1.15368805e+00 7.35016821e+01 3.00241420e-02 1.21834515e-01 6.32834564e-01 1.96700532e-01 2.24008179e-04 -5.26821822e+00
2.33130624e+00 8.11537748e-01 7.35893091e+01 3.01738807e-02 1.20527587e-01 1.03086486e+00 2.41102729e-01 2.23579386e-04 -5.26813708e+00
2.00821079e+00 8.55064296e-01 7.27573290e+01 2.81881879e-02 1.23954999e-01 3.69404943e-01 4.08517038e-01 2.23164450e-04 -5.26793742e+00
2.76712203e+00 9.53618180e-01 7.14394239e+01 2.73408116e-02 1.15894955e-01 9.27861349e-01 2.20820545e-01 2.22755244e-04 -5.26781174e+00
2.72952700e+00 1.04724253e+00 7.14881952e+01 2.85831989e-02 1.03910410e-01 1.60488353e+00 6.93174277e-01 2.22367097e-04 -5.26742945e+00
1.64566233e+00 1.03895826e+00 7.12225734e+01 2.75926309e-02 1.14704080e-01 9.72873083e-01 7.35423247e-01 2.22019909e-04 -5.26694086e+00
2.58150723e+00 1.14642737e+00 7.62289560e+01 3.21750883e-02 1.40424014e-01 7.34633121e-02 4.21972315e-02 2.21635079e-04 -5.26690302e+00
2.26374411e+00 1.09371641e+00 7.27936272e+01 3.03754954e-02 1.10858645e-01 1.48798191e+00 6.78880923e-01 2.21232449e-04 -5.26658145e+00
3.52134869e+00 9.91927917e-01 6.38611768e+01 1.90086296e-02 8.41875602e-02 1.79759492e+00 1.03400295e-01 2.20861971e-04 -5.26625905e+00
3.90109633e+00 9.64513536e-01 6.03769820e+01 1.44017081e-02 8.15333739e-02 1.27656412e+00 1.80671745e-01 2.20466605e-04 -5.26616884e+00
3.47271403e+00 8.90354550e-01 6.82432761e+01 2.37857380e-02 1.05727702e-01 9.96835886e-01 4.96044629e-01 2.20078231e-04 -5.26578938e+00
2.38259544e+00 9.71489191e-01 7.32021724e+01 2.82426721e-02 1.31002820e-01 1.86553815e-01 3.56714150e-01 2.19696092e-04 -5.26564857e+00
3.72169787e+00 8.32455887e-01 6.09294042e+01 1.34922844e-02 9.31396311e-02 3.12799776e-01 1.01762129e-01 2.19316990e-04 -5.26524754e+00
2.93738225e+00 1.00394504e+00 7.13025304e+01 2.65040288e-02 1.23064435e-01 2.73113335e-01 5.39346966e-01 2.18941217e-04 -5.26508223e+00
1.82248222e+00 9.15134024e-01 6.86907568e+01 2.48033451e-02 1.01024371e-01 1.48161105e+00 3.00363082e-02 2.18531028e-04 -5.26500206e+00
2.98296158e+00 9.45512671e-01 6.32876497e+01 1.74532661e-02 9.03827221e-02 8.97209056e-01 4.28858644e-01 2.18128403e-04 -5.26477447e+00
2.02596915e+00 1.16040947e+00 7.10277738e+01 2.67542384e-02 1.17725809e-01 7.11060174e-01 5.53682555e-01 2.17721810e-04 -5.26473754e+00
3.06003582e+00 1.06920194e+00 6.37406732e+01 1.88315972e-02 8.39218325e-02 1.61574593e+00 2.13290559e-02 2.17318514e-04 -5.26448662e+00
3.07145124e+00 8.46010161e-01 6.74790837e+01 2.18966328e-02 1.09338232e-01 5.38104230e-01 3.55950348e-01 2.16934865e-04 -5.26427540e+00
2.04054607e+00 1.19514960e+00 6.94799824e+01 2.59866499e-02 9.76594446e-02 1.66212576e+00 5.39301902e-01 2.16561885e-04 -5.26393223e+00
1.75052234e+00 1.10303689e+00 7.49220152e+01 3.18695584e-02 1.29168202e-01 6.25405588e-01 5.18152623e-01 2.16172843e-04 -5.26387548e+00
3.33575896e+00 1.02660685e+00 7.41117701e+01 3.14784337e-02 1.18496195e-01 1.02991514e+00 7.20466082e-01 2.15757609e-04 -5.26378160e+00
2.66249277e+00 1.14737616e+00 7.00889737e+01 2.45589607e-02 1.18560351e-01 3.05012515e-01 2.54019214e-01 2.15348094e-04 -5.26367915e+00
1.89639548e+00 9.67551203e-01 7.46213263e+01 3.12738422e-02 1.26017011e-01 7.95203257e-01 6.11512122e-01 2.14936992e-04 -5.26360727e+00
2.87376411e+00 1.06068844e+00 6.39334894e+01 1.90649246e-02 8.47206052e-02 1.79636355e+00 2.52732010e-01 2.14533983e-04 -5.26343669e+00
3.41514954e+00 1.05793166e+00 6.33473174e+01 1.66761014e-02 9.66816137e-02 4.45741730e-01 2.08360485e-01 2.14134380e-04 -5.26334004e+00
3.83948890e+00 8.49043338e-01 6.98992257e+01 2.50061599e-02 1.13310916e-01 4.93607610e-01 6.28274641e-01 2.13729528e-04 -5.26322556e+00
3.12477432e+00 9.68690902e-01 7.32437045e+01 2.88539977e-02 1.24972261e-01 3.45195580e-01 3.68896737e-01 2.13339933e-04 -5.26299306e+00
3.64386423e+00 9.42857329e-01 6.77683569e+01 2.23365022e-02 1.07271726e-01 4.72427011e-01 5.08444804e-01 2.12951865e-04 -5.26287088e+00
2.03723332e+00 1.08106426e+00 5.89336399e+01 1.25328981e-02 7.64665156e-02 1.19847070e+00 2.00375912e-01 2.12560488e-04 -5.26267617e+00
3.71385171e+00 9.08727293e-01 7.39980842e+01 3.16502518e-02 1.11839422e-01 1.58877641e+00 3.79086959e-01 2.12176142e-04 -5.26249449e+00
2.95646381e+00 8.83554703e-01 6.26113949e+01 1.73405215e-02 8.37541680e-02 1.58087041e+00 5.97503092e-01 2.11828396e-04 -5.26196082e+00
2.02562932e+00 1.02832409e+00 6.88932811e+01 2.39609562e-02 1.09533981e-01 7.93317453e-01 2.64893777e-01 2.11482329e-04 -5.26176853e+00
2.77206437e+00 1.11621801e+00 7.22613557e+01 2.93306117e-02 1.10779094e-01 1.26089916e+00 3.19210765e-01 2.11100225e-04 -5.26158166e+00
2.75706742e+00 8.26970142e-01 6.53649434e+01 2.06191588e-02 9.20835504e-02 1.43753804e+00 8.21530719e-02 2.10700188e-04 -5.26156613e+00
1.95010678e+00 8.36463179e-01 7.04909767e+01 2.62316180e-02 1.15584762e-01 7.26337858e-01 5.24759616e-01 2.10283116e-04 -5.26154849e+00
3.33072479e+00 8.45093164e-01 6.78487153e+01 2.24605116e-02 1.08363566e-01 6.60024214e-01 2.23250570e-01 2.09877490e-04 -5.26143175e+00
3.67868827e+00 8.51832115e-01 7.47917419e+01 3.18357878e-02 1.23031174e-01 9.05060216e-01 6.22018570e-01 2.09554752e-04 -5.26063050e+00
3.85027473e+00 1.16808335e+00 6.92307807e+01 2.55905758e-02 9.81343292e-02 1.55697612e+00 3.42256896e-01 2.09247562e-04 -5.26036959e+00
2.92585441e+00 1.17440787e+00 7.27317051e+01 2.78194058e-02 1.28666616e-01 7.11914698e-02 4.29239389e-01 2.08871850e-04 -5.26022878e+00
3.79159514e+00 9.63994004e-01 6.71882567e+01 2.25709295e-02 1.02251323e-01 8.32767068e-01 7.28089337e-01 2.08470427e-04 -5.26022101e+00
1.71773763e+00 9.03895787e-01 6.89909519e+01 2.48230454e-02 1.06076019e-01 9.03635241e-01 5.24252337e-01 2.08055585e-04 -5.26021661e+00
3.11417390e+00 9.12618610e-01 6.20564565e+01 1.60831747e-02 8.96838963e-02 9.38137477e-01 2.91441119e-01 2.07679481e-04 -5.25984373e+00
2.43029599e+00 8.17404992e-01 7.10149060e+01 2.79149777e-02 1.00209779e-01 1.88452829e+00 3.35232707e-01 2.07320450e-04 -5.25968112e+00
2.02942472e+00 9.79096582e-01 7.61583651e+01 3.27345632e-02 1.34920439e-01 2.90594495e-01 9.42814591e-02 2.06997499e-04 -5.25896575e+00
2.17787691e+00 8.00553684e-01 5.90708641e+01 1.30765641e-02 7.28323031e-02 1.71728011e+00 3.95109425e-01 2.06666298e-04 -5.25888759e+00
1.71832589e+00 1.11716651e+00 6.79877702e+01 2.34373061e-02 1.00962044e-01 1.02949115e+00 1.75122254e-01 2.06263669e-04 -5.25886997e+00
1.80226251e+00 1.16348929e+00 7.36479531e+01 3.02895101e-02 1.19414072e-01 9.30522359e-01 2.19539486e-01 2.05855221e-04 -5.25885596e+00
1.71407755e+00 9.95739257e-01 6.57617315e+01 2.03466369e-02 1.00828276e-01 6.86451428e-01 1.41682512e-01 2.05447526e-04 -5.25883887e+00
2.05702172e+00 8.69299754e-01 7.30462498e+01 2.98848985e-02 1.15072451e-01 1.13929484e+00 6.35599796e-01 2.05068774e-04 -5.25855047e+00
1.83120387e+00 8.59005534e-01 7.17090340e+01 2.86686229e-02 1.06043830e-01 1.49636479e+00 5.01954401e-01 2.04699062e-04 -5.25845184e+00
1.71691546e+00 8.54667386e-01 5.56298636e+01 9.04834978e-03 6.63242379e-02 1.48161400e+00 2.04495616e-01 2.04302528e-04 -5.25843253e+00
1.65012815e+00 8.53096632e-01 6.04093985e+01 1.47251814e-02 7.68757468e-02 1.68057088e+00 4.74568003e-02 2.03902873e-04 -5.25837205e+00
2.13362151e+00 1.03479041e+00 6.23006583e+01 1.62064129e-02 8.94906669e-02 9.46447729e-01 4.56543372e-01 2.03521385e-04 -5.25818190e+00
1.98264856e+00 1.12250205e+00 7.22047781e+01 2.96601177e-02 1.05873392e-01 1.61842945e+00 7.50183650e-01 2.03156303e-04 -5.25796692e+00
3.70187736e+00 9.54199928e-01 7.60486261e+01 3.28463635e-02 1.31199879e-01 6.90656218e-01 1.29707107e-02 2.02813757e-04 -5.25756101e+00
3.63270149e+00 1.01598010e+00 6.65836498e+01 2.18329673e-02 9.47962082e-02 1.49533232e+00 1.30210494e-01 2.02463960e-04 -5.25742331e+00
3.88246725e+00 1.11899824e+00 7.30230306e+01 3.05014047e-02 1.07418502e-01 1.90141819e+00 7.97411941e-01 2.02102221e-04 -5.25714158e+00
2.72173579e+00 1.08047762e+00 6.66551696e+01 2.28080519e-02 8.90835164e-02 1.84829671e+00 5.84807627e-01 2.01740522e-04 -5.25700986e+00
1.92768049e+00 8.00220096e-01 6.48428806e+01 1.85662421e-02 1.00199802e-01 4.14750260e-01 1.15173669e-01 2.01382909e-04 -5.25669402e+00
3.27487240e+00 1.15749957e+00 7.19072459e+01 2.84240846e-02 1.16785674e-01 9.56274248e-01 6.35060469e-01 2.01031981e-04 -5.25650205e+00
3.68227299e+00 1.16332665e+00 7.30333535e+01 3.02949628e-02 1.11392564e-01 1.37527156e+00 6.79433407e-01 2.00666258e-04 -5.25633978e+00
2.14804005e+00 1.19960650e+00 7.14764611e+01 2.69242261e-02 1.21687682e-01 4.87947624e-01 3.88263198e-02 2.00313701e-04 -5.25602303e+00
3.02605847e+00 1.19876509e+00 6.83276377e+01 2.42069217e-02 9.71271563e-02 1.72510722e+00 1.59200486e-01 1.99994553e-04 -5.25553283e+00
3.32752061e+00 9.48508173e-01 7.35307730e+01 3.12961128e-02 1.10464799e-01 1.56159470e+00 7.93932939e-01 1.99663263e-04 -5.25534270e+00
3.88802841e+00 1.08315923e+00 6.25338007e+01 1.61605366e-02 9.26986734e-02 7.62282353e-01 2.33506022e-01 1.99289448e-04 -5.25528479e+00
3.36399418e+00 1.03310092e+00 6.26390405e+01 1.55913473e-02 9.73399338e-02 3.03985239e-01 3.82803293e-01 1.98908365e-04 -5.25517478e+00
2.86058097e+00 9.58520837e-01 6.70323375e+01 2.12844968e-02 1.09491843e-01 4.20311690e-01 2.63395601e-01 1.98593310e-04 -5.25445926e+00
2.40281962e+00 1.07953020e+00 7.51018378e+01 3.05288942e-02 1.34040631e-01 9.10651468e-02 8.25920271e-02 1.98280538e-04 -5.25433100e+00
1.86686562e+00 8.18447951e-01 6.74268726e+01 2.15914732e-02 1.09383185e-01 2.66950364e-01 1.58502631e-01 1.97928557e-04 -5.25401677e+00
2.43868183e+00 9.10687006e-01 5.78373315e+01 1.05369433e-02 8.18458930e-02 5.60096892e-01 1.67241737e-01 1.97569923e-04 -5.25396213e+00
2.58557178e+00 1.11839490e+00 7.35916342e+01 2.84498621e-02 1.30554043e-01 1.64371186e-02 6.22997791e-01 1.97203318e-04 -5.25373536e+00
3.84077409e+00 9.83630291e-01 6.99522395e+01 2.48670612e-02 1.14259220e-01 4.07913513e-01 1.61809868e-01 1.96947321e-04 -5.25256441e+00
3.84139600e+00 9.20596868e-01 6.80196814e+01 2.40337802e-02 9.19172256e-02 1.90040955e+00 1.06833240e-01 1.96678066e-04 -5.25247518e+00
1.87002246e+00 1.10134785e+00 7.44642719e+01 3.17129210e-02 1.22512641e-01 1.19784177e+00 4.64549621e-01 1.96299617e-04 -5.25242053e+00
2.17729620e+00 1.04780643e+00 6.11955079e+01 1.54171726e-02 7.71390809e-02 1.66807901e+00 2.38292699e-02 1.95948143e-04 -5.25206341e+00
3.31611802e+00 9.62214293e-01 6.86894665e+01 2.50889081e-02 9.81907646e-02 1.51184134e+00 5.27941619e-01 1.95610871e-04 -5.25186992e+00
1.91032735e+00 1.12804747e+00 7.24426504e+01 2.73096841e-02 1.28894625e-01 1.73903173e-01 2.60758827e-01 1.95255019e-04 -5.25170909e+00
3.72990541e+00 9.84949502e-01 7.35841194e+01 3.03565592e-02 1.20199074e-01 7.76949796e-01 4.28675205e-01 1.94881225e-04 -5.25170634e+00
3.62056317e+00 9.67867611e-01 5.58874717e+01 8.71050170e-03 7.51807217e-02 7.12963038e-01 3.00638224e-02 1.94504843e-04 -5.25157950e+00
2.95561322e+00 9.62498901e-01 6.61522941e+01 2.17551506e-02 8.77993866e-02 1.74654836e+00 1.90021507e-01 1.94150586e-04 -5.25135633e+00
1.71834017e+00 8.55843267e-01 7.66723066e+01 3.23808357e-02 1.44259871e-01 4.72825455e-02 5.26682777e-01 1.93790436e-04 -5.25129694e+00
2.43023493e+00 1.07897195e+00 7.09005833e+01 2.68649745e-02 1.11015651e-01 1.11427746e+00 6.44815349e-02 1.93414904e-04 -5.25123973e+00
1.79922132e+00 1.16596403e+00 6.66324868e+01 2.08902925e-02 1.05430293e-01 5.12735295e-01 6.24622317e-01 1.93051818e-04 -5.25105896e+00
1.90772774e+00 1.17869714e+00 6.66104870e+01 2.00048062e-02 1.12293275e-01 9.35698387e-02 7.58802618e-02 1.92716364e-04 -5.25072204e+00
3.48490737e+00 1.04520650e+00 6.20908092e+01 1.67542281e-02 8.02557166e-02 1.56002979e+00 1.11148617e-01 1.92392672e-04 -5.25042502e+00
2.68264404e+00 1.19045477e+00 7.46447779e+01 3.13555097e-02 1.29265773e-01 6.44827990e-01 4.44526179e-01 1.92063142e-04 -5.25015457e+00
3.69676383e+00 1.05861534e+00 6.72954910e+01 2.10466956e-02 1.10676315e-01 1.34181459e-01 7.59656465e-02 1.91720813e-04 -5.24999694e+00
2.20635210e+00 8.27068650e-01 7.06433587e+01 2.57059210e-02 1.18915208e-01 2.83632969e-01 2.10554743e-01 1.91361716e-04 -5.24990811e+00
2.56266540e+00 1.04765715e+00 6.02763429e+01 1.38898342e-02 8.14771575e-02 1.11358943e+00 1.32241856e-01 1.91004860e-04 -5.24973407e+00
1.93658891e+00 9.05953720e-01 6.58395756e+01 2.15997960e-02 8.40912884e-02 1.99353971e+00 3.00382070e-01 1.90653275e-04 -5.24959692e+00
2.84927675e+00 1.07008646e+00 7.65699304e+01 3.21849889e-02 1.39686302e-01 1.78357220e-02 7.63736810e-02 1.90301497e-04 -5.24943172e+00
2.71737816e+00 1.05132312e+00 7.62292194e+01 3.17929267e-02 1.38555686e-01 4.07324895e-02 3.06476554e-01 1.89947431e-04 -5.24932548e+00
3.42008794e+00 1.08656533e+00 7.04576236e+01 2.63204917e-02 1.09297830e-01 1.09264560e+00 1.80958241e-01 1.89598138e-04 -5.24911688e+00
2.25934615e+00 1.06788000e+00 7.50331937e+01 3.22541434e-02 1.23164707e-01 1.22192818e+00 1.92263501e-01 1.89245014e-04 -5.24905791e+00
3.31548144e+00 9.93935101e-01 6.43661153e+01 1.79503503e-02 1.03128996e-01 3.42421857e-01 5.84934908e-01 1.88931933e-04 -5.24843245e+00
