# logA n_s H0 omega_b omega_cdm m_ncdm tau_reio
2.22107943e+00 9.44995836e-01 6.75508507e+01 2.26623346e-02 9.89853487e-02 8.30645452e-01 6.60272758e-01
1.97320739e+00 1.13897405e+00 7.19151035e+01 2.68335784e-02 1.21556608e-01 2.86593711e-01 5.86863523e-01
2.60846841e+00 1.00363084e+00 6.11292593e+01 1.58551623e-02 7.61702109e-02 1.46695006e+00 2.19319209e-01
2.96203689e+00 1.18690361e+00 6.90100594e+01 2.67030238e-02 9.18464057e-02 1.74379778e+00 1.23248528e-01
3.79461511e+00 9.39318037e-01 6.35380308e+01 1.71870587e-02 9.95280695e-02 4.99685452e-01 2.42890129e-01
2.82169518e+00 1.14780993e+00 5.87304515e+01 1.11602224e-02 9.26723284e-02 5.14505857e-02 4.12536112e-01
2.93642230e+00 9.39345267e-01 7.45567061e+01 3.24274923e-02 1.10397048e-01 1.62865003e+00 2.79175996e-01
3.62704579e+00 1.13302853e+00 6.49987076e+01 1.83968958e-02 9.80831529e-02 1.03601557e+00 2.05094321e-01
3.72599656e+00 1.13751784e+00 7.31032768e+01 2.93802789e-02 1.14700302e-01 1.16932066e+00 5.66631459e-01
3.15594943e+00 1.00761534e+00 6.86969711e+01 2.59878466e-02 9.89037720e-02 1.96863261e+00 3.17028998e-01
3.73875607e+00 9.28248581e-01 7.28832839e+01 3.00119123e-02 1.13770068e-01 1.15202014e+00 5.82693865e-01
3.78926916e+00 1.07250534e+00 7.45618180e+01 3.20382173e-02 1.10324330e-01 1.32487629e+00 6.10048838e-01
2.21294703e+00 8.49833482e-01 6.79282505e+01 2.39229565e-02 9.45182305e-02 1.66782672e+00 1.22171956e-01
2.39471679e+00 9.13100000e-01 6.32347458e+01 1.86864323e-02 8.67783986e-02 1.64040376e+00 5.67590989e-01
3.47749739e+00 9.04299594e-01 6.90798928e+01 2.34738927e-02 1.09810737e-01 2.29881341e-01 1.40519576e-01
3.29902299e+00 1.03321961e+00 6.06177349e+01 1.32398807e-02 8.90709407e-02 3.34563638e-01 4.04362703e-01
3.76925739e+00 1.11762155e+00 7.50528395e+01 3.28092179e-02 1.15509990e-01 1.30364315e+00 4.82538987e-02
1.92499888e+00 8.67409652e-01 6.57391906e+01 2.13631756e-02 8.99006571e-02 1.49998916e+00 2.43586701e-01
1.63483869e+00 1.11002293e+00 6.13836191e+01 1.61761710e-02 7.53558322e-02 1.37725617e+00 5.82760003e-01
3.59464310e+00 1.02243279e+00 6.47093802e+01 2.03459179e-02 7.85335831e-02 1.99322484e+00 3.62709241e-01
2.21971663e+00 1.05436849e+00 6.92235833e+01 2.45667244e-02 1.01333673e-01 9.17524200e-01 1.42994168e-01
2.41144633e+00 8.74388799e-01 6.67776395e+01 2.20457943e-02 9.95696363e-02 1.91011077e+00 3.55817510e-01
3.66987568e+00 9.70764071e-01 5.61282589e+01 1.01402419e-02 6.78916230e-02 1.52339081e+00 1.74000558e-01
3.23450999e+00 9.07593496e-01 6.58019506e+01 2.24462451e-02 8.05255703e-02 1.80153249e+00 6.67563552e-01
2.66598804e+00 1.18759466e+00 7.45119863e+01 3.06359834e-02 1.28160669e-01 6.52360228e-01 3.29791623e-01
2.57856332e+00 1.17193362e+00 5.99886309e+01 1.23172021e-02 9.38872924e-02 4.40566588e-01 3.40996660e-01
2.02475378e+00 1.06057611e+00 6.52427021e+01 2.09377741e-02 8.83667924e-02 1.52850311e+00 6.39679975e-01
3.35776102e+00 9.97605699e-01 6.85008949e+01 2.46244966e-02 9.79703185e-02 1.39473927e+00 1.00894657e-02
3.35798424e+00 8.32084150e-01 7.14814514e+01 2.92826542e-02 9.29065181e-02 1.77691599e+00 1.17728736e-01
3.44141119e+00 8.78225499e-01 6.98258449e+01 2.50641453e-02 1.10434301e-01 1.05390948e+00 4.05930104e-01
3.66401223e+00 1.11377913e+00 6.86564005e+01 2.27358825e-02 1.12126294e-01 3.32921861e-01 5.18309548e-01
2.39294190e+00 1.05553201e+00 5.88211742e+01 1.23161140e-02 7.71545649e-02 6.99395098e-01 1.84672343e-01
3.61977246e+00 9.31347617e-01 6.98110977e+01 2.68194839e-02 1.04229725e-01 1.43942801e+00 6.45029406e-01
3.17575800e+00 1.19095312e+00 6.51295866e+01 1.79491340e-02 1.08502987e-01 9.19386601e-02 2.97239384e-01
2.21971663e+00 1.05436849e+00 6.92235833e+01 2.45667244e-02 1.01333673e-01 9.17524200e-01 1.42994168e-01
1.89895341e+00 8.40305959e-01 5.69678467e+01 1.00686569e-02 7.79728406e-02 8.26079465e-01 1.08201012e-01
3.54742785e+00 9.97456267e-01 7.26308552e+01 2.93677310e-02 1.12203292e-01 1.85122540e+00 7.29350380e-01
2.87729896e+00 1.11300500e+00 7.41719712e+01 3.05573897e-02 1.20563917e-01 5.93969516e-01 6.69955918e-01
3.90508560e+00 9.15962357e-01 7.10740211e+01 2.62519464e-02 1.22926367e-01 3.48744637e-01 9.94214543e-02
2.50939235e+00 1.08745694e+00 7.16388223e+01 2.59291832e-02 1.30499350e-01 1.54684797e-01 1.31090371e-01
1.97082786e+00 8.01544087e-01 6.71363169e+01 2.31605898e-02 9.75910691e-02 1.83397226e+00 3.47397717e-01
2.86631415e+00 1.14485866e+00 5.85530258e+01 1.20011369e-02 7.89498103e-02 8.59917013e-01 3.36137571e-01
2.95888804e+00 1.13460864e+00 7.56503321e+01 3.25365955e-02 1.27024109e-01 1.30236048e+00 6.30718257e-01
1.97040760e+00 8.14989105e-01 6.35326037e+01 1.89201155e-02 7.53110794e-02 1.99926235e+00 5.27090044e-01
1.63777821e+00 8.18209355e-01 6.93518349e+01 2.43712566e-02 1.09340249e-01 6.22984663e-01 5.93817961e-01
1.87967006e+00 1.14600935e+00 6.60289308e+01 2.06284329e-02 9.72887641e-02 1.02138386e+00 6.63690542e-02
2.56997861e+00 8.37646008e-01 7.51915010e+01 3.11755126e-02 1.40862777e-01 4.52091995e-02 1.79642635e-01
3.06548354e+00 1.07567551e+00 6.13814112e+01 1.38083827e-02 9.68483449e-02 5.61467582e-02 3.44625045e-02
2.98636980e+00 9.85450110e-01 7.08759180e+01 2.61083869e-02 1.21752978e-01 3.41880772e-01 1.95258854e-02
2.10390035e+00 8.18458956e-01 5.97398352e+01 1.36405379e-02 8.28353017e-02 9.93882260e-01 2.32537787e-01
2.12920063e+00 1.18934461e+00 6.33788978e+01 1.67266429e-02 9.88229706e-02 4.19209760e-01 1.33368167e-01
2.56120683e+00 9.80849845e-01 7.20351310e+01 2.81270088e-02 1.20461266e-01 5.14637405e-01 4.43009785e-01
3.21026554e+00 1.09932431e+00 7.12116970e+01 2.87100810e-02 1.06925684e-01 1.14607214e+00 4.65539938e-01
2.04153833e+00 1.16562242e+00 7.28388921e+01 2.92044210e-02 1.21572844e-01 8.26710605e-01 4.94962764e-01
3.84194123e+00 9.86435656e-01 7.06742631e+01 2.76801739e-02 9.68029349e-02 1.47126319e+00 1.16719408e-02
1.75982120e+00 8.69515326e-01 6.11377033e+01 1.48093450e-02 8.13444461e-02 1.76040827e+00 1.21577879e-02
3.36159551e+00 1.08877530e+00 6.83716053e+01 2.29814587e-02 1.13371783e-01 2.91895932e-01 2.35752048e-01
2.21531273e+00 9.87996976e-01 7.17980316e+01 2.74086519e-02 1.13847991e-01 8.33779176e-01 3.60393800e-01
3.74956641e+00 1.07922674e+00 7.47560974e+01 3.23681071e-02 1.22308830e-01 1.07362248e+00 7.66718176e-01
3.30895186e+00 1.19086978e+00 6.18277356e+01 1.66579138e-02 8.02986452e-02 1.92540229e+00 5.29307630e-01
3.21026554e+00 1.09932431e+00 7.12116970e+01 2.87100810e-02 1.06925684e-01 1.14607214e+00 4.65539938e-01
3.76473133e+00 1.03848018e+00 7.27551669e+01 2.89607284e-02 1.19032006e-01 5.41645314e-01 4.17382854e-01
3.30468289e+00 1.03257369e+00 6.37616939e+01 1.71181319e-02 9.92030586e-02 3.34366835e-01 3.78557730e-02
2.06584216e+00 1.08599049e+00 7.46354371e+01 3.05985003e-02 1.38920938e-01 4.32203485e-01 4.92733951e-01
2.95313722e+00 8.14689682e-01 6.96955313e+01 2.68811486e-02 9.96219264e-02 1.46209762e+00 7.63382861e-01
3.72381649e+00 8.24247753e-01 6.40427289e+01 1.90767339e-02 8.30446442e-02 1.73845223e+00 1.92208975e-01
3.24106225e+00 9.22432252e-01 6.29378250e+01 1.82665252e-02 8.20238296e-02 1.85514806e+00 2.38426230e-01
3.83128084e+00 1.06435854e+00 7.40859847e+01 3.05715378e-02 1.18793071e-01 3.67795381e-02 7.00212161e-01
2.47665398e+00 1.12869824e+00 6.96525876e+01 2.54250301e-02 1.03808650e-01 1.55300443e+00 3.78498403e-02
1.97732820e+00 9.57308740e-01 7.55842669e+01 3.14264685e-02 1.36226927e-01 2.31003926e-01 5.62439799e-01
2.34141282e+00 1.12047324e+00 6.98595602e+01 2.61508941e-02 1.05547502e-01 1.09550368e+00 4.51547859e-01
1.77368336e+00 8.25600654e-01 7.28145738e+01 2.91776041e-02 1.24188880e-01 9.29752729e-01 5.80725336e-01
2.87805763e+00 9.60678084e-01 5.98053888e+01 1.38466882e-02 8.37796284e-02 7.46235955e-01 4.85264241e-01
3.53535313e+00 1.00432919e+00 7.13638995e+01 2.60689228e-02 1.22845121e-01 1.85483604e-02 2.12063440e-01
3.65237306e+00 1.06414562e+00 5.96943866e+01 1.39326620e-02 7.22222970e-02 1.79598763e+00 4.12982416e-01
2.16011872e+00 1.09770606e+00 7.16908276e+01 2.66235069e-02 1.23896751e-01 3.17132441e-01 1.92348091e-01
2.04836420e+00 8.75182981e-01 7.21505947e+01 2.94526658e-02 1.05359377e-01 1.83224467e+00 7.98657927e-01
2.97835913e+00 1.11951825e+00 6.96565008e+01 2.52610038e-02 1.13853851e-01 8.96798787e-01 5.38831646e-01
3.55227675e+00 1.00672163e+00 7.15908693e+01 2.86907745e-02 1.04716963e-01 6.16210863e-01 4.06173586e-01
1.65822159e+00 1.02212434e+00 7.03031857e+01 2.58963036e-02 1.09834056e-01 9.76998761e-01 4.39905639e-01
2.45480699e+00 9.63626513e-01 6.20508506e+01 1.45909676e-02 9.60148294e-02 1.13608965e-01 1.94390474e-01
3.66493182e+00 9.59341118e-01 6.64615560e+01 2.16049805e-02 1.03151837e-01 1.45583306e+00 2.79843866e-01
2.26906618e+00 1.01211062e+00 7.13080991e+01 2.92855356e-02 9.88187778e-02 1.80381256e+00 2.28527767e-02
2.07230881e+00 8.53589936e-01 7.12597001e+01 2.88550845e-02 1.06109933e-01 1.30251799e+00 6.19215019e-01
2.04963476e+00 1.15352831e+00 7.10127923e+01 2.57539761e-02 1.24787825e-01 2.40557645e-01 3.00832981e-01
3.52013806e+00 8.49110879e-01 6.66918896e+01 2.20279505e-02 9.28063215e-02 1.40330890e+00 6.92392330e-01
1.92162849e+00 1.02378659e+00 7.08327570e+01 2.78642101e-02 1.09916210e-01 1.69080550e+00 3.27217035e-01
2.68429624e+00 8.42482319e-01 6.04555080e+01 1.27715689e-02 9.39516825e-02 4.70147183e-02 3.80340395e-01
2.95561322e+00 9.62498901e-01 6.61522941e+01 2.17551506e-02 8.77993866e-02 1.74654836e+00 1.90021507e-01
1.82587296e+00 1.17864728e+00 6.71312087e+01 2.20875209e-02 1.05044456e-01 7.50403542e-01 4.12765005e-02
2.56532857e+00 1.11926492e+00 7.54500434e+01 3.12360654e-02 1.36700189e-01 2.76147466e-02 5.48622570e-01
2.36981040e+00 9.31159023e-01 6.85215353e+01 2.52181830e-02 9.85042116e-02 1.40430093e+00 4.69150664e-01
2.36778575e+00 1.02190589e+00 7.11774390e+01 2.57274748e-02 1.22391896e-01 9.61615965e-02 6.00378617e-01
2.97835913e+00 1.11951825e+00 6.96565008e+01 2.52610038e-02 1.13853851e-01 8.96798787e-01 5.38831646e-01
2.20755386e+00 8.75865149e-01 7.21876744e+01 2.92034298e-02 1.08786886e-01 1.56780941e+00 3.63392469e-01
1.68344930e+00 8.12011153e-01 5.93267960e+01 1.38105796e-02 7.71930530e-02 1.29672806e+00 4.92179266e-01
3.24106225e+00 9.22432252e-01 6.29378250e+01 1.82665252e-02 8.20238296e-02 1.85514806e+00 2.38426230e-01
1.84866855e+00 1.05868426e+00 6.17542082e+01 1.52290007e-02 9.06678156e-02 5.78970981e-01 1.03905432e-01
3.87318328e+00 1.13918576e+00 6.87564176e+01 2.32027152e-02 1.14870511e-01 4.24044612e-01 5.37299343e-01
3.61037622e+00 1.09709524e+00 6.46370912e+01 1.99256237e-02 8.80301258e-02 1.65514983e+00 6.60980676e-01
3.24106225e+00 9.22432252e-01 6.29378250e+01 1.82665252e-02 8.20238296e-02 1.85514806e+00 2.38426230e-01
2.20667124e+00 8.65008728e-01 6.86818616e+01 2.38011424e-02 1.13012906e-01 1.37380815e+00 2.91487952e-01
2.13821823e+00 9.24536600e-01 6.78463577e+01 2.37782472e-02 9.67773205e-02 1.10317253e+00 3.13352293e-01
3.88080406e+00 8.95900384e-01 7.63160298e+01 3.25239711e-02 1.43495874e-01 2.64730158e-01 6.16771020e-01
3.67989239e+00 8.54758386e-01 5.99015271e+01 1.35833130e-02 7.15201874e-02 1.82177529e+00 1.21750551e-01
3.52199922e+00 1.04087803e+00 5.96249821e+01 1.34636165e-02 7.96697788e-02 1.13362822e+00 2.36856124e-01
2.29085285e+00 9.81196912e-01 6.00623222e+01 1.30439287e-02 7.65299301e-02 8.30278109e-01 6.41398707e-02
1.70039585e+00 8.04413536e-01 6.41957240e+01 1.86367538e-02 9.39911464e-02 5.36770788e-01 3.83877070e-01
1.99842420e+00 9.41470099e-01 6.89968701e+01 2.41491543e-02 1.08676094e-01 1.02501422e+00 1.38931308e-01
2.70952759e+00 8.88240971e-01 7.39428010e+01 3.05430474e-02 1.26640478e-01 6.05377778e-01 4.52810865e-01
2.46432687e+00 8.02563629e-01 5.94983230e+01 1.25586008e-02 8.15627153e-02 9.52366755e-01 5.32079886e-02
2.82097931e+00 8.00250475e-01 6.14326398e+01 1.50254759e-02 9.15054356e-02 6.40047922e-01 1.24224942e-01
3.87318328e+00 1.13918576e+00 6.87564176e+01 2.32027152e-02 1.14870511e-01 4.24044612e-01 5.37299343e-01
3.69712116e+00 1.19951029e+00 7.39304662e+01 2.82803069e-02 1.43504182e-01 2.26081664e-01 7.95981377e-01
3.44741893e+00 1.06227594e+00 7.03638397e+01 2.49540505e-02 1.22883859e-01 2.93685916e-01 7.09010821e-02
3.23305860e+00 1.02324198e+00 7.38365950e+01 3.04262395e-02 1.19214259e-01 3.32147860e-01 2.98096477e-01
3.00707697e+00 8.07598372e-01 6.40344988e+01 1.89457064e-02 8.89875583e-02 1.16134250e+00 5.73991358e-01
2.68070871e+00 1.07255262e+00 6.74251050e+01 2.23418515e-02 1.02778244e-01 9.83631747e-01 3.31139094e-01
3.36630645e+00 1.03425415e+00 6.99648116e+01 2.64856748e-02 9.47363400e-02 1.72821461e+00 1.57084030e-01
3.59861876e+00 1.13990719e+00 6.96359491e+01 2.59725207e-02 1.01749744e-01 1.36486347e+00 4.54455571e-01
2.88356301e+00 1.09939526e+00 7.09673372e+01 2.58725180e-02 1.25745241e-01 5.60936125e-01 1.99493938e-01
1.96916201e+00 8.87137180e-01 7.14691474e+01 2.67696409e-02 1.19905406e-01 3.06252884e-01 5.77241204e-01
3.72782585e+00 1.12156393e+00 5.91331439e+01 1.24174609e-02 8.27038814e-02 8.89466241e-01 2.05778427e-01
1.87090307e+00 1.12305659e+00 7.11068873e+01 2.79425420e-02 1.02497411e-01 1.75020141e+00 2.44475769e-01
2.52069809e+00 1.03034693e+00 7.11675580e+01 2.73871964e-02 1.07686296e-01 1.96433802e+00 4.66566365e-01
2.49159051e+00 8.97311409e-01 5.53696427e+01 8.80675890e-03 6.78610548e-02 1.28365051e+00 3.50566965e-01
2.15842310e+00 1.18495146e+00 6.84372823e+01 2.42484515e-02 9.46001774e-02 1.80689407e+00 3.15412121e-01
3.32686649e+00 1.15746731e+00 5.51050216e+01 9.36632139e-03 6.25737378e-02 1.47495439e+00 3.69931892e-01
3.03252896e+00 1.16740081e+00 6.32285639e+01 1.64551226e-02 9.36663774e-02 8.14426503e-01 1.62357603e-01
1.83833435e+00 9.56506201e-01 7.47685342e+01 3.00525055e-02 1.42305568e-01 2.00750162e-01 1.84134836e-01
2.95888804e+00 1.13460864e+00 7.56503321e+01 3.25365955e-02 1.27024109e-01 1.30236048e+00 6.30718257e-01
3.35014924e+00 1.04046485e+00 7.50212579e+01 3.24263461e-02 1.17765133e-01 1.29870450e+00 4.26846535e-01
2.82624790e+00 8.44368929e-01 7.33967570e+01 3.10641047e-02 1.04819716e-01 1.36769680e+00 4.84309390e-01
3.73037042e+00 8.97781497e-01 7.24551147e+01 3.02706782e-02 1.06453017e-01 1.82890603e+00 5.76172598e-01
1.80004793e+00 1.19489662e+00 6.68004699e+01 2.25457269e-02 9.38108824e-02 1.79828589e+00 6.88935069e-01
2.16455135e+00 9.77861713e-01 6.54101663e+01 2.00220689e-02 9.91788289e-02 9.29768580e-01 5.34566728e-01
2.03285996e+00 1.04733757e+00 7.08337528e+01 2.70974205e-02 1.06326829e-01 1.21913671e+00 6.48703653e-01
3.24274193e+00 1.17183313e+00 7.41058179e+01 3.19822332e-02 1.17308962e-01 1.92965471e+00 8.36957194e-02
2.74386253e+00 8.96506754e-01 7.32286643e+01 3.00988680e-02 1.21162460e-01 6.85339663e-01 7.29752621e-01
1.63655781e+00 1.01866390e+00 7.18795883e+01 2.63429472e-02 1.30539748e-01 1.58097861e-02 5.54938090e-01
3.27124059e+00 9.89984615e-01 7.15200624e+01 2.82144364e-02 1.11855335e-01 1.86448085e+00 3.38045757e-01
2.08950133e+00 1.01401580e+00 7.15744141e+01 2.67935152e-02 1.13098064e-01 6.90059521e-01 4.91542913e-02
1.86122862e+00 1.15378305e+00 6.08678652e+01 1.51011718e-02 7.75785173e-02 1.33139230e+00 2.75947077e-01
2.25457557e+00 9.30187343e-01 6.17770713e+01 1.60807769e-02 8.50188025e-02 9.01779926e-01 3.62358454e-01
1.90242467e+00 9.16186890e-01 6.30959263e+01 1.75684006e-02 9.08090659e-02 6.21455856e-01 4.83086080e-01
2.95561322e+00 9.62498901e-01 6.61522941e+01 2.17551506e-02 8.77993866e-02 1.74654836e+00 1.90021507e-01
3.62552949e+00 8.89800647e-01 7.29269655e+01 3.04870269e-02 1.23433124e-01 1.35804292e+00 4.68734447e-01
2.86656051e+00 8.70838752e-01 5.63598558e+01 9.75431568e-03 6.55922104e-02 1.14343015e+00 8.12527308e-02
3.01153966e+00 8.95507770e-01 6.27244124e+01 1.62356768e-02 9.79847094e-02 3.72143560e-01 5.66652361e-01
2.12732168e+00 1.01761478e+00 6.14840069e+01 1.55460891e-02 7.11096419e-02 1.52825456e+00 2.50079774e-01
3.87822567e+00 8.45656601e-01 6.79718219e+01 2.17699569e-02 1.16537480e-01 2.53221165e-01 1.66656993e-01
3.31156017e+00 1.02976276e+00 7.53972974e+01 3.18158161e-02 1.29787103e-01 2.82924455e-01 6.33231460e-01
1.64368932e+00 1.14689194e+00 7.43021377e+01 3.26504380e-02 1.06445467e-01 1.96779163e+00 4.45015518e-01
2.30066896e+00 1.13397096e+00 6.00976738e+01 1.25938295e-02 9.71384860e-02 5.72684523e-02 2.14925917e-01
3.50928017e+00 9.96091839e-01 6.66989865e+01 2.22844482e-02 9.96235774e-02 9.99496611e-01 1.27259912e-01
2.56997861e+00 8.37646008e-01 7.51915010e+01 3.11755126e-02 1.40862777e-01 4.52091995e-02 1.79642635e-01
2.84751760e+00 8.15888062e-01 6.55091612e+01 2.03057548e-02 9.59298806e-02 7.53602265e-01 5.41828985e-01
2.09734932e+00 8.02100498e-01 6.86204704e+01 2.25787848e-02 1.11557107e-01 1.18003347e-01 5.81889286e-01
1.87967006e+00 1.14600935e+00 6.60289308e+01 2.06284329e-02 9.72887641e-02 1.02138386e+00 6.63690542e-02
3.36696779e+00 1.19567923e+00 5.67566626e+01 1.02322952e-02 7.23733484e-02 1.41035371e+00 7.68330487e-02
2.76818271e+00 8.61340516e-01 6.52876445e+01 2.03122316e-02 8.73609768e-02 1.85392200e+00 3.89882188e-01
3.36854696e+00 9.90827975e-01 7.08070635e+01 2.72141453e-02 1.12971187e-01 1.71440972e+00 3.37343924e-01
2.21971663e+00 1.05436849e+00 6.92235833e+01 2.45667244e-02 1.01333673e-01 9.17524200e-01 1.42994168e-01
3.30754446e+00 1.12876557e+00 5.50589228e+01 8.14465060e-03 6.67949747e-02 1.19465377e+00 1.29039576e-01
1.68304052e+00 8.82497985e-01 7.40823626e+01 3.02204589e-02 1.22138652e-01 1.34511797e+00 1.67801403e-01
3.03794994e+00 1.11696354e+00 5.50562082e+01 8.85169772e-03 6.27205344e-02 1.67922029e+00 1.71513360e-01
2.63666390e+00 8.40840634e-01 6.48993185e+01 1.73432119e-02 1.11258350e-01 7.07263046e-02 4.28401849e-01
2.96852797e+00 9.93246729e-01 6.64148216e+01 1.99278615e-02 1.04167905e-01 3.48086582e-01 5.50004284e-01
3.03717219e+00 9.56139374e-01 7.48219707e+01 3.22401508e-02 1.23353307e-01 9.14081095e-01 8.07579428e-02
2.70698239e+00 1.05277794e+00 7.19376224e+01 2.76795728e-02 1.12900893e-01 1.75038172e+00 4.69068981e-01
2.68429624e+00 8.42482319e-01 6.04555080e+01 1.27715689e-02 9.39516825e-02 4.70147183e-02 3.80340395e-01
3.38363485e+00 1.03490173e+00 6.75279552e+01 2.27196874e-02 1.05905362e-01 6.76661086e-01 6.05134735e-02
2.36882181e+00 1.13949847e+00 7.32499378e+01 2.81066600e-02 1.30181184e-01 3.78251916e-02 4.18852453e-01
3.72262309e+00 1.05968468e+00 6.44502007e+01 1.95275816e-02 9.26728204e-02 1.35924744e+00 2.40085246e-01
2.61382139e+00 1.06921834e+00 6.70054477e+01 2.01758234e-02 1.17530564e-01 4.53374729e-03 2.21370854e-01
3.30895186e+00 1.19086978e+00 6.18277356e+01 1.66579138e-02 8.02986452e-02 1.92540229e+00 5.29307630e-01
2.18135419e+00 8.40987320e-01 7.80327059e+01 3.24183356e-02 1.49529422e-01 1.06017590e-01 3.58576429e-02
1.81307796e+00 8.08642958e-01 6.83850772e+01 2.43392225e-02 9.65520528e-02 1.90374823e+00 7.74226055e-01
3.50148608e+00 1.17588687e+00 6.60382316e+01 2.17905435e-02 9.39545505e-02 1.52339292e+00 5.13867546e-01
3.12995463e+00 1.08574991e+00 7.22056635e+01 2.97116074e-02 1.15015995e-01 1.41546440e+00 1.60750859e-01
2.64389272e+00 8.35838213e-01 6.43771292e+01 1.87846660e-02 9.83537921e-02 8.89232168e-01 1.37783947e-01
1.62385191e+00 1.16064076e+00 7.46578122e+01 3.08123293e-02 1.33100774e-01 5.71206092e-01 6.42923852e-01
1.70030883e+00 9.59050218e-01 5.85899006e+01 1.27186440e-02 7.58953365e-02 1.48682007e+00 1.59628422e-01
1.61545295e+00 1.10326197e+00 6.49832590e+01 1.92219352e-02 9.77334965e-02 7.75791824e-01 5.81952119e-01
2.08307348e+00 8.53527025e-01 7.13954071e+01 2.80488744e-02 1.06893650e-01 1.30496391e+00 6.15604945e-01
3.17483954e+00 8.06432960e-01 7.30976114e+01 3.00922041e-02 1.18041921e-01 1.24492438e+00 4.63541074e-02
2.56589321e+00 9.52328744e-01 6.84758153e+01 2.45546934e-02 1.08543547e-01 1.30085767e+00 1.74295891e-02
3.59607087e+00 1.18453918e+00 6.05923162e+01 1.46208369e-02 8.56727213e-02 1.24985818e+00 5.64506679e-02
2.52440259e+00 8.03685593e-01 6.46233746e+01 1.82556682e-02 1.00009747e-01 5.17524797e-01 3.78126715e-01
2.50939235e+00 1.08745694e+00 7.16388223e+01 2.59291832e-02 1.30499350e-01 1.54684797e-01 1.31090371e-01
2.15498973e+00 1.06229233e+00 6.35762403e+01 1.80954753e-02 9.52466117e-02 6.58332845e-01 3.72534498e-01
2.38680263e+00 1.03582229e+00 7.14974558e+01 2.90748248e-02 1.07208252e-01 1.35866310e+00 4.17823858e-01
2.59756943e+00 1.07178214e+00 7.25903085e+01 2.76226026e-02 1.21605534e-01 3.91103619e-02 4.01068753e-01
3.06003582e+00 1.06920194e+00 6.37406732e+01 1.88315972e-02 8.39218325e-02 1.61574593e+00 2.13290559e-02
3.46431558e+00 9.11406658e-01 7.28132542e+01 2.79469414e-02 1.24491603e-01 3.98765253e-01 3.21277697e-01
2.07889451e+00 8.68434859e-01 7.39813478e+01 3.04908253e-02 1.18783271e-01 6.90931495e-01 6.06063042e-01
3.58058646e+00 1.16590675e+00 6.18658704e+01 1.63156779e-02 8.26010566e-02 1.38580451e+00 9.51688097e-02
3.88890123e+00 9.18200881e-01 7.03005421e+01 2.49309199e-02 1.20005224e-01 3.86246281e-01 6.67855745e-01
3.59076132e+00 9.89722017e-01 7.28386038e+01 2.80607217e-02 1.31331120e-01 2.48492851e-01 1.67692766e-02
3.67705457e+00 1.09584380e+00 6.56747884e+01 2.05386649e-02 9.65110852e-02 9.66937144e-01 7.10431332e-02
1.92533387e+00 1.00415951e+00 6.63781982e+01 2.22684619e-02 8.53022499e-02 1.97486667e+00 1.06197347e-01
2.78013742e+00 8.76276123e-01 6.94839979e+01 2.54172491e-02 1.04102342e-01 8.57388696e-01 2.97703912e-01
3.52420399e+00 1.10436552e+00 7.26885701e+01 2.75873502e-02 1.24342645e-01 2.81511597e-01 4.12010933e-02
3.41636726e+00 1.14803761e+00 7.12157183e+01 2.63132242e-02 1.14451684e-01 7.64671313e-02 7.46308566e-01
2.12587500e+00 1.09250511e+00 6.22643070e+01 1.74016213e-02 7.92118791e-02 1.53358498e+00 4.83442790e-01
3.40571483e+00 1.11415230e+00 7.28338804e+01 3.04518181e-02 1.04795986e-01 1.73320664e+00 5.97025621e-01
3.87884207e+00 1.10550103e+00 6.42981013e+01 1.96144497e-02 8.33355968e-02 1.35799676e+00 7.66993991e-02
2.28891188e+00 1.19481303e+00 6.72830045e+01 2.27405439e-02 1.00469387e-01 1.44886798e+00 5.93456282e-01
3.18464026e+00 1.08523833e+00 7.07160066e+01 2.69181482e-02 1.09110137e-01 1.38085837e+00 3.40689502e-01
3.17174862e+00 1.13956973e+00 7.42390847e+01 3.13208229e-02 1.20449289e-01 9.81636636e-01 3.89289422e-01
2.93157531e+00 1.15424350e+00 6.94329653e+01 2.59032037e-02 1.08618428e-01 1.05277512e+00 7.90246930e-01
2.20272290e+00 9.36075074e-01 6.87318523e+01 2.46315297e-02 1.06424188e-01 1.22492627e+00 5.44968679e-01
1.61508883e+00 9.33372680e-01 5.46265274e+01 7.65710062e-03 7.21931735e-02 7.10763438e-01 1.34693415e-01
3.75219707e+00 1.05116997e+00 6.86688259e+01 2.32075246e-02 1.11392933e-01 3.58768158e-01 3.82670813e-01
1.78571546e+00 1.19485447e+00 7.53920627e+01 3.21698747e-02 1.34464221e-01 7.98747560e-01 1.41369007e-01
1.97320739e+00 1.13897405e+00 7.19151035e+01 2.68335784e-02 1.21556608e-01 2.86593711e-01 5.86863523e-01
1.87772659e+00 1.15436457e+00 6.83115744e+01 2.32542845e-02 1.05347800e-01 4.95690574e-01 3.86550416e-01
2.95646381e+00 8.83554703e-01 6.26113949e+01 1.73405215e-02 8.37541680e-02 1.58087041e+00 5.97503092e-01
2.43835945e+00 1.10918392e+00 7.54137722e+01 3.15855631e-02 1.35757194e-01 5.88643113e-01 5.32726478e-01
3.09819243e+00 1.17750648e+00 6.88566649e+01 2.48681555e-02 9.09697920e-02 1.46069556e+00 4.35215559e-01
3.63270149e+00 1.01598010e+00 6.65836498e+01 2.18329673e-02 9.47962082e-02 1.49533232e+00 1.30210494e-01
