"logA_mean","logA_stdev","logA_median","logA_errlo","logA_errup","n_s_mean","n_s_stdev","n_s_median","n_s_errlo","n_s_errup","H0_mean","H0_stdev","H0_median","H0_errlo","H0_errup","omega_b_mean","omega_b_stdev","omega_b_median","omega_b_errlo","omega_b_errup","omega_cdm_mean","omega_cdm_stdev","omega_cdm_median","omega_cdm_errlo","omega_cdm_errup","m_ncdm_mean","m_ncdm_stdev","m_ncdm_median","m_ncdm_errlo","m_ncdm_errup","tau_reio_mean","tau_reio_stdev","tau_reio_median","tau_reio_errlo","tau_reio_errup"
2.997403461061066032e+00,1.132294013098549129e-01,2.997583679702891413e+00,2.866265876507693378e+00,3.129922351648304790e+00,9.496094633757248271e-01,2.890033010397819596e-02,9.495103436620248027e-01,9.153214858731828496e-01,9.842717604605751847e-01,6.861329830628103821e+01,4.220245500039619402e-01,6.861626464208733012e+01,6.819869234575504890e+01,6.903880030369684562e+01,2.230698756407705277e-02,1.739878738672584078e-04,2.230917554848120890e-02,2.210005345147557365e-02,2.251036040678939393e-02,1.176170497821482502e-01,4.238149381344797836e-03,1.172623098323558044e-01,1.130158317442443994e-01,1.220927293257455110e-01,5.083679171901737959e-02,2.889197329671200007e-02,5.119088203613528232e-02,1.670261010992384401e-02,8.459734001743135501e-02,3.521803447033841072e-01,2.044441497377790795e-01,3.475586147379423618e-01,1.097987294924996637e-01,5.987984171632796393e-01
