logA n_s H0 omega_b omega_cdm m_ncdm w0_fld wa_fld tau_reio
3.017628194105605122e+00 9.962192726330624248e-01 7.178777962525470002e+01 2.202742268971911652e-02 1.131487886515691044e-01 3.238270692932506550e-02 -9.881373872500782696e-01 6.205767099940930898e-01 2.065356269113353960e-02
2.861286834843695281e+00 9.433550202524443318e-01 7.198027459387586191e+01 2.249152846164950703e-02 1.115165573074280991e-01 7.886252210924143968e-02 -9.475734993095645819e-01 4.830139361496148531e-01 5.536822905914969006e-02
2.852444764225410712e+00 9.715462982015936610e-01 7.311675053929447188e+01 2.227926612124728548e-02 1.153325033396152000e-01 6.245274898294394389e-02 -9.601205538004138340e-01 4.637453426077779994e-01 1.111545056324150446e-02
3.068504000113824848e+00 9.319491128626603560e-01 7.296341559196420690e+01 2.237163501168668023e-02 1.247051434142145282e-01 1.770024077697637810e-02 -9.174152107087942820e-01 2.407066857488029399e-01 2.259162959765515649e-02
3.125585040705460838e+00 9.568444126039016284e-01 7.224819039542896348e+01 2.243515473742816249e-02 1.123881659222238927e-01 2.069712903203587903e-02 -9.120336969604767585e-01 4.138361276301356639e-01 6.842114159084299041e-02
2.970627112713879914e+00 9.747292254346577867e-01 7.156156112969492256e+01 2.217347004634038360e-02 1.118313328120301570e-01 1.575799076141770746e-03 -1.001347737935244009e+00 7.668207856222717389e-01 5.885266727750840254e-02
2.832868435906958471e+00 9.794854908484418310e-01 7.243539823746964146e+01 2.221817393323242615e-02 1.281479626587930520e-01 3.330328558149904528e-02 -8.311506824129724080e-01 -3.988689753029017737e-03 2.770327300392648462e-02
3.062842013890624493e+00 9.642099635983114592e-01 7.450997032261044239e+01 2.221078779618224433e-02 1.233819995774147887e-01 1.438941866110903314e-02 -1.071263649564764275e+00 6.761168231058971578e-01 1.354313540698084267e-02
2.902910216455250492e+00 9.931694073011985147e-01 7.298635349823557306e+01 2.254650986115152786e-02 1.254187418248751129e-01 7.476405381454377663e-02 -9.323945162971150058e-01 2.136080583767796526e-01 6.972825258204110033e-02
3.160504872943773691e+00 9.298390160449726549e-01 7.103456950902108247e+01 2.230384928525615609e-02 1.140010675009551916e-01 2.630780761416677896e-02 -8.295382102135968605e-01 8.712678943924911934e-02 6.248921898084751347e-02
2.992375012920388322e+00 9.254902039292141058e-01 7.101334802279492919e+01 2.207604478598975545e-02 1.127533314240242168e-01 9.481291692344405442e-02 -8.879612700564047945e-01 3.550859293094865698e-01 1.284230520762626518e-02
3.033207367908532959e+00 9.894174674089062371e-01 7.293196524337201936e+01 2.257372321819656191e-02 1.268362852969419086e-01 7.169865416447857021e-02 -9.000996064388211426e-01 1.154810627570070913e-01 6.353852631138774687e-02
3.111468206716428764e+00 9.216929812707085334e-01 7.601742113225539299e+01 2.216469776103247372e-02 1.279398090742824290e-01 9.202658277445943669e-02 -1.078568348279745681e+00 4.989167437170900499e-01 6.698729910251531583e-02
3.097783444267166786e+00 9.460593613472462193e-01 7.339114814743119553e+01 2.234515430312016340e-02 1.193272372607804277e-01 5.361793161981103645e-02 -1.022281547740563568e+00 6.131008034407425811e-01 1.823584628533630320e-02
2.859284913100265335e+00 9.382518627507159259e-01 7.346661283696596456e+01 2.206198240392405474e-02 1.209910870050236037e-01 7.184004115866864104e-02 -1.033588977347975835e+00 6.136287887026070642e-01 7.684841499240735452e-02
3.021843166080227405e+00 9.861165131690047270e-01 6.917765585644519888e+01 2.220841310915604508e-02 1.294162569247285233e-01 7.555327712146807373e-02 -5.181096546376988687e-01 -9.983295994601530943e-01 2.786649016624350578e-02
3.169216711299354117e+00 9.894122636681481620e-01 7.252861185050555548e+01 2.233486084342351310e-02 1.239781443136218908e-01 5.723162634109597857e-02 -9.463184288816473000e-01 4.336743094300232748e-01 4.427902949576569686e-02
2.863874904647891295e+00 9.822893068692257756e-01 7.664374009812627264e+01 2.236837932695602896e-02 1.269069161402336943e-01 5.098929181042301251e-02 -1.138577076416622758e+00 6.992013577410265412e-01 4.793578601155622926e-02
3.029197168320466371e+00 9.776957175018634594e-01 7.519719741481027597e+01 2.233083864822403564e-02 1.197175795027058121e-01 1.978823368289295281e-02 -1.136466676944148269e+00 9.304970746522802649e-01 2.013188900361263106e-02
3.129445350502015444e+00 9.995619400442721236e-01 7.458902703091210640e+01 2.231232153519170647e-02 1.245459255538004656e-01 7.320911786996980863e-03 -1.064213048079493351e+00 6.786256142824229620e-01 2.930367963649357227e-02
3.190293854812509711e+00 9.147074163343760222e-01 7.024337652897257556e+01 2.210719543306661344e-02 1.110485299520482944e-01 9.692741709822665086e-02 -8.749630022381367223e-01 3.450167597708118095e-01 7.897139940332423280e-02
3.039242029966317205e+00 9.500464918093720623e-01 7.446397494714597087e+01 2.200039484795494188e-02 1.267960809267397737e-01 3.802369448281101016e-02 -1.012177929492575013e+00 4.536036416673061566e-01 3.054608142195771453e-02
2.915559892827407129e+00 9.188786809727038651e-01 7.408239815137905282e+01 2.232083802275636880e-02 1.180397957743756221e-01 2.940979906138307953e-02 -9.985991564699077117e-01 4.577754992996103667e-01 1.577461071655909819e-02
3.070393872149927539e+00 9.922067304978328117e-01 7.720437230285133978e+01 2.255332187388391779e-02 1.163522415576948577e-01 5.917953360834957849e-02 -1.240014218375940169e+00 1.182539454969770532e+00 1.369983260473522056e-02
2.885159763229422580e+00 9.110062653782181608e-01 7.244718340117429989e+01 2.234317570727901298e-02 1.244837430769848707e-01 8.732400840871383518e-02 -8.843125883535798426e-01 2.194807515696153288e-01 4.684011092176496721e-02
2.942853679105770226e+00 9.611654324410664474e-01 7.047391927887619545e+01 2.246562745311362491e-02 1.226845608238855412e-01 2.375708921122440462e-02 -7.197352032300543545e-01 -2.187578310789644043e-01 7.144410300788320289e-02
