weight logl logA n_s H0 omega_b omega_cdm m_ncdm w0_fld wa_fld tau_reio
0.000000000000000000e+00 -inf 6.154835544280586879e-01 3.974143062441335417e-01 8.611418109619616290e-01 3.000135551915126264e-01 3.221674176768362097e-01 4.747793458983756709e-01 8.335954107516527767e-01 9.705313466000790035e-01 7.691372182333754415e-01
0.000000000000000000e+00 -inf 3.591549528134369007e-01 2.269872348209660551e-01 5.386973042965976788e-01 6.258849645400048622e-01 2.400317964542453275e-01 1.332472645081347329e-01 5.092530265232434461e-01 9.504734430100683085e-01 2.053266132859149495e-01
0.000000000000000000e+00 -inf 2.640903854136612550e-01 8.875982149087573436e-01 8.427836542616800042e-01 2.938358042786755053e-01 3.016175330966404111e-01 9.898343137493625932e-02 4.499357455656318727e-01 9.329847786458024261e-01 6.084170848473045012e-01
0.000000000000000000e+00 -inf 3.605029282527860701e-01 9.460492414499911407e-01 5.900657078946602851e-03 4.921677803092644465e-01 4.349664010490348343e-01 9.772729903056545098e-01 7.843801397335176118e-01 8.347473427901358489e-01 6.240740042082555394e-01
0.000000000000000000e+00 -inf 3.370632062126369677e-01 9.381204152761362103e-01 5.645832748563578418e-01 7.621767269510816289e-01 3.860552624091854179e-01 1.370931899220287908e-01 8.008255142499072221e-01 8.981168928525743445e-01 4.259854447051557580e-01
0.000000000000000000e+00 -inf 1.916285505122838906e-02 6.974498150405908925e-01 9.744325752500014870e-01 9.260992231160747323e-01 9.115390946346878520e-01 9.736026127067741731e-01 6.551427447808448878e-01 8.321348340995965431e-01 1.298526354448956699e-01
0.000000000000000000e+00 -inf 2.335866396747857676e-01 9.999804155517389992e-01 8.549715408774328784e-01 6.843390887461603400e-01 1.099016648097923543e-01 2.477725917768399677e-01 8.982593049308058575e-01 8.423482452477457638e-01 6.350924945188954895e-01
0.000000000000000000e+00 -inf 1.886187005523953797e-02 9.613754665463926097e-01 9.325538420891904545e-01 7.888051089238509173e-01 7.278646447225960436e-01 5.159434554731001654e-02 5.749601134314484829e-01 9.524954410345336520e-01 3.557160087977203622e-01
0.000000000000000000e+00 -inf 6.483972987824867529e-01 8.479825135032391659e-01 4.064036285118184377e-01 8.775231688207079106e-01 2.540948946761484306e-01 2.718845440656770807e-01 4.395598536137136358e-01 9.204625142663556137e-01 8.196373110770205361e-02
0.000000000000000000e+00 -inf 7.124301512990882657e-02 5.711813561797285388e-04 4.244491930764624499e-01 7.315765552403067362e-01 9.577778191106232075e-01 5.662598492286519125e-02 5.310736303761267596e-01 9.820661702760216105e-01 8.567044906624975420e-01
0.000000000000000000e+00 -inf 3.871822847819685887e-01 6.378405244580879208e-01 3.228736478829566936e-01 9.163979983199462831e-01 4.212361705910826482e-01 8.927135061895397072e-01 7.499535539848706245e-01 8.774618569619395680e-01 1.200585998221744832e-01
0.000000000000000000e+00 -inf 3.060760613031795474e-01 3.188748191820103273e-01 5.139621069307478418e-01 3.858347003715545398e-01 6.806662309521271936e-02 6.982381527917327357e-01 5.376289927395858648e-01 8.875416709273992177e-01 5.869213693668738907e-01
0.000000000000000000e+00 -inf 9.882276784300626504e-01 4.810725689722342713e-01 6.456914500220861663e-01 3.155716726333572808e-01 2.738564635710898365e-01 3.120798322073858877e-01 9.941565449359233142e-01 9.873687474540702169e-01 1.586344383217545007e-01
0.000000000000000000e+00 -inf 6.148886445852285165e-01 9.028989183077411607e-01 2.821577897049607486e-01 2.138710837722275215e-01 1.608705177152963683e-01 8.104090864397225369e-01 9.628226314677452713e-01 9.674201779066938789e-01 6.537697608376972225e-01
0.000000000000000000e+00 -inf 2.376306226312236980e-01 7.634585397044590938e-02 8.824932230993900450e-01 9.871599196283322719e-01 4.023427657885092490e-01 8.607117679129210330e-01 8.279790769913347726e-01 8.109770822419647418e-01 9.834393005231166773e-01
0.000000000000000000e+00 -inf 8.442242142702555130e-01 2.117606269133130992e-01 1.425403532944281570e-01 4.827951492979684067e-01 7.395989462567089667e-01 5.986920252110534690e-01 7.514148319787927743e-01 9.419307926331398351e-01 3.100799995359240224e-01
0.000000000000000000e+00 -inf 4.573418788668714985e-01 9.049500788224177361e-01 1.633316209473356651e-01 8.295949022142763418e-01 9.447408889638034823e-01 5.237135632554292819e-01 7.889957883775874370e-01 8.885967039398476874e-01 9.936457042189175137e-01
0.000000000000000000e+00 -inf 1.774307609545782149e-01 7.503881800291559712e-01 8.406239157542949592e-01 2.616996519185166292e-01 9.358127860622867944e-01 8.442237929390776774e-01 6.681414728034864581e-01 9.579272757679139216e-01 1.188072796655098573e-01
0.000000000000000000e+00 -inf 6.967035639356226051e-01 3.081788928131732330e-01 2.566054140466900169e-01 4.525761291226778615e-01 9.940150274147440124e-01 3.252557201971368883e-01 9.850466537267800193e-01 9.660683603903013061e-01 2.721987003540121686e-01
0.000000000000000000e+00 -inf 2.215209761724391546e-01 3.707584975414516260e-01 5.759629167398010452e-01 8.061832151016706804e-01 6.803047674079417684e-01 8.646738311934103471e-01 8.156487207092393277e-01 7.582936257441086347e-01 6.242342456516262184e-01
0.000000000000000000e+00 -inf 9.024253906962472760e-01 1.175287663078716793e-02 6.950569082662594322e-02 3.243311776890769327e-01 5.814034664326590551e-01 8.243240599550205605e-01 7.825360190759946821e-01 9.073304951603834434e-01 6.921203037053612617e-01
0.000000000000000000e+00 -inf 2.930592112791385873e-02 6.126594431980972866e-01 2.286597210299667893e-01 3.415714116405511591e-01 4.320017197215108018e-01 8.742997505188609964e-01 8.500456496264671147e-01 8.266570928327282575e-01 2.936176644187316054e-02
0.000000000000000000e+00 -inf 3.671443499548054934e-02 5.277208086118380104e-01 8.727943299227890472e-01 6.063589820045944823e-02 9.708968275478719878e-01 5.929361747262787974e-01 9.663058380301766670e-01 7.530815888589785789e-01 8.304316528377576612e-01
0.000000000000000000e+00 -inf 2.306237534245461074e-01 7.691801025272705372e-01 6.554549434423171395e-01 4.879600229025625735e-01 6.005460498537615877e-01 2.213424908861971740e-01 6.794899473987020544e-01 9.703673421860543602e-01 4.735781479941391092e-01
0.000000000000000000e+00 -inf 9.073115901290170759e-01 9.403239370709974843e-01 4.582362981049525885e-02 9.431538677619483169e-01 9.670843156002877361e-01 4.192917036241377016e-01 8.274577269590780437e-01 9.876473346665763930e-01 4.783877210177274186e-01
0.000000000000000000e+00 -inf 9.771865194609929972e-04 7.055179698255102938e-01 8.664017608804457371e-01 8.682206964663763404e-02 2.028377269983006048e-01 3.187698143205044410e-01 5.951413430498435631e-01 8.470127456184952663e-01 1.271201521920910515e-01
0.000000000000000000e+00 -inf 7.896268764732983225e-02 9.882889652594620822e-01 5.585336601647069577e-01 9.637251363819970829e-01 6.100955938531742451e-01 1.779850052347767830e-01 8.530306607035011979e-01 9.193730139853591998e-01 1.902427699922373261e-01
0.000000000000000000e+00 -inf 5.511075749854366101e-01 4.116658672371398264e-01 5.275225090780913950e-01 8.427676392948231232e-01 1.626002011294376270e-01 5.766701812342384104e-01 9.258324571501808098e-01 7.939647936187189670e-01 1.376665985728628971e-01
0.000000000000000000e+00 -inf 4.357988411834435860e-01 3.843957818054890563e-01 4.053875655260088529e-01 1.816683659661876282e-01 7.070853569990250831e-01 9.086517910521132446e-01 5.041122535926512160e-01 9.612619981105644529e-01 4.189481872535465445e-01
0.000000000000000000e+00 -inf 3.237704528075420196e-01 3.621339379004224757e-01 3.478857741373811985e-01 7.191250896517309421e-02 3.674637059968858255e-01 6.587885793455128258e-02 8.702870712273099718e-01 8.436040480955254717e-01 8.578389144287167367e-01
0.000000000000000000e+00 -inf 5.020902694538467159e-01 6.053722895313865537e-01 8.352487808256365831e-01 1.004538660518310422e-01 8.200293493069099604e-01 8.674363371518427623e-01 7.353827208703098695e-01 8.080876050159931934e-01 5.306282190212339156e-01
0.000000000000000000e+00 -inf 3.013276934642905580e-01 5.551861750663876771e-01 5.290786010396475447e-01 3.169055961489548601e-01 4.142794028905306680e-01 8.783835459486816211e-01 5.426947296769060181e-01 9.164445151493141317e-01 5.385501550961229178e-01
0.000000000000000000e+00 -inf 5.799833268196478153e-01 6.577294419318757690e-04 4.782228168611889485e-01 1.461551635815605543e-01 5.094808340402937619e-01 1.959362606658355821e-01 9.733899796486307210e-01 7.069906441362949767e-01 7.993719626093821473e-01
0.000000000000000000e+00 -1.089096668805485824e+06 7.469786825794146878e-01 4.580550862387211541e-02 7.667033692178293336e-01 3.229750773026106581e-01 8.783502450449235388e-01 9.401251284839483580e-01 9.541908488665172827e-01 7.012794993104101149e-01 1.652547935616105468e-01
0.000000000000000000e+00 -5.596526094174140599e+05 2.022991016547072141e-01 7.921436867931737069e-01 1.606125140588364753e-01 6.800771269706524791e-01 1.090269577450169169e-01 7.043045601404733791e-01 8.507170713057419231e-01 7.402950095147254883e-01 7.534841541490187034e-01
0.000000000000000000e+00 -8.152658069142128807e+04 9.031170172010899444e-01 4.148019381236708325e-01 6.744817718396584061e-01 5.916243153493488949e-01 8.916758483516906697e-01 6.736116391598708786e-01 4.298493070975085706e-01 8.990384233977830597e-01 9.381048581504242145e-01
0.000000000000000000e+00 -7.578486421724682441e+04 6.820255683920020129e-01 2.853509749452036726e-01 8.394804639998817430e-01 4.282768287230505067e-01 9.831025180669094032e-01 9.402365111739200421e-01 7.052765244913524745e-01 7.828193887044022636e-01 9.522159149063623707e-01
0.000000000000000000e+00 -6.290265094003360718e+04 5.509804469487056267e-01 8.896715452065515617e-01 4.879901611078873991e-02 6.839094743059900283e-01 9.205971254449986096e-01 5.911287603993609086e-02 4.228939062552214967e-01 9.030572277500269474e-01 8.442168043000228828e-01
0.000000000000000000e+00 -6.201608608040723630e+04 9.891325774730639342e-01 9.219445737023576060e-01 9.738222501481166304e-01 1.915808794514535229e-01 7.826746268766139325e-01 5.002697716823999441e-01 4.682217494555475090e-01 8.796389689893063801e-01 5.099389680076692466e-01
0.000000000000000000e+00 -5.203716677165695000e+04 1.026902395247264455e-02 1.045874671285385027e-02 3.528848151847884251e-01 4.597627833385461438e-01 7.453815700633967811e-01 1.489820952267929544e-01 2.449399731808918901e-01 9.742559271041280056e-01 1.222310170586109468e-01
0.000000000000000000e+00 -3.331739499259644799e+04 9.422813355995109941e-01 4.074143431972268026e-01 6.471858243674316613e-01 8.204272512362115188e-01 4.758087623633964203e-01 4.461173165624560122e-01 9.376198456536890546e-01 6.802736070583048633e-01 4.902809485963539604e-01
0.000000000000000000e+00 -3.025910217149572418e+04 5.666415565153962719e-01 6.424221640353965368e-01 2.980989417747854642e-01 1.544510608871026980e-01 7.002193426861735848e-01 7.159212998994558541e-01 8.814076574222563520e-01 7.039118141187139521e-01 3.682909202524804471e-01
0.000000000000000000e+00 -2.808468883435280441e+04 7.934732697096152920e-01 9.643169862709617401e-01 4.721726806651183050e-02 9.311056495348141171e-01 4.131939819192018692e-01 3.063420623699899537e-01 3.092807958974903570e-01 9.427984195586025518e-01 7.629441880271559118e-02
0.000000000000000000e+00 -2.244659118556150861e+04 9.894321726291532837e-02 4.583779223626516242e-01 2.584194572817557489e-01 1.833388072399676494e-01 3.903407234785726265e-01 4.308410210000470641e-01 2.650553577399498151e-01 9.584324171184889218e-01 6.386950646158919831e-01
0.000000000000000000e+00 -1.709934929203566571e+04 7.382920868931844849e-01 3.526768900314486421e-01 5.531874202048794320e-01 3.017191241823949932e-01 1.449309823486455429e-03 7.627663789959936436e-01 3.515482255771253950e-01 9.186321451046056685e-01 5.486192770196173241e-01
0.000000000000000000e+00 -1.506573903829460505e+04 5.981446428607323229e-01 1.227802756373687076e-01 5.176502246264415019e-01 5.249871997821977665e-01 6.444606375460626424e-02 1.286896592056140376e-01 8.866812952894810307e-01 6.958251947391925762e-01 3.097975117805192857e-01
0.000000000000000000e+00 -9.653582431825423555e+03 6.084064640475137509e-01 6.060548384087982576e-02 1.283418253451290569e-01 4.945425701148637998e-01 8.283417364208195410e-01 4.943395185144823234e-01 3.486906563722028674e-01 9.161810682023626695e-01 5.489297137497785029e-01
0.000000000000000000e+00 -8.584882200306934465e+03 2.238141265461273122e-01 3.424286450216637023e-01 5.584568133532509249e-01 5.329574599155811887e-01 7.492683995300676303e-01 2.414815438808922687e-01 3.995070224363082012e-01 8.937031431912565438e-01 3.380728365072406261e-01
0.000000000000000000e+00 -8.200040924034659838e+03 3.787242944887770912e-01 5.152047609323739952e-01 8.647808309107757330e-01 2.758551203858750078e-02 3.839299613090517704e-01 9.386145866286239592e-01 8.134632957999193836e-01 7.226560067675344978e-01 6.875496120094011232e-01
0.000000000000000000e+00 -7.235653690228519736e+03 4.219952294897143519e-01 3.983514275856960829e-01 9.250129945848988289e-01 8.178698565141639953e-03 2.306174270271663662e-01 6.293744824361241497e-01 4.614208987211519952e-01 8.665166478174576303e-01 8.908405773347756185e-01
0.000000000000000000e+00 -5.291408161636498335e+03 4.433032174390094671e-01 5.853092489725353342e-01 1.542245015026566524e-02 4.480951185173575047e-01 1.108407320790554262e-01 5.051412045290776254e-01 8.542478792772756346e-02 1.180810791821709227e-01 5.181799876936686866e-01
0.000000000000000000e+00 -5.185937078591656245e+03 2.673338863649356023e-01 2.315362628972075232e-01 4.834668700951283427e-03 6.412851683761860988e-01 6.428697732646173613e-01 3.884206761205629688e-01 4.552774780016533018e-02 5.542237126852922469e-02 1.774674799501479994e-01
0.000000000000000000e+00 -4.913241145238585887e+03 9.505086804698500424e-01 4.958753097612934591e-01 6.777222134040539192e-02 8.675083606712079565e-01 6.269573633437820481e-01 2.609720621012536768e-01 6.182172104748995256e-02 1.240036924067463575e-01 3.075909581788912606e-01
0.000000000000000000e+00 -4.673926803381649734e+03 4.234705030949268423e-01 2.279715826350039443e-01 2.982574554835693004e-02 4.828320897715416837e-01 8.048070698950895441e-01 1.119815142785955953e-01 1.375912644814584196e-01 1.397824291700980881e-01 4.783843016454683017e-01
0.000000000000000000e+00 -4.535155982759111794e+03 7.184566233757058162e-01 2.228517286240994100e-01 1.301950138592316009e-01 1.737979424230322589e-01 6.714973110281192703e-01 2.262741744101448571e-01 1.098896827301123480e-01 3.849153964539275830e-02 8.312418762401806438e-01
0.000000000000000000e+00 -4.465317562973468739e+03 4.262596483072931264e-01 7.923313539838579000e-01 3.021058455000036336e-02 6.609390050476269263e-01 2.401302281808224137e-01 3.500122027430314642e-01 1.015533892194308008e-01 5.801166818842863337e-01 8.269270224181772821e-01
0.000000000000000000e+00 -4.273206198210250477e+03 2.038776183943514786e-01 9.705311224804653580e-01 8.760050494322757508e-02 6.608178799471264853e-02 1.299454676590791058e-01 8.284727884070989257e-01 4.460944930213872617e-02 6.216150531478566998e-01 5.944073969397853929e-01
0.000000000000000000e+00 -4.228143349872874751e+03 9.920269005874794432e-01 6.986747395217988155e-01 1.999210526594344950e-01 4.561760738633183765e-01 1.037652137368938465e-01 1.323397863755014781e-01 2.103856309800350433e-01 1.399685217658543923e-01 6.666793442934265679e-01
0.000000000000000000e+00 -4.154531014910847261e+03 4.815824890153430626e-02 7.226982030104479593e-01 2.159795243877185023e-01 1.879401873183794702e-01 4.957282967064647883e-01 5.567745375189983026e-01 1.486964611056574848e-01 3.621844900023019065e-02 1.662055160695845579e-01
0.000000000000000000e+00 -4.136127376806854954e+03 7.987032413327597169e-01 6.502488031201728580e-01 4.566656758580800446e-02 5.249979299404692323e-01 7.001982681497186389e-01 2.119789076049370946e-01 4.106656908432260167e-02 7.602257480872223194e-01 3.258067982472475643e-01
0.000000000000000000e+00 -4.133294978237629039e+03 5.659694656728230244e-01 8.255400621751560752e-01 6.185017344375642878e-02 1.962741984997370404e-01 8.852053878748011861e-01 1.118122935423269126e-01 1.678354512420623390e-01 3.370138911576610052e-01 4.433081095524202819e-01
0.000000000000000000e+00 -4.098914779369360076e+03 8.841912553127118102e-01 9.277881734708316452e-01 7.612670767355877999e-02 2.478603776035634976e-01 5.521308191970748513e-01 2.115542473835215764e-01 9.761100435499614481e-02 5.972890327402983202e-01 3.669471031432018915e-01
0.000000000000000000e+00 -3.960691355099136672e+03 1.071677020569419270e-01 7.621337154476274245e-01 2.422797325969875404e-01 2.632158771775829909e-01 2.336618313178145945e-01 5.936776245321874201e-01 1.929603232820764624e-02 5.652249753239566576e-01 6.388536515641052294e-01
0.000000000000000000e+00 -3.920361314621712154e+03 4.893027791750864663e-01 7.404688696290249172e-01 7.044846005435867475e-02 6.013006517578537435e-01 7.530689401338788169e-01 1.941019485809982736e-01 2.347772443279172450e-01 3.524102324117440732e-01 1.722042573734618998e-01
0.000000000000000000e+00 -3.915788274733750313e+03 1.881816639290829762e-01 3.108103128391153103e-01 3.132474721074807178e-03 4.028182187698646777e-01 1.588207761344004876e-01 2.297930034314844550e-01 1.595293412287320800e-01 8.003348999376269646e-01 5.148727179825473010e-01
0.000000000000000000e+00 -3.912719176459248501e+03 4.447812089322693563e-01 2.703127724259353215e-01 1.027932275517297045e-01 7.423365763143263685e-02 4.194971809333374324e-01 6.655992592677815178e-01 1.908617539932153662e-01 3.769265118112541391e-01 7.605236401057106077e-01
0.000000000000000000e+00 -3.908451997232485155e+03 6.427486215374573764e-01 7.971669815210402632e-01 3.841853673536466118e-01 4.365084252811193277e-01 5.210780347535916013e-01 9.932481625972137129e-01 1.659795493569204972e-03 1.806557646571014253e-01 6.313274128089442216e-01
0.000000000000000000e+00 -3.862720969532229901e+03 3.076012403822797614e-01 9.313498100914839872e-01 2.887686560629820764e-01 1.126200113997051222e-01 5.401539356458341379e-01 6.388042224985825968e-01 3.053948881193697673e-01 9.216962449800909507e-01 3.814238499877214972e-01
0.000000000000000000e+00 -3.843970644702049412e+03 7.621006779935070030e-01 6.827553002933653969e-01 1.387087445414803000e-02 9.490832320482939233e-01 7.273598692638534313e-01 7.186283010526887116e-01 3.201337434442796948e-01 2.878949732286776308e-01 5.614341703508418657e-01
0.000000000000000000e+00 -3.833720901009569388e+03 5.171289562155589881e-01 7.585097159624040186e-01 2.769013458854401311e-01 1.088957796395236821e-01 7.003691542638523782e-01 7.846750792776746586e-03 1.371369453463890942e-01 1.912119997082181166e-01 7.469194889918001623e-01
0.000000000000000000e+00 -3.832481426002902026e+03 2.097324866892928963e-01 6.564545415384903659e-01 1.459994552308006011e-01 1.799636817511877096e-01 1.696953153039717499e-01 4.782492868258211294e-01 2.940805808507717112e-01 1.856534611988317485e-01 6.935269669437503781e-01
0.000000000000000000e+00 -3.769794254120706682e+03 1.342922324953285118e-01 3.986207859805546150e-01 1.173741794623390788e-01 8.730052862213496523e-01 1.074387310564430820e-01 1.938240637776671438e-01 1.300650876994529082e-01 7.544210725678009988e-01 2.095214293685430107e-01
0.000000000000000000e+00 -3.745877699019749798e+03 1.617558859733978505e-01 1.195157941223202736e-01 4.878499845416816028e-01 5.500411507145664958e-01 2.361293252367535622e-01 8.240284081108290026e-01 1.882695131444012127e-02 2.427756924622503920e-01 5.869395411719136035e-01
0.000000000000000000e+00 -3.719844546573579464e+03 1.810948204862152799e-01 2.157847998242862220e-01 3.110114363229101730e-01 2.505299241692839907e-01 4.530749622419190104e-01 8.959906498138717756e-01 4.256794607136682451e-03 4.983514304381414517e-01 3.985946327455147653e-01
0.000000000000000000e+00 -3.702367433376978624e+03 6.438092869682401354e-01 6.525977332100721950e-01 3.280037190443231276e-01 4.165447663232276776e-01 5.069369626817182839e-01 4.689256297542505614e-01 7.132743588673562396e-02 3.669942401523225151e-01 2.212807492699723211e-01
0.000000000000000000e+00 -3.665387296158888603e+03 4.225850076090413854e-01 2.623916988064302069e-01 4.098907693429496568e-01 7.559269986298612354e-01 2.574229816304248741e-01 2.325002349834898174e-01 4.684663290603929831e-02 4.544946253983218609e-01 6.355854016694834074e-01
0.000000000000000000e+00 -3.597567404844756766e+03 4.509481492831258764e-01 7.869037790147453970e-01 4.815320636278495048e-01 8.322371552314286047e-01 5.567955864809595035e-01 7.249617346897683223e-01 1.083434491940442612e-01 1.276337363335189323e-02 5.095501053915619805e-01
0.000000000000000000e+00 -3.596905503279649110e+03 2.723083686951436322e-01 5.441571760854672091e-01 4.364951499643988653e-01 4.578036680350605625e-02 4.007941121363106651e-01 1.572190670996390649e-01 1.961005974978025090e-02 4.419897038463911354e-01 9.579737782368961119e-01
0.000000000000000000e+00 -3.575912221867993139e+03 1.766225810915422745e-01 2.514264145123658034e-01 1.771193023722478221e-01 5.258404025359448841e-01 5.991527183320085603e-01 7.663819504861365539e-01 2.643792055210547609e-02 7.897908498738673844e-01 4.232861986207970828e-01
0.000000000000000000e+00 -3.567047836064017247e+03 6.108528698199378049e-02 6.662906059429205552e-01 3.471762061156022927e-01 9.830421010209584587e-01 2.173367905611279793e-01 2.928210145447948110e-01 1.954878051408055484e-01 2.652661515781643553e-01 6.285174177249662764e-01
0.000000000000000000e+00 -3.545587346769369105e+03 5.835684278424039251e-01 5.463619504915357972e-01 6.236517782071976379e-01 7.180459733376971521e-01 1.497360348505172301e-01 7.233561119751215074e-01 1.167939310942722742e-02 2.579945876294298390e-01 8.747568414996554909e-01
0.000000000000000000e+00 -3.539621853648451179e+03 8.510252390065128347e-01 8.790201508796043894e-01 4.227004608904643135e-01 8.601478702965797973e-01 5.389698186440160521e-01 9.951295497695088477e-01 4.214317777256348929e-02 3.089467237437995006e-01 9.288844800759732401e-01
0.000000000000000000e+00 -3.523854490576749868e+03 7.490375883936031265e-01 7.990429819762456809e-01 7.456639371368423141e-02 7.593650371615526806e-01 1.247721326676645148e-01 5.262535211954184611e-01 5.625226575074949720e-01 8.134684069992981215e-01 2.773026321186765619e-01
