weight logl logA n_s H0 omega_b omega_cdm m_ncdm w0_fld wa_fld tau_reio
0.000000000000000000e+00 -1.506573903829460505e+04 3.039257857144292974e+00 9.122780275637368819e-01 7.035300449252882515e+01 2.231499231986931731e-02 1.112889212750921286e-01 1.286896592056140445e-02 -6.699780570657785095e-01 7.833007789567703050e-01 3.168582582463635305e-02
0.000000000000000000e+00 -9.653582431825423555e+03 3.043362585619005412e+00 9.060605483840880048e-01 6.256683650690258247e+01 2.229672554206891741e-02 1.265668347284163997e-01 4.943395185144823512e-02 -1.476964015441695643e+00 1.664724272809450678e+00 4.842507996248449770e-02
0.000000000000000000e+00 -8.584882200306934465e+03 2.889525650618451014e+00 9.342428645021664257e-01 7.116913626706501361e+01 2.231977447594934647e-02 1.249853679906013509e-01 2.414815438808922896e-02 -1.400739466345537698e+00 1.574812572765026175e+00 3.366509855550684632e-02
0.000000000000000000e+00 -8.200040924034659838e+03 2.951489717795510614e+00 9.515204760932374217e-01 7.729561661821551866e+01 2.201655130722315196e-02 1.176785992261810410e-01 9.386145866286239869e-02 -7.798050563001208690e-01 8.906240270701379913e-01 5.812847284065808529e-02
0.000000000000000000e+00 -7.235653690228519736e+03 2.968798091795885608e+00 9.398351427585696083e-01 7.850025989169797924e+01 2.200490721913908251e-02 1.146123485405433351e-01 6.293744824361241497e-02 -1.307868651918272063e+00 1.466066591269830521e+00 7.235884041343429440e-02
0.000000000000000000e+00 -5.291408161636498335e+03 2.977321286975603609e+00 9.585309248972535556e-01 6.030844900300531464e+01 2.226885707111041224e-02 1.122168146415811057e-01 5.051412045290776254e-02 -1.871862818108408710e+00 -1.527675683271316309e+00 4.627259913855681639e-02
0.000000000000000000e+00 -5.185937078591656245e+03 2.906933554545974019e+00 9.231536262897207523e-01 6.009669337401902567e+01 2.238477110102570986e-02 1.228573954652923544e-01 3.884206761205630243e-02 -1.931708378299751949e+00 -1.778310514925883101e+00 2.242272359651036051e-02
0.000000000000000000e+00 -4.913241145238585887e+03 3.180203472187939973e+00 9.495875309761293570e-01 6.135544442680810562e+01 2.252050501640272262e-02 1.225391472668756476e-01 2.609720621012536976e-02 -1.907267418428765016e+00 -1.503985230373014570e+00 3.153136707252238852e-02
0.000000000000000000e+00 -4.673926803381649734e+03 2.969388201237970648e+00 9.227971582635003944e-01 6.059651491096713727e+01 2.228969925386292336e-02 1.260961413979017898e-01 1.119815142785956022e-02 -1.793613103277812426e+00 -1.440870283319607648e+00 4.348690111518278834e-02
0.000000000000000000e+00 -4.535155982759111794e+03 3.087382649350282282e+00 9.222851728624099632e-01 6.260390027718463557e+01 2.210427876545381642e-02 1.234299462205623865e-01 2.262741744101448571e-02 -1.835165475904831478e+00 -1.846033841418428967e+00 6.818693133681265339e-02
0.000000000000000000e+00 -4.465317562973468739e+03 2.970503859322917162e+00 9.792331353983858566e-01 6.060421169100001038e+01 2.239656340302857360e-02 1.148026045636164477e-01 3.500122027430314919e-02 -1.847669916170853854e+00 3.204667275371453350e-01 6.788489156927240975e-02
0.000000000000000000e+00 -4.273206198210250477e+03 2.881551047357740369e+00 9.970531122480464914e-01 6.175201009886455239e+01 2.203964907279682556e-02 1.125989093531815782e-01 8.284727884070990089e-02 -1.933085826046792022e+00 4.864602125914267994e-01 5.160851778578498528e-02
0.000000000000000000e+00 -4.228143349872874751e+03 3.196810760234991999e+00 9.698674739521798704e-01 6.399842105318869301e+01 2.227370564431798913e-02 1.120753042747378719e-01 1.323397863755014850e-02 -1.684421553529947380e+00 -1.440125912936582431e+00 5.666755410053986308e-02
0.000000000000000000e+00 -4.154531014910847261e+03 2.819263299560613500e+00 9.722698203010448070e-01 6.431959048775436827e+01 2.211276411239102707e-02 1.199145659341293024e-01 5.567745375189983581e-02 -1.776955308341513717e+00 -1.855126203999079237e+00 2.163438612487092114e-02
0.000000000000000000e+00 -4.136127376806854954e+03 3.119481296533104242e+00 9.650248803120172747e-01 6.091333135171615965e+01 2.231499875796428070e-02 1.240039653629943783e-01 2.119789076049371015e-02 -1.938400146373516097e+00 1.040902992348889278e+00 3.280647587730733256e-02
0.000000000000000000e+00 -4.133294978237629039e+03 3.026387786269129077e+00 9.825540062175156519e-01 6.123700346887513035e+01 2.211776451909984106e-02 1.277041077574960215e-01 1.118122935423269265e-02 -1.748246823136906603e+00 -6.519444353693559790e-01 4.103156766866942334e-02
0.000000000000000000e+00 -4.098914779369360076e+03 3.153676502125084991e+00 9.927788173470831756e-01 6.152253415347117738e+01 2.214871622656213596e-02 1.210426163839414954e-01 2.115542473835215972e-02 -1.853583493467505727e+00 3.891561309611932806e-01 3.568629722002413657e-02
0.000000000000000000e+00 -3.960691355099136672e+03 2.842867080822776504e+00 9.762133715447627313e-01 6.484559465193974859e+01 2.215792952630654677e-02 1.146732366263562980e-01 5.936776245321874479e-02 -1.971055951507688420e+00 2.608999012958266306e-01 5.471975560948737216e-02
0.000000000000000000e+00 -3.920361314621712154e+03 2.995721111670034631e+00 9.740468869629025361e-01 6.140896920108717438e+01 2.236078039105470969e-02 1.250613788026775919e-01 1.941019485809982945e-02 -1.647834133508124133e+00 -5.903590703530237072e-01 2.205429801614233395e-02
0.000000000000000000e+00 -3.915788274733750313e+03 2.875272665571633190e+00 9.310810312839115088e-01 6.006264949442149259e+01 2.224169093126191626e-02 1.131764155226880064e-01 2.297930034314844827e-02 -1.760705988156901824e+00 1.201339599750507858e+00 4.604109025877831801e-02
0.000000000000000000e+00 -3.912719176459248501e+03 2.977912483572907831e+00 9.270312772425935988e-01 6.205586455103459542e+01 2.204454019457885786e-02 1.183899436186667542e-01 6.655992592677816011e-02 -1.713707369010176951e+00 -4.922939527549834438e-01 6.323665480739974754e-02
0.000000000000000000e+00 -3.908451997232485155e+03 3.057099448614982951e+00 9.797166981521040485e-01 6.768370734707292513e+01 2.226190505516867021e-02 1.204215606950718304e-01 9.932481625972137962e-02 -1.997510306759646248e+00 -1.277376941371594299e+00 5.419291889662609940e-02
0.000000000000000000e+00 -3.862720969532229901e+03 2.923040496152911949e+00 9.931349810091484320e-01 6.577537312125964775e+01 2.206757200683982095e-02 1.208030787129166783e-01 6.388042224985826523e-02 -1.541907667820945349e+00 1.686784979920363803e+00 3.669966949914051091e-02
0.000000000000000000e+00 -3.843970644702049412e+03 3.104840271197403023e+00 9.682755300293365286e-01 6.027741748908296415e+01 2.256944993922897422e-02 1.245471973852770725e-01 7.186283010526887949e-02 -1.519799384833580458e+00 -8.484201070852894766e-01 4.930039192455893532e-02
0.000000000000000000e+00 -3.833720901009569388e+03 3.006851582486223418e+00 9.758509715962404574e-01 6.553802691770880529e+01 2.206533746778371191e-02 1.240073830852770481e-01 7.846750792776746803e-04 -1.794294581980416359e+00 -1.235152001167127533e+00 6.228436422942602163e-02
0.000000000000000000e+00 -3.832481426002902026e+03 2.883892994675717247e+00 9.656454541538490588e-01 6.291998910461601469e+01 2.210797820905071112e-02 1.133939063060794422e-01 4.782492868258211849e-02 -1.558879128723842378e+00 -1.257386155204673006e+00 5.854688768606253202e-02
0.000000000000000000e+00 -3.769794254120706682e+03 2.853716892998131360e+00 9.398620785980554837e-01 6.234748358924677802e+01 2.252380317173280702e-02 1.121487746211288633e-01 1.938240637776671507e-02 -1.804902368450820749e+00 1.017684290271203995e+00 2.466650005579801297e-02
0.000000000000000000e+00 -3.745877699019749798e+03 2.864702354389359051e+00 9.119515794122320385e-01 6.975699969083363783e+01 2.233002469042873889e-02 1.147225865047350746e-01 8.240284081108290026e-02 -1.971759573028339929e+00 -1.028897230150998432e+00 5.108576788203395697e-02
0.000000000000000000e+00 -3.719844546573579464e+03 2.872437928194485846e+00 9.215784799824285889e-01 6.622022872645820257e+01 2.215031795450157076e-02 1.190614992448383869e-01 8.959906498138718589e-02 -1.993614808089295032e+00 -6.594278247434193219e-03 3.790162429218603413e-02
0.000000000000000000e+00 -3.702367433376978624e+03 3.057523714787296232e+00 9.652597733210072084e-01 6.656007438088646211e+01 2.224992685979393370e-02 1.201387392536343718e-01 4.689256297542505891e-02 -1.893008846169896620e+00 -5.320230393907099398e-01 2.548965244889806608e-02
0.000000000000000000e+00 -3.665387296158888603e+03 2.969034003043616643e+00 9.262391698806430318e-01 6.819781538685899136e+01 2.245355619917791673e-02 1.151484596326085019e-01 2.325002349834898174e-02 -1.929730050640940942e+00 -1.820214984067125563e-01 5.449097811686384740e-02
0.000000000000000000e+00 -3.597567404844756766e+03 2.980379259713250129e+00 9.786903779014745064e-01 6.963064127255698565e+01 2.249934229313885550e-02 1.211359117296191973e-01 7.249617346897684056e-02 -1.837484826208933608e+00 -1.948946505466592427e+00 4.566850737740934391e-02
0.000000000000000000e+00 -3.596905503279649110e+03 2.908923347478057586e+00 9.544157176085467098e-01 6.872990299928797242e+01 2.202746822008210328e-02 1.180158822427262166e-01 1.572190670996390788e-02 -1.970584910375329679e+00 -2.320411846144354584e-01 7.705816447658273005e-02
0.000000000000000000e+00 -3.575912221867993139e+03 2.870649032436616732e+00 9.251426414512365914e-01 6.354238604744495689e+01 2.231550424152156653e-02 1.219830543666401701e-01 7.663819504861366094e-02 -1.960343119171841675e+00 1.159163399495469537e+00 3.963003390345579829e-02
0.000000000000000000e+00 -3.567047836064017247e+03 2.824434114792797157e+00 9.666290605942920999e-01 6.694352412231204141e+01 2.258982526061257406e-02 1.143467358112225662e-01 2.928210145447948318e-02 -1.706768292288791677e+00 -9.389353936873425788e-01 5.399621924074764212e-02
0.000000000000000000e+00 -3.545587346769369105e+03 3.033427371136961703e+00 9.546361950491535353e-01 7.247303556414395587e+01 2.243082758400261750e-02 1.129947206970103452e-01 7.233561119751215351e-02 -1.982480910335859159e+00 -9.680216494822806439e-01 7.123297890497588825e-02
0.000000000000000000e+00 -3.539621853648451179e+03 3.140410095602605089e+00 9.879020150879604945e-01 6.845400921780928627e+01 2.251608872217794599e-02 1.207793963728803210e-01 9.951295497695089587e-02 -1.936785233341154822e+00 -7.642131050248019974e-01 7.502191360531812458e-02
