logA n_s H0 omega_b omega_cdm m_ncdm w0_fld wa_fld tau_reio
3.039550633192106499e+00 9.462109225100902021e-01 7.441660243595234192e+01 2.256491940370490903e-02 1.297343657980403464e-01 7.597738532083041230e-02 -9.032390010274919945e-01 2.456191937153606383e-02 7.762627656600101789e-02
3.013176760222620043e+00 9.452173134871084681e-01 7.263593826470281556e+01 2.254998332834518351e-02 1.286247299674054267e-01 8.524708952413784235e-02 -8.861924793131321643e-01 9.970472557956078230e-02 6.304063976690815752e-02
3.197575562300848162e+00 9.146869280309811723e-01 7.327067829496348850e+01 2.257864133000829499e-02 1.233477837833563684e-01 7.161013651223457899e-02 -8.904017435274131920e-01 6.528006545474751565e-02 6.801302723409854978e-02
2.839419152184243789e+00 9.020022384208368216e-01 7.158438200788572203e+01 2.210290029320401486e-02 1.164329002845807537e-01 9.495911594808782719e-02 -8.575159400116403319e-01 7.343521700115522577e-02 4.433864641994286065e-02
3.171990094756470313e+00 9.588186615196581108e-01 7.290955104819171595e+01 2.247511541897492457e-02 1.293974097791132927e-01 9.598121792777834782e-02 -8.563714580107095742e-01 2.861446718183602300e-02 6.063893361721309216e-02
3.019297013995779544e+00 9.258214890196880820e-01 7.319111878561415097e+01 2.208209895005137577e-02 1.298079949807393607e-01 9.204143236449287280e-02 -8.917994594780485063e-01 9.517776988614456979e-02 3.711806790416514318e-02
2.819639602920231525e+00 9.777099915902053295e-01 7.307088188176339827e+01 2.246958571445696953e-02 1.289572223886317481e-01 3.198653909831116610e-02 -8.863266295812561868e-01 2.485776453334648251e-02 7.759479982306784207e-02
3.051991802865934300e+00 9.605678933474096626e-01 7.327116924268561604e+01 2.202245917298805908e-02 1.291842383761871993e-01 1.058074290515524998e-02 -8.960241622975424480e-01 7.674831753013669489e-02 5.484024847174360368e-02
2.989597085548913125e+00 9.156520130993508477e-01 7.098742649081323464e+01 2.233040699790514449e-02 1.116640715841079740e-01 9.799691316632844207e-02 -8.316899538003910131e-01 5.086554994663462781e-02 5.117965932154758257e-02
2.923010247754374458e+00 9.909395018399917987e-01 7.394029740507463089e+01 2.239954824755900978e-02 1.247185483383355942e-01 8.036394312865342837e-02 -9.058913948744218292e-01 7.613615618662211704e-02 6.430734608206582770e-02
3.092728556282950070e+00 9.098246161977071589e-01 7.231335002955900393e+01 2.209302980409161288e-02 1.224278569242127773e-01 8.762398389061638870e-02 -8.503287651826414439e-01 2.383763829682319924e-02 6.769720932115344536e-02
2.995964913473409652e+00 9.934547135814343344e-01 7.375083490349864235e+01 2.213509033362606390e-02 1.283717790721995988e-01 2.629219106138065698e-02 -8.877815848336958471e-01 6.172757147006747123e-03 2.445448181985751535e-02
2.871619160311133623e+00 9.078297232258804028e-01 7.316978850794814093e+01 2.243160835645192572e-02 1.230255058788048417e-01 7.083436239957768832e-02 -9.149680223650558109e-01 8.203339008586048309e-02 1.466528459084765444e-02
2.954030078978215457e+00 9.033721734929935909e-01 7.284075557871224760e+01 2.219335426093767272e-02 1.298026451422969185e-01 6.615556905894504243e-03 -8.672546100503759625e-01 7.592590164289292343e-02 1.318296925379865495e-02
2.926424653381460406e+00 9.014632338923523891e-01 7.188475234763853905e+01 2.202314868930571254e-02 1.199910153340390528e-01 7.549701701552469571e-03 -8.499765560089906913e-01 6.003023279377990573e-02 2.046492297004119665e-02
3.154595023817715838e+00 9.854560362341510116e-01 7.344224051998058655e+01 2.220890727923400393e-02 1.266152557114564314e-01 4.269984650344543081e-02 -8.843982493999398287e-01 4.815680274126299398e-02 5.624645422486780622e-02
3.198723765395841578e+00 9.382268194486396151e-01 7.292566540377231377e+01 2.206727328007322339e-02 1.230567430420444058e-01 9.724246830722693691e-02 -8.631483037190352814e-01 4.600669466393397800e-03 3.284017832791778085e-02
2.966194519042762323e+00 9.026298632581383208e-01 7.082666962411049383e+01 2.227826479876051854e-02 1.185662197682004482e-01 1.496659590246185488e-03 -7.907736799621958301e-01 3.745465309799200088e-02 5.528846567701205250e-02
2.885602702272519693e+00 9.026407738688007054e-01 7.208108112660599431e+01 2.216032084632417812e-02 1.200909592846404889e-01 3.910793329110287542e-02 -8.643967290496474831e-01 8.323696157056366396e-02 6.214711228271550120e-02
2.994092536778454772e+00 9.860008457921934921e-01 7.337378413398874955e+01 2.244619812134792530e-02 1.220572878391877891e-01 1.655165357331515527e-02 -8.887201043556278712e-01 9.870575855101805518e-02 3.882204410128440447e-02
2.880377101961693498e+00 9.496799669889254281e-01 7.354410145408056110e+01 2.223632722314581103e-02 1.299293609444543418e-01 7.728359726566551291e-02 -8.862584033603724265e-01 9.357021836610369611e-03 1.319892701478801549e-02
2.936326988203075583e+00 9.482682902328776198e-01 7.420605682452767837e+01 2.255704235859425782e-02 1.260083864864346148e-01 2.814796761320977406e-02 -8.814741224256992247e-01 2.219243453248803677e-02 2.489962350007500838e-02
2.983152855574530360e+00 9.605232483890624451e-01 7.318465112538308404e+01 2.212530014337031614e-02 1.282696360269850455e-01 4.351806426778752346e-02 -8.697264808442488615e-01 4.066656767744500356e-02 3.387602468785420873e-02
