# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_fld            13:(.)w_fld              14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_tot            17:(.)p_tot              18:(.)p_tot_prime        19:gr.fac. D             20:gr.fac. f          
       9.434534235199e+01       1.789162501255e-02       1.374416468899e+03       1.190921586737e-01       1.422981064918e+04       1.492449478722e+02       1.356746167951e+06       4.726791329493e+02       2.273929531366e-04       2.158596436246e-03       1.158316302993e-02       5.658975276776e-05       1.133724193961e-02       1.572000854853e-04       1.418294225757e-02       1.418294225757e-02       1.288392512591e-04      -6.421541606434e-07       1.074024554082e-02       9.793181064270e-01 
       9.426853211937e+01       1.791371025725e-02       1.375061827043e+03       1.189469709187e-01       1.422916529104e+04       1.493585024824e+02       1.355591690561e+06       4.728098692118e+02       2.266610868291e-04       2.153383740298e-03       1.155519137855e-02       5.645154949974e-05       1.133504540748e-02       1.566941355668e-04       1.414838189075e-02       1.414838189075e-02       1.284249550089e-04      -6.398234090356e-07       1.074872576222e-02       9.793325764183e-01 
       9.419178376508e+01       1.793582245931e-02       1.375707452379e+03       1.188019611834e-01       1.422851966570e+04       1.494721403773e+02       1.354438167315e+06       4.729406133928e+02       2.259315760400e-04       2.148183632252e-03       1.152728727463e-02       5.631368404910e-05       1.133286494704e-02       1.561898140528e-04       1.411390598103e-02       1.411390598103e-02       1.280119920736e-04      -6.375011253853e-07       1.075721280480e-02       9.793470352193e-01 
       9.411509723929e+01       1.795796165144e-02       1.376353345012e+03       1.186571292474e-01       1.422787377307e+04       1.495858616143e+02       1.353285597434e+06       4.730713654870e+02       2.252044131880e-04       2.142996081708e-03       1.149945055506e-02       5.617615558720e-05       1.133070057739e-02       1.556871157021e-04       1.407951432125e-02       1.407951432125e-02       1.276003581619e-04      -6.351872789010e-07       1.076570667402e-02       9.793614828384e-01 
       9.403847249219e+01       1.798012786639e-02       1.376999505047e+03       1.185124748908e-01       1.422722761304e+04       1.496996662505e+02       1.352133980142e+06       4.732021254892e+02       2.244795907164e-04       2.137821058344e-03       1.147168105711e-02       5.603896328751e-05       1.132855231767e-02       1.551860352907e-04       1.404520670475e-02       1.404520670475e-02       1.271900489965e-04      -6.328818389037e-07       1.077420737538e-02       9.793759192841e-01 
       9.396190947400e+01       1.800232113697e-02       1.377645932590e+03       1.183679978938e-01       1.422658118549e+04       1.498135543429e+02       1.350983314661e+06       4.733328933942e+02       2.237571010925e-04       2.132658531907e-03       1.144397861845e-02       5.590210632552e-05       1.132642018707e-02       1.546865676113e-04       1.401098292539e-02       1.401098292539e-02       1.267810603135e-04      -6.305847748256e-07       1.078271491438e-02       9.793903445648e-01 
       9.388540813500e+01       1.802454149599e-02       1.378292627745e+03       1.182236980369e-01       1.422593449034e+04       1.499275259490e+02       1.349833600218e+06       4.734636691968e+02       2.230369368082e-04       2.127508472220e-03       1.141634307715e-02       5.576558387860e-05       1.132430420483e-02       1.541887074731e-04       1.397684277753e-02       1.397684277753e-02       1.263733878631e-04      -6.282960562105e-07       1.079122929652e-02       9.794047586888e-01 
       9.380896842550e+01       1.804678897634e-02       1.378939590618e+03       1.180795751010e-01       1.422528752747e+04       1.500415811258e+02       1.348684836035e+06       4.735944528918e+02       2.223190903792e-04       2.122370849177e-03       1.138877427165e-02       5.562939512621e-05       1.132220439027e-02       1.536924497024e-04       1.394278605603e-02       1.394278605603e-02       1.259670274089e-04      -6.260156527128e-07       1.079975052730e-02       9.794191616645e-01 
       9.373259029585e+01       1.806906361093e-02       1.379586821314e+03       1.179356288671e-01       1.422464029677e+04       1.501557199307e+02       1.347537021340e+06       4.737252444740e+02       2.216035543455e-04       2.117245632744e-03       1.136127204080e-02       5.549353924986e-05       1.132012076271e-02       1.531977891418e-04       1.390881255628e-02       1.390881255628e-02       1.255619747283e-04      -6.237435340975e-07       1.080827861223e-02       9.794335535004e-01 
       9.365627369644e+01       1.809136543271e-02       1.380234319939e+03       1.177918591166e-01       1.422399279814e+04       1.502699424209e+02       1.346390155357e+06       4.738560439381e+02       2.208903212711e-04       2.112132792963e-03       1.133383622383e-02       5.535801543306e-05       1.131805334157e-02       1.527047206508e-04       1.387492207415e-02       1.387492207415e-02       1.251582256122e-04      -6.214796702395e-07       1.081681355683e-02       9.794479342048e-01 
       9.358001857770e+01       1.811369447468e-02       1.380882086598e+03       1.176482656312e-01       1.422334503149e+04       1.503842486540e+02       1.345244237315e+06       4.739868512790e+02       2.201793837439e-04       2.107032299945e-03       1.130646666037e-02       5.522282286134e-05       1.131600214630e-02       1.522132391053e-04       1.384111440602e-02       1.384111440602e-02       1.247557758651e-04      -6.192240311236e-07       1.082535536661e-02       9.794623037861e-01 
       9.350382489010e+01       1.813605076986e-02       1.381530121395e+03       1.175048481927e-01       1.422269699669e+04       1.504986386871e+02       1.344099266440e+06       4.741176664915e+02       2.194707343757e-04       2.101944123875e-03       1.127916319041e-02       5.508796072223e-05       1.131396719640e-02       1.517233393977e-04       1.380738934878e-02       1.380738934878e-02       1.243546213050e-04      -6.169765868436e-07       1.083390404709e-02       9.794766622526e-01 
       9.342769258416e+01       1.815843435134e-02       1.382178424438e+03       1.173616065833e-01       1.422204869364e+04       1.506131125778e+02       1.342955241961e+06       4.742484895703e+02       2.187643658020e-04       2.096868235009e-03       1.125192565436e-02       5.495342820526e-05       1.131194851144e-02       1.512350164367e-04       1.377374669981e-02       1.377374669981e-02       1.239547577633e-04      -6.147373076022e-07       1.084245960380e-02       9.794910096128e-01 
       9.335162161043e+01       1.818084525221e-02       1.382826995831e+03       1.172185405855e-01       1.422140012225e+04       1.507276703836e+02       1.341812163105e+06       4.743793205102e+02       2.180602706820e-04       2.091804603675e-03       1.122475389298e-02       5.481922450196e-05       1.130994611101e-02       1.507482651477e-04       1.374018625699e-02       1.374018625699e-02       1.235561810849e-04      -6.125061637106e-07       1.085102204227e-02       9.795053458749e-01 
       9.327561191949e+01       1.820328350564e-02       1.383475835680e+03       1.170756499820e-01       1.422075128240e+04       1.508423121618e+02       1.340670029103e+06       4.745101593062e+02       2.173584416986e-04       2.086753200273e-03       1.119764774746e-02       5.468534880604e-05       1.130796001479e-02       1.502630804722e-04       1.370670781871e-02       1.370670781871e-02       1.231588871280e-04      -6.102831255881e-07       1.085959136804e-02       9.795196710473e-01 
       9.319966346198e+01       1.822574914483e-02       1.384124944091e+03       1.169329345558e-01       1.422010217399e+04       1.509570379700e+02       1.339528839185e+06       4.746410059529e+02       2.166588715582e-04       2.081713995274e-03       1.117060705932e-02       5.455180031297e-05       1.130599024249e-02       1.497794573680e-04       1.367331118384e-02       1.367331118384e-02       1.227628717641e-04      -6.080681637615e-07       1.086816758665e-02       9.795339851385e-01 
       9.312377618856e+01       1.824824220299e-02       1.384774321168e+03       1.167903940902e-01       1.421945279691e+04       1.510718478658e+02       1.338388592581e+06       4.747718604452e+02       2.159615529908e-04       2.076686959222e-03       1.114363167051e-02       5.441857822019e-05       1.130403681387e-02       1.492973908092e-04       1.363999615175e-02       1.363999615175e-02       1.223681308782e-04      -6.058612488650e-07       1.087675070364e-02       9.795482881566e-01 
       9.304795004996e+01       1.827076271341e-02       1.385423967019e+03       1.166480283688e-01       1.421880315106e+04       1.511867419068e+02       1.337249288521e+06       4.749027227779e+02       2.152664787496e-04       2.071672062729e-03       1.111672142333e-02       5.428568172719e-05       1.130209974876e-02       1.488168757861e-04       1.360676252233e-02       1.360676252233e-02       1.219746603684e-04      -6.036623516396e-07       1.088534072456e-02       9.795625801101e-01 
       9.297218499691e+01       1.829331070941e-02       1.386073881748e+03       1.165058371753e-01       1.421815323634e+04       1.513017201505e+02       1.336110926239e+06       4.750335929458e+02       2.145736416112e-04       2.066669276481e-03       1.108987616048e-02       5.415311003541e-05       1.130017906704e-02       1.483379073050e-04       1.357361009592e-02       1.357361009592e-02       1.215824561458e-04      -6.014714429329e-07       1.089393765496e-02       9.795768610073e-01 
       9.289648098020e+01       1.831588622432e-02       1.386724065462e+03       1.163638202938e-01       1.421750305262e+04       1.514167826547e+02       1.334973504966e+06       4.751644709438e+02       2.138830343755e-04       2.061678571232e-03       1.106309572503e-02       5.402086234828e-05       1.129827478861e-02       1.478604803883e-04       1.354053867338e-02       1.354053867338e-02       1.211915141351e-04      -5.992884936985e-07       1.090254150041e-02       9.795911308564e-01 
       9.282083795067e+01       1.833848929156e-02       1.387374518265e+03       1.162219775088e-01       1.421685259982e+04       1.515319294770e+02       1.333837023936e+06       4.752953567667e+02       2.131946498655e-04       2.056699917810e-03       1.103637996043e-02       5.388893787115e-05       1.129638693348e-02       1.473845900745e-04       1.350754805606e-02       1.350754805606e-02       1.208018302736e-04      -5.971134749957e-07       1.091115226646e-02       9.796053896660e-01 
       9.274525585919e+01       1.836111994455e-02       1.388025240265e+03       1.160803086048e-01       1.421620187782e+04       1.516471606752e+02       1.332701482382e+06       4.754262504093e+02       2.125084809274e-04       2.051733287111e-03       1.100972871051e-02       5.375733581138e-05       1.129451552166e-02       1.469102314181e-04       1.347463804578e-02       1.347463804578e-02       1.204134005122e-04      -5.949463579892e-07       1.091976995868e-02       9.796196374441e-01 
       9.266973465666e+01       1.838377821677e-02       1.388676231567e+03       1.159388133667e-01       1.421555088652e+04       1.517624763070e+02       1.331566879538e+06       4.755571518663e+02       2.118245204303e-04       2.046778650101e-03       1.098314181948e-02       5.362605537823e-05       1.129266057324e-02       1.464373994894e-04       1.344180844488e-02       1.344180844488e-02       1.200262208145e-04      -5.927871139485e-07       1.092839458265e-02       9.796338741992e-01 
       9.259427429403e+01       1.840646414173e-02       1.389327492277e+03       1.157974915797e-01       1.421489962581e+04       1.518778764302e+02       1.330433214640e+06       4.756880611328e+02       2.111427612664e-04       2.041835977818e-03       1.095661913191e-02       5.349509578295e-05       1.129082210837e-02       1.459660893746e-04       1.340905905616e-02       1.340905905616e-02       1.196402871572e-04      -5.906357142479e-07       1.093702614393e-02       9.796480999395e-01 
       9.251887472228e+01       1.842917775300e-02       1.389979022500e+03       1.156563430293e-01       1.421424809558e+04       1.519933611027e+02       1.329300486922e+06       4.758189782034e+02       2.104631963506e-04       2.036905241369e-03       1.093016049278e-02       5.336445623897e-05       1.128900014724e-02       1.454962961757e-04       1.337638968291e-02       1.337638968291e-02       1.192555955298e-04      -5.884921303657e-07       1.094566464811e-02       9.796623146734e-01 
       9.244353589246e+01       1.845191908416e-02       1.390630822344e+03       1.155153675011e-01       1.421359629574e+04       1.521089303823e+02       1.328168695622e+06       4.759499030730e+02       2.097858186207e-04       2.031986411929e-03       1.090376574740e-02       5.323413596124e-05       1.128719471009e-02       1.450280150105e-04       1.334380012892e-02       1.334380012892e-02       1.188721419349e-04      -5.863563338840e-07       1.095431010077e-02       9.796765184091e-01 
       9.236825775561e+01       1.847468816887e-02       1.391282891914e+03       1.153745647812e-01       1.421294422617e+04       1.522245843269e+02       1.327037839975e+06       4.760808357365e+02       2.091106210373e-04       2.027079460747e-03       1.087743474148e-02       5.310413416681e-05       1.128540581722e-02       1.445612410126e-04       1.331129019845e-02       1.331129019845e-02       1.184899223879e-04      -5.842282964885e-07       1.096296250751e-02       9.796907111550e-01 
       9.229304026285e+01       1.849748504079e-02       1.391935231315e+03       1.152339346557e-01       1.421229188677e+04       1.523403229944e+02       1.325907919220e+06       4.762117761887e+02       2.084375965834e-04       2.022184359136e-03       1.085116732111e-02       5.297445007468e-05       1.128363348898e-02       1.440959693311e-04       1.327885969624e-02       1.327885969624e-02       1.181089329171e-04      -5.821079899677e-07       1.097162187391e-02       9.797048929192e-01 
       9.221788336532e+01       1.852030973365e-02       1.392587840656e+03       1.150934769112e-01       1.421163927743e+04       1.524561464428e+02       1.324778932593e+06       4.763427244245e+02       2.077667382650e-04       2.017301078483e-03       1.082496333273e-02       5.284508290575e-05       1.128187774579e-02       1.436321951307e-04       1.324650842752e-02       1.324650842752e-02       1.177291695634e-04      -5.799953862129e-07       1.098028820557e-02       9.797190637102e-01 
       9.214278701420e+01       1.854316228120e-02       1.393240720041e+03       1.149531913346e-01       1.421098639804e+04       1.525720547301e+02       1.323650879335e+06       4.764736804386e+02       2.070980391102e-04       2.012429590242e-03       1.079882262317e-02       5.271603188286e-05       1.128013860811e-02       1.431699135919e-04       1.321423619800e-02       1.321423619800e-02       1.173506283805e-04      -5.778904572178e-07       1.098896150810e-02       9.797332235360e-01 
       9.206775116073e+01       1.856604271725e-02       1.393893869576e+03       1.148130777127e-01       1.421033324851e+04       1.526880479143e+02       1.322523758683e+06       4.766046442260e+02       2.064314921698e-04       2.007569865934e-03       1.077274503962e-02       5.258729623073e-05       1.127841609645e-02       1.427091199104e-04       1.318204281386e-02       1.318204281386e-02       1.169733054350e-04      -5.757931750778e-07       1.099764178711e-02       9.797473724051e-01 
       9.199277575616e+01       1.858895107564e-02       1.394547289369e+03       1.146731358330e-01       1.420967982871e+04       1.528041260535e+02       1.321397569878e+06       4.767356157815e+02       2.057670905168e-04       2.002721877154e-03       1.074673042963e-02       5.245887517602e-05       1.127671023138e-02       1.422498092977e-04       1.314992808177e-02       1.314992808177e-02       1.165971968059e-04      -5.737035119900e-07       1.100632904820e-02       9.797615103257e-01 
       9.191786075180e+01       1.861188739025e-02       1.395200979526e+03       1.145333654830e-01       1.420902613856e+04       1.529202892059e+02       1.320272312161e+06       4.768665950999e+02       2.051048272467e-04       1.997885595559e-03       1.072077864113e-02       5.233076794729e-05       1.127502103353e-02       1.417919769803e-04       1.311789180886e-02       1.311789180886e-02       1.162222985850e-04      -5.716214402526e-07       1.101502329700e-02       9.797756373060e-01 
       9.184300609898e+01       1.863485169501e-02       1.395854940152e+03       1.143937664506e-01       1.420837217793e+04       1.530365374295e+02       1.319147984772e+06       4.769975821761e+02       2.044446954770e-04       1.993060992881e-03       1.069488952242e-02       5.220297377504e-05       1.127334852357e-02       1.413356182005e-04       1.308593380275e-02       1.308593380275e-02       1.158486068765e-04      -5.695469322647e-07       1.102372453911e-02       9.797897533543e-01 
