# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_fld            13:(.)w_fld              14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_tot            17:(.)p_tot              18:(.)p_tot_prime        19:gr.fac. D             20:gr.fac. f          
       1.000000000000e+14       7.559518509157e-26       4.634785000235e-09       2.157256292802e+22       1.415189798880e+04       1.415189798880e-10       1.415189798880e+18       2.676317464532e-09       2.751560535470e+44       2.490422367464e+33       1.336376166075e+34       3.530299370118e-08      -1.000000000000e+00       1.902194177205e+44       4.653754712833e+44       4.653754712833e+44       1.551251570892e+44      -1.338578885210e+53       5.420894337537e-06       2.000000000000e+00 
       9.991943997396e+13       7.571713149920e-26       4.638422979042e-09       2.153781920381e+22       1.415189798880e+04       1.416330795337e-10       1.414049721609e+18       2.678475245463e-09       2.742704612622e+44       2.484408360229e+33       1.333149012305e+34       3.530299370118e-08      -1.000000000000e+00       1.896071947780e+44       4.638776560560e+44       4.638776560560e+44       1.546258853467e+44      -1.333195767989e+53       5.429632005325e-06       1.996781488456e+00 
       9.983894484710e+13       7.583927459902e-26       4.643879947253e-09       2.150313143616e+22       1.415189798880e+04       1.417472711723e-10       1.412910562785e+18       2.680634765705e-09       2.733877192643e+44       2.478408875946e+33       1.329929651642e+34       3.530299370118e-08      -1.000000000000e+00       1.889969422807e+44       4.623846615608e+44       4.623846615608e+44       1.541282205150e+44      -1.327834299063e+53       5.438369673113e-06       1.993573318532e+00 
       9.975851456713e+13       7.596161474099e-26       4.647517926060e-09       2.146849953495e+22       1.415189798880e+04       1.418615548778e-10       1.411772321668e+18       2.682796027092e-09       2.725078183797e+44       2.472423879544e+33       1.326718065266e+34       3.530299370118e-08      -1.000000000000e+00       1.883886538866e+44       4.608964722820e+44       4.608964722820e+44       1.536321574221e+44      -1.322494391373e+53       5.447107340900e-06       1.990375440994e+00 
       9.967814908182e+13       7.608415223194e-26       4.651155904867e-09       2.143392341020e+22       1.415189798880e+04       1.419759307246e-10       1.410634997518e+18       2.684959030978e-09       2.716307494641e+44       2.466453336036e+33       1.323514234403e+34       3.530299370118e-08      -1.000000000000e+00       1.877823232743e+44       4.594130727542e+44       4.594130727542e+44       1.531376909128e+44      -1.317175958211e+53       5.455845008687e-06       1.987187806426e+00 
       9.959784833896e+13       7.620688737232e-26       4.654793883674e-09       2.139940297208e+22       1.415189798880e+04       1.420903987869e-10       1.409498589597e+18       2.687123778688e-09       2.707565034029e+44       2.460497210521e+33       1.320318140325e+34       3.530299370118e-08      -1.000000000000e+00       1.871779441427e+44       4.579344475613e+44       4.579344475613e+44       1.526448158485e+44      -1.311878913217e+53       5.464582676473e-06       1.984010365752e+00 
       9.951761228640e+13       7.632982049883e-26       4.658431862481e-09       2.136493813090e+22       1.415189798880e+04       1.422049591390e-10       1.408363097166e+18       2.689290271708e-09       2.698850711107e+44       2.454555468182e+33       1.317129764349e+34       3.530299370118e-08      -1.000000000000e+00       1.865755102108e+44       4.564605813371e+44       4.564605813371e+44       1.521535271072e+44      -1.306603170376e+53       5.473320344259e-06       1.980843070093e+00 
       9.943744087203e+13       7.645295192433e-26       4.662069841288e-09       2.133052879712e+22       1.415189798880e+04       1.423196118553e-10       1.407228519488e+18       2.691458511416e-09       2.690164435313e+44       2.448628074284e+33       1.313949087836e+34       3.530299370118e-08      -1.000000000000e+00       1.859750152181e+44       4.549914587650e+44       4.549914587650e+44       1.516638195831e+44      -1.301348644024e+53       5.482058012045e-06       1.977685870960e+00 
       9.935733404377e+13       7.657628197276e-26       4.665707820095e-09       2.129617488136e+22       1.415189798880e+04       1.424343570104e-10       1.406094855826e+18       2.693628499238e-09       2.681506116377e+44       2.442714994180e+33       1.310776092193e+34       3.530299370118e-08      -1.000000000000e+00       1.853764529240e+44       4.535270645773e+44       4.535270645773e+44       1.511756881872e+44      -1.296115248836e+53       5.490795679830e-06       1.974538720139e+00 
       9.927729174959e+13       7.669981096848e-26       4.669345798902e-09       2.126187629434e+22       1.415189798880e+04       1.425491946788e-10       1.404962105444e+18       2.695800236600e-09       2.672875664320e+44       2.436816193302e+33       1.307610758873e+34       3.530299370118e-08      -1.000000000000e+00       1.847798171082e+44       4.520673835558e+44       4.520673835558e+44       1.506891278468e+44      -1.290902899834e+53       5.499533347616e-06       1.971401569725e+00 
