"logA_mean","logA_stdev","logA_median","logA_errlo","logA_errup","n_s_mean","n_s_stdev","n_s_median","n_s_errlo","n_s_errup","H0_mean","H0_stdev","H0_median","H0_errlo","H0_errup","omega_b_mean","omega_b_stdev","omega_b_median","omega_b_errlo","omega_b_errup","omega_cdm_mean","omega_cdm_stdev","omega_cdm_median","omega_cdm_errlo","omega_cdm_errup","m_ncdm_mean","m_ncdm_stdev","m_ncdm_median","m_ncdm_errlo","m_ncdm_errup","tau_reio_mean","tau_reio_stdev","tau_reio_median","tau_reio_errlo","tau_reio_errup"
3.001519397087735630e+00,1.133100899572715703e-01,3.004205660942318445e+00,2.865386443015683682e+00,3.131537419576412073e+00,9.507498257064973535e-01,2.896807418843137805e-02,9.515878420768598689e-01,9.164509069098188965e-01,9.841936512451492369e-01,6.870452188708041774e+01,4.214818494510650937e-01,6.869652359139821840e+01,6.827854375029167500e+01,6.912132306213543131e+01,2.230606103883591568e-02,1.744709126218128121e-04,2.230891906340068745e-02,2.209955778155605829e-02,2.251206171326027711e-02,1.180550683595448513e-01,4.228296633978985072e-03,1.176835506518336821e-01,1.135053741904533536e-01,1.225963410916396379e-01,4.932436906337218235e-02,2.901342558848494374e-02,4.847466547787569746e-02,1.507903438381626507e-02,8.349095376878493124e-02,4.512595374983716101e-02,1.999488507613561561e-02,4.599431850263051291e-02,2.109781309137094552e-02,6.807539336615443804e-02
