# logA n_s H0 omega_b omega_cdm tau_reio weight loglikelihood
2.48743606e+00 9.44247623e-01 7.25103657e+01 2.72297642e-02 1.27751066e-01 3.52703344e-01 2.13775314e-05 -5.15102216e+00
1.61004139e+00 1.05445588e+00 7.03990712e+01 2.47689927e-02 1.21466993e-01 6.76892896e-01 2.13350959e-05 -5.15100799e+00
1.92324014e+00 1.03842831e+00 5.98116971e+01 1.20372505e-02 9.38692643e-02 4.42062936e-01 2.12929149e-05 -5.15098422e+00
2.73562692e+00 1.00583598e+00 6.46794245e+01 1.75728332e-02 1.05639715e-01 4.05449637e-01 2.12514629e-05 -5.15090928e+00
1.92164136e+00 9.96786718e-01 7.22979435e+01 2.69779579e-02 1.27413634e-01 8.10554500e-02 2.12110861e-05 -5.15079174e+00
2.66936982e+00 1.00273016e+00 6.16296742e+01 1.40534385e-02 9.78081934e-02 4.14411877e-01 2.11700172e-05 -5.15078943e+00
3.37320899e+00 1.00433330e+00 6.61128171e+01 1.92049251e-02 1.09564557e-01 1.35431351e-01 2.11280427e-05 -5.15076513e+00
3.22187631e+00 1.11124705e+00 7.37572493e+01 2.86978358e-02 1.32643833e-01 3.01295759e-01 2.10861413e-05 -5.15076379e+00
2.33395781e+00 1.01475041e+00 7.58769083e+01 3.15526893e-02 1.38206566e-01 5.02825589e-01 2.10444932e-05 -5.15072331e+00
2.93042732e+00 9.05702184e-01 7.39369061e+01 2.90708017e-02 1.32822294e-01 2.27362471e-01 2.10034099e-05 -5.15067602e+00
1.92830234e+00 1.13815572e+00 6.99614376e+01 2.39984674e-02 1.21395520e-01 3.84013688e-01 2.09621304e-05 -5.15066191e+00
2.65742426e+00 9.17737139e-01 6.38462602e+01 1.65810923e-02 1.04233664e-01 4.59232115e-01 2.09204885e-05 -5.15065703e+00
2.59577881e+00 1.04647717e+00 7.64418100e+01 3.21561410e-02 1.40666277e-01 4.67561189e-01 2.08789311e-05 -5.15064275e+00
2.95925062e+00 9.11528165e-01 7.62790802e+01 3.19147954e-02 1.41084639e-01 2.74968991e-01 2.08382559e-05 -5.15056112e+00
1.75339082e+00 8.72477934e-01 5.87050223e+01 1.06829101e-02 9.14157332e-02 2.82941556e-01 2.07975198e-05 -5.15056032e+00
2.16454717e+00 9.27055416e-01 7.65909623e+01 3.25563982e-02 1.41492186e-01 7.10150518e-01 2.07561117e-05 -5.15055110e+00
2.88245064e+00 9.80851278e-01 7.20145298e+01 2.64892631e-02 1.27433022e-01 2.01480033e-01 2.07148650e-05 -5.15054268e+00
3.05089636e+00 9.32241664e-01 7.63983621e+01 3.20018204e-02 1.41094379e-01 1.46529115e-02 2.06736141e-05 -5.15054180e+00
3.09396436e+00 9.29040922e-01 7.14762124e+01 2.58425926e-02 1.25708413e-01 3.33786028e-01 2.06323936e-05 -5.15053839e+00
3.55767362e+00 1.13807768e+00 7.26614447e+01 2.75531035e-02 1.29336168e-01 7.32825300e-01 2.05914962e-05 -5.15051412e+00
1.91760047e+00 1.11618933e+00 7.34057675e+01 2.85829170e-02 1.30759535e-01 7.71193703e-01 2.05507984e-05 -5.15049918e+00
3.03552002e+00 1.05732055e+00 7.66597680e+01 3.24172166e-02 1.42357297e-01 1.95863832e-01 2.05101362e-05 -5.15047927e+00
2.66770271e+00 8.45724271e-01 6.47618879e+01 1.76065936e-02 1.06670012e-01 7.13833149e-02 2.04697614e-05 -5.15044411e+00
2.51612891e+00 1.07095411e+00 7.67487853e+01 3.26243344e-02 1.42515932e-01 5.07572855e-01 2.04295590e-05 -5.15041510e+00
3.33513760e+00 8.68834450e-01 7.43598716e+01 2.96558471e-02 1.34612887e-01 6.03266568e-01 2.03897302e-05 -5.15035104e+00
3.17915341e+00 1.13568727e+00 6.36237043e+01 1.62225093e-02 1.02979461e-01 5.29670571e-02 2.03497907e-05 -5.15034055e+00
1.86984878e+00 8.10022812e-01 7.14816491e+01 2.60118012e-02 1.24792245e-01 4.02350366e-01 2.03093114e-05 -5.15033736e+00
1.86407573e+00 9.76389593e-01 6.88017005e+01 2.27950531e-02 1.17093850e-01 6.74767354e-01 2.02692149e-05 -5.15029703e+00
2.12556126e+00 1.16754979e+00 7.09511359e+01 2.52687715e-02 1.24307406e-01 4.44531299e-01 2.02293358e-05 -5.15028017e+00
2.57147665e+00 8.94150755e-01 6.75631277e+01 2.11968660e-02 1.14318055e-01 6.34663660e-01 2.01894112e-05 -5.15025212e+00
3.41678572e+00 1.03109038e+00 7.54679501e+01 3.09645618e-02 1.36980552e-01 1.91660682e-01 2.01495654e-05 -5.15023526e+00
3.39104515e+00 8.03161248e-01 6.98547188e+01 2.38970153e-02 1.19919898e-01 3.54439239e-01 2.01095184e-05 -5.15023505e+00
2.35124219e+00 8.61868713e-01 7.48668708e+01 3.02416989e-02 1.36039117e-01 7.37335898e-01 2.00694950e-05 -5.15022376e+00
3.26338425e+00 1.16298994e+00 7.69801052e+01 3.28419941e-02 1.43389215e-01 3.81691724e-01 2.00297514e-05 -5.15020357e+00
2.20770767e+00 9.83120786e-01 7.54586070e+01 3.10632646e-02 1.37406545e-01 4.58474222e-01 1.99903887e-05 -5.15016205e+00
3.44223684e+00 9.35775509e-01 6.57646957e+01 1.88786782e-02 1.08588659e-01 2.83253996e-01 1.99509587e-05 -5.15015636e+00
2.24031568e+00 1.02912300e+00 7.09343752e+01 2.53246172e-02 1.24027784e-01 5.03600338e-01 1.99116938e-05 -5.15010605e+00
3.28263748e+00 1.00534009e+00 7.41365096e+01 2.93989775e-02 1.33939216e-01 7.12612602e-01 1.98726491e-05 -5.15008599e+00
3.88996830e+00 9.41823976e-01 7.54115131e+01 3.08362132e-02 1.37201188e-01 3.54079865e-01 1.98332598e-05 -5.15007815e+00
1.98962897e+00 1.14816613e+00 7.39822143e+01 2.92748825e-02 1.32121237e-01 7.83258171e-01 1.97940771e-05 -5.15004511e+00
3.18897033e+00 8.46839146e-01 6.45390193e+01 1.75390015e-02 1.05835797e-01 5.46373713e-01 1.97551850e-05 -5.15001568e+00
3.52536454e+00 1.19377893e+00 6.12170333e+01 1.33510566e-02 9.71186960e-02 8.08589124e-02 1.97160575e-05 -5.15001427e+00
3.66672227e+00 1.04677087e+00 7.42498539e+01 2.93541912e-02 1.34530035e-01 2.32527501e-01 1.96767555e-05 -5.15001046e+00
2.86856842e+00 1.00127422e+00 6.40513586e+01 1.68388442e-02 1.04073596e-01 4.56747525e-01 1.96377027e-05 -5.14999165e+00
2.68259085e+00 1.06721487e+00 7.47564355e+01 3.00712916e-02 1.34726178e-01 2.17479654e-01 1.95987601e-05 -5.14998449e+00
3.90148007e+00 1.07763310e+00 6.21450332e+01 1.44264339e-02 9.98188313e-02 1.27503579e-01 1.95598463e-05 -5.14997064e+00
2.93885054e+00 8.36484789e-01 6.50713093e+01 1.79816266e-02 1.07576295e-01 1.46129103e-01 1.95218466e-05 -5.14987775e+00
2.69360447e+00 8.35368226e-01 6.49739548e+01 1.80858004e-02 1.06755989e-01 5.74479119e-01 1.94840032e-05 -5.14985542e+00
3.19317297e+00 9.37454803e-01 6.15426106e+01 1.37439644e-02 9.81103635e-02 1.70449518e-01 1.94457349e-05 -5.14981379e+00
2.51780083e+00 1.15466420e+00 6.66311018e+01 1.99324112e-02 1.11658203e-01 5.04928800e-01 1.94073464e-05 -5.14981158e+00
1.78532512e+00 1.14667202e+00 7.20178075e+01 2.67198424e-02 1.27278672e-01 6.18705333e-01 1.93688260e-05 -5.14979140e+00
2.96036475e+00 1.00544053e+00 6.83394092e+01 2.20515247e-02 1.16626527e-01 4.60927837e-01 1.93305082e-05 -5.14977614e+00
3.35650192e+00 1.16295219e+00 7.09656887e+01 2.53201932e-02 1.24229548e-01 5.97163288e-01 1.92921840e-05 -5.14976449e+00
3.81066359e+00 9.39385449e-01 6.02829379e+01 1.23160761e-02 9.53862536e-02 7.16059489e-02 1.92538517e-05 -5.14975795e+00
2.39194283e+00 1.02480609e+00 7.29177383e+01 2.77810220e-02 1.29822865e-01 2.97414168e-01 1.92162714e-05 -5.14967596e+00
2.38750798e+00 9.44800292e-01 6.78165759e+01 2.13627552e-02 1.14498167e-01 4.65916760e-01 1.91789331e-05 -5.14965184e+00
3.12625377e+00 8.33567145e-01 6.56816041e+01 1.86847551e-02 1.09328450e-01 6.51335476e-02 1.91409032e-05 -5.14964970e+00
3.89032654e+00 8.87233913e-01 6.46622983e+01 1.76323585e-02 1.05640573e-01 5.76024815e-01 1.91028580e-05 -5.14963507e+00
3.83796917e+00 1.08401750e+00 7.36034515e+01 2.85805395e-02 1.32342010e-01 1.85278355e-01 1.90649797e-05 -5.14962335e+00
1.97835928e+00 8.13457918e-01 6.87256371e+01 2.24587715e-02 1.16731220e-01 1.74219416e-01 1.90270422e-05 -5.14962283e+00
2.45328696e+00 1.09308412e+00 6.36987380e+01 1.63136628e-02 1.03176201e-01 1.18002019e-01 1.89894295e-05 -5.14958487e+00
2.89773680e+00 1.01860892e+00 7.46460943e+01 2.99491106e-02 1.34814860e-01 2.54015515e-02 1.89519456e-05 -5.14957860e+00
2.17447483e+00 1.08939512e+00 6.60563644e+01 1.91690902e-02 1.09439572e-01 1.43870719e-02 1.89142746e-05 -5.14956823e+00
3.63766097e+00 9.82412481e-01 7.30380812e+01 2.80646835e-02 1.29936753e-01 6.70031667e-01 1.88767744e-05 -5.14955181e+00
3.71761275e+00 8.83548980e-01 6.39924196e+01 1.66850525e-02 1.04794925e-01 2.44148278e-01 1.88393630e-05 -5.14953992e+00
2.21499259e+00 8.00897828e-01 6.37799302e+01 1.63670718e-02 1.03877987e-01 1.83994477e-01 1.88018833e-05 -5.14953864e+00
2.24128258e+00 9.78115059e-01 6.90890445e+01 2.29116572e-02 1.18817002e-01 2.35887800e-01 1.87646040e-05 -5.14951333e+00
3.09722417e+00 9.75330620e-01 6.62356140e+01 1.94848975e-02 1.10675206e-01 5.29919638e-01 1.87273962e-05 -5.14951232e+00
2.30861290e+00 8.12110736e-01 7.47176091e+01 3.00923227e-02 1.35723929e-01 5.49992875e-01 1.86902529e-05 -5.14948799e+00
3.49787565e+00 1.07471812e+00 7.27081384e+01 2.76127852e-02 1.28788021e-01 5.60860999e-01 1.86534637e-05 -5.14945692e+00
2.85811150e+00 1.11004124e+00 6.52191369e+01 1.81969878e-02 1.07375666e-01 4.28256510e-01 1.86167532e-05 -5.14943192e+00
3.33880924e+00 9.98608162e-01 6.97126453e+01 2.39525408e-02 1.19941475e-01 7.55366243e-01 1.85800305e-05 -5.14940993e+00
3.72911414e+00 1.00957191e+00 7.28808723e+01 2.78144653e-02 1.28855709e-01 5.78970413e-01 1.85431772e-05 -5.14940684e+00
2.74951377e+00 8.35343161e-01 7.42250040e+01 2.94709878e-02 1.33523941e-01 7.91288457e-01 1.85062080e-05 -5.14940527e+00
2.13262188e+00 1.19995775e+00 7.21429693e+01 2.67319285e-02 1.27690643e-01 4.84984556e-01 1.84693346e-05 -5.14939978e+00
2.08522321e+00 9.37428707e-01 6.20185394e+01 1.43231152e-02 9.89221628e-02 7.88320387e-02 1.84328594e-05 -5.14936298e+00
2.35814101e+00 8.42005143e-01 7.43032154e+01 2.96162875e-02 1.34384834e-01 6.96818037e-01 1.83966653e-05 -5.14933477e+00
3.17361455e+00 9.32444256e-01 6.04445416e+01 1.27212393e-02 9.53563364e-02 4.18065073e-01 1.83602315e-05 -5.14933182e+00
3.10311882e+00 1.16988127e+00 6.85099752e+01 2.23669918e-02 1.16057912e-01 5.75256125e-01 1.83236225e-05 -5.14933059e+00
2.16154406e+00 1.06970207e+00 6.01605713e+01 1.22216169e-02 9.44932469e-02 2.52364101e-01 1.82872636e-05 -5.14930828e+00
3.23251225e+00 1.00255038e+00 7.44047159e+01 2.95686293e-02 1.33715376e-01 5.68375688e-02 1.82512570e-05 -5.14927636e+00
3.74340256e+00 9.40466230e-01 7.45480277e+01 2.98905261e-02 1.34751846e-01 4.44482331e-01 1.82151732e-05 -5.14927031e+00
1.91318194e+00 1.17858230e+00 5.97085013e+01 1.17558718e-02 9.32203032e-02 2.18586659e-01 1.81788998e-05 -5.14926709e+00
2.01975314e+00 9.17047411e-01 7.62274057e+01 3.19087207e-02 1.40217386e-01 5.82635027e-01 1.81426628e-05 -5.14926500e+00
2.08584344e+00 1.12782526e+00 7.01126822e+01 2.41532408e-02 1.21658292e-01 3.50778221e-01 1.81069291e-05 -5.14921416e+00
3.26673648e+00 9.11548316e-01 6.78061697e+01 2.13324664e-02 1.15149229e-01 2.77197241e-01 1.80713525e-05 -5.14920247e+00
2.46531969e+00 8.10724145e-01 6.47644375e+01 1.77581958e-02 1.06601213e-01 5.93576002e-01 1.80354555e-05 -5.14919492e+00
3.78843316e+00 1.00624795e+00 7.23978332e+01 2.71169407e-02 1.27450676e-01 3.36866661e-01 1.79996460e-05 -5.14918142e+00
3.86351594e+00 8.77204682e-01 5.96633489e+01 1.16479435e-02 9.32331662e-02 5.38735349e-02 1.79638514e-05 -5.14918013e+00
1.97478304e+00 1.06056804e+00 6.33443023e+01 1.58258806e-02 1.02651541e-01 7.04258201e-02 1.79282352e-05 -5.14915467e+00
3.37425248e+00 1.01800580e+00 6.86674711e+01 2.24179884e-02 1.17025991e-01 1.02638286e-01 1.78936268e-05 -5.14904862e+00
1.95335546e+00 1.17864333e+00 6.64855395e+01 1.96361126e-02 1.11512312e-01 1.22998981e-01 1.78589797e-05 -5.14903498e+00
3.49060171e+00 1.17112980e+00 7.67114528e+01 3.24447081e-02 1.42488320e-01 9.81364010e-02 1.78239244e-05 -5.14898226e+00
1.77981277e+00 8.59473076e-01 7.44946017e+01 2.96462711e-02 1.35274204e-01 1.75871472e-01 1.77889580e-05 -5.14896637e+00
3.72563200e+00 1.07991129e+00 6.46268797e+01 1.73902185e-02 1.06142365e-01 2.18133519e-01 1.77537614e-05 -5.14894731e+00
1.87193228e+00 1.10088178e+00 7.09835908e+01 2.53407885e-02 1.23982440e-01 2.94412310e-01 1.77185111e-05 -5.14894533e+00
3.09532847e+00 8.96978811e-01 6.15436313e+01 1.37865414e-02 9.83119657e-02 2.49241992e-01 1.76832115e-05 -5.14893977e+00
3.11776819e+00 1.04431682e+00 7.58669410e+01 3.15878137e-02 1.39488473e-01 7.48898302e-01 1.76480270e-05 -5.14893271e+00
2.10310648e+00 8.84057516e-01 7.34163898e+01 2.83179547e-02 1.31848619e-01 3.02355742e-01 1.76129695e-05 -5.14892068e+00
3.24304589e+00 9.06554888e-01 7.68103594e+01 3.27751421e-02 1.42410952e-01 6.10298917e-01 1.75780235e-05 -5.14890886e+00
3.39251800e+00 1.18078851e+00 7.36486715e+01 2.86154634e-02 1.32520375e-01 1.08983442e-01 1.75439990e-05 -5.14879968e+00
2.11998937e+00 8.91851228e-01 7.02558548e+01 2.43312213e-02 1.21271717e-01 1.94729212e-01 1.75100056e-05 -5.14879183e+00
1.64464437e+00 9.27931136e-01 6.82822647e+01 2.19987482e-02 1.15785277e-01 6.01587206e-01 1.74751759e-05 -5.14878590e+00
3.09264095e+00 9.97247086e-01 6.75246433e+01 2.11017341e-02 1.14214294e-01 5.44111616e-01 1.74407219e-05 -5.14874291e+00
2.26573508e+00 8.34162600e-01 6.64579826e+01 1.97914170e-02 1.10391699e-01 4.70071669e-01 1.74063392e-05 -5.14873659e+00
2.42414334e+00 1.04988365e+00 7.26973899e+01 2.73579887e-02 1.29473447e-01 2.16924300e-01 1.73719844e-05 -5.14869820e+00
2.95347130e+00 1.08139548e+00 7.65193781e+01 3.21854736e-02 1.41766133e-01 1.15565735e-01 1.73378105e-05 -5.14867882e+00
2.53519854e+00 8.31015854e-01 7.38366554e+01 2.89240091e-02 1.32083041e-01 5.69982629e-01 1.73035033e-05 -5.14866363e+00
3.73404592e+00 1.08468109e+00 7.24469819e+01 2.72292714e-02 1.28563193e-01 7.50083688e-01 1.72696613e-05 -5.14859822e+00
3.73122175e+00 1.07751826e+00 7.43066750e+01 2.95318674e-02 1.33566515e-01 2.10597918e-01 1.72360439e-05 -5.14856464e+00
2.59663905e+00 9.41527607e-01 7.61112463e+01 3.19372668e-02 1.38961886e-01 7.93922098e-01 1.72020404e-05 -5.14855174e+00
1.93869679e+00 1.02780132e+00 7.47671835e+01 3.00303030e-02 1.34982754e-01 2.64453343e-01 1.71678221e-05 -5.14855100e+00
1.99721043e+00 9.53383003e-01 6.74156744e+01 2.10261187e-02 1.12975810e-01 5.96129167e-01 1.71336553e-05 -5.14854003e+00
2.17066284e+00 9.38947213e-01 6.77544406e+01 2.15158011e-02 1.14077896e-01 6.99007189e-01 1.70997917e-05 -5.14851178e+00
1.96187266e+00 9.41217033e-01 6.34808104e+01 1.61751559e-02 1.03110293e-01 4.97737114e-01 1.70660290e-05 -5.14849683e+00
2.46038031e+00 1.04147962e+00 6.76741067e+01 2.10909285e-02 1.14169997e-01 1.60679669e-01 1.70321980e-05 -5.14848443e+00
3.10266684e+00 8.72882538e-01 7.45584933e+01 2.99846129e-02 1.34111013e-01 6.95186504e-01 1.69984650e-05 -5.14846584e+00
2.79965087e+00 9.98316957e-01 6.71034318e+01 2.05932829e-02 1.12803377e-01 4.82681152e-01 1.69647096e-05 -5.14846397e+00
3.88490242e+00 1.16500665e+00 7.50340131e+01 3.05717615e-02 1.36245558e-01 6.55097389e-01 1.69310474e-05 -5.14844227e+00
2.33408152e+00 1.10785589e+00 7.22443348e+01 2.68348120e-02 1.27884259e-01 4.13445290e-01 1.68975339e-05 -5.14843070e+00
1.93132340e+00 1.13823587e+00 6.68857500e+01 2.02867661e-02 1.12206740e-01 3.85527746e-01 1.68640800e-05 -5.14840980e+00
2.74529554e+00 9.02409108e-01 7.65682555e+01 3.23925385e-02 1.41514499e-01 7.32057273e-01 1.68307657e-05 -5.14838952e+00
1.94395516e+00 1.02109955e+00 5.91575228e+01 1.12529560e-02 9.20488933e-02 3.52036674e-01 1.67977351e-05 -5.14834268e+00
2.27785194e+00 9.41108587e-01 7.29989790e+01 2.77903679e-02 1.30497860e-01 1.16704015e-01 1.67646414e-05 -5.14833766e+00
3.64534955e+00 9.33231531e-01 7.29888595e+01 2.78466743e-02 1.29676270e-01 5.96064649e-01 1.67313618e-05 -5.14832084e+00
2.09099964e+00 1.04320661e+00 7.69293070e+01 3.28481959e-02 1.42589565e-01 7.28139947e-01 1.66982895e-05 -5.14829889e+00
2.35496355e+00 8.46428522e-01 5.58987562e+01 7.63428397e-03 8.42956069e-02 7.77858390e-02 1.66651622e-05 -5.14829652e+00
3.53484738e+00 8.46589502e-01 7.42213590e+01 2.94681065e-02 1.33989420e-01 5.07727331e-01 1.66320068e-05 -5.14828586e+00
1.74479328e+00 9.93963545e-01 7.47947005e+01 3.00113466e-02 1.35772499e-01 2.64599463e-01 1.65989466e-05 -5.14827996e+00
3.61914254e+00 9.30858502e-01 7.49568941e+01 3.02979339e-02 1.36454273e-01 5.50146417e-01 1.65660092e-05 -5.14826241e+00
3.63013950e+00 9.79202715e-01 7.41840375e+01 2.93737787e-02 1.34058255e-01 6.58595679e-01 1.65331181e-05 -5.14825882e+00
2.90054207e+00 1.17001497e+00 7.64396155e+01 3.22361294e-02 1.41061314e-01 2.78978684e-01 1.65003836e-05 -5.14823020e+00
3.13414867e+00 1.13615079e+00 7.67797680e+01 3.26729404e-02 1.41837095e-01 1.71655398e-01 1.64677081e-05 -5.14822732e+00
2.30788030e+00 1.13262155e+00 7.04357557e+01 2.45740607e-02 1.22753832e-01 2.81646777e-01 1.64349574e-05 -5.14821572e+00
3.21811249e+00 9.80429880e-01 6.14377413e+01 1.35930603e-02 9.77995082e-02 2.51418548e-02 1.64022594e-05 -5.14821435e+00
3.71540364e+00 1.00705518e+00 7.49180708e+01 3.04317471e-02 1.35757628e-01 6.59783339e-01 1.63696069e-05 -5.14820515e+00
1.65809383e+00 9.06388237e-01 5.99255555e+01 1.19749396e-02 9.37885832e-02 1.79119402e-01 1.63370938e-05 -5.14819468e+00
2.52527453e+00 9.62270106e-01 6.78394372e+01 2.14758345e-02 1.15030239e-01 6.20545198e-01 1.63046070e-05 -5.14819016e+00
2.51399293e+00 1.11639257e+00 7.40369000e+01 2.92037664e-02 1.32748975e-01 2.83795286e-01 1.62722030e-05 -5.14817746e+00
2.39044518e+00 8.27718433e-01 7.58974182e+01 3.15883112e-02 1.38506911e-01 7.02641920e-01 1.62399915e-05 -5.14815716e+00
2.24117887e+00 8.84680457e-01 7.52421667e+01 3.07458664e-02 1.36423985e-01 6.70437701e-01 1.62077699e-05 -5.14815357e+00
2.64035923e+00 8.66975827e-01 6.35077697e+01 1.62072587e-02 1.02973443e-01 4.99682411e-01 1.61754891e-05 -5.14814851e+00
3.30524170e+00 1.10631297e+00 7.66876171e+01 3.24198561e-02 1.42359222e-01 1.59036445e-01 1.61432477e-05 -5.14814799e+00
1.63530855e+00 1.15987881e+00 6.48035589e+01 1.78252399e-02 1.06182180e-01 4.87218272e-01 1.61113705e-05 -5.14810570e+00
2.91693981e+00 8.64694383e-01 7.68385753e+01 3.26663535e-02 1.42242140e-01 5.13143742e-01 1.60798555e-05 -5.14806796e+00
3.27757904e+00 8.30620225e-01 6.41069925e+01 1.69472652e-02 1.04900670e-01 5.20680980e-01 1.60481785e-05 -5.14805354e+00
2.65031222e+00 8.35769351e-01 6.69594579e+01 2.03265046e-02 1.12441983e-01 2.45943020e-01 1.60163315e-05 -5.14804482e+00
1.90181193e+00 1.12258239e+00 6.48814758e+01 1.78554723e-02 1.06806404e-01 5.39788650e-01 1.59844593e-05 -5.14804146e+00
1.76599794e+00 9.76419750e-01 6.51791829e+01 1.81626341e-02 1.07038160e-01 3.73300801e-01 1.59528540e-05 -5.14800723e+00
1.93665795e+00 1.08014287e+00 6.57083220e+01 1.88043582e-02 1.09245974e-01 3.42406159e-01 1.59213209e-05 -5.14800266e+00
2.12974923e+00 8.04753479e-01 6.74262902e+01 2.09518733e-02 1.13147696e-01 5.44732421e-01 1.58897687e-05 -5.14797868e+00
3.58949863e+00 1.10533069e+00 6.49854983e+01 1.79186270e-02 1.06520210e-01 3.14093229e-01 1.58583841e-05 -5.14796084e+00
2.07288680e+00 1.00044477e+00 7.03450587e+01 2.45218690e-02 1.21803878e-01 5.49835752e-01 1.58269579e-05 -5.14794997e+00
2.27020776e+00 1.09953155e+00 7.67662944e+01 3.27052952e-02 1.42155329e-01 5.30432060e-01 1.57954845e-05 -5.14794598e+00
2.48363530e+00 8.34789107e-01 6.64825291e+01 1.97650572e-02 1.11099591e-01 5.24972377e-01 1.57639930e-05 -5.14794535e+00
2.63681707e+00 1.12741813e+00 7.51029235e+01 3.04964174e-02 1.37112102e-01 3.91841369e-01 1.57326530e-05 -5.14793008e+00
2.66731686e+00 9.18463869e-01 7.49647242e+01 3.02963129e-02 1.36636585e-01 4.59391991e-01 1.57014997e-05 -5.14791361e+00
3.68516037e+00 9.43792761e-01 6.96015800e+01 2.35621763e-02 1.20263502e-01 3.67856072e-01 1.56703757e-05 -5.14790246e+00
1.67335120e+00 1.06136874e+00 7.33069547e+01 2.84053371e-02 1.30451236e-01 6.73012220e-01 1.56393147e-05 -5.14788584e+00
3.05863715e+00 1.01946586e+00 6.82903535e+01 2.19257734e-02 1.16115883e-01 4.29218999e-01 1.56082582e-05 -5.14788200e+00
1.88232807e+00 1.17355147e+00 7.06522745e+01 2.47613046e-02 1.22996623e-01 1.40273000e-02 1.55772388e-05 -5.14786854e+00
2.50778055e+00 9.67132690e-01 6.41301604e+01 1.68266891e-02 1.04347723e-01 1.36303655e-01 1.55465322e-05 -5.14783238e+00
2.12121441e+00 1.19789415e+00 7.47237692e+01 3.00442887e-02 1.34816339e-01 1.64144990e-01 1.55157947e-05 -5.14783071e+00
3.40960564e+00 1.14347843e+00 6.95339525e+01 2.35903142e-02 1.19952308e-01 6.17552897e-01 1.54849825e-05 -5.14781203e+00
3.67333316e+00 1.02358959e+00 6.75074755e+01 2.09867021e-02 1.13362093e-01 3.46794429e-01 1.54542277e-05 -5.14781087e+00
2.38723168e+00 8.04837625e-01 7.61398510e+01 3.17904597e-02 1.40309641e-01 5.32725280e-01 1.54234103e-05 -5.14780822e+00
2.57639753e+00 1.12583408e+00 7.64944726e+01 3.23430777e-02 1.40874530e-01 3.61225594e-01 1.53927180e-05 -5.14779879e+00
3.50194750e+00 1.09955718e+00 6.15245714e+01 1.38237982e-02 9.83114342e-02 3.24212598e-01 1.53622367e-05 -5.14777663e+00
1.71882311e+00 9.25150776e-01 5.97543727e+01 1.18079212e-02 9.35882962e-02 1.97097129e-01 1.53317624e-05 -5.14777415e+00
2.80529192e+00 9.95710585e-01 6.76108895e+01 2.10070206e-02 1.13909066e-01 4.86016927e-02 1.53013112e-05 -5.14775688e+00
3.59302150e+00 1.10657630e+00 7.33899828e+01 2.83538997e-02 1.31091830e-01 1.46941277e-01 1.52709148e-05 -5.14775515e+00
2.31286837e+00 1.03439227e+00 6.96374023e+01 2.37373115e-02 1.20044337e-01 7.41029627e-01 1.52406881e-05 -5.14772351e+00
3.52871030e+00 8.40024537e-01 6.95557247e+01 2.37118080e-02 1.19392440e-01 6.67876655e-01 1.52105638e-05 -5.14771620e+00
3.32906021e+00 9.71953702e-01 7.21577959e+01 2.69325391e-02 1.26720873e-01 6.45222963e-01 1.51803701e-05 -5.14770155e+00
2.12193840e+00 9.14084481e-01 7.39289906e+01 2.90337570e-02 1.33345150e-01 4.84047468e-01 1.51503976e-05 -5.14767295e+00
1.75171226e+00 8.71414770e-01 6.92774983e+01 2.32832910e-02 1.18990986e-01 5.33779357e-01 1.51208062e-05 -5.14761573e+00
1.83147628e+00 8.97653204e-01 5.95147655e+01 1.15371521e-02 9.27535444e-02 2.40897030e-01 1.50910922e-05 -5.14761101e+00
1.73637739e+00 8.01849898e-01 6.28313957e+01 1.52463362e-02 1.01083602e-01 2.52323968e-02 1.50610484e-05 -5.14760536e+00
3.52246831e+00 9.22145831e-01 7.02005838e+01 2.42109572e-02 1.21479660e-01 8.17050777e-02 1.50310321e-05 -5.14760494e+00
2.30739080e+00 9.23195629e-01 6.71426875e+01 2.05875585e-02 1.13178997e-01 4.90219712e-01 1.50012167e-05 -5.14758047e+00
1.63173794e+00 1.18336416e+00 7.41831401e+01 2.93968852e-02 1.32957995e-01 5.21443783e-01 1.49714701e-05 -5.14757877e+00
2.26963289e+00 1.01245073e+00 6.87531434e+01 2.25353215e-02 1.17178391e-01 1.86401364e-01 1.49416038e-05 -5.14757820e+00
1.74825951e+00 1.18247588e+00 7.38245354e+01 2.89634784e-02 1.31840399e-01 4.93497602e-01 1.49117846e-05 -5.14757819e+00
2.44489673e+00 9.98785046e-01 7.63174924e+01 3.21139997e-02 1.40953216e-01 7.52830004e-01 1.48820661e-05 -5.14757209e+00
3.08963168e+00 1.00673849e+00 7.57394189e+01 3.13148290e-02 1.37976601e-01 1.37271946e-01 1.48526153e-05 -5.14754399e+00
1.78757250e+00 1.01093094e+00 6.44704274e+01 1.72344815e-02 1.05406028e-01 2.52930876e-01 1.48234639e-05 -5.14750535e+00
2.16970626e+00 9.12293665e-01 5.57988864e+01 7.51238903e-03 8.43322925e-02 9.51542774e-02 1.47941627e-05 -5.14750526e+00
3.30171057e+00 8.25551318e-01 6.63563404e+01 1.97155732e-02 1.10870117e-01 5.95918266e-01 1.47646731e-05 -5.14749998e+00
2.94711206e+00 1.10874305e+00 7.63700261e+01 3.21540071e-02 1.40850398e-01 3.39008389e-01 1.47354722e-05 -5.14746868e+00
2.55151218e+00 8.24097507e-01 6.82416361e+01 2.18426454e-02 1.16359034e-01 1.90595602e-01 1.47062994e-05 -5.14746743e+00
2.91320516e+00 1.13045677e+00 7.14362602e+01 2.59645647e-02 1.25226816e-01 4.79818039e-01 1.46771892e-05 -5.14743547e+00
