# logA n_s H0 omega_b omega_cdm tau_reio weight loglikelihood
2.92162441e+00 8.05711447e-01 8.63272888e+01 2.52659638e-02 2.63713968e-01 2.27801604e-01 1.86053906e-144 -3.35517591e+02
3.61123692e+00 9.27910304e-01 6.37321884e+01 1.97811052e-02 2.12203032e-01 7.26432051e-02 2.47787274e-144 -3.35379846e+02
2.46081378e+00 9.34459927e-01 8.61130810e+01 2.63894240e-02 4.29619227e-01 4.63821241e-01 3.69127153e-144 -3.34795805e+02
1.71078315e+00 9.32083974e-01 8.88500633e+01 2.71439522e-02 4.27492688e-01 3.99512814e-01 5.09606075e-144 -3.34651936e+02
3.65166051e+00 8.85934781e-01 7.78222015e+01 3.28513464e-02 5.76353076e-02 6.54326454e-01 6.68635682e-144 -3.34278162e+02
1.68060492e+00 8.07920269e-01 8.17127036e+01 3.04697223e-02 9.51686413e-02 4.39737838e-01 8.49663389e-144 -3.34138860e+02
3.27696533e+00 8.46988564e-01 7.30215271e+01 2.28109737e-02 3.22522609e-01 9.09278381e-02 1.46842311e-143 -3.33333181e+02
3.21875206e+00 9.52512318e-01 6.19868898e+01 1.49645720e-02 2.24039046e-01 2.69453202e-02 5.22576974e-143 -3.31907892e+02
1.67040214e+00 9.56216203e-01 9.11953387e+01 2.83696861e-02 3.50302555e-01 1.53808922e-01 1.01781757e-142 -3.31556657e+02
1.80454173e+00 1.07355944e+00 7.37129511e+01 2.93516337e-02 2.89985839e-01 5.96982710e-01 3.07403695e-142 -3.30132055e+02
3.66323235e+00 1.01257405e+00 8.17667795e+01 2.14371529e-02 3.41592202e-01 7.33690171e-02 9.33114913e-142 -3.29111999e+02
3.39398404e+00 1.14792634e+00 6.60375428e+01 2.02874031e-02 2.42604003e-01 4.30302894e-01 1.73088355e-141 -3.28687484e+02
1.78916607e+00 8.00578783e-01 8.81980827e+01 2.76868872e-02 4.41378484e-01 1.18775338e-01 2.51682652e-141 -3.28343916e+02
3.71687827e+00 1.15383783e+00 8.23100101e+01 2.14387866e-02 2.90798556e-01 8.92323206e-02 3.08098485e-141 -3.28251744e+02
3.35882618e+00 1.04379924e+00 7.95980230e+01 2.57276221e-02 3.86046644e-01 1.36320492e-01 3.96250878e-141 -3.27870634e+02
2.00556746e+00 8.50926788e-01 9.31524161e+01 2.99949301e-02 3.66408895e-01 1.94696588e-02 9.00594531e-141 -3.26829302e+02
1.62122698e+00 9.57552604e-01 8.66185141e+01 2.60790742e-02 2.52605802e-01 2.45765099e-01 2.43368495e-140 -3.25849664e+02
2.49608184e+00 8.47035398e-01 7.59362705e+01 1.65967312e-02 2.70639461e-01 1.22688192e-01 3.56596080e-140 -3.25830443e+02
2.74235464e+00 8.56412586e-01 6.65072986e+01 3.14997839e-02 1.19559972e-01 4.77443185e-01 7.12475514e-140 -3.24743276e+02
3.69638304e+00 1.17414568e+00 7.63788157e+01 1.72002744e-02 1.99261204e-01 6.94897276e-02 2.25021770e-139 -3.23570285e+02
2.38340370e+00 8.37827218e-01 8.16775915e+01 2.13552502e-02 3.28045366e-01 1.46890593e-01 4.08268687e-139 -3.23247813e+02
3.55671030e+00 9.91740660e-01 8.28439472e+01 2.99000822e-02 4.12972622e-01 3.98827118e-01 5.14811239e-139 -3.23083404e+02
3.83582661e+00 1.07822254e+00 8.14600289e+01 2.92316460e-02 3.97050510e-01 5.37731446e-01 3.22700789e-138 -3.20721652e+02
2.40342993e+00 1.12756016e+00 7.25939596e+01 2.58604218e-02 5.30347460e-02 4.36673000e-01 8.83552392e-138 -3.20027478e+02
1.82258846e+00 1.17156592e+00 8.01365651e+01 2.18622826e-02 1.76934526e-01 2.76024950e-01 1.17994859e-137 -3.20020990e+02
3.12766748e+00 8.01066188e-01 8.77389212e+01 3.26249403e-02 1.56009394e-01 3.21910742e-01 1.31165861e-137 -3.19821737e+02
2.80812454e+00 8.30909057e-01 7.25853900e+01 1.90986375e-02 3.18113540e-01 1.00352059e-01 1.45362836e-137 -3.19801645e+02
1.80861583e+00 8.70704144e-01 5.84003860e+01 1.80195674e-02 1.28515125e-01 3.42245053e-01 5.94480687e-137 -3.17839565e+02
2.69593318e+00 1.17100535e+00 6.74242320e+01 3.19371435e-02 1.36097554e-01 2.99497286e-01 1.15887817e-136 -3.17634291e+02
2.66423809e+00 9.81166257e-01 8.68766177e+01 3.02135826e-02 4.49948372e-01 2.49524660e-01 1.37296018e-136 -3.17491138e+02
3.09822141e+00 1.16407552e+00 8.08477270e+01 2.19068969e-02 1.99479063e-01 3.30737843e-01 2.73540867e-136 -3.16488160e+02
2.41858816e+00 1.15028275e+00 6.48795598e+01 1.77224502e-02 2.40068844e-01 2.23895046e-01 4.19154739e-136 -3.16394165e+02
2.72750530e+00 9.59394458e-01 7.75898626e+01 2.09851407e-02 1.38109195e-01 4.64559245e-01 4.51684394e-136 -3.16333392e+02
3.02714647e+00 8.27869263e-01 8.36409511e+01 3.04999197e-02 4.17020252e-01 3.57496396e-01 5.15140077e-136 -3.16136055e+02
3.74222726e+00 1.11816091e+00 6.99491180e+01 1.35171381e-02 2.67989777e-01 1.92724959e-01 6.35833240e-136 -3.15911285e+02
2.36582328e+00 1.07477654e+00 8.66563852e+01 2.84484832e-02 1.99146385e-01 3.68009999e-01 7.25923321e-136 -3.15855225e+02
2.55911835e+00 1.10955453e+00 7.51092521e+01 2.33383780e-02 3.37138395e-01 2.31113552e-01 7.73950109e-136 -3.15779799e+02
3.03890161e+00 1.08303514e+00 8.15889919e+01 3.03512153e-02 3.92182764e-01 4.19005262e-01 8.92922363e-136 -3.15574356e+02
2.93387500e+00 9.89182668e-01 6.34216258e+01 2.69979371e-02 7.41606942e-02 6.22183957e-01 2.86448628e-135 -3.13999126e+02
2.62169363e+00 9.14687637e-01 7.93702085e+01 2.23771166e-02 1.51845732e-01 4.51203997e-01 6.19248413e-135 -3.13520137e+02
1.65075161e+00 8.29277100e-01 6.32361402e+01 2.07515987e-02 4.33835332e-02 6.24929373e-01 7.92848840e-135 -3.13445454e+02
3.42868607e+00 9.39268684e-01 8.11798113e+01 2.31434934e-02 1.78408838e-01 3.30367975e-01 1.33014346e-134 -3.12638491e+02
3.73381062e+00 9.52277346e-01 7.89171610e+01 2.13290130e-02 1.61957181e-01 2.95987193e-01 5.66190299e-134 -3.10995953e+02
2.91655086e+00 8.18030322e-01 8.16729597e+01 2.18205949e-02 3.24914923e-01 3.70466586e-01 1.12915711e-133 -3.10670295e+02
2.14543880e+00 8.60732553e-01 6.67606446e+01 1.19510471e-02 2.53219695e-01 2.60698723e-01 1.77060508e-133 -3.10136313e+02
2.81285370e+00 1.05091044e+00 9.19104678e+01 3.10841345e-02 4.67540313e-01 8.70399675e-02 4.13494478e-133 -3.09138678e+02
3.38445733e+00 1.05555874e+00 7.06485318e+01 2.51667579e-02 4.86901228e-02 6.49761862e-01 6.32535505e-133 -3.09045180e+02
1.83132248e+00 8.13641769e-01 9.06865692e+01 3.03311888e-02 2.67139448e-01 3.48191297e-01 7.48779523e-133 -3.08808995e+02
2.28733796e+00 9.03425889e-01 7.56378503e+01 1.68244910e-02 2.62489164e-01 1.05650189e-01 1.15764306e-131 -3.05523440e+02
2.92526905e+00 9.38672562e-01 9.03933542e+01 2.88801191e-02 4.10656774e-01 3.45852593e-01 2.46651793e-131 -3.05328872e+02
2.34609813e+00 1.07633262e+00 6.57887184e+01 3.07728579e-02 9.55446885e-02 7.08504559e-01 2.89310721e-131 -3.05195398e+02
3.38033545e+00 1.18165682e+00 7.27900723e+01 2.47916108e-02 2.98780526e-01 2.98116808e-01 4.00700706e-131 -3.04724037e+02
3.40397844e+00 9.75291398e-01 6.11341415e+01 1.37732510e-02 2.13149213e-01 1.64437016e-01 6.09364643e-131 -3.04335470e+02
2.21644992e+00 1.19322173e+00 9.07131334e+01 2.93583460e-02 3.12165052e-01 4.11208610e-01 7.67058937e-131 -3.04225271e+02
1.98525101e+00 1.12136659e+00 8.17576670e+01 2.19834861e-02 3.24689998e-01 4.13225686e-02 8.18648621e-131 -3.04198437e+02
2.55300754e+00 1.06377858e+00 6.37850046e+01 2.60487297e-02 5.85230733e-02 7.67384432e-01 1.05234083e-130 -3.03765382e+02
3.24830421e+00 8.00075815e-01 9.14241209e+01 3.04323987e-02 4.45836838e-01 3.76136147e-01 1.60228767e-130 -3.03349931e+02
1.88012489e+00 9.16223009e-01 7.15914245e+01 1.79942765e-02 8.37849477e-02 3.43035056e-01 3.42710344e-130 -3.02410809e+02
2.87577848e+00 8.30138215e-01 8.62042657e+01 2.69156948e-02 4.03472566e-01 3.45459617e-01 6.71429965e-130 -3.01862337e+02
2.46898593e+00 9.15264782e-01 8.90367482e+01 3.09225910e-02 2.13852864e-01 5.36026736e-01 1.10340051e-129 -3.01393502e+02
1.70619339e+00 1.14307552e+00 8.22494173e+01 2.24309120e-02 3.14854077e-01 4.50175413e-01 1.64234488e-129 -3.01039582e+02
2.24679365e+00 9.41572728e-01 8.79197547e+01 2.92699735e-02 4.35012331e-01 8.60112134e-02 2.52588486e-129 -3.00555452e+02
2.82862107e+00 8.41768340e-01 9.21562901e+01 3.07501485e-02 4.43300714e-01 1.35508588e-01 3.37365029e-129 -3.00404442e+02
3.31719641e+00 1.15703331e+00 7.13682501e+01 2.62316190e-02 2.66736937e-01 2.36091562e-01 7.60894779e-129 -2.99240329e+02
3.43108785e+00 9.24009481e-01 9.49294066e+01 3.26773309e-02 4.61871101e-01 2.25387152e-01 1.39462945e-128 -2.98896799e+02
2.69492486e+00 1.12600130e+00 6.73490939e+01 2.42775894e-02 2.19758048e-01 1.87011162e-01 1.64773584e-128 -2.98873562e+02
3.81096027e+00 8.44738965e-01 7.84134450e+01 2.32082171e-02 3.54348788e-01 4.01756397e-01 1.90627838e-128 -2.98617513e+02
3.46260895e+00 1.18013043e+00 7.65127800e+01 2.45380783e-02 8.77348421e-02 2.98506332e-01 2.39129871e-128 -2.98410543e+02
2.01226600e+00 8.84763553e-01 8.47684178e+01 2.61406181e-02 3.92361576e-01 1.37452926e-01 4.64855241e-128 -2.97481728e+02
3.75471887e+00 8.38365223e-01 7.75823253e+01 2.04131731e-02 1.55367874e-01 3.53777372e-01 9.87024342e-128 -2.96804728e+02
2.05784555e+00 8.50768881e-01 8.58790325e+01 3.28401454e-02 1.32523792e-01 2.14458172e-01 2.49684051e-127 -2.95767029e+02
3.19805940e+00 9.64270358e-01 6.44304610e+01 2.83182083e-02 9.77454916e-02 4.99297523e-01 3.89452647e-127 -2.95656751e+02
2.69309295e+00 9.48576191e-01 6.46574286e+01 8.42448790e-03 1.93968283e-01 5.94476304e-02 4.25029555e-127 -2.95586398e+02
3.44614387e+00 1.13397468e+00 6.66178800e+01 3.09806503e-02 6.66098464e-02 6.92277526e-01 1.74253629e-126 -2.93649540e+02
2.10600474e+00 8.26647534e-01 8.92917914e+01 3.02981030e-02 2.40699840e-01 6.97268349e-01 4.19030521e-126 -2.93086004e+02
3.24338115e+00 8.75021941e-01 6.05022023e+01 1.40720760e-02 2.00081903e-01 2.21124813e-01 8.42470695e-126 -2.92315336e+02
2.00219671e+00 9.09932449e-01 6.40415956e+01 1.43108310e-02 2.38646378e-01 1.91479303e-01 1.31887653e-125 -2.92057271e+02
1.81172974e+00 8.02268278e-01 7.13839331e+01 1.82628079e-02 8.06108339e-02 1.37506234e-01 1.86326228e-125 -2.91645693e+02
3.00342762e+00 9.23430416e-01 8.78354550e+01 3.18336802e-02 4.42267537e-01 1.12126301e-01 3.56470595e-125 -2.90863081e+02
3.22170888e+00 9.58312333e-01 6.84746278e+01 2.78000842e-02 2.02120690e-01 1.25673885e-01 5.94032750e-125 -2.90503176e+02
2.76791307e+00 1.00276006e+00 8.19860290e+01 3.12203323e-02 1.01113051e-01 6.26728456e-01 4.80412358e-124 -2.87957047e+02
2.67067522e+00 9.57333518e-01 7.04862838e+01 1.29221403e-02 2.00678177e-01 2.74090461e-01 4.36106790e-123 -2.85781285e+02
2.76731606e+00 8.40601162e-01 8.05861180e+01 2.70906620e-02 1.18644157e-01 6.27200449e-01 7.92324477e-123 -2.85754540e+02
2.50439024e+00 1.02950737e+00 5.68102031e+01 1.65231374e-02 9.63679661e-02 8.24738861e-02 9.69909574e-123 -2.85403327e+02
2.80846904e+00 8.08371450e-01 7.61854687e+01 2.88724614e-02 3.13616408e-01 4.20961191e-01 1.39406522e-122 -2.85029116e+02
3.35661464e+00 9.15376232e-01 6.33264680e+01 7.50053319e-03 1.80736220e-01 4.99055039e-02 1.79830717e-122 -2.84862236e+02
3.63774857e+00 1.01939013e+00 8.07882608e+01 2.37725216e-02 3.53835953e-01 4.33154063e-01 2.26721553e-122 -2.84575270e+02
3.84903900e+00 9.12349933e-01 6.49813892e+01 2.81788977e-02 6.74822879e-02 2.86775379e-02 2.83733488e-122 -2.84397029e+02
3.66840696e+00 8.72586104e-01 8.37449413e+01 2.42505841e-02 2.52425353e-01 7.94562310e-02 4.58735904e-122 -2.83716181e+02
2.68262083e+00 1.14435904e+00 7.75363972e+01 2.31231844e-02 1.16478586e-01 3.50773353e-01 1.69372154e-121 -2.82196188e+02
3.41071228e+00 8.73642543e-01 7.05468716e+01 2.34060072e-02 5.37868177e-02 1.94610803e-02 2.88398787e-121 -2.82119859e+02
2.47609301e+00 8.88096247e-01 6.12614382e+01 2.31680699e-02 9.25302874e-02 2.90316580e-01 3.60548366e-121 -2.81773939e+02
1.76754303e+00 1.16935397e+00 6.60999165e+01 1.02407852e-02 1.04718391e-01 2.32649459e-01 4.30082620e-121 -2.81733797e+02
2.35854284e+00 1.01678720e+00 8.69289100e+01 2.91533747e-02 4.13454089e-01 3.22880227e-01 4.54063719e-121 -2.81662298e+02
3.58578601e+00 8.77212191e-01 7.43260916e+01 1.87463524e-02 3.01628847e-01 2.14952153e-01 5.36738772e-121 -2.81409864e+02
2.00829018e+00 1.14745359e+00 6.41819979e+01 8.94759184e-03 2.04513187e-01 1.82156420e-01 1.03565208e-120 -2.80519733e+02
2.38227207e+00 1.09182396e+00 8.80953955e+01 2.90222114e-02 2.49199137e-01 5.93773947e-01 3.44855443e-120 -2.79209652e+02
3.83456246e+00 1.01022744e+00 8.71708479e+01 2.80223076e-02 3.90419919e-01 3.91909064e-01 8.66828615e-120 -2.78422037e+02
3.06818790e+00 1.10842410e+00 6.58620131e+01 1.91389288e-02 2.31810742e-01 3.94607308e-02 1.32706206e-119 -2.78213510e+02
2.61154587e+00 1.09748126e+00 8.17596243e+01 2.25454064e-02 2.87705175e-01 3.24782812e-01 3.09369484e-119 -2.77040368e+02
1.72665955e+00 8.47300887e-01 9.26662815e+01 3.22256696e-02 4.38963039e-01 3.53640468e-01 4.83748218e-119 -2.76990114e+02
1.92270442e+00 9.01947025e-01 6.96621977e+01 2.10929884e-02 5.62069714e-02 1.51025203e-01 5.02619227e-119 -2.76959439e+02
1.79601476e+00 1.14525411e+00 7.25440367e+01 2.60235380e-02 2.77292705e-01 2.60097000e-01 7.39148632e-119 -2.76316241e+02
2.43998989e+00 1.00758040e+00 7.63662126e+01 1.92760379e-02 2.95196014e-01 3.35460723e-01 1.66833773e-118 -2.75420010e+02
2.63820126e+00 1.01197119e+00 5.80956796e+01 8.02805319e-03 1.95509004e-01 1.80992061e-01 3.03470272e-118 -2.74971190e+02
2.06450121e+00 1.06441625e+00 7.16296283e+01 1.61514542e-02 1.12648201e-01 3.99681591e-01 4.32888161e-118 -2.74677209e+02
3.40549021e+00 1.06667306e+00 7.13731117e+01 2.93827389e-02 2.32684697e-01 4.59623524e-01 5.56175196e-118 -2.74456600e+02
3.60335062e+00 1.04102025e+00 9.37421853e+01 3.24264214e-02 3.51019156e-01 1.11058826e-02 8.08667549e-118 -2.73970873e+02
3.47227134e+00 8.51009859e-01 7.60744278e+01 2.09755149e-02 3.17149326e-01 1.20520458e-02 1.94447274e-117 -2.72909029e+02
2.01159842e+00 9.51037446e-01 6.49213532e+01 1.35639301e-02 5.76981154e-02 5.34422390e-01 3.37370643e-117 -2.72616587e+02
2.72779032e+00 9.87009702e-01 6.58679284e+01 1.35002962e-02 6.47761189e-02 4.30545452e-01 6.88277554e-117 -2.71672652e+02
1.88029383e+00 8.18338073e-01 8.70525157e+01 3.08751766e-02 4.17685742e-01 2.41987249e-01 1.48820542e-116 -2.70974751e+02
1.70282086e+00 1.09505815e+00 9.43398326e+01 3.28246001e-02 3.85338559e-01 1.97972915e-01 2.00996462e-116 -2.70948365e+02
2.85564827e+00 1.00435464e+00 8.22188570e+01 2.31658168e-02 2.50982668e-01 1.33022606e-02 2.34147453e-116 -2.70682829e+02
2.00644025e+00 8.80919090e-01 7.02327194e+01 3.05005163e-02 2.00710214e-01 5.74838651e-01 5.15724454e-116 -2.69618374e+02
3.85572405e+00 1.19044259e+00 8.09272326e+01 2.21241058e-02 2.82276873e-01 3.79549793e-01 7.73268201e-116 -2.69598007e+02
2.80271157e+00 1.05813889e+00 7.61611116e+01 2.93614733e-02 3.03649302e-01 2.51679844e-01 9.50517745e-116 -2.69234387e+02
2.61757586e+00 1.12566455e+00 8.16140319e+01 2.79626440e-02 3.70425871e-01 2.36559454e-01 1.27976276e-115 -2.68982154e+02
3.28112750e+00 8.73435606e-01 8.35065534e+01 2.52288895e-02 3.50690482e-01 1.00588307e-01 1.82557556e-115 -2.68550343e+02
1.67398412e+00 9.88967918e-01 7.99373529e+01 2.34957132e-02 3.38110432e-01 4.37634276e-01 2.23560831e-115 -2.68526803e+02
2.41075238e+00 1.08079957e+00 8.53940471e+01 2.98689916e-02 1.68426814e-01 5.24882995e-01 2.57581894e-115 -2.68278299e+02
3.25938821e+00 8.76840041e-01 7.91806446e+01 3.02906794e-02 3.38490897e-01 2.75020498e-01 3.30752596e-115 -2.68023526e+02
3.11195124e+00 8.75094309e-01 8.61591412e+01 2.71667004e-02 3.67278369e-01 8.99426602e-02 4.17284503e-115 -2.67805216e+02
2.07050888e+00 1.05127454e+00 8.01515526e+01 2.15365776e-02 2.56423177e-01 4.59415864e-01 7.57787899e-115 -2.66979994e+02
2.83070935e+00 1.19194020e+00 6.87063423e+01 1.59594659e-02 7.39877609e-02 8.25855162e-02 1.06231602e-114 -2.66960087e+02
3.49977199e+00 9.61030721e-01 7.04848221e+01 3.01116640e-02 2.07275569e-01 1.84135958e-01 1.31654306e-114 -2.66582260e+02
2.81452209e+00 1.02839721e+00 9.23126939e+01 3.15039068e-02 3.82384956e-01 3.55390757e-01 2.13787568e-114 -2.66027090e+02
2.06725721e+00 9.19954975e-01 7.60177502e+01 3.04760468e-02 2.93061443e-01 3.31308896e-01 2.76799381e-114 -2.65985983e+02
2.00828839e+00 1.15571806e+00 6.66981411e+01 1.84621173e-02 2.41745824e-01 2.74331873e-01 5.95825259e-114 -2.64814476e+02
3.83711463e+00 1.00148910e+00 8.46015006e+01 2.63039855e-02 3.55686513e-01 3.99484546e-01 2.24221757e-113 -2.63443475e+02
2.25715362e+00 1.17566474e+00 7.35429675e+01 2.80398094e-02 2.72976698e-01 2.04974298e-01 3.84088690e-113 -2.63301865e+02
1.66542641e+00 1.19497447e+00 7.69321544e+01 2.58065283e-02 3.25818699e-01 2.40233373e-01 4.44444225e-113 -2.63148447e+02
2.10171749e+00 8.57139261e-01 7.18345683e+01 2.63658938e-02 5.46487449e-02 5.04958380e-01 5.68393401e-113 -2.62825908e+02
3.00434328e+00 1.12335951e+00 7.25160661e+01 1.94834085e-02 2.89050197e-01 3.52937106e-01 1.69038540e-112 -2.61405623e+02
2.32610963e+00 8.95337120e-01 7.80562031e+01 2.73755256e-02 9.04530191e-02 5.47911519e-02 3.31632246e-112 -2.61040409e+02
1.88043385e+00 8.21776430e-01 9.15997411e+01 3.12920793e-02 3.87266353e-01 2.97567793e-01 7.37525730e-112 -2.60019768e+02
1.69325585e+00 1.08331263e+00 8.37935304e+01 2.51222400e-02 3.22293343e-01 3.58707018e-01 4.82244011e-111 -2.57951291e+02
2.43459859e+00 1.00312088e+00 6.60319289e+01 2.92480167e-02 1.18813919e-01 1.64083541e-01 1.49076458e-110 -2.57039432e+02
3.38922642e+00 9.19486037e-01 8.52421883e+01 2.68245541e-02 3.52539813e-01 3.44093730e-01 2.39552986e-110 -2.56810673e+02
3.49635611e+00 8.96485298e-01 7.73237542e+01 3.18037949e-02 2.99142668e-01 2.28120939e-01 2.81264005e-110 -2.56704177e+02
2.33132680e+00 1.14180298e+00 9.03249130e+01 3.16478965e-02 4.13364459e-01 5.51171991e-01 3.08745652e-110 -2.56619199e+02
3.27306345e+00 8.27152213e-01 7.31306346e+01 1.96629734e-02 2.90138017e-01 1.96168547e-01 4.19703201e-110 -2.56140958e+02
2.43774147e+00 8.94077906e-01 6.71077663e+01 3.16748866e-02 9.01576111e-02 1.60240894e-01 5.49854089e-110 -2.56021893e+02
2.86253566e+00 8.38007311e-01 8.67097790e+01 2.81061587e-02 3.66216618e-01 2.89548063e-01 8.31125318e-110 -2.55401794e+02
2.86790578e+00 1.15806760e+00 7.34438827e+01 1.88405713e-02 1.11900072e-01 5.35065581e-01 1.09785403e-109 -2.55366908e+02
2.18486160e+00 8.12591675e-01 7.13898835e+01 2.61643836e-02 5.42946153e-02 4.61517501e-01 1.20065794e-109 -2.55223599e+02
1.88495951e+00 9.15552953e-01 7.22454346e+01 1.87422547e-02 9.33566926e-02 1.69762838e-01 1.50967579e-109 -2.54922336e+02
3.46120875e+00 9.18887648e-01 8.84008350e+01 2.94962000e-02 3.81195271e-01 1.56336202e-01 2.36525899e-109 -2.54373415e+02
1.69435582e+00 1.06648283e+00 6.46462233e+01 2.48788402e-02 5.47958532e-02 2.97190831e-01 4.53991535e-109 -2.53663375e+02
2.50851817e+00 8.70604236e-01 7.38744693e+01 1.76514262e-02 2.68093838e-01 1.28893764e-01 6.96235252e-109 -2.53407098e+02
2.66044750e+00 8.40608693e-01 8.34784551e+01 3.13946394e-02 3.77174068e-01 1.09670243e-01 8.14053985e-109 -2.53331745e+02
3.68811751e+00 1.17897663e+00 7.46838681e+01 2.75097097e-02 2.88156111e-01 7.12924852e-02 9.11158927e-109 -2.53181909e+02
2.91288118e+00 8.86868744e-01 8.27194179e+01 2.70346224e-02 1.64294208e-01 2.10727342e-01 1.31678123e-108 -2.52654447e+02
3.79721890e+00 8.27525030e-01 6.27151407e+01 1.74088432e-02 1.94477592e-01 3.02646268e-01 1.72894433e-108 -2.52566445e+02
2.80439388e+00 9.64817990e-01 8.66760223e+01 3.01069672e-02 1.98931558e-01 5.24940850e-01 2.38074481e-108 -2.52069761e+02
3.51567826e+00 9.80519141e-01 8.38663280e+01 2.80222047e-02 1.74977709e-01 6.85073820e-01 3.67945694e-108 -2.51670321e+02
2.69232105e+00 1.08472214e+00 7.19184970e+01 2.36898563e-02 6.30243028e-02 7.39765758e-01 4.76617332e-108 -2.51514636e+02
2.57519129e+00 9.53050672e-01 7.09625972e+01 1.83207070e-02 2.72706635e-01 2.60912449e-01 8.36999138e-108 -2.50696804e+02
2.82832224e+00 1.11862702e+00 6.39431353e+01 1.85906358e-02 2.01818133e-01 3.10602176e-01 1.56229187e-107 -2.50168656e+02
3.38228384e+00 1.13072768e+00 6.19477325e+01 2.33528847e-02 1.06020727e-01 6.26930484e-01 4.44758957e-107 -2.48906040e+02
2.61982743e+00 1.07818606e+00 8.11931221e+01 2.86237183e-02 1.19616639e-01 3.24447428e-02 7.01420341e-107 -2.48879104e+02
2.52179700e+00 8.17684169e-01 7.37333380e+01 2.30262946e-02 2.93310047e-01 4.25802298e-01 7.89272772e-107 -2.48676135e+02
2.87744972e+00 9.11829428e-01 7.87377409e+01 2.32461795e-02 3.21742560e-01 1.60488104e-01 9.40851725e-107 -2.48519599e+02
2.87033228e+00 1.09390604e+00 8.36467963e+01 2.54524022e-02 3.26499649e-01 5.60034595e-02 1.18242267e-106 -2.48229863e+02
2.54245226e+00 9.37525690e-01 8.49906538e+01 2.66485423e-02 2.43967954e-01 2.31858785e-01 1.36741383e-106 -2.48204143e+02
3.21646929e+00 8.84873698e-01 6.70834822e+01 1.34245793e-02 8.03680533e-02 5.04259151e-02 1.72374473e-106 -2.47802589e+02
3.69706341e+00 8.51064108e-01 6.92429694e+01 2.68930278e-02 2.11881411e-01 4.49641245e-01 2.17531327e-106 -2.47697515e+02
1.89678951e+00 9.19514587e-01 8.27495600e+01 3.21197162e-02 3.64089348e-01 2.45006478e-01 3.66706119e-106 -2.46904617e+02
3.05358129e+00 1.15642815e+00 8.22880194e+01 2.60111843e-02 3.47328925e-01 7.81963687e-02 5.66521191e-106 -2.46682681e+02
2.98993713e+00 8.49393677e-01 9.08735652e+01 3.11549813e-02 3.59229352e-01 2.08907905e-02 5.41639472e-105 -2.43894397e+02
1.80978044e+00 8.49040498e-01 7.17221133e+01 1.62984099e-02 2.53512246e-01 1.03740499e-01 1.33856576e-104 -2.43406663e+02
3.36048400e+00 9.60574507e-01 7.88116852e+01 2.88816787e-02 3.27323339e-01 1.42923190e-01 4.03789661e-104 -2.42051200e+02
3.31957999e+00 8.38025778e-01 5.32195062e+01 7.35763758e-03 4.30478962e-02 2.58803526e-01 6.89962391e-104 -2.41908338e+02
3.63549287e+00 9.56961814e-01 9.03952387e+01 3.10760808e-02 3.04157627e-01 1.82033952e-01 7.39206477e-104 -2.41904230e+02
2.20576448e+00 1.07677037e+00 8.43411371e+01 2.91399664e-02 3.71688612e-01 1.69421586e-01 1.30704758e-103 -2.40973578e+02
2.58585437e+00 9.00604518e-01 8.66176183e+01 2.99678642e-02 2.05675367e-01 3.57902041e-01 2.26259952e-103 -2.40624005e+02
2.75680826e+00 1.16172859e+00 6.24895835e+01 1.89068598e-02 1.74202368e-01 6.55959871e-02 2.88210725e-103 -2.40461746e+02
3.26569840e+00 1.08496614e+00 7.88813654e+01 2.30982338e-02 1.58160103e-01 5.14081426e-01 5.86430699e-103 -2.39442095e+02
3.43207041e+00 8.20377196e-01 8.17141172e+01 2.77409528e-02 3.51340480e-01 3.17194133e-01 9.64696655e-103 -2.39224644e+02
2.70337021e+00 1.12495176e+00 7.63591618e+01 2.69020708e-02 3.05224780e-01 3.60610568e-02 1.32690620e-102 -2.38827828e+02
2.45708934e+00 1.02353037e+00 8.40857370e+01 3.14988231e-02 3.74032249e-01 3.67051308e-01 1.63127036e-102 -2.38769374e+02
3.05554793e+00 9.26070200e-01 8.52013709e+01 3.00870067e-02 3.78321163e-01 1.62539714e-01 2.25624390e-102 -2.38242821e+02
2.18021898e+00 1.04500825e+00 6.49382750e+01 2.64868176e-02 1.32091253e-01 6.85066184e-01 3.16254419e-102 -2.38032534e+02
1.62520513e+00 1.03804516e+00 7.72330894e+01 2.62137433e-02 9.44545986e-02 4.20836321e-01 4.54288638e-102 -2.37558969e+02
2.62118239e+00 9.51039693e-01 8.11184216e+01 2.35015372e-02 2.93590805e-01 1.09357985e-01 9.37492785e-102 -2.36702197e+02
2.44941558e+00 8.93618242e-01 7.64289806e+01 3.17193471e-02 2.79093592e-01 4.77790539e-01 1.75991620e-101 -2.36183665e+02
3.29228829e+00 9.28619533e-01 7.62773216e+01 3.23696424e-02 2.71517725e-01 2.12642798e-01 2.41390127e-101 -2.36007513e+02
2.36690191e+00 8.64088416e-01 6.71634248e+01 3.12685546e-02 9.07203438e-02 1.03830497e-01 2.73796290e-101 -2.35921817e+02
3.06987785e+00 1.05378205e+00 7.86548977e+01 2.49158083e-02 3.23283347e-01 1.13757688e-01 3.52066629e-101 -2.35535828e+02
1.66552777e+00 1.10122683e+00 8.29681314e+01 2.61445295e-02 3.33922777e-01 2.75516551e-01 7.54775852e-101 -2.34577097e+02
3.57626644e+00 1.09377919e+00 7.23190621e+01 2.20104245e-02 2.75742618e-01 1.38971539e-01 1.15763555e-100 -2.34458427e+02
