logA n_s H0 omega_b omega_cdm m_ncdm w0_fld wa_fld tau_reio
3.193386994563183645e+00 9.530777374678807146e-01 7.025237332837050985e+01 2.239735414624319937e-02 1.115132307265836176e-01 3.262651563227416535e-02 -8.150338516938853139e-01 1.531461908372317993e-01 5.731772473744355112e-02
3.111542363361105235e+00 9.643804906722852621e-01 7.263818932606554313e+01 2.258881281193582044e-02 1.169575362847785904e-01 5.529323463369518153e-03 -9.830015398619422751e-01 6.015301590867525583e-01 5.549578738114809007e-02
3.046940145434940295e+00 9.819789614933696065e-01 7.149330304484736587e+01 2.234159836130472990e-02 1.153261018294979429e-01 5.955437850034578373e-02 -8.447131150745132988e-01 7.588068933435687669e-02 6.449591330918913457e-02
3.142228994869793457e+00 9.958906482463997234e-01 7.525650384396003290e+01 2.239306208102317258e-02 1.294127914496669973e-01 8.251340690339242778e-02 -1.042324430148220404e+00 5.229384572352318017e-01 7.145443419375016592e-02
2.864166582569302122e+00 9.121550653041116119e-01 7.305106384761961635e+01 2.239786381537713089e-02 1.185093114814437520e-01 2.658730688539800990e-02 -9.927856354095179192e-01 5.538216901952108806e-01 7.019765376409518864e-02
3.115484674608676841e+00 9.280587023587030249e-01 7.146811311493047469e+01 2.220556698936585263e-02 1.123426299941017309e-01 8.598033353049520933e-02 -9.823870473422886551e-01 6.028203294319736116e-01 1.283864911862600197e-02
2.887221952396914482e+00 9.818419399022677574e-01 7.333982951106882808e+01 2.225004250002555681e-02 1.296789093800182757e-01 5.433790682610561973e-02 -8.361251080838933980e-01 -2.142123706910181724e-01 1.540285537674534327e-02
2.989944632068528119e+00 9.873728863152735347e-01 7.378959700308260494e+01 2.229109128458319627e-02 1.196487225378970592e-01 9.176169133090333885e-02 -1.014445910593813283e+00 5.722747580598412931e-01 6.120262672968018042e-02
2.974777986106705630e+00 9.785462596545988490e-01 7.124389397896983667e+01 2.241043930428478562e-02 1.296628959141979953e-01 1.938531096534275647e-02 -7.491081617882153765e-01 -2.356363511491168516e-01 6.165224921690236337e-02
3.196261816606694506e+00 9.410754605025055675e-01 7.092457459480969817e+01 2.230707899904491032e-02 1.183647467195025199e-01 8.135850072986078318e-02 -8.157887584583494167e-01 8.982908595870764401e-02 5.457332614448041214e-02
2.883432189981405713e+00 9.320435679384648786e-01 7.303933678839320010e+01 2.226120756053159497e-02 1.137257703094600170e-01 2.511285940322713003e-02 -1.046271464195922540e+00 7.482980638406289131e-01 1.608702097339267251e-02
2.852494660437408402e+00 9.812519822296651428e-01 7.472500169245668644e+01 2.238700819826010269e-02 1.277564880768350397e-01 9.619528529840143394e-02 -1.033505476135762935e+00 4.586300388449471299e-01 1.651011335115594447e-02
2.848238159521721435e+00 9.515457311999535595e-01 7.032301497662169254e+01 2.256469847693175212e-02 1.231069432971952232e-01 7.935396457306521587e-03 -7.335760153545720641e-01 -1.553241216399072755e-01 4.613486678961194187e-02
2.895538405107362934e+00 9.375570604351912696e-01 7.006575988742264371e+01 2.218075060578227065e-02 1.279631734674228638e-01 2.971284078414727914e-02 -6.717898592340536545e-01 -4.048116418364466895e-01 4.794824510624687286e-02
2.960711574079164521e+00 9.205794342065880542e-01 7.204572251249292947e+01 2.227889174046843168e-02 1.293295161280317018e-01 5.953073381630152178e-02 -7.762487534933375510e-01 -2.722792446916160181e-01 4.644524277660520145e-02
2.907718012396179663e+00 9.141632997620730006e-01 7.260501391875892807e+01 2.218732765130126613e-02 1.168225706197937308e-01 5.401804692057480400e-02 -9.509228396602351641e-01 4.127617272072909849e-01 2.803664008919305034e-02
2.944560796073854458e+00 9.292584423245738856e-01 7.413067858819864853e+01 2.232282995694969546e-02 1.276657558139269733e-01 5.936038474841309753e-02 -9.165188242523940598e-01 1.140081399451178257e-01 3.036750758484514645e-02
