"logA_mean","logA_stdev","logA_median","logA_errlo","logA_errup","n_s_mean","n_s_stdev","n_s_median","n_s_errlo","n_s_errup","H0_mean","H0_stdev","H0_median","H0_errlo","H0_errup","omega_b_mean","omega_b_stdev","omega_b_median","omega_b_errlo","omega_b_errup","omega_cdm_mean","omega_cdm_stdev","omega_cdm_median","omega_cdm_errlo","omega_cdm_errup","m_ncdm_mean","m_ncdm_stdev","m_ncdm_median","m_ncdm_errlo","m_ncdm_errup","w0_fld_mean","w0_fld_stdev","w0_fld_median","w0_fld_errlo","w0_fld_errup","Omega_EDE_mean","Omega_EDE_stdev","Omega_EDE_median","Omega_EDE_errlo","Omega_EDE_errup","tau_reio_mean","tau_reio_stdev","tau_reio_median","tau_reio_errlo","tau_reio_errup"
3.002043919793181193e+00,1.129832970420018429e-01,3.002865442613166014e+00,2.867917882802904828e+00,3.135521975550921603e+00,9.502351664710462220e-01,2.966539677406888550e-02,9.500608313649776537e-01,9.147023099681006464e-01,9.856864141964326587e-01,7.357666365112316953e+01,1.676334788478543780e+00,7.353980260920175738e+01,7.186201316393552929e+01,7.531790239696412925e+01,2.228648396877712379e-02,1.728627957665874169e-04,2.228443073439202726e-02,2.207915666670902041e-02,2.248843852394989337e-02,1.239162966429705331e-01,4.939910729800818349e-03,1.252582954416893157e-01,1.183964083111195137e-01,1.288211837817059835e-01,5.579551694812034945e-02,2.835947973886511139e-02,5.760544704565282587e-02,2.206638112532630785e-02,8.816095184721017830e-02,-8.330363891177163804e-01,4.097997529617565526e-02,-8.341691614925295095e-01,-8.732820031913701708e-01,-7.925272509034457791e-01,5.195664459868726270e-02,2.944639568301690713e-02,5.368160898251481128e-02,1.660226107131389586e-02,8.578782174181225073e-02,4.537745439280555654e-02,2.033575661378768384e-02,4.620677225935086729e-02,2.113200089971806542e-02,6.959062792460110614e-02
